LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
0.000000,0.000000,1726713967.055706,259038.000,40239,1,TH,1,100,34.392
0.000000,0.000000,1726713967.188708,259171.000,40257,1,TH,1,100,34.392
0.000000,0.000000,1726713967.322709,259305.000,40288,1,TH,1,100,34.402
0.000000,0.000000,1726713967.455710,259438.000,40305,1,TH,1,100,34.409
0.000000,0.000000,1726713967.588712,259571.000,40322,1,TH,1,100,34.406
0.000000,0.000000,1726713967.722713,259705.000,40338,1,TH,1,100,34.406
0.000000,0.000000,1726713967.855715,259838.000,40372,1,TH,1,100,34.381
0.000000,0.000000,1726713967.988716,259971.000,40389,1,TH,1,100,34.381
0.000000,0.000000,1726713968.121718,260104.000,40405,1,TH,1,100,34.465
0.000000,0.000000,1726713968.255719,260238.000,40437,1,TH,1,100,34.472
0.000000,0.000000,1726713968.388720,260371.000,40454,1,TH,1,100,34.399
0.000000,0.000000,1726713968.522722,260505.000,40471,1,TH,1,100,34.399
0.000000,0.000000,1726713968.655723,260638.000,40504,1,TH,1,100,34.404
0.000000,0.000000,1726713968.788725,260771.000,40521,1,TH,1,100,34.411
0.000000,0.000000,1726713968.921726,260904.000,40538,1,TH,1,100,34.397
0.000000,0.000000,1726713969.055727,261038.000,40574,1,TH,1,100,34.397
0.000000,0.000000,1726713969.188729,261171.000,40593,1,TH,1,100,34.418
0.000000,0.000000,1726713969.321730,261304.000,40609,1,TH,1,100,34.425
0.000000,0.000000,1726713969.455732,261438.000,40626,1,TH,1,100,34.411
0.000000,0.000000,1726713969.588733,261571.000,40643,1,TH,1,100,34.411
0.000000,0.000000,1726713969.721734,261704.000,40674,1,TH,1,100,34.432
0.000000,0.000000,1726713969.855736,261838.000,40694,1,TH,1,100,34.432
0.000000,0.000000,1726713969.988737,261971.000,40710,1,TH,1,100,34.406
0.000000,0.000000,1726713970.121739,262104.000,40742,1,TH,1,100,34.413
0.000000,0.000000,1726713970.255740,262238.000,40759,1,TH,1,100,34.404
0.000000,0.000000,1726713970.388742,262371.000,40775,1,TH,1,100,34.404
0.000000,0.000000,1726713970.521743,262504.000,40807,1,TH,1,100,34.369
0.000000,0.000000,1726713970.655744,262638.000,40824,1,TH,1,100,34.376
0.000000,0.000000,1726713970.788746,262771.000,40840,1,TH,1,100,34.500
0.000000,0.000000,1726713970.921747,262904.000,40872,1,TH,1,100,34.500
0.000000,0.000000,1726713971.055749,263038.000,40891,1,TH,1,100,34.439
0.000000,0.000000,1726713971.188750,263171.000,40908,1,TH,1,100,34.439
0.000000,0.000000,1726713971.321751,263304.000,40939,1,TH,1,100,34.313
0.000000,0.000000,1726713971.454753,263437.000,40957,1,TH,1,100,34.320
0.000000,0.000000,1726713971.588754,263571.000,40973,1,TH,1,100,34.374
0.000000,0.000000,1726713971.721756,263704.000,40990,1,TH,1,100,34.374
0.000000,0.000000,1726713971.855757,263838.000,41022,1,TH,1,100,34.390
0.000000,0.000000,1726713971.988759,263971.000,41038,1,TH,1,100,34.397
0.000000,0.000000,1726713972.121760,264104.000,41055,1,TH,1,100,34.360
0.000000,0.000000,1726713972.254761,264237.000,41089,1,TH,1,100,34.360
0.000000,0.000000,1726713972.388763,264371.000,41105,1,TH,1,100,34.416
0.000000,0.000000,1726713972.521764,264504.000,41123,1,TH,1,100,34.416
0.000000,0.000000,1726713972.654766,264637.000,41154,1,TH,1,100,34.437
0.000000,0.000000,1726713972.788767,264771.000,41170,1,TH,1,100,34.444
0.000000,0.000000,1726713972.921768,264904.000,41188,1,TH,1,100,34.442
0.000000,0.000000,1726713973.054770,265037.000,41221,1,TH,1,100,34.442
0.000000,0.000000,1726713973.188771,265171.000,41238,1,TH,1,100,34.418
0.000000,0.000000,1726713973.321773,265304.000,41257,1,TH,1,100,34.425
0.000000,0.000000,1726713973.454774,265437.000,41289,1,TH,1,100,34.467
0.000000,0.000000,1726713973.588775,265571.000,41305,1,TH,1,100,34.467
0.000000,0.000000,1726713973.721777,265704.000,41322,1,TH,1,100,34.425
0.000000,0.000000,1726713973.854778,265837.000,41354,1,TH,1,100,34.432
0.000000,0.000000,1726713973.988780,265971.000,41370,1,TH,1,100,34.409
0.000000,0.000000,1726713974.121781,266104.000,41389,1,TH,1,100,34.409
0.000000,0.000000,1726713974.254783,266237.000,41414,1,TH,1,100,34.451
0.000000,0.000000,1726713974.388784,266371.000,41430,1,TH,1,100,34.451
0.000000,0.000000,1726713974.521785,266504.000,41462,1,TH,1,100,34.423
0.000000,0.000000,1726713974.654787,266637.000,41479,1,TH,1,100,34.430
0.000000,0.000000,1726713974.788788,266771.000,41495,1,TH,1,100,34.437
0.000000,0.000000,1726713974.921790,266904.000,41527,1,TH,1,100,34.437
0.000000,0.000000,1726713975.054791,267037.000,41544,1,TH,1,100,34.372
0.000000,0.000000,1726713975.187792,267170.000,41561,1,TH,1,100,34.379
0.000000,0.000000,1726713975.321794,267304.000,41592,1,TH,1,100,34.418
0.000000,0.000000,1726713975.454795,267437.000,41611,1,TH,1,100,34.418
