LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
0.000000,0.000000,1726714071.448313,363429.500,57269,2,AK,1,100,57267
0.000000,0.000000,1726714071.455813,363437.000,57269,2,AK,1,100,RD
0.000000,0.000000,1726714074.005840,365987.000,58108,2,AK,1,100,57267
0.000000,0.000000,1726714076.555867,368537.000,58108,2,AK,1,100,RD
0.000000,0.000000,1726714076.565367,368546.500,58111,2,AK,1,100,58109
0.000000,0.000000,1726714076.574867,368556.000,58111,2,AK,1,100,RD
0.000000,0.000000,1726714079.120394,371101.500,58951,2,AK,1,100,58109
0.000000,0.000000,1726714081.665921,373647.000,58951,2,AK,1,100,RD
0.000000,0.000000,1726714081.674421,373655.500,58954,2,AK,1,100,58952
0.000000,0.000000,1726714081.682921,373664.000,58954,2,AK,1,100,RD
0.000000,0.000000,1726714084.236949,376218.000,59790,2,AK,1,100,58952
0.000000,0.000000,1726714086.790976,378772.000,59790,2,AK,1,100,RD
0.000000,0.000000,1726714086.802476,378783.500,59793,2,AK,1,100,59791
0.000000,0.000000,1726714086.813976,378795.000,59793,2,AK,1,100,RD
0.000000,0.000000,1726714089.363003,381344.000,60637,2,AK,1,100,59791
0.000000,0.000000,1726714091.912030,383893.000,60637,2,AK,1,100,RD
0.000000,0.000000,1726714091.922530,383903.500,60640,2,AK,1,100,60638
0.000000,0.000000,1726714091.933030,383914.000,60640,2,AK,1,100,RD
0.000000,0.000000,1726714094.479057,386460.000,61480,2,AK,1,100,60638
0.000000,0.000000,1726714097.025084,389006.000,61480,2,AK,1,100,RD
0.000000,0.000000,1726714097.039084,389020.000,61483,2,AK,1,100,61481
0.000000,0.000000,1726714097.053084,389034.000,61483,2,AK,1,100,RD
0.000000,0.000000,1726714099.602111,391583.000,62325,2,AK,1,100,61481
0.000000,0.000000,1726714102.151138,394132.000,62325,2,AK,1,100,RD
0.000000,0.000000,1726714102.162139,394143.000,62328,2,AK,1,100,62326
0.000000,0.000000,1726714102.173139,394154.000,62328,2,AK,1,100,RD
0.000000,0.000000,1726714104.716166,396697.000,63155,2,AK,1,100,62326
0.000000,0.000000,1726714107.259193,399240.000,63155,2,AK,1,100,RD
0.000000,0.000000,1726714107.272693,399253.500,63158,2,AK,1,100,63156
0.000000,0.000000,1726714107.286193,399267.000,63158,2,AK,1,100,RD
0.000000,0.000000,1726714109.828220,401809.000,63998,2,AK,1,100,63156
0.000000,0.000000,1726714112.370247,404351.000,63998,2,AK,1,100,RD
0.000000,0.000000,1726714112.380247,404361.000,64001,2,AK,1,100,63999
0.000000,0.000000,1726714112.390247,404371.000,64001,2,AK,1,100,RD
0.000000,0.000000,1726714114.939774,406920.500,64841,2,AK,1,100,63999
0.000000,0.000000,1726714117.489301,409470.000,64841,2,AK,1,100,RD
0.000000,0.000000,1726714117.498801,409479.500,64844,2,AK,1,100,64842
0.000000,0.000000,1726714117.508301,409489.000,64844,2,AK,1,100,RD
0.000000,0.000000,1726714120.062328,412043.000,149,2,AK,1,100,64842
0.000000,0.000000,1726714122.616355,414597.000,149,2,AK,1,100,RD
0.000000,0.000000,1726714122.630856,414611.500,152,2,AK,1,100,150
0.000000,0.000000,1726714122.645356,414626.000,152,2,AK,1,100,RD
0.000000,0.000000,1726714125.184383,417165.000,993,2,AK,1,100,150
0.000000,0.000000,1726714127.723410,419704.000,993,2,AK,1,100,RD
0.000000,0.000000,1726714127.733410,419714.000,996,2,AK,1,100,994
0.000000,0.000000,1726714127.743410,419724.000,996,2,AK,1,100,RD
0.000000,0.000000,1726714130.299937,422280.500,1854,2,AK,1,100,994
0.000000,0.000000,1726714132.856464,424837.000,1854,2,AK,1,100,RD
0.000000,0.000000,1726714132.866964,424847.500,1857,2,AK,1,100,1855
0.000000,0.000000,1726714132.877464,424858.000,1857,2,AK,1,100,RD
0.000000,0.000000,1726714135.423491,427404.000,2700,2,AK,1,100,1855
0.000000,0.000000,1726714137.969518,429950.000,2700,2,AK,1,100,RD
0.000000,0.000000,1726714137.978518,429959.000,2703,2,AK,1,100,2701
0.000000,0.000000,1726714137.987518,429968.000,2703,2,AK,1,100,RD
0.000000,0.000000,1726714140.531545,432512.000,3543,2,AK,1,100,2701
0.000000,0.000000,1726714143.075572,435056.000,3543,2,AK,1,100,RD
0.000000,0.000000,1726714143.083572,435064.000,3546,2,AK,1,100,3544
0.000000,0.000000,1726714143.091573,435072.000,3546,2,AK,1,100,RD
0.000000,0.000000,1726714145.637600,437618.000,4386,2,AK,1,100,3544
0.000000,0.000000,1726714148.183627,440164.000,4386,2,AK,1,100,RD
0.000000,0.000000,1726714148.192127,440172.500,4389,2,AK,1,100,4387
0.000000,0.000000,1726714148.200627,440181.000,4389,2,AK,1,100,RD
0.000000,0.000000,1726714150.754154,442734.500,5246,2,AK,1,100,4387
0.000000,0.000000,1726714153.307681,445288.000,5246,2,AK,1,100,RD
0.000000,0.000000,1726714153.318181,445298.500,5249,2,AK,1,100,5247
0.000000,0.000000,1726714153.328681,445309.000,5249,2,AK,1,100,RD
0.000000,0.000000,1726714155.869708,447850.000,6090,2,AK,1,100,5247
0.000000,0.000000,1726714158.410735,450391.000,6090,2,AK,1,100,RD
0.000000,0.000000,1726714158.422235,450402.500,6093,2,AK,1,100,6091
0.000000,0.000000,1726714158.433735,450414.000,6093,2,AK,1,100,RD
0.000000,0.000000,1726714160.976262,452956.500,6934,2,AK,1,100,6091
0.000000,0.000000,1726714163.518789,455499.000,6934,2,AK,1,100,RD
0.000000,0.000000,1726714163.530289,455510.500,6937,2,AK,1,100,6935
0.000000,0.000000,1726714163.541789,455522.000,6937,2,AK,1,100,RD
0.000000,0.000000,1726714166.101316,458081.500,7795,2,AK,1,100,6935
0.000000,0.000000,1726714168.660844,460641.000,7795,2,AK,1,100,RD
0.000000,0.000000,1726714168.668844,460649.000,7798,2,AK,1,100,7796
0.000000,0.000000,1726714168.676844,460657.000,7798,2,AK,1,100,RD
0.000000,0.000000,1726714171.222371,463202.500,8640,2,AK,1,100,7796
0.000000,0.000000,1726714173.767898,465748.000,8640,2,AK,1,100,RD
0.000000,0.000000,1726714173.776398,465756.500,8643,2,AK,1,100,8641
0.000000,0.000000,1726714173.784898,465765.000,8643,2,AK,1,100,RD
0.000000,0.000000,1726714176.330425,468310.500,9482,2,AK,1,100,8641
0.000000,0.000000,1726714178.875952,470856.000,9482,2,AK,1,100,RD
0.000000,0.000000,1726714178.892952,470873.000,9485,2,AK,1,100,9483
0.000000,0.000000,1726714178.909952,470890.000,9485,2,AK,1,100,RD
0.000000,0.000000,1726714181.463979,473444.000,10344,2,AK,1,100,9483
0.000000,0.000000,1726714184.018006,475998.000,10344,2,AK,1,100,RD
0.000000,0.000000,1726714184.031507,476011.500,10347,2,AK,1,100,10345
0.000000,0.000000,1726714184.045007,476025.000,10347,2,AK,1,100,RD
0.000000,0.000000,1726714186.585034,478565.000,11187,2,AK,1,100,10345
0.000000,0.000000,1726714189.125061,481105.000,11187,2,AK,1,100,RD
0.000000,0.000000,1726714189.132061,481112.000,11190,2,AK,1,100,11188
0.000000,0.000000,1726714189.139061,481119.000,11190,2,AK,1,100,RD
0.000000,0.000000,1726714191.688088,483668.000,12032,2,AK,1,100,11188
0.000000,0.000000,1726714194.237115,486217.000,12032,2,AK,1,100,RD
0.000000,0.000000,1726714194.247115,486227.000,12035,2,AK,1,100,12033
0.000000,0.000000,1726714194.257115,486237.000,12035,2,AK,1,100,RD
0.000000,0.000000,1726714196.811142,488791.000,12896,2,AK,1,100,12033
0.000000,0.000000,1726714199.365169,491345.000,12896,2,AK,1,100,RD
0.000000,0.000000,1726714199.373169,491353.000,12899,2,AK,1,100,12897
0.000000,0.000000,1726714199.381169,491361.000,12899,2,AK,1,100,RD
0.000000,0.000000,1726714201.927696,493907.500,13740,2,AK,1,100,12897
0.000000,0.000000,1726714204.474223,496454.000,13740,2,AK,1,100,RD
0.000000,0.000000,1726714204.482723,496462.500,13743,2,AK,1,100,13741
0.000000,0.000000,1726714204.491223,496471.000,13743,2,AK,1,100,RD
0.000000,0.000000,1726714207.036250,499016.000,14586,2,AK,1,100,13741
0.000000,0.000000,1726714209.581277,501561.000,14586,2,AK,1,100,RD
0.000000,0.000000,1726714209.591778,501571.500,14589,2,AK,1,100,14587
0.000000,0.000000,1726714209.602278,501582.000,14589,2,AK,1,100,RD
0.000000,0.000000,1726714212.145805,504125.500,15431,2,AK,1,100,14587
0.000000,0.000000,1726714214.689332,506669.000,15431,2,AK,1,100,RD
0.000000,0.000000,1726714214.701332,506681.000,15434,2,AK,1,100,15432
0.000000,0.000000,1726714214.713332,506693.000,15434,2,AK,1,100,RD
0.000000,0.000000,1726714217.267359,509247.000,16290,2,AK,1,100,15432
0.000000,0.000000,1726714219.821386,511801.000,16290,2,AK,1,100,RD
0.000000,0.000000,1726714219.831886,511811.500,16293,2,AK,1,100,16291
0.000000,0.000000,1726714219.842386,511822.000,16293,2,AK,1,100,RD
0.000000,0.000000,1726714222.385913,514365.500,17134,2,AK,1,100,16291
0.000000,0.000000,1726714224.929440,516909.000,17134,2,AK,1,100,RD
0.000000,0.000000,1726714224.938940,516918.500,17137,2,AK,1,100,17135
0.000000,0.000000,1726714224.948440,516928.000,17137,2,AK,1,100,RD
0.000000,0.000000,1726714227.503967,519483.500,17989,2,AK,1,100,17135
0.000000,0.000000,1726714230.059495,522039.000,17989,2,AK,1,100,RD
0.000000,0.000000,1726714230.067495,522047.000,17992,2,AK,1,100,17990
0.000000,0.000000,1726714230.075495,522055.000,17992,2,AK,1,100,RD
0.000000,0.000000,1726714232.623522,524603.000,18835,2,AK,1,100,17990
0.000000,0.000000,1726714235.171549,527151.000,18835,2,AK,1,100,RD
0.000000,0.000000,1726714235.181049,527160.500,18838,2,AK,1,100,18836
0.000000,0.000000,1726714235.190549,527170.000,18838,2,AK,1,100,RD
0.000000,0.000000,1726714237.735076,529714.500,19683,2,AK,1,100,18836
0.000000,0.000000,1726714240.279603,532259.000,19683,2,AK,1,100,RD
0.000000,0.000000,1726714240.288603,532268.000,19686,2,AK,1,100,19684
0.000000,0.000000,1726714240.297603,532277.000,19686,2,AK,1,100,RD
0.000000,0.000000,1726714242.842130,534821.500,20521,2,AK,1,100,19684
0.000000,0.000000,1726714245.386657,537366.000,20521,2,AK,1,100,RD
0.000000,0.000000,1726714245.394657,537374.000,20524,2,AK,1,100,20522
0.000000,0.000000,1726714245.402657,537382.000,20524,2,AK,1,100,RD
0.000000,0.000000,1726714247.948184,539927.500,21365,2,AK,1,100,20522
0.000000,0.000000,1726714250.493711,542473.000,21365,2,AK,1,100,RD
0.000000,0.000000,1726714250.506211,542485.500,21368,2,AK,1,100,21366
0.000000,0.000000,1726714250.518711,542498.000,21368,2,AK,1,100,RD
0.000000,0.000000,1726714253.071738,545051.000,22221,2,AK,1,100,21366
0.000000,0.000000,1726714255.624766,547604.000,22221,2,AK,1,100,RD
0.000000,0.000000,1726714255.638766,547618.000,22224,2,AK,1,100,22222
0.000000,0.000000,1726714255.652766,547632.000,22224,2,AK,1,100,RD
0.000000,0.000000,1726714258.192293,550171.500,23056,2,AK,1,100,22222
0.000000,0.000000,1726714260.731820,552711.000,23056,2,AK,1,100,RD
0.000000,0.000000,1726714260.741320,552720.500,23059,2,AK,1,100,23057
0.000000,0.000000,1726714260.750820,552730.000,23059,2,AK,1,100,RD
0.000000,0.000000,1726714263.295347,555274.500,23897,2,AK,1,100,23057
0.000000,0.000000,1726714265.839874,557819.000,23897,2,AK,1,100,RD
0.000000,0.000000,1726714265.847374,557826.500,23900,2,AK,1,100,23898
0.000000,0.000000,1726714265.854874,557834.000,23900,2,AK,1,100,RD
