LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
0.000000,0.000000,1726713967.088707,259071.000,40235,3,PG,1,100,7655
0.000000,0.000000,1726713967.088707,259071.000,40235,3,PG,1,100,7638
0.000000,0.000000,1726713967.088707,259071.000,40235,3,PG,1,100,7636
0.000000,0.000000,1726713967.128707,259111.000,40253,3,PG,1,100,7689
0.000000,0.000000,1726713967.168707,259151.000,40253,3,PG,1,100,7735
0.000000,0.000000,1726713967.208708,259191.000,40253,3,PG,1,100,7773
0.000000,0.000000,1726713967.248708,259231.000,40269,2,PG,1,100,7822
0.000000,0.000000,1726713967.288709,259271.000,40269,2,PG,1,100,7855
0.000000,0.000000,1726713967.328709,259311.000,40285,3,PG,1,100,7865
0.000000,0.000000,1726713967.368710,259351.000,40285,3,PG,1,100,7892
0.000000,0.000000,1726713967.408710,259391.000,40285,3,PG,1,100,7919
0.000000,0.000000,1726713967.448710,259431.000,40301,2,PG,1,100,7906
0.000000,0.000000,1726713967.488711,259471.000,40301,2,PG,1,100,7812
0.000000,0.000000,1726713967.528711,259511.000,40318,3,PG,1,100,7682
0.000000,0.000000,1726713967.568712,259551.000,40318,3,PG,1,100,7643
0.000000,0.000000,1726713967.608712,259591.000,40318,3,PG,1,100,7681
0.000000,0.000000,1726713967.648713,259631.000,40334,2,PG,1,100,7738
0.000000,0.000000,1726713967.688713,259671.000,40334,2,PG,1,100,7799
0.000000,0.000000,1726713967.728713,259711.000,40353,3,PG,1,100,7845
0.000000,0.000000,1726713967.768714,259751.000,40353,3,PG,1,100,7855
0.000000,0.000000,1726713967.808714,259791.000,40353,3,PG,1,100,7831
0.000000,0.000000,1726713967.848715,259831.000,40368,2,PG,1,100,7825
0.000000,0.000000,1726713967.888715,259871.000,40368,2,PG,1,100,7844
0.000000,0.000000,1726713967.928715,259911.000,40385,3,PG,1,100,7870
0.000000,0.000000,1726713967.968716,259951.000,40385,3,PG,1,100,7910
0.000000,0.000000,1726713968.008716,259991.000,40385,3,PG,1,100,7961
0.000000,0.000000,1726713968.048717,260031.000,40401,2,PG,1,100,8002
0.000000,0.000000,1726713968.088717,260071.000,40401,2,PG,1,100,8026
0.000000,0.000000,1726713968.128718,260111.000,40419,3,PG,1,100,8052
0.000000,0.000000,1726713968.168718,260151.000,40419,3,PG,1,100,8094
0.000000,0.000000,1726713968.208718,260191.000,40419,3,PG,1,100,8126
0.000000,0.000000,1726713968.248719,260231.000,40433,3,PG,1,100,8123
0.000000,0.000000,1726713968.288719,260271.000,40433,3,PG,1,100,8024
0.000000,0.000000,1726713968.328720,260311.000,40433,3,PG,1,100,7916
0.000000,0.000000,1726713968.368720,260351.000,40450,2,PG,1,100,7879
0.000000,0.000000,1726713968.408721,260391.000,40450,2,PG,1,100,7909
0.000000,0.000000,1726713968.448721,260431.000,40467,3,PG,1,100,7955
0.000000,0.000000,1726713968.488721,260471.000,40467,3,PG,1,100,8004
0.000000,0.000000,1726713968.528722,260511.000,40467,3,PG,1,100,8042
0.000000,0.000000,1726713968.568722,260551.000,40486,2,PG,1,100,8048
0.000000,0.000000,1726713968.608723,260591.000,40486,2,PG,1,100,8031
0.000000,0.000000,1726713968.648723,260631.000,40500,3,PG,1,100,8028
0.000000,0.000000,1726713968.688724,260671.000,40500,3,PG,1,100,8047
0.000000,0.000000,1726713968.728724,260711.000,40500,3,PG,1,100,8079
0.000000,0.000000,1726713968.768724,260751.000,40517,2,PG,1,100,8124
0.000000,0.000000,1726713968.808725,260791.000,40517,2,PG,1,100,8155
0.000000,0.000000,1726713968.848725,260831.000,40534,3,PG,1,100,8178
0.000000,0.000000,1726713968.888726,260871.000,40534,3,PG,1,100,8211
0.000000,0.000000,1726713968.928726,260911.000,40534,3,PG,1,100,8236
0.000000,0.000000,1726713968.968727,260951.000,40551,2,PG,1,100,8279
0.000000,0.000000,1726713969.008727,260991.000,40551,2,PG,1,100,8293
0.000000,0.000000,1726713969.048727,261031.000,40570,4,PG,1,100,8321
0.000000,0.000000,1726713969.088728,261071.000,40570,4,PG,1,100,8352
0.000000,0.000000,1726713969.128728,261111.000,40570,4,PG,1,100,8371
0.000000,0.000000,1726713969.168729,261151.000,40570,4,PG,1,100,8401
0.000000,0.000000,1726713969.208729,261191.000,40590,2,PG,1,100,8431
0.000000,0.000000,1726713969.248729,261231.000,40590,2,PG,1,100,8417
0.000000,0.000000,1726713969.288730,261271.000,40605,3,PG,1,100,8315
0.000000,0.000000,1726713969.328730,261311.000,40605,3,PG,1,100,8155
0.000000,0.000000,1726713969.368731,261351.000,40605,3,PG,1,100,8102
0.000000,0.000000,1726713969.408731,261391.000,40622,2,PG,1,100,8100
0.000000,0.000000,1726713969.448732,261431.000,40622,2,PG,1,100,8141
0.000000,0.000000,1726713969.488732,261471.000,40639,3,PG,1,100,8174
0.000000,0.000000,1726713969.528732,261511.000,40639,3,PG,1,100,8201
0.000000,0.000000,1726713969.568733,261551.000,40639,3,PG,1,100,8171
0.000000,0.000000,1726713969.608733,261591.000,40656,2,PG,1,100,8144
0.000000,0.000000,1726713969.648734,261631.000,40656,2,PG,1,100,8118
0.000000,0.000000,1726713969.688734,261671.000,40670,3,PG,1,100,8107
0.000000,0.000000,1726713969.728735,261711.000,40670,3,PG,1,100,8148
0.000000,0.000000,1726713969.768735,261751.000,40670,3,PG,1,100,8192
0.000000,0.000000,1726713969.808735,261791.000,40690,2,PG,1,100,8206
0.000000,0.000000,1726713969.848736,261831.000,40690,2,PG,1,100,8234
0.000000,0.000000,1726713969.888736,261871.000,40706,3,PG,1,100,8243
0.000000,0.000000,1726713969.928737,261911.000,40706,3,PG,1,100,8272
0.000000,0.000000,1726713969.968737,261951.000,40706,3,PG,1,100,8279
0.000000,0.000000,1726713970.008738,261991.000,40723,3,PG,1,100,8295
0.000000,0.000000,1726713970.048738,262031.000,40723,3,PG,1,100,8307
0.000000,0.000000,1726713970.088738,262071.000,40723,3,PG,1,100,8312
0.000000,0.000000,1726713970.128739,262111.000,40738,2,PG,1,100,8319
0.000000,0.000000,1726713970.168739,262151.000,40738,2,PG,1,100,8346
0.000000,0.000000,1726713970.208740,262191.000,40755,3,PG,1,100,8361
0.000000,0.000000,1726713970.248740,262231.000,40755,3,PG,1,100,8386
0.000000,0.000000,1726713970.288741,262271.000,40755,3,PG,1,100,8397
0.000000,0.000000,1726713970.328741,262311.000,40771,2,PG,1,100,8433
0.000000,0.000000,1726713970.368741,262351.000,40771,2,PG,1,100,8390
0.000000,0.000000,1726713970.408742,262391.000,40788,3,PG,1,100,8248
0.000000,0.000000,1726713970.448742,262431.000,40788,3,PG,1,100,8078
0.000000,0.000000,1726713970.488743,262471.000,40788,3,PG,1,100,7978
0.000000,0.000000,1726713970.528743,262511.000,40803,2,PG,1,100,7996
0.000000,0.000000,1726713970.568743,262551.000,40803,2,PG,1,100,8003
0.000000,0.000000,1726713970.608744,262591.000,40820,3,PG,1,100,8044
0.000000,0.000000,1726713970.648744,262631.000,40820,3,PG,1,100,8056
0.000000,0.000000,1726713970.688745,262671.000,40820,3,PG,1,100,8039
0.000000,0.000000,1726713970.728745,262711.000,40836,2,PG,1,100,7979
0.000000,0.000000,1726713970.768746,262751.000,40836,2,PG,1,100,7945
0.000000,0.000000,1726713970.808746,262791.000,40854,3,PG,1,100,7952
0.000000,0.000000,1726713970.848746,262831.000,40854,3,PG,1,100,7972
0.000000,0.000000,1726713970.888747,262871.000,40854,3,PG,1,100,8001
