LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
0.000000,0.000000,1726714198.801163,490781.000,12792,2,PR,1,100,149673
0.000000,0.000000,1726714198.841164,490821.000,12809,3,PR,1,100,149770
0.000000,0.000000,1726714198.881164,490861.000,12809,3,PR,1,100,149834
0.000000,0.000000,1726714198.921164,490901.000,12809,3,PR,1,100,149832
0.000000,0.000000,1726714198.961165,490941.000,12828,2,PR,1,100,149748
0.000000,0.000000,1726714199.001165,490981.000,12828,2,PR,1,100,149689
0.000000,0.000000,1726714199.041166,491021.000,12844,3,PR,1,100,149694
0.000000,0.000000,1726714199.081166,491061.000,12844,3,PR,1,100,149746
0.000000,0.000000,1726714199.121167,491101.000,12844,3,PR,1,100,149812
0.000000,0.000000,1726714199.161167,491141.000,12864,2,PR,1,100,149877
0.000000,0.000000,1726714199.201167,491181.000,12864,2,PR,1,100,149913
0.000000,0.000000,1726714199.241168,491221.000,12880,3,PR,1,100,149941
0.000000,0.000000,1726714199.281168,491261.000,12880,3,PR,1,100,149957
0.000000,0.000000,1726714199.321169,491301.000,12880,3,PR,1,100,149969
0.000000,0.000000,1726714199.361169,491341.000,12902,2,PR,1,100,149987
0.000000,0.000000,1726714199.401169,491381.000,12902,2,PR,1,100,150005
0.000000,0.000000,1726714199.441170,491421.000,12919,3,PR,1,100,150011
0.000000,0.000000,1726714199.481170,491461.000,12919,3,PR,1,100,150057
0.000000,0.000000,1726714199.521171,491501.000,12919,3,PR,1,100,150076
0.000000,0.000000,1726714199.561171,491541.000,12934,2,PR,1,100,149913
0.000000,0.000000,1726714199.601172,491581.000,12934,2,PR,1,100,149648
0.000000,0.000000,1726714199.641172,491621.000,12950,3,PR,1,100,149536
0.000000,0.000000,1726714199.681172,491661.000,12950,3,PR,1,100,149569
0.000000,0.000000,1726714199.721173,491701.000,12950,3,PR,1,100,149665
0.000000,0.000000,1726714199.761173,491741.000,12968,3,PR,1,100,149769
0.000000,0.000000,1726714199.801174,491781.000,12968,3,PR,1,100,149869
0.000000,0.000000,1726714199.841174,491821.000,12968,3,PR,1,100,149885
0.000000,0.000000,1726714199.881175,491861.000,12986,2,PR,1,100,149830
0.000000,0.000000,1726714199.921175,491901.000,12986,2,PR,1,100,149742
0.000000,0.000000,1726714199.961175,491941.000,13001,3,PR,1,100,149737
0.000000,0.000000,1726714200.001176,491981.000,13001,3,PR,1,100,149766
0.000000,0.000000,1726714200.041176,492021.000,13001,3,PR,1,100,149831
0.000000,0.000000,1726714200.081177,492061.000,13019,2,PR,1,100,149892
0.000000,0.000000,1726714200.121177,492101.000,13019,2,PR,1,100,149926
0.000000,0.000000,1726714200.161178,492141.000,13037,3,PR,1,100,149978
0.000000,0.000000,1726714200.201178,492181.000,13037,3,PR,1,100,149990
0.000000,0.000000,1726714200.241178,492221.000,13037,3,PR,1,100,149995
0.000000,0.000000,1726714200.281179,492261.000,13053,2,PR,1,100,150004
0.000000,0.000000,1726714200.321179,492301.000,13053,2,PR,1,100,150007
0.000000,0.000000,1726714200.361180,492341.000,13068,3,PR,1,100,150013
0.000000,0.000000,1726714200.401180,492381.000,13068,3,PR,1,100,150039
0.000000,0.000000,1726714200.441181,492421.000,13068,3,PR,1,100,150062
0.000000,0.000000,1726714200.481181,492461.000,13085,2,PR,1,100,150011
0.000000,0.000000,1726714200.521181,492501.000,13085,2,PR,1,100,149780
0.000000,0.000000,1726714200.561182,492541.000,13102,3,PR,1,100,149632
0.000000,0.000000,1726714200.601182,492581.000,13102,3,PR,1,100,149603
0.000000,0.000000,1726714200.641183,492621.000,13102,3,PR,1,100,149673
0.000000,0.000000,1726714200.681183,492661.000,13118,2,PR,1,100,149785
0.000000,0.000000,1726714200.721183,492701.000,13118,2,PR,1,100,149890
0.000000,0.000000,1726714200.761184,492741.000,13136,3,PR,1,100,149961
0.000000,0.000000,1726714200.801184,492781.000,13136,3,PR,1,100,149926
0.000000,0.000000,1726714200.841185,492821.000,13136,3,PR,1,100,149828
0.000000,0.000000,1726714200.881185,492861.000,13152,2,PR,1,100,149784
0.000000,0.000000,1726714200.921186,492901.000,13152,2,PR,1,100,149788
0.000000,0.000000,1726714200.961186,492941.000,13171,3,PR,1,100,149830
0.000000,0.000000,1726714201.001186,492981.000,13171,3,PR,1,100,149897
0.000000,0.000000,1726714201.041187,493021.000,13171,3,PR,1,100,149953
0.000000,0.000000,1726714201.081187,493061.000,13187,2,PR,1,100,149982
0.000000,0.000000,1726714201.121188,493101.000,13187,2,PR,1,100,150014
0.000000,0.000000,1726714201.161188,493141.000,13204,3,PR,1,100,150042
0.000000,0.000000,1726714201.201189,493181.000,13204,3,PR,1,100,150047
0.000000,0.000000,1726714201.241189,493221.000,13204,3,PR,1,100,150045
0.000000,0.000000,1726714201.281189,493261.000,13219,3,PR,1,100,150047
0.000000,0.000000,1726714201.321190,493301.000,13219,3,PR,1,100,150064
0.000000,0.000000,1726714201.361190,493341.000,13219,3,PR,1,100,150095
0.000000,0.000000,1726714201.401191,493381.000,13236,2,PR,1,100,150077
0.000000,0.000000,1726714201.441191,493421.000,13236,2,PR,1,100,149887
0.000000,0.000000,1726714201.481192,493461.000,13253,3,PR,1,100,149673
0.000000,0.000000,1726714201.521192,493501.000,13253,3,PR,1,100,149592
0.000000,0.000000,1726714201.561192,493541.000,13253,3,PR,1,100,149667
0.000000,0.000000,1726714201.601193,493581.000,13270,2,PR,1,100,149765
0.000000,0.000000,1726714201.641193,493621.000,13270,2,PR,1,100,149867
0.000000,0.000000,1726714201.681194,493661.000,13286,3,PR,1,100,149948
0.000000,0.000000,1726714201.721194,493701.000,13286,3,PR,1,100,149933
0.000000,0.000000,1726714201.761195,493741.000,13286,3,PR,1,100,149846
0.000000,0.000000,1726714201.801195,493781.000,13304,2,PR,1,100,149784
0.000000,0.000000,1726714201.841195,493821.000,13304,2,PR,1,100,149776
0.000000,0.000000,1726714201.881196,493861.000,13320,3,PR,1,100,149813
0.000000,0.000000,1726714201.921196,493901.000,13320,3,PR,1,100,149896
0.000000,0.000000,1726714201.961197,493941.000,13320,3,PR,1,100,149953
0.000000,0.000000,1726714202.001197,493981.000,13339,2,PR,1,100,149975
0.000000,0.000000,1726714202.041197,494021.000,13339,2,PR,1,100,150004
0.000000,0.000000,1726714202.081198,494061.000,13354,3,PR,1,100,150027
0.000000,0.000000,1726714202.121198,494101.000,13354,3,PR,1,100,150049
0.000000,0.000000,1726714202.161199,494141.000,13354,3,PR,1,100,150056
0.000000,0.000000,1726714202.201199,494181.000,13371,2,PR,1,100,150058
0.000000,0.000000,1726714202.241200,494221.000,13371,2,PR,1,100,150071
0.000000,0.000000,1726714202.281200,494261.000,13387,3,PR,1,100,150094
0.000000,0.000000,1726714202.321200,494301.000,13387,3,PR,1,100,150049
0.000000,0.000000,1726714202.361201,494341.000,13387,3,PR,1,100,149833
0.000000,0.000000,1726714202.401201,494381.000,13404,2,PR,1,100,149617
0.000000,0.000000,1726714202.441202,494421.000,13404,2,PR,1,100,149555
0.000000,0.000000,1726714202.481202,494461.000,13419,3,PR,1,100,149614
0.000000,0.000000,1726714202.521203,494501.000,13419,3,PR,1,100,149748
0.000000,0.000000,1726714202.561203,494541.000,13419,3,PR,1,100,149836
0.000000,0.000000,1726714202.601203,494581.000,13438,3,PR,1,100,149913
0.000000,0.000000,1726714202.641204,494621.000,13438,3,PR,1,100,149904
0.000000,0.000000,1726714202.681204,494661.000,13438,3,PR,1,100,149835
0.000000,0.000000,1726714202.721205,494701.000,13454,2,PR,1,100,149771
0.000000,0.000000,1726714202.761205,494741.000,13454,2,PR,1,100,149778
0.000000,0.000000,1726714202.801206,494781.000,13474,3,PR,1,100,149842
0.000000,0.000000,1726714202.841206,494821.000,13474,3,PR,1,100,149902
0.000000,0.000000,1726714202.881206,494861.000,13474,3,PR,1,100,149978
0.000000,0.000000,1726714202.921207,494901.000,13488,2,PR,1,100,150004
0.000000,0.000000,1726714202.961207,494941.000,13488,2,PR,1,100,150023
0.000000,0.000000,1726714203.001208,494981.000,13505,3,PR,1,100,150047
0.000000,0.000000,1726714203.041208,495021.000,13505,3,PR,1,100,150062
