LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RB
0.000000,0.000000,1726713967.001706,258984.000,40229,1,RB,1,100,2024-09-18_22-46-06-359329
