TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
266185.000000,557832.000000,1726713974.202782,1726714265.852874,0.000000,0.000000,0.000000,0.000000,59,258984,561160,1.11.3
