LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
0.000000,0.000000,1726713977.572818,269555.000,41955,1,T1,1,100,33.748
0.000000,0.000000,1726713977.706819,269689.000,41972,1,T1,1,100,33.820
0.000000,0.000000,1726713977.839821,269822.000,41991,1,T1,1,100,33.780
0.000000,0.000000,1726713977.972822,269955.000,42022,1,T1,1,100,33.728
0.000000,0.000000,1726713978.106823,270089.000,42039,1,T1,1,100,33.705
0.000000,0.000000,1726713978.239825,270222.000,42056,1,T1,1,100,33.837
0.000000,0.000000,1726713978.372826,270355.000,42087,1,T1,1,100,33.788
0.000000,0.000000,1726713978.506828,270489.000,42105,1,T1,1,100,33.731
0.000000,0.000000,1726713978.639829,270622.000,42121,1,T1,1,100,33.813
0.000000,0.000000,1726713978.772830,270755.000,42153,1,T1,1,100,33.635
0.000000,0.000000,1726713978.906832,270889.000,42170,1,T1,1,100,33.665
0.000000,0.000000,1726713979.039833,271022.000,42186,1,T1,1,100,33.784
0.000000,0.000000,1726713979.172835,271155.000,42222,1,T1,1,100,33.765
0.000000,0.000000,1726713979.306836,271289.000,42244,1,T1,1,100,33.792
0.000000,0.000000,1726713979.439838,271422.000,42261,1,T1,1,100,33.804
0.000000,0.000000,1726713979.572839,271555.000,42278,1,T1,1,100,33.773
0.000000,0.000000,1726713979.706840,271689.000,42294,1,T1,1,100,33.866
0.000000,0.000000,1726713979.839842,271822.000,42326,1,T1,1,100,33.836
0.000000,0.000000,1726713979.972843,271955.000,42343,1,T1,1,100,33.716
0.000000,0.000000,1726713980.105845,272088.000,42359,1,T1,1,100,33.806
0.000000,0.000000,1726713980.239846,272222.000,42391,1,T1,1,100,33.810
0.000000,0.000000,1726713980.372847,272355.000,42410,1,T1,1,100,33.776
0.000000,0.000000,1726713980.505849,272488.000,42427,1,T1,1,100,33.868
0.000000,0.000000,1726713980.639850,272622.000,42458,1,T1,1,100,33.836
0.000000,0.000000,1726713980.772852,272755.000,42475,1,T1,1,100,33.752
0.000000,0.000000,1726713980.905853,272888.000,42492,1,T1,1,100,33.857
0.000000,0.000000,1726713981.039854,273022.000,42523,1,T1,1,100,33.796
0.000000,0.000000,1726713981.172856,273155.000,42543,1,T1,1,100,33.664
0.000000,0.000000,1726713981.305857,273288.000,42559,1,T1,1,100,33.819
0.000000,0.000000,1726713981.439859,273422.000,42578,1,T1,1,100,33.886
0.000000,0.000000,1726713981.572860,273555.000,42610,1,T1,1,100,33.773
0.000000,0.000000,1726713981.705862,273688.000,42626,1,T1,1,100,33.831
0.000000,0.000000,1726713981.839863,273822.000,42644,1,T1,1,100,33.927
0.000000,0.000000,1726713981.972864,273955.000,42675,1,T1,1,100,33.791
0.000000,0.000000,1726713982.105866,274088.000,42691,1,T1,1,100,33.803
0.000000,0.000000,1726713982.239867,274222.000,42709,1,T1,1,100,33.915
0.000000,0.000000,1726713982.372869,274355.000,42740,1,T1,1,100,33.892
0.000000,0.000000,1726713982.505870,274488.000,42759,1,T1,1,100,33.882
0.000000,0.000000,1726713982.639871,274622.000,42776,1,T1,1,100,33.843
0.000000,0.000000,1726713982.772873,274755.000,42808,1,T1,1,100,33.826
0.000000,0.000000,1726713982.905874,274888.000,42824,1,T1,1,100,33.925
0.000000,0.000000,1726713983.039876,275022.000,42841,1,T1,1,100,34.003
0.000000,0.000000,1726713983.172877,275155.000,42857,1,T1,1,100,33.895
0.000000,0.000000,1726713983.305879,275288.000,42889,1,T1,1,100,33.919
0.000000,0.000000,1726713983.439880,275422.000,42906,1,T1,1,100,33.894
0.000000,0.000000,1726713983.572881,275555.000,42923,1,T1,1,100,33.812
0.000000,0.000000,1726713983.705883,275688.000,42956,1,T1,1,100,33.883
0.000000,0.000000,1726713983.838884,275821.000,42974,1,T1,1,100,33.914
0.000000,0.000000,1726713983.972886,275955.000,42990,1,T1,1,100,33.856
0.000000,0.000000,1726713984.105887,276088.000,43022,1,T1,1,100,33.902
0.000000,0.000000,1726713984.238888,276221.000,43041,1,T1,1,100,33.887
0.000000,0.000000,1726713984.372890,276355.000,43057,1,T1,1,100,33.987
0.000000,0.000000,1726713984.505891,276488.000,43080,1,T1,1,100,33.888
0.000000,0.000000,1726713984.638893,276621.000,43113,1,T1,1,100,33.845
0.000000,0.000000,1726713984.772894,276755.000,43129,1,T1,1,100,33.898
0.000000,0.000000,1726713984.905895,276888.000,43147,1,T1,1,100,33.920
0.000000,0.000000,1726713985.038897,277021.000,43163,1,T1,1,100,33.859
0.000000,0.000000,1726713985.172898,277155.000,43195,1,T1,1,100,33.833
0.000000,0.000000,1726713985.305900,277288.000,43212,1,T1,1,100,33.857
0.000000,0.000000,1726713985.438901,277421.000,43228,1,T1,1,100,33.938
0.000000,0.000000,1726713985.572903,277555.000,43262,1,T1,1,100,33.867
0.000000,0.000000,1726713985.705904,277688.000,43279,1,T1,1,100,33.907
0.000000,0.000000,1726713985.838905,277821.000,43296,1,T1,1,100,33.960
0.000000,0.000000,1726713985.972907,277955.000,43327,1,T1,1,100,33.841
0.000000,0.000000,1726713986.105908,278088.000,43344,1,T1,1,100,33.931
0.000000,0.000000,1726713986.238910,278221.000,43361,1,T1,1,100,33.935
0.000000,0.000000,1726713986.371911,278354.000,43392,1,T1,1,100,33.830
0.000000,0.000000,1726713986.505912,278488.000,43410,1,T1,1,100,33.820
0.000000,0.000000,1726713986.638914,278621.000,43426,1,T1,1,100,33.993
0.000000,0.000000,1726713986.772915,278755.000,43458,1,T1,1,100,33.962
0.000000,0.000000,1726713986.905917,278888.000,43475,1,T1,1,100,33.983
0.000000,0.000000,1726713987.038918,279021.000,43493,1,T1,1,100,34.028
0.000000,0.000000,1726713987.171919,279154.000,43510,1,T1,1,100,33.941
0.000000,0.000000,1726713987.305921,279288.000,43542,1,T1,1,100,33.868
0.000000,0.000000,1726713987.438922,279421.000,43558,1,T1,1,100,33.978
0.000000,0.000000,1726713987.571924,279554.000,43576,1,T1,1,100,33.955
0.000000,0.000000,1726713987.705925,279688.000,43607,1,T1,1,100,34.052
0.000000,0.000000,1726713987.838927,279821.000,43624,1,T1,1,100,33.987
0.000000,0.000000,1726713987.971928,279954.000,43641,1,T1,1,100,33.959
0.000000,0.000000,1726713988.105929,280088.000,43673,1,T1,1,100,34.018
0.000000,0.000000,1726713988.238931,280221.000,43689,1,T1,1,100,33.937
0.000000,0.000000,1726713988.371932,280354.000,43708,1,T1,1,100,33.866
0.000000,0.000000,1726713988.504934,280487.000,43740,1,T1,1,100,33.978
0.000000,0.000000,1726713988.638935,280621.000,43756,1,T1,1,100,34.026
0.000000,0.000000,1726713988.771936,280754.000,43773,1,T1,1,100,33.905
0.000000,0.000000,1726713988.905938,280888.000,43805,1,T1,1,100,33.959
0.000000,0.000000,1726713989.038939,281021.000,43821,1,T1,1,100,33.947
0.000000,0.000000,1726713989.171941,281154.000,43841,1,T1,1,100,34.048
0.000000,0.000000,1726713989.305942,281288.000,43859,1,T1,1,100,34.021
0.000000,0.000000,1726713989.438944,281421.000,43892,1,T1,1,100,34.080
0.000000,0.000000,1726713989.571945,281554.000,43915,1,T1,1,100,33.928
0.000000,0.000000,1726713989.705946,281688.000,43931,1,T1,1,100,33.969
0.000000,0.000000,1726713989.838948,281821.000,43949,1,T1,1,100,34.022
0.000000,0.000000,1726713989.971949,281954.000,43980,1,T1,1,100,34.080
0.000000,0.000000,1726713990.105951,282088.000,43996,1,T1,1,100,33.928
0.000000,0.000000,1726713990.238952,282221.000,44016,1,T1,1,100,34.040
0.000000,0.000000,1726713990.371953,282354.000,44049,1,T1,1,100,33.982
0.000000,0.000000,1726713990.504955,282487.000,44066,1,T1,1,100,34.028
0.000000,0.000000,1726713990.638956,282621.000,44083,1,T1,1,100,34.047
0.000000,0.000000,1726713990.771958,282754.000,44099,1,T1,1,100,33.985
0.000000,0.000000,1726713990.904959,282887.000,44131,1,T1,1,100,34.029
0.000000,0.000000,1726713991.038960,283021.000,44148,1,T1,1,100,34.119
0.000000,0.000000,1726713991.171962,283154.000,44165,1,T1,1,100,34.122
0.000000,0.000000,1726713991.304963,283287.000,44196,1,T1,1,100,34.124
0.000000,0.000000,1726713991.438965,283421.000,44213,1,T1,1,100,33.983
0.000000,0.000000,1726713991.571966,283554.000,44232,1,T1,1,100,33.993
0.000000,0.000000,1726713991.704968,283687.000,44263,1,T1,1,100,33.997
0.000000,0.000000,1726713991.838969,283821.000,44281,1,T1,1,100,33.999
0.000000,0.000000,1726713991.971970,283954.000,44297,1,T1,1,100,34.070
0.000000,0.000000,1726713992.104972,284087.000,44329,1,T1,1,100,34.066
0.000000,0.000000,1726713992.237973,284220.000,44346,1,T1,1,100,34.029
0.000000,0.000000,1726713992.371975,284354.000,44362,1,T1,1,100,34.083
0.000000,0.000000,1726713992.504976,284487.000,44394,1,T1,1,100,34.036
0.000000,0.000000,1726713992.637977,284620.000,44411,1,T1,1,100,34.086
0.000000,0.000000,1726713992.771979,284754.000,44429,1,T1,1,100,34.108
0.000000,0.000000,1726713992.904980,284887.000,44447,1,T1,1,100,34.047
0.000000,0.000000,1726713993.037982,285020.000,44478,1,T1,1,100,34.020
0.000000,0.000000,1726713993.171983,285154.000,44495,1,T1,1,100,34.080
0.000000,0.000000,1726713993.304985,285287.000,44512,1,T1,1,100,33.999
0.000000,0.000000,1726713993.437986,285420.000,44544,1,T1,1,100,34.070
0.000000,0.000000,1726713993.571987,285554.000,44560,1,T1,1,100,34.137
0.000000,0.000000,1726713993.704989,285687.000,44577,1,T1,1,100,34.059
0.000000,0.000000,1726713993.837990,285820.000,44611,1,T1,1,100,34.097
0.000000,0.000000,1726713993.971992,285954.000,44627,1,T1,1,100,34.077
0.000000,0.000000,1726713994.104993,286087.000,44644,1,T1,1,100,34.033
0.000000,0.000000,1726713994.237994,286220.000,44678,1,T1,1,100,34.085
0.000000,0.000000,1726713994.371996,286354.000,44694,1,T1,1,100,34.037
0.000000,0.000000,1726713994.504997,286487.000,44712,1,T1,1,100,34.051
0.000000,0.000000,1726713994.638499,286620.500,44748,2,T1,1,100,34.164
0.000000,0.000000,1726713994.772000,286754.000,44748,2,T1,1,100,34.106
0.000000,0.000000,1726713994.905001,286887.000,44780,1,T1,1,100,34.011
0.000000,0.000000,1726713995.038003,287020.000,44796,1,T1,1,100,34.040
0.000000,0.000000,1726713995.172004,287154.000,44814,1,T1,1,100,34.053
0.000000,0.000000,1726713995.305006,287287.000,44847,1,T1,1,100,33.952
0.000000,0.000000,1726713995.438007,287420.000,44863,1,T1,1,100,34.015
0.000000,0.000000,1726713995.572009,287554.000,44881,1,T1,1,100,34.113
0.000000,0.000000,1726713995.705010,287687.000,44912,1,T1,1,100,34.049
0.000000,0.000000,1726713995.838011,287820.000,44929,1,T1,1,100,33.986
0.000000,0.000000,1726713995.972013,287954.000,44946,1,T1,1,100,34.136
0.000000,0.000000,1726713996.105014,288087.000,44978,1,T1,1,100,34.059
0.000000,0.000000,1726713996.238016,288220.000,44994,1,T1,1,100,34.025
0.000000,0.000000,1726713996.371017,288353.000,45011,1,T1,1,100,34.117
0.000000,0.000000,1726713996.505018,288487.000,45027,1,T1,1,100,34.122
0.000000,0.000000,1726713996.638020,288620.000,45061,1,T1,1,100,34.159
0.000000,0.000000,1726713996.771021,288753.000,45078,1,T1,1,100,34.175
0.000000,0.000000,1726713996.905023,288887.000,45095,1,T1,1,100,34.076
0.000000,0.000000,1726713997.038024,289020.000,45126,1,T1,1,100,34.139
0.000000,0.000000,1726713997.171026,289153.000,45144,1,T1,1,100,34.167
0.000000,0.000000,1726713997.305027,289287.000,45160,1,T1,1,100,34.072
0.000000,0.000000,1726713997.438028,289420.000,45192,1,T1,1,100,34.138
0.000000,0.000000,1726713997.571030,289553.000,45211,1,T1,1,100,34.130
0.000000,0.000000,1726713997.705031,289687.000,45227,1,T1,1,100,34.163
0.000000,0.000000,1726713997.838033,289820.000,45261,1,T1,1,100,34.177
0.000000,0.000000,1726713997.971034,289953.000,45278,1,T1,1,100,34.041
0.000000,0.000000,1726713998.105035,290087.000,45294,1,T1,1,100,34.018
0.000000,0.000000,1726713998.238037,290220.000,45312,1,T1,1,100,34.043
0.000000,0.000000,1726713998.371038,290353.000,45343,1,T1,1,100,34.196
0.000000,0.000000,1726713998.505040,290487.000,45360,1,T1,1,100,34.049
0.000000,0.000000,1726713998.638041,290620.000,45377,1,T1,1,100,34.128
0.000000,0.000000,1726713998.771042,290753.000,45409,1,T1,1,100,34.162
0.000000,0.000000,1726713998.905044,290887.000,45427,1,T1,1,100,34.141
0.000000,0.000000,1726713999.038045,291020.000,45444,1,T1,1,100,34.132
0.000000,0.000000,1726713999.171047,291153.000,45461,1,T1,1,100,34.234
0.000000,0.000000,1726713999.305048,291287.000,45494,1,T1,1,100,34.172
0.000000,0.000000,1726713999.438050,291420.000,45511,1,T1,1,100,34.145
0.000000,0.000000,1726713999.571051,291553.000,45528,1,T1,1,100,34.240
0.000000,0.000000,1726713999.704552,291686.500,45566,2,T1,1,100,34.104
0.000000,0.000000,1726713999.838054,291820.000,45566,2,T1,1,100,34.151
0.000000,0.000000,1726713999.971055,291953.000,45582,1,T1,1,100,34.243
0.000000,0.000000,1726714000.104057,292086.000,45616,1,T1,1,100,34.070
0.000000,0.000000,1726714000.238058,292220.000,45633,1,T1,1,100,34.172
0.000000,0.000000,1726714000.371059,292353.000,45649,1,T1,1,100,34.216
0.000000,0.000000,1726714000.504061,292486.000,45681,1,T1,1,100,34.094
0.000000,0.000000,1726714000.638062,292620.000,45698,1,T1,1,100,34.218
0.000000,0.000000,1726714000.771064,292753.000,45714,1,T1,1,100,34.272
0.000000,0.000000,1726714000.904065,292886.000,45732,1,T1,1,100,34.153
0.000000,0.000000,1726714001.038067,293020.000,45763,1,T1,1,100,34.137
0.000000,0.000000,1726714001.171068,293153.000,45780,1,T1,1,100,34.237
0.000000,0.000000,1726714001.304069,293286.000,45799,1,T1,1,100,34.138
0.000000,0.000000,1726714001.438071,293420.000,45831,1,T1,1,100,34.166
0.000000,0.000000,1726714001.571072,293553.000,45847,1,T1,1,100,34.143
0.000000,0.000000,1726714001.704074,293686.000,45864,1,T1,1,100,34.168
0.000000,0.000000,1726714001.838075,293820.000,45896,1,T1,1,100,34.179
0.000000,0.000000,1726714001.971076,293953.000,45912,1,T1,1,100,34.184
0.000000,0.000000,1726714002.104078,294086.000,45929,1,T1,1,100,34.186
0.000000,0.000000,1726714002.238079,294220.000,45963,1,T1,1,100,34.187
0.000000,0.000000,1726714002.371081,294353.000,45979,1,T1,1,100,34.223
0.000000,0.000000,1726714002.504082,294486.000,45999,1,T1,1,100,34.167
0.000000,0.000000,1726714002.638083,294620.000,46030,1,T1,1,100,34.214
0.000000,0.000000,1726714002.771085,294753.000,46046,1,T1,1,100,34.164
0.000000,0.000000,1726714002.904086,294886.000,46064,1,T1,1,100,34.177
0.000000,0.000000,1726714003.037088,295019.000,46080,1,T1,1,100,34.218
0.000000,0.000000,1726714003.171089,295153.000,46112,1,T1,1,100,34.201
0.000000,0.000000,1726714003.304091,295286.000,46129,1,T1,1,100,34.158
0.000000,0.000000,1726714003.438092,295420.000,46145,1,T1,1,100,34.068
0.000000,0.000000,1726714003.571093,295553.000,46179,1,T1,1,100,34.242
0.000000,0.000000,1726714003.704095,295686.000,46196,1,T1,1,100,34.247
0.000000,0.000000,1726714003.837096,295819.000,46213,1,T1,1,100,34.142
0.000000,0.000000,1726714003.971098,295953.000,46244,1,T1,1,100,34.203
0.000000,0.000000,1726714004.104099,296086.000,46261,1,T1,1,100,34.230
0.000000,0.000000,1726714004.237100,296219.000,46280,1,T1,1,100,34.241
0.000000,0.000000,1726714004.371102,296353.000,46311,1,T1,1,100,34.246
0.000000,0.000000,1726714004.504103,296486.000,46329,1,T1,1,100,34.248
0.000000,0.000000,1726714004.637105,296619.000,46345,1,T1,1,100,34.214
0.000000,0.000000,1726714004.771106,296753.000,46377,1,T1,1,100,34.199
0.000000,0.000000,1726714004.904107,296886.000,46401,1,T1,1,100,34.263
0.000000,0.000000,1726714005.037109,297019.000,46417,1,T1,1,100,34.149
0.000000,0.000000,1726714005.171110,297153.000,46435,1,T1,1,100,34.171
0.000000,0.000000,1726714005.304112,297286.000,46451,1,T1,1,100,34.216
0.000000,0.000000,1726714005.437113,297419.000,46483,1,T1,1,100,34.200
0.000000,0.000000,1726714005.571115,297553.000,46500,1,T1,1,100,34.193
0.000000,0.000000,1726714005.704116,297686.000,46516,1,T1,1,100,34.332
0.000000,0.000000,1726714005.837117,297819.000,46548,1,T1,1,100,34.250
0.000000,0.000000,1726714005.971119,297953.000,46565,1,T1,1,100,34.321
0.000000,0.000000,1726714006.104120,298086.000,46581,1,T1,1,100,34.281
0.000000,0.000000,1726714006.237122,298219.000,46601,1,T1,1,100,34.192
0.000000,0.000000,1726714006.370123,298352.000,46632,1,T1,1,100,34.261
0.000000,0.000000,1726714006.504124,298486.000,46649,1,T1,1,100,34.255
0.000000,0.000000,1726714006.637126,298619.000,46666,1,T1,1,100,34.181
0.000000,0.000000,1726714006.770127,298752.000,46698,1,T1,1,100,34.220
0.000000,0.000000,1726714006.904129,298886.000,46714,1,T1,1,100,34.343
0.000000,0.000000,1726714007.037130,299019.000,46731,1,T1,1,100,34.397
0.000000,0.000000,1726714007.170132,299152.000,46765,1,T1,1,100,34.349
0.000000,0.000000,1726714007.304133,299286.000,46781,1,T1,1,100,34.293
0.000000,0.000000,1726714007.437134,299419.000,46800,1,T1,1,100,34.339
0.000000,0.000000,1726714007.570136,299552.000,46832,1,T1,1,100,34.395
0.000000,0.000000,1726714007.704137,299686.000,46848,1,T1,1,100,34.277
0.000000,0.000000,1726714007.837139,299819.000,46866,1,T1,1,100,34.262
0.000000,0.000000,1726714007.970140,299952.000,46897,1,T1,1,100,34.255
0.000000,0.000000,1726714008.104141,300086.000,46913,1,T1,1,100,34.394
0.000000,0.000000,1726714008.237143,300219.000,46931,1,T1,1,100,34.241
0.000000,0.000000,1726714008.370144,300352.000,46949,1,T1,1,100,34.282
0.000000,0.000000,1726714008.504146,300486.000,46983,1,T1,1,100,34.335
0.000000,0.000000,1726714008.637147,300619.000,47000,1,T1,1,100,34.251
0.000000,0.000000,1726714008.770148,300752.000,47016,1,T1,1,100,34.321
0.000000,0.000000,1726714008.904150,300886.000,47048,1,T1,1,100,34.352
0.000000,0.000000,1726714009.037151,301019.000,47065,1,T1,1,100,34.330
0.000000,0.000000,1726714009.170153,301152.000,47082,1,T1,1,100,34.249
0.000000,0.000000,1726714009.304154,301286.000,47115,1,T1,1,100,34.320
0.000000,0.000000,1726714009.437156,301419.000,47132,1,T1,1,100,34.174
0.000000,0.000000,1726714009.570157,301552.000,47149,1,T1,1,100,34.182
0.000000,0.000000,1726714009.703158,301685.000,47182,1,T1,1,100,34.256
0.000000,0.000000,1726714009.837160,301819.000,47200,1,T1,1,100,34.111
0.000000,0.000000,1726714009.970161,301952.000,47216,1,T1,1,100,34.261
0.000000,0.000000,1726714010.103163,302085.000,47238,1,T1,1,100,34.290
0.000000,0.000000,1726714010.237164,302219.000,47255,1,T1,1,100,34.267
0.000000,0.000000,1726714010.370165,302352.000,47286,1,T1,1,100,34.116
0.000000,0.000000,1726714010.503167,302485.000,47304,1,T1,1,100,34.334
0.000000,0.000000,1726714010.637168,302619.000,47320,1,T1,1,100,34.251
0.000000,0.000000,1726714010.770170,302752.000,47354,1,T1,1,100,34.321
0.000000,0.000000,1726714010.903171,302885.000,47371,1,T1,1,100,34.316
0.000000,0.000000,1726714011.037173,303019.000,47387,1,T1,1,100,34.243
0.000000,0.000000,1726714011.170174,303152.000,47419,1,T1,1,100,34.318
0.000000,0.000000,1726714011.303175,303285.000,47436,1,T1,1,100,34.350
0.000000,0.000000,1726714011.437177,303419.000,47452,1,T1,1,100,34.222
0.000000,0.000000,1726714011.570178,303552.000,47484,1,T1,1,100,34.203
0.000000,0.000000,1726714011.703180,303685.000,47503,1,T1,1,100,34.336
0.000000,0.000000,1726714011.837181,303819.000,47520,1,T1,1,100,34.287
0.000000,0.000000,1726714011.970182,303952.000,47553,1,T1,1,100,34.195
0.000000,0.000000,1726714012.103184,304085.000,47570,1,T1,1,100,34.191
0.000000,0.000000,1726714012.237185,304219.000,47587,1,T1,1,100,34.295
0.000000,0.000000,1726714012.370187,304352.000,47604,1,T1,1,100,34.305
0.000000,0.000000,1726714012.503188,304485.000,47636,1,T1,1,100,34.345
0.000000,0.000000,1726714012.636189,304618.000,47652,1,T1,1,100,34.256
0.000000,0.000000,1726714012.770191,304752.000,47669,1,T1,1,100,34.323
0.000000,0.000000,1726714012.903192,304885.000,47701,1,T1,1,100,34.282
0.000000,0.000000,1726714013.036194,305018.000,47719,1,T1,1,100,34.228
0.000000,0.000000,1726714013.170195,305152.000,47737,1,T1,1,100,34.347
0.000000,0.000000,1726714013.303197,305285.000,47768,1,T1,1,100,34.292
0.000000,0.000000,1726714013.436198,305418.000,47784,1,T1,1,100,34.197
0.000000,0.000000,1726714013.570199,305552.000,47802,1,T1,1,100,34.263
0.000000,0.000000,1726714013.703201,305685.000,47833,1,T1,1,100,34.326
0.000000,0.000000,1726714013.836202,305818.000,47850,1,T1,1,100,34.319
