LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
0.000000,0.000000,1726713967.088707,259071.000,40246,3,MX,1,100,-19
0.000000,0.000000,1726713967.088707,259071.000,40246,3,MX,1,100,-18
0.000000,0.000000,1726713967.088707,259071.000,40246,3,MX,1,100,-18
0.000000,0.000000,1726713967.128707,259111.000,40264,3,MX,1,100,-19
0.000000,0.000000,1726713967.168707,259151.000,40264,3,MX,1,100,-19
0.000000,0.000000,1726713967.208708,259191.000,40264,3,MX,1,100,-18
0.000000,0.000000,1726713967.248708,259231.000,40279,2,MX,1,100,-19
0.000000,0.000000,1726713967.288709,259271.000,40279,2,MX,1,100,-18
0.000000,0.000000,1726713967.328709,259311.000,40295,3,MX,1,100,-17
0.000000,0.000000,1726713967.368710,259351.000,40295,3,MX,1,100,-19
0.000000,0.000000,1726713967.408710,259391.000,40295,3,MX,1,100,-18
0.000000,0.000000,1726713967.448710,259431.000,40312,2,MX,1,100,-19
0.000000,0.000000,1726713967.488711,259471.000,40312,2,MX,1,100,-19
0.000000,0.000000,1726713967.528711,259511.000,40329,2,MX,1,100,-18
0.000000,0.000000,1726713967.568712,259551.000,40329,2,MX,1,100,-18
0.000000,0.000000,1726713967.608712,259591.000,40345,3,MX,1,100,-19
0.000000,0.000000,1726713967.648713,259631.000,40345,3,MX,1,100,-19
0.000000,0.000000,1726713967.688713,259671.000,40345,3,MX,1,100,-18
0.000000,0.000000,1726713967.728713,259711.000,40362,2,MX,1,100,-18
0.000000,0.000000,1726713967.768714,259751.000,40362,2,MX,1,100,-18
0.000000,0.000000,1726713967.813048,259795.333,40379,3,MX,1,100,-19
0.000000,0.000000,1726713967.857381,259839.667,40379,3,MX,1,100,-18
0.000000,0.000000,1726713967.901715,259884.000,40379,3,MX,1,100,-19
0.000000,0.000000,1726713967.941716,259924.000,40396,3,MX,1,100,-19
0.000000,0.000000,1726713967.981716,259964.000,40396,3,MX,1,100,-18
0.000000,0.000000,1726713968.021716,260004.000,40396,3,MX,1,100,-17
0.000000,0.000000,1726713968.061717,260044.000,40412,2,MX,1,100,-19
0.000000,0.000000,1726713968.101717,260084.000,40412,2,MX,1,100,-19
0.000000,0.000000,1726713968.141718,260124.000,40428,3,MX,1,100,-19
0.000000,0.000000,1726713968.181718,260164.000,40428,3,MX,1,100,-19
0.000000,0.000000,1726713968.221719,260204.000,40428,3,MX,1,100,-19
0.000000,0.000000,1726713968.261719,260244.000,40444,2,MX,1,100,-18
0.000000,0.000000,1726713968.301719,260284.000,40444,2,MX,1,100,-18
0.000000,0.000000,1726713968.341720,260324.000,40461,3,MX,1,100,-18
0.000000,0.000000,1726713968.381720,260364.000,40461,3,MX,1,100,-19
0.000000,0.000000,1726713968.421721,260404.000,40461,3,MX,1,100,-18
0.000000,0.000000,1726713968.461721,260444.000,40478,2,MX,1,100,-19
0.000000,0.000000,1726713968.501722,260484.000,40478,2,MX,1,100,-18
0.000000,0.000000,1726713968.541722,260524.000,40495,3,MX,1,100,-18
0.000000,0.000000,1726713968.581722,260564.000,40495,3,MX,1,100,-18
0.000000,0.000000,1726713968.621723,260604.000,40495,3,MX,1,100,-18
0.000000,0.000000,1726713968.661723,260644.000,40511,2,MX,1,100,-19
0.000000,0.000000,1726713968.701724,260684.000,40511,2,MX,1,100,-18
0.000000,0.000000,1726713968.741724,260724.000,40528,3,MX,1,100,-19
0.000000,0.000000,1726713968.781725,260764.000,40528,3,MX,1,100,-19
0.000000,0.000000,1726713968.821725,260804.000,40528,3,MX,1,100,-19
0.000000,0.000000,1726713968.861725,260844.000,40545,2,MX,1,100,-18
0.000000,0.000000,1726713968.901726,260884.000,40545,2,MX,1,100,-19
0.000000,0.000000,1726713968.941726,260924.000,40560,3,MX,1,100,-18
0.000000,0.000000,1726713968.981727,260964.000,40560,3,MX,1,100,-18
0.000000,0.000000,1726713969.021727,261004.000,40560,3,MX,1,100,-18
0.000000,0.000000,1726713969.061727,261044.000,40581,3,MX,1,100,-18
0.000000,0.000000,1726713969.101728,261084.000,40581,3,MX,1,100,-18
0.000000,0.000000,1726713969.141728,261124.000,40581,3,MX,1,100,-18
0.000000,0.000000,1726713969.181729,261164.000,40600,3,MX,1,100,-19
0.000000,0.000000,1726713969.221729,261204.000,40600,3,MX,1,100,-18
0.000000,0.000000,1726713969.261730,261244.000,40600,3,MX,1,100,-19
0.000000,0.000000,1726713969.301730,261284.000,40616,2,MX,1,100,-19
0.000000,0.000000,1726713969.341730,261324.000,40616,2,MX,1,100,-19
0.000000,0.000000,1726713969.381731,261364.000,40633,3,MX,1,100,-19
0.000000,0.000000,1726713969.421731,261404.000,40633,3,MX,1,100,-19
0.000000,0.000000,1726713969.461732,261444.000,40633,3,MX,1,100,-18
0.000000,0.000000,1726713969.501732,261484.000,40650,3,MX,1,100,-18
0.000000,0.000000,1726713969.541733,261524.000,40650,3,MX,1,100,-18
0.000000,0.000000,1726713969.581733,261564.000,40650,3,MX,1,100,-18
0.000000,0.000000,1726713969.621733,261604.000,40665,2,MX,1,100,-18
0.000000,0.000000,1726713969.661734,261644.000,40665,2,MX,1,100,-19
0.000000,0.000000,1726713969.701734,261684.000,40681,3,MX,1,100,-18
0.000000,0.000000,1726713969.741735,261724.000,40681,3,MX,1,100,-19
0.000000,0.000000,1726713969.781735,261764.000,40681,3,MX,1,100,-18
0.000000,0.000000,1726713969.821736,261804.000,40701,2,MX,1,100,-17
0.000000,0.000000,1726713969.861736,261844.000,40701,2,MX,1,100,-19
0.000000,0.000000,1726713969.901736,261884.000,40717,3,MX,1,100,-18
0.000000,0.000000,1726713969.941737,261924.000,40717,3,MX,1,100,-19
0.000000,0.000000,1726713969.981737,261964.000,40717,3,MX,1,100,-18
0.000000,0.000000,1726713970.021738,262004.000,40732,2,MX,1,100,-19
0.000000,0.000000,1726713970.061738,262044.000,40732,2,MX,1,100,-18
0.000000,0.000000,1726713970.101739,262084.000,40749,3,MX,1,100,-19
0.000000,0.000000,1726713970.141739,262124.000,40749,3,MX,1,100,-18
0.000000,0.000000,1726713970.181739,262164.000,40749,3,MX,1,100,-19
0.000000,0.000000,1726713970.221240,262203.500,40766,2,MX,1,100,-18
0.000000,0.000000,1726713970.260740,262243.000,40766,2,MX,1,100,-19
0.000000,0.000000,1726713970.301074,262283.333,40782,3,MX,1,100,-18
0.000000,0.000000,1726713970.341408,262323.667,40782,3,MX,1,100,-18
0.000000,0.000000,1726713970.381741,262364.000,40782,3,MX,1,100,-18
0.000000,0.000000,1726713970.421742,262404.000,40797,2,MX,1,100,-17
0.000000,0.000000,1726713970.461742,262444.000,40797,2,MX,1,100,-19
0.000000,0.000000,1726713970.501743,262484.000,40814,3,MX,1,100,-17
0.000000,0.000000,1726713970.541743,262524.000,40814,3,MX,1,100,-18
0.000000,0.000000,1726713970.581744,262564.000,40814,3,MX,1,100,-18
0.000000,0.000000,1726713970.621744,262604.000,40831,3,MX,1,100,-18
0.000000,0.000000,1726713970.661744,262644.000,40831,3,MX,1,100,-17
0.000000,0.000000,1726713970.701745,262684.000,40831,3,MX,1,100,-18
0.000000,0.000000,1726713970.741745,262724.000,40847,2,MX,1,100,-19
0.000000,0.000000,1726713970.781746,262764.000,40847,2,MX,1,100,-18
0.000000,0.000000,1726713970.821413,262803.667,40863,3,MX,1,100,-18
0.000000,0.000000,1726713970.861080,262843.333,40863,3,MX,1,100,-19
0.000000,0.000000,1726713970.900747,262883.000,40863,3,MX,1,100,-18
0.000000,0.000000,1726713970.940747,262923.000,40879,2,MX,1,100,-17
0.000000,0.000000,1726713970.980748,262963.000,40879,2,MX,1,100,-19
0.000000,0.000000,1726713971.020748,263003.000,40898,3,MX,1,100,-19
0.000000,0.000000,1726713971.060749,263043.000,40898,3,MX,1,100,-19
0.000000,0.000000,1726713971.100749,263083.000,40898,3,MX,1,100,-19
0.000000,0.000000,1726713971.141250,263123.500,40915,2,MX,1,100,-18
0.000000,0.000000,1726713971.181750,263164.000,40915,2,MX,1,100,-19
0.000000,0.000000,1726713971.221750,263204.000,40931,3,MX,1,100,-18
0.000000,0.000000,1726713971.261751,263244.000,40931,3,MX,1,100,-19
