EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1863092.000,36880,3,AZ,1,100,-0.385
1863132.000,36897,2,AZ,1,100,-0.387
1863172.000,36897,2,AZ,1,100,-0.390
1863212.000,36911,3,AZ,1,100,-0.390
1863252.000,36911,3,AZ,1,100,-0.382
1863292.000,36911,3,AZ,1,100,-0.386
1863332.000,36929,2,AZ,1,100,-0.388
1863372.000,36929,2,AZ,1,100,-0.387
1863412.000,36945,3,AZ,1,100,-0.387
1863452.000,36945,3,AZ,1,100,-0.384
1863492.000,36945,3,AZ,1,100,-0.388
1863532.000,36962,2,AZ,1,100,-0.390
1863572.000,36962,2,AZ,1,100,-0.382
1863612.000,36978,3,AZ,1,100,-0.385
1863652.000,36978,3,AZ,1,100,-0.389
1863692.000,36978,3,AZ,1,100,-0.387
1863732.000,36994,2,AZ,1,100,-0.386
1863772.000,36994,2,AZ,1,100,-0.385
1863812.000,37010,3,AZ,1,100,-0.386
1863852.000,37010,3,AZ,1,100,-0.389
1863892.000,37010,3,AZ,1,100,-0.387
1863932.000,37028,2,AZ,1,100,-0.386
1863972.000,37028,2,AZ,1,100,-0.390
1864012.000,37044,3,AZ,1,100,-0.389
1864052.000,37044,3,AZ,1,100,-0.387
1864092.000,37044,3,AZ,1,100,-0.387
1864132.000,37059,2,AZ,1,100,-0.386
1864172.000,37059,2,AZ,1,100,-0.388
1864212.000,37076,3,AZ,1,100,-0.384
1864252.000,37076,3,AZ,1,100,-0.385
1864292.000,37076,3,AZ,1,100,-0.390
1864332.000,37093,3,AZ,1,100,-0.386
1864372.000,37093,3,AZ,1,100,-0.383
1864412.000,37093,3,AZ,1,100,-0.389
1864452.000,37109,2,AZ,1,100,-0.387
1864492.000,37109,2,AZ,1,100,-0.386
1864532.000,37124,3,AZ,1,100,-0.386
1864572.000,37124,3,AZ,1,100,-0.385
1864612.000,37124,3,AZ,1,100,-0.389
1864652.000,37141,2,AZ,1,100,-0.386
1864692.000,37141,2,AZ,1,100,-0.385
1864732.000,37158,3,AZ,1,100,-0.391
1864772.000,37158,3,AZ,1,100,-0.388
1864812.000,37158,3,AZ,1,100,-0.385
1864852.000,37174,2,AZ,1,100,-0.390
1864892.000,37174,2,AZ,1,100,-0.386
1864932.000,37190,3,AZ,1,100,-0.390
1864972.000,37190,3,AZ,1,100,-0.386
1865012.000,37190,3,AZ,1,100,-0.385
1865052.000,37206,2,AZ,1,100,-0.388
1865092.000,37206,2,AZ,1,100,-0.391
1865132.000,37223,3,AZ,1,100,-0.383
1865172.000,37223,3,AZ,1,100,-0.388
1865212.000,37223,3,AZ,1,100,-0.386
1865252.000,37240,2,AZ,1,100,-0.388
1865292.000,37240,2,AZ,1,100,-0.389
1865332.000,37255,3,AZ,1,100,-0.385
1865372.000,37255,3,AZ,1,100,-0.385
1865412.000,37255,3,AZ,1,100,-0.390
1865452.000,37271,3,AZ,1,100,-0.387
1865492.000,37271,3,AZ,1,100,-0.387
1865532.000,37271,3,AZ,1,100,-0.388
1865572.000,37288,2,AZ,1,100,-0.389
1865612.000,37288,2,AZ,1,100,-0.389
1865652.000,37305,3,AZ,1,100,-0.389
1865692.000,37305,3,AZ,1,100,-0.386
1865732.000,37305,3,AZ,1,100,-0.385
1865772.000,37321,2,AZ,1,100,-0.385
1865812.000,37321,2,AZ,1,100,-0.385
1865852.000,37336,3,AZ,1,100,-0.388
1865892.000,37336,3,AZ,1,100,-0.388
1865932.000,37336,3,AZ,1,100,-0.388
1865972.000,37354,2,AZ,1,100,-0.387
1866012.000,37354,2,AZ,1,100,-0.388
1866052.000,37370,3,AZ,1,100,-0.389
1866092.000,37370,3,AZ,1,100,-0.389
1866132.000,37370,3,AZ,1,100,-0.385
1866171.750,37388,4,AZ,1,100,-0.386
1866211.500,37388,4,AZ,1,100,-0.392
1866251.250,37388,4,AZ,1,100,-0.388
1866291.000,37388,4,AZ,1,100,-0.385
1866331.333,37406,3,AZ,1,100,-0.385
1866371.667,37406,3,AZ,1,100,-0.388
1866412.000,37406,3,AZ,1,100,-0.388
1866452.000,37423,2,AZ,1,100,-0.384
1866492.000,37423,2,AZ,1,100,-0.383
1866532.000,37437,3,AZ,1,100,-0.387
1866572.000,37437,3,AZ,1,100,-0.385
1866612.000,37437,3,AZ,1,100,-0.386
1866652.000,37455,2,AZ,1,100,-0.383
1866692.000,37455,2,AZ,1,100,-0.385
1866732.000,37471,3,AZ,1,100,-0.389
1866772.000,37471,3,AZ,1,100,-0.385
1866812.000,37471,3,AZ,1,100,-0.388
1866852.000,37488,3,AZ,1,100,-0.385
1866892.000,37488,3,AZ,1,100,-0.385
1866932.000,37488,3,AZ,1,100,-0.387
1866972.000,37504,2,AZ,1,100,-0.384
1867012.000,37504,2,AZ,1,100,-0.384
1867052.000,37520,3,AZ,1,100,-0.386
1867092.000,37520,3,AZ,1,100,-0.387
1867132.000,37520,3,AZ,1,100,-0.389
1867171.750,37543,4,AZ,1,100,-0.386
1867211.500,37543,4,AZ,1,100,-0.386
1867251.250,37543,4,AZ,1,100,-0.387
1867291.000,37543,4,AZ,1,100,-0.387
1867331.000,37561,2,AZ,1,100,-0.384
1867371.000,37561,2,AZ,1,100,-0.387
1867411.000,37577,3,AZ,1,100,-0.389
1867451.000,37577,3,AZ,1,100,-0.386
1867491.000,37577,3,AZ,1,100,-0.385
1867531.000,37594,2,AZ,1,100,-0.388
1867571.000,37594,2,AZ,1,100,-0.392
1867611.000,37610,3,AZ,1,100,-0.385
1867651.000,37610,3,AZ,1,100,-0.385
1867691.000,37610,3,AZ,1,100,-0.386
1867731.000,37626,2,AZ,1,100,-0.390
1867771.000,37626,2,AZ,1,100,-0.387
1867811.333,37642,3,AZ,1,100,-0.381
1867851.667,37642,3,AZ,1,100,-0.385
1867892.000,37642,3,AZ,1,100,-0.391
1867931.500,37660,2,AZ,1,100,-0.386
1867971.000,37660,2,AZ,1,100,-0.379
1868011.333,37675,3,AZ,1,100,-0.382
1868051.667,37675,3,AZ,1,100,-0.386
1868092.000,37675,3,AZ,1,100,-0.388
1868131.500,37691,2,AZ,1,100,-0.387
1868171.000,37691,2,AZ,1,100,-0.385
1868211.000,37708,3,AZ,1,100,-0.389
1868251.000,37708,3,AZ,1,100,-0.389
1868291.000,37708,3,AZ,1,100,-0.384
1868331.500,37725,2,AZ,1,100,-0.386
1868372.000,37725,2,AZ,1,100,-0.387
1868411.667,37741,3,AZ,1,100,-0.391
1868451.333,37741,3,AZ,1,100,-0.386
1868491.000,37741,3,AZ,1,100,-0.383
1868531.000,37759,3,AZ,1,100,-0.387
1868571.000,37759,3,AZ,1,100,-0.390
1868611.000,37759,3,AZ,1,100,-0.388
1868651.000,37773,3,AZ,1,100,-0.385
1868691.000,37773,3,AZ,1,100,-0.385
1868731.000,37773,3,AZ,1,100,-0.389
1868771.000,37790,2,AZ,1,100,-0.389
1868811.000,37790,2,AZ,1,100,-0.383
1868851.000,37806,3,AZ,1,100,-0.387
1868891.000,37806,3,AZ,1,100,-0.390
1868931.000,37806,3,AZ,1,100,-0.387
1868971.000,37824,2,AZ,1,100,-0.386
1869011.000,37824,2,AZ,1,100,-0.384
1869051.000,37838,3,AZ,1,100,-0.387
1869091.000,37838,3,AZ,1,100,-0.387
1869131.000,37838,3,AZ,1,100,-0.386
1869171.000,37855,3,AZ,1,100,-0.387
1869211.000,37855,3,AZ,1,100,-0.388
1869251.000,37855,3,AZ,1,100,-0.390
1869291.000,37872,2,AZ,1,100,-0.384
1869331.000,37872,2,AZ,1,100,-0.386
1869371.333,37889,3,AZ,1,100,-0.387
1869411.667,37889,3,AZ,1,100,-0.388
1869452.000,37889,3,AZ,1,100,-0.384
1869491.500,37903,2,AZ,1,100,-0.388
1869531.000,37903,2,AZ,1,100,-0.387
1869571.000,37921,3,AZ,1,100,-0.388
1869611.000,37921,3,AZ,1,100,-0.387
1869651.000,37921,3,AZ,1,100,-0.384
1869691.000,37937,2,AZ,1,100,-0.386
1869731.000,37937,2,AZ,1,100,-0.389
1869771.000,37954,3,AZ,1,100,-0.383
1869811.000,37954,3,AZ,1,100,-0.385
1869851.000,37954,3,AZ,1,100,-0.387
1869891.000,37968,2,AZ,1,100,-0.387
1869931.000,37968,2,AZ,1,100,-0.389
1869971.000,37986,3,AZ,1,100,-0.383
1870011.000,37986,3,AZ,1,100,-0.385
1870051.000,37986,3,AZ,1,100,-0.394
1870091.000,38002,2,AZ,1,100,-0.385
1870131.000,38002,2,AZ,1,100,-0.382
1870171.000,38019,3,AZ,1,100,-0.390
1870211.000,38019,3,AZ,1,100,-0.388
1870251.000,38019,3,AZ,1,100,-0.388
1870291.000,38035,2,AZ,1,100,-0.386
1870331.000,38035,2,AZ,1,100,-0.385
1870371.000,38051,3,AZ,1,100,-0.389
1870411.000,38051,3,AZ,1,100,-0.388
1870451.000,38051,3,AZ,1,100,-0.384
1870491.000,38067,2,AZ,1,100,-0.385
1870531.000,38067,2,AZ,1,100,-0.386
1870571.000,38085,3,AZ,1,100,-0.388
1870611.000,38085,3,AZ,1,100,-0.388
1870651.000,38085,3,AZ,1,100,-0.384
1870691.000,38101,3,AZ,1,100,-0.386
1870731.000,38101,3,AZ,1,100,-0.387
1870771.000,38101,3,AZ,1,100,-0.386
1870811.000,38116,3,AZ,1,100,-0.385
1870851.000,38116,3,AZ,1,100,-0.385
1870891.000,38116,3,AZ,1,100,-0.385
1870931.000,38133,2,AZ,1,100,-0.387
1870971.000,38133,2,AZ,1,100,-0.385
1871011.000,38150,3,AZ,1,100,-0.386
1871051.000,38150,3,AZ,1,100,-0.386
1871091.000,38150,3,AZ,1,100,-0.387
1871131.000,38166,2,AZ,1,100,-0.384
1871171.000,38166,2,AZ,1,100,-0.388
1871211.000,38182,3,AZ,1,100,-0.389
1871251.000,38182,3,AZ,1,100,-0.384
1871291.000,38182,3,AZ,1,100,-0.383
1871331.000,38200,2,AZ,1,100,-0.388
1871371.000,38200,2,AZ,1,100,-0.389
1871411.000,38217,3,AZ,1,100,-0.383
1871451.000,38217,3,AZ,1,100,-0.385
1871491.000,38217,3,AZ,1,100,-0.387
1871531.000,38233,2,AZ,1,100,-0.385
1871571.000,38233,2,AZ,1,100,-0.386
1871611.000,38251,3,AZ,1,100,-0.386
1871651.000,38251,3,AZ,1,100,-0.384
1871691.000,38251,3,AZ,1,100,-0.385
1871731.000,38265,2,AZ,1,100,-0.385
1871771.000,38265,2,AZ,1,100,-0.385
1871811.000,38282,3,AZ,1,100,-0.388
1871851.000,38282,3,AZ,1,100,-0.385
1871891.000,38282,3,AZ,1,100,-0.384
1871931.000,38299,2,AZ,1,100,-0.386
1871971.000,38299,2,AZ,1,100,-0.386
1872011.000,38316,3,AZ,1,100,-0.386
1872051.000,38316,3,AZ,1,100,-0.390
1872091.000,38316,3,AZ,1,100,-0.386
1872131.000,38330,3,AZ,1,100,-0.387
1872171.000,38330,3,AZ,1,100,-0.386
1872211.000,38330,3,AZ,1,100,-0.386
1872251.000,38353,4,AZ,1,100,-0.388
1872291.000,38353,4,AZ,1,100,-0.385
1872331.000,38353,4,AZ,1,100,-0.388
1872371.000,38353,4,AZ,1,100,-0.386
1872411.000,38369,3,AZ,1,100,-0.388
1872451.000,38369,3,AZ,1,100,-0.386
1872491.000,38369,3,AZ,1,100,-0.389
1872531.000,38384,2,AZ,1,100,-0.388
1872571.000,38384,2,AZ,1,100,-0.387
1872611.000,38402,3,AZ,1,100,-0.385
1872651.000,38402,3,AZ,1,100,-0.387
1872691.000,38402,3,AZ,1,100,-0.388
1872731.000,38418,2,AZ,1,100,-0.388
1872771.000,38418,2,AZ,1,100,-0.388
1872811.000,38435,3,AZ,1,100,-0.385
1872851.000,38435,3,AZ,1,100,-0.387
1872891.000,38435,3,AZ,1,100,-0.391
1872931.000,38452,3,AZ,1,100,-0.391
1872971.000,38452,3,AZ,1,100,-0.384
1873011.000,38452,3,AZ,1,100,-0.385
1873051.000,38467,3,AZ,1,100,-0.390
1873091.000,38467,3,AZ,1,100,-0.388
1873131.000,38467,3,AZ,1,100,-0.387
1873171.000,38483,2,AZ,1,100,-0.385
1873211.000,38483,2,AZ,1,100,-0.390
1873251.000,38501,3,AZ,1,100,-0.389
1873291.000,38501,3,AZ,1,100,-0.385
1873331.000,38501,3,AZ,1,100,-0.385
1873371.000,38517,2,AZ,1,100,-0.387
1873411.000,38517,2,AZ,1,100,-0.386
1873451.000,38532,3,AZ,1,100,-0.386
1873491.000,38532,3,AZ,1,100,-0.385
1873531.000,38532,3,AZ,1,100,-0.388
1873571.000,38549,2,AZ,1,100,-0.387
1873611.000,38549,2,AZ,1,100,-0.386
1873651.000,38566,3,AZ,1,100,-0.388
1873691.000,38566,3,AZ,1,100,-0.388
1873731.000,38566,3,AZ,1,100,-0.386
1873771.000,38582,2,AZ,1,100,-0.386
1873811.000,38582,2,AZ,1,100,-0.387
1873851.000,38597,3,AZ,1,100,-0.386
1873891.000,38597,3,AZ,1,100,-0.384
1873931.000,38597,3,AZ,1,100,-0.386
1873971.000,38614,3,AZ,1,100,-0.385
1874011.000,38614,3,AZ,1,100,-0.388
1874051.000,38614,3,AZ,1,100,-0.388
1874091.000,38631,2,AZ,1,100,-0.389
1874131.000,38631,2,AZ,1,100,-0.385
1874171.000,38647,3,AZ,1,100,-0.385
1874211.000,38647,3,AZ,1,100,-0.387
1874251.000,38647,3,AZ,1,100,-0.387
1874291.000,38663,2,AZ,1,100,-0.384
1874331.000,38663,2,AZ,1,100,-0.386
1874371.000,38679,3,AZ,1,100,-0.387
1874411.000,38679,3,AZ,1,100,-0.387
1874451.000,38679,3,AZ,1,100,-0.387
1874491.000,38696,2,AZ,1,100,-0.384
1874531.000,38696,2,AZ,1,100,-0.385
1874571.000,38713,3,AZ,1,100,-0.388
1874611.000,38713,3,AZ,1,100,-0.386
1874651.000,38713,3,AZ,1,100,-0.388
1874691.000,38728,2,AZ,1,100,-0.386
1874731.000,38728,2,AZ,1,100,-0.382
1874771.000,38744,3,AZ,1,100,-0.386
1874811.000,38744,3,AZ,1,100,-0.390
1874851.000,38744,3,AZ,1,100,-0.386
1874891.000,38761,2,AZ,1,100,-0.386
1874931.000,38761,2,AZ,1,100,-0.385
1874971.000,38778,3,AZ,1,100,-0.390
1875011.000,38778,3,AZ,1,100,-0.389
1875051.000,38778,3,AZ,1,100,-0.379
1875091.000,38794,2,AZ,1,100,-0.384
1875131.000,38794,2,AZ,1,100,-0.389
1875171.000,38809,3,AZ,1,100,-0.384
1875211.000,38809,3,AZ,1,100,-0.383
1875251.000,38809,3,AZ,1,100,-0.387
1875291.000,38827,3,AZ,1,100,-0.388
1875331.000,38827,3,AZ,1,100,-0.389
1875371.000,38827,3,AZ,1,100,-0.383
1875411.000,38843,3,AZ,1,100,-0.382
1875451.000,38843,3,AZ,1,100,-0.388
1875491.000,38843,3,AZ,1,100,-0.386
1875531.000,38860,2,AZ,1,100,-0.385
1875571.000,38860,2,AZ,1,100,-0.385
1875611.000,38876,3,AZ,1,100,-0.386
1875651.000,38876,3,AZ,1,100,-0.386
1875691.000,38876,3,AZ,1,100,-0.385
1875731.000,38892,2,AZ,1,100,-0.387
1875771.000,38892,2,AZ,1,100,-0.387
1875811.000,38908,3,AZ,1,100,-0.387
1875851.000,38908,3,AZ,1,100,-0.384
1875891.000,38908,3,AZ,1,100,-0.384
1875931.000,38926,2,AZ,1,100,-0.388
1875971.000,38926,2,AZ,1,100,-0.387
1876011.000,38942,3,AZ,1,100,-0.387
1876051.000,38942,3,AZ,1,100,-0.382
1876091.000,38942,3,AZ,1,100,-0.386
1876131.000,38957,2,AZ,1,100,-0.389
1876171.000,38957,2,AZ,1,100,-0.386
1876211.000,38974,3,AZ,1,100,-0.382
1876251.000,38974,3,AZ,1,100,-0.388
1876291.000,38974,3,AZ,1,100,-0.389
1876331.000,38993,2,AZ,1,100,-0.387
1876371.000,38993,2,AZ,1,100,-0.384
1876411.000,39009,3,AZ,1,100,-0.384
1876451.000,39009,3,AZ,1,100,-0.389
1876491.000,39009,3,AZ,1,100,-0.387
1876531.000,39024,3,AZ,1,100,-0.382
1876571.000,39024,3,AZ,1,100,-0.385
1876611.000,39024,3,AZ,1,100,-0.387
1876651.000,39041,2,AZ,1,100,-0.386
1876691.000,39041,2,AZ,1,100,-0.386
1876731.000,39058,3,AZ,1,100,-0.386
1876771.000,39058,3,AZ,1,100,-0.386
1876811.000,39058,3,AZ,1,100,-0.386
1876851.000,39074,2,AZ,1,100,-0.383
1876891.000,39074,2,AZ,1,100,-0.388
1876931.000,39090,3,AZ,1,100,-0.386
1876971.000,39090,3,AZ,1,100,-0.387
1877011.000,39090,3,AZ,1,100,-0.385
1877051.000,39106,2,AZ,1,100,-0.386
1877091.000,39106,2,AZ,1,100,-0.387
1877131.000,39123,3,AZ,1,100,-0.386
1877171.000,39123,3,AZ,1,100,-0.383
1877211.000,39123,3,AZ,1,100,-0.386
1877250.667,39140,3,AZ,1,100,-0.388
1877290.333,39140,3,AZ,1,100,-0.387
1877330.000,39140,3,AZ,1,100,-0.387
1877370.000,39162,4,AZ,1,100,-0.385
1877410.000,39162,4,AZ,1,100,-0.389
1877450.000,39162,4,AZ,1,100,-0.386
1877490.000,39162,4,AZ,1,100,-0.386
1877530.000,39178,3,AZ,1,100,-0.388
1877570.000,39178,3,AZ,1,100,-0.387
1877610.000,39178,3,AZ,1,100,-0.388
1877650.000,39196,3,AZ,1,100,-0.387
1877690.000,39196,3,AZ,1,100,-0.385
1877730.000,39196,3,AZ,1,100,-0.387
1877770.500,39212,2,AZ,1,100,-0.386
1877811.000,39212,2,AZ,1,100,-0.389
1877851.000,39227,3,AZ,1,100,-0.386
1877891.000,39227,3,AZ,1,100,-0.392
1877931.000,39227,3,AZ,1,100,-0.384
1877971.000,39244,2,AZ,1,100,-0.383
1878011.000,39244,2,AZ,1,100,-0.391
1878051.000,39261,3,AZ,1,100,-0.389
1878091.000,39261,3,AZ,1,100,-0.383
1878131.000,39261,3,AZ,1,100,-0.382
1878170.500,39277,2,AZ,1,100,-0.386
1878210.000,39277,2,AZ,1,100,-0.390
1878250.000,39293,3,AZ,1,100,-0.385
1878290.000,39293,3,AZ,1,100,-0.384
1878330.000,39293,3,AZ,1,100,-0.388
1878370.000,39309,3,AZ,1,100,-0.389
1878410.000,39309,3,AZ,1,100,-0.383
1878450.000,39309,3,AZ,1,100,-0.384
1878490.000,39326,2,AZ,1,100,-0.387
1878530.000,39326,2,AZ,1,100,-0.389
1878570.000,39343,3,AZ,1,100,-0.387
1878610.000,39343,3,AZ,1,100,-0.384
1878650.000,39343,3,AZ,1,100,-0.386
1878690.000,39358,2,AZ,1,100,-0.389
1878730.000,39358,2,AZ,1,100,-0.387
1878770.000,39374,3,AZ,1,100,-0.386
1878810.000,39374,3,AZ,1,100,-0.386
1878850.000,39374,3,AZ,1,100,-0.388
1878890.000,39391,2,AZ,1,100,-0.387
1878930.000,39391,2,AZ,1,100,-0.385
1878970.000,39408,3,AZ,1,100,-0.387
1879010.000,39408,3,AZ,1,100,-0.391
1879050.000,39408,3,AZ,1,100,-0.383
1879090.000,39423,2,AZ,1,100,-0.385
1879130.000,39423,2,AZ,1,100,-0.387
1879170.000,39439,3,AZ,1,100,-0.387
1879210.000,39439,3,AZ,1,100,-0.387
1879250.000,39439,3,AZ,1,100,-0.383
1879290.000,39457,2,AZ,1,100,-0.388
1879330.000,39457,2,AZ,1,100,-0.387
1879370.000,39473,3,AZ,1,100,-0.383
1879410.000,39473,3,AZ,1,100,-0.383
1879450.000,39473,3,AZ,1,100,-0.386
1879490.000,39489,2,AZ,1,100,-0.388
1879530.000,39489,2,AZ,1,100,-0.388
1879570.000,39505,3,AZ,1,100,-0.387
1879610.000,39505,3,AZ,1,100,-0.389
1879650.000,39505,3,AZ,1,100,-0.387
1879690.000,39522,2,AZ,1,100,-0.381
1879730.000,39522,2,AZ,1,100,-0.383
1879770.000,39538,3,AZ,1,100,-0.386
1879810.000,39538,3,AZ,1,100,-0.384
1879850.000,39538,3,AZ,1,100,-0.389
1879890.000,39556,3,AZ,1,100,-0.385
1879930.000,39556,3,AZ,1,100,-0.386
1879970.000,39556,3,AZ,1,100,-0.388
1880010.000,39570,2,AZ,1,100,-0.384
1880050.000,39570,2,AZ,1,100,-0.385
1880090.000,39587,3,AZ,1,100,-0.389
1880130.000,39587,3,AZ,1,100,-0.388
1880170.000,39587,3,AZ,1,100,-0.387
1880210.000,39603,3,AZ,1,100,-0.385
1880250.000,39603,3,AZ,1,100,-0.380
1880290.000,39603,3,AZ,1,100,-0.387
1880330.000,39621,2,AZ,1,100,-0.385
1880370.000,39621,2,AZ,1,100,-0.386
1880410.000,39635,3,AZ,1,100,-0.384
1880450.000,39635,3,AZ,1,100,-0.384
1880490.000,39635,3,AZ,1,100,-0.389
1880530.000,39652,2,AZ,1,100,-0.385
1880570.000,39652,2,AZ,1,100,-0.383
1880610.000,39669,3,AZ,1,100,-0.388
1880650.000,39669,3,AZ,1,100,-0.387
1880690.000,39669,3,AZ,1,100,-0.385
1880730.000,39686,2,AZ,1,100,-0.386
1880770.000,39686,2,AZ,1,100,-0.383
1880810.000,39701,3,AZ,1,100,-0.385
1880850.000,39701,3,AZ,1,100,-0.385
1880890.000,39701,3,AZ,1,100,-0.386
1880930.000,39718,2,AZ,1,100,-0.385
1880970.000,39718,2,AZ,1,100,-0.387
1881010.000,39734,3,AZ,1,100,-0.386
1881050.000,39734,3,AZ,1,100,-0.385
1881090.000,39734,3,AZ,1,100,-0.386
1881130.000,39751,2,AZ,1,100,-0.386
1881170.000,39751,2,AZ,1,100,-0.386
1881210.000,39768,3,AZ,1,100,-0.383
1881250.000,39768,3,AZ,1,100,-0.386
1881290.000,39768,3,AZ,1,100,-0.390
1881330.500,39785,2,AZ,1,100,-0.383
1881371.000,39785,2,AZ,1,100,-0.384
1881410.667,39801,3,AZ,1,100,-0.387
1881450.333,39801,3,AZ,1,100,-0.382
1881490.000,39801,3,AZ,1,100,-0.378
1881530.333,39818,3,AZ,1,100,-0.384
1881570.667,39818,3,AZ,1,100,-0.383
1881611.000,39818,3,AZ,1,100,-0.388
1881651.000,39835,2,AZ,1,100,-0.384
1881691.000,39835,2,AZ,1,100,-0.381
1881731.000,39850,3,AZ,1,100,-0.391
1881771.000,39850,3,AZ,1,100,-0.385
1881811.000,39850,3,AZ,1,100,-0.381
1881851.000,39866,2,AZ,1,100,-0.388
1881891.000,39866,2,AZ,1,100,-0.386
1881931.000,39884,5,AZ,1,100,-0.385
1881971.000,39884,5,AZ,1,100,-0.386
1882011.000,39884,5,AZ,1,100,-0.385
1882051.000,39884,5,AZ,1,100,-0.387
1882091.000,39884,5,AZ,1,100,-0.387
1882131.000,39900,4,AZ,1,100,-0.383
1882171.000,39900,4,AZ,1,100,-0.385
1882211.000,39900,4,AZ,1,100,-0.388
1882251.000,39900,4,AZ,1,100,-0.389
1882291.000,39918,5,AZ,1,100,-0.386
1882331.000,39918,5,AZ,1,100,-0.385
1882371.000,39918,5,AZ,1,100,-0.387
1882411.000,39918,5,AZ,1,100,-0.387
1882451.000,39918,5,AZ,1,100,-0.386
1882491.000,39941,6,AZ,1,100,-0.385
1882531.000,39941,6,AZ,1,100,-0.387
1882571.000,39941,6,AZ,1,100,-0.387
1882611.000,39941,6,AZ,1,100,-0.387
1882651.000,39941,6,AZ,1,100,-0.386
1882691.000,39941,6,AZ,1,100,-0.388
1882731.000,39957,3,AZ,1,100,-0.388
1882771.000,39957,3,AZ,1,100,-0.387
1882811.000,39957,3,AZ,1,100,-0.385
1882851.000,39974,2,AZ,1,100,-0.386
1882891.000,39974,2,AZ,1,100,-0.389
1882931.000,39989,3,AZ,1,100,-0.386
1882971.000,39989,3,AZ,1,100,-0.385
1883011.000,39989,3,AZ,1,100,-0.390
1883051.000,40006,2,AZ,1,100,-0.379
1883091.000,40006,2,AZ,1,100,-0.385
1883131.000,40022,3,AZ,1,100,-0.389
1883171.000,40022,3,AZ,1,100,-0.383
1883211.000,40022,3,AZ,1,100,-0.385
1883251.000,40040,2,AZ,1,100,-0.383
1883291.000,40040,2,AZ,1,100,-0.389
1883331.000,40055,3,AZ,1,100,-0.388
1883371.000,40055,3,AZ,1,100,-0.382
1883411.000,40055,3,AZ,1,100,-0.389
1883451.000,40071,3,AZ,1,100,-0.386
1883491.000,40071,3,AZ,1,100,-0.386
1883531.000,40071,3,AZ,1,100,-0.388
1883571.000,40087,2,AZ,1,100,-0.385
1883611.000,40087,2,AZ,1,100,-0.388
1883651.000,40105,3,AZ,1,100,-0.388
1883691.000,40105,3,AZ,1,100,-0.385
1883731.000,40105,3,AZ,1,100,-0.387
1883771.000,40121,2,AZ,1,100,-0.388
1883811.000,40121,2,AZ,1,100,-0.388
1883851.000,40136,3,AZ,1,100,-0.388
1883891.000,40136,3,AZ,1,100,-0.385
1883931.000,40136,3,AZ,1,100,-0.386
1883971.000,40153,2,AZ,1,100,-0.389
1884011.000,40153,2,AZ,1,100,-0.387
1884051.000,40170,3,AZ,1,100,-0.382
1884091.000,40170,3,AZ,1,100,-0.385
1884131.000,40170,3,AZ,1,100,-0.389
1884171.000,40186,2,AZ,1,100,-0.385
1884211.000,40186,2,AZ,1,100,-0.385
1884251.000,40202,3,AZ,1,100,-0.388
1884291.000,40202,3,AZ,1,100,-0.385
1884331.000,40202,3,AZ,1,100,-0.386
1884371.000,40218,2,AZ,1,100,-0.385
1884411.000,40218,2,AZ,1,100,-0.385
1884450.667,40235,3,AZ,1,100,-0.386
1884490.333,40235,3,AZ,1,100,-0.388
1884530.000,40235,3,AZ,1,100,-0.384
1884570.500,40252,2,AZ,1,100,-0.385
1884611.000,40252,2,AZ,1,100,-0.385
1884650.667,40267,3,AZ,1,100,-0.386
1884690.333,40267,3,AZ,1,100,-0.389
1884730.000,40267,3,AZ,1,100,-0.383
1884770.000,40283,3,AZ,1,100,-0.386
1884810.000,40283,3,AZ,1,100,-0.386
1884850.000,40283,3,AZ,1,100,-0.386
1884890.000,40300,2,AZ,1,100,-0.385
1884930.000,40300,2,AZ,1,100,-0.388
1884970.000,40317,3,AZ,1,100,-0.386
1885010.000,40317,3,AZ,1,100,-0.384
1885050.000,40317,3,AZ,1,100,-0.389
1885090.000,40332,2,AZ,1,100,-0.386
1885130.000,40332,2,AZ,1,100,-0.387
1885170.000,40348,3,AZ,1,100,-0.385
1885210.000,40348,3,AZ,1,100,-0.385
1885250.000,40348,3,AZ,1,100,-0.389
1885290.000,40366,2,AZ,1,100,-0.386
1885330.000,40366,2,AZ,1,100,-0.383
1885370.000,40382,3,AZ,1,100,-0.385
1885410.000,40382,3,AZ,1,100,-0.387
1885450.000,40382,3,AZ,1,100,-0.387
1885490.000,40398,2,AZ,1,100,-0.385
1885530.000,40398,2,AZ,1,100,-0.385
1885570.000,40414,3,AZ,1,100,-0.388
1885610.000,40414,3,AZ,1,100,-0.388
1885650.000,40414,3,AZ,1,100,-0.386
1885690.000,40431,2,AZ,1,100,-0.385
1885730.000,40431,2,AZ,1,100,-0.387
1885770.000,40447,3,AZ,1,100,-0.388
1885810.000,40447,3,AZ,1,100,-0.389
1885850.000,40447,3,AZ,1,100,-0.382
1885890.000,40463,2,AZ,1,100,-0.385
1885930.000,40463,2,AZ,1,100,-0.391
1885970.000,40479,3,AZ,1,100,-0.383
1886010.000,40479,3,AZ,1,100,-0.387
1886050.000,40479,3,AZ,1,100,-0.384
1886090.000,40496,3,AZ,1,100,-0.389
1886130.000,40496,3,AZ,1,100,-0.387
1886170.000,40496,3,AZ,1,100,-0.384
1886210.000,40512,2,AZ,1,100,-0.381
1886250.000,40512,2,AZ,1,100,-0.385
1886290.000,40532,3,AZ,1,100,-0.390
