EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1862452.000,36781,2,AZ,1,100,-0.385
1862492.000,36798,3,AZ,1,100,-0.387
1862532.000,36798,3,AZ,1,100,-0.388
1862572.000,36798,3,AZ,1,100,-0.385
1862612.000,36815,2,AZ,1,100,-0.384
1862652.000,36815,2,AZ,1,100,-0.385
1862692.000,36832,3,AZ,1,100,-0.387
1862732.000,36832,3,AZ,1,100,-0.386
1862772.000,36832,3,AZ,1,100,-0.385
1862812.000,36846,2,AZ,1,100,-0.388
1862852.000,36846,2,AZ,1,100,-0.387
1862892.000,36864,3,AZ,1,100,-0.385
1862932.000,36864,3,AZ,1,100,-0.387
1862972.000,36864,3,AZ,1,100,-0.388
1863012.000,36880,3,AZ,1,100,-0.387
1863052.000,36880,3,AZ,1,100,-0.388
