EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1865959.000,37346,2,PR,1,100,1781
1865999.000,37346,2,PR,1,100,1786
1866039.000,37362,3,PR,1,100,1784
1866079.000,37362,3,PR,1,100,1789
1866119.000,37362,3,PR,1,100,1783
1866159.000,37380,5,PR,1,100,1788
1866199.000,37380,5,PR,1,100,1794
1866239.000,37380,5,PR,1,100,1792
1866279.000,37380,5,PR,1,100,1773
1866319.000,37380,5,PR,1,100,1773
1866359.000,37398,2,PR,1,100,1793
1866399.000,37398,2,PR,1,100,1787
1866439.000,37415,3,PR,1,100,1790
1866479.000,37415,3,PR,1,100,1781
1866519.000,37415,3,PR,1,100,1790
1866559.000,37431,2,PR,1,100,1791
1866599.000,37431,2,PR,1,100,1785
1866639.000,37447,3,PR,1,100,1792
1866679.000,37447,3,PR,1,100,1776
1866719.000,37447,3,PR,1,100,1778
1866759.000,37463,2,PR,1,100,1785
1866799.000,37463,2,PR,1,100,1784
1866839.000,37480,3,PR,1,100,1785
1866879.000,37480,3,PR,1,100,1792
1866919.000,37480,3,PR,1,100,1779
1866959.000,37497,2,PR,1,100,1791
1866999.000,37497,2,PR,1,100,1789
1867039.000,37513,3,PR,1,100,1786
1867079.000,37513,3,PR,1,100,1795
1867119.000,37513,3,PR,1,100,1792
1867159.000,37535,4,PR,1,100,1782
1867199.000,37535,4,PR,1,100,1793
1867239.000,37535,4,PR,1,100,1795
1867279.000,37535,4,PR,1,100,1784
1867319.000,37553,2,PR,1,100,1780
1867359.000,37553,2,PR,1,100,1789
1867399.000,37569,3,PR,1,100,1790
1867439.000,37569,3,PR,1,100,1793
1867479.000,37569,3,PR,1,100,1790
1867519.000,37586,2,PR,1,100,1784
1867559.000,37586,2,PR,1,100,1784
1867599.000,37603,3,PR,1,100,1783
1867639.000,37603,3,PR,1,100,1774
1867679.000,37603,3,PR,1,100,1786
1867719.000,37619,3,PR,1,100,1780
1867759.000,37619,3,PR,1,100,1782
1867799.000,37619,3,PR,1,100,1781
1867839.000,37634,2,PR,1,100,1775
1867879.000,37634,2,PR,1,100,1779
1867919.000,37652,3,PR,1,100,1777
1867959.000,37652,3,PR,1,100,1785
1867999.000,37652,3,PR,1,100,1778
1868039.000,37668,2,PR,1,100,1776
1868079.000,37668,2,PR,1,100,1771
1868119.000,37684,3,PR,1,100,1783
1868159.000,37684,3,PR,1,100,1783
1868199.000,37684,3,PR,1,100,1780
1868239.000,37700,2,PR,1,100,1778
1868279.000,37700,2,PR,1,100,1788
1868319.000,37717,3,PR,1,100,1800
1868359.000,37717,3,PR,1,100,1790
1868399.000,37717,3,PR,1,100,1789
1868439.000,37733,2,PR,1,100,1783
1868479.000,37733,2,PR,1,100,1807
1868519.000,37751,4,PR,1,100,1781
1868559.000,37751,4,PR,1,100,1795
1868599.000,37751,4,PR,1,100,1782
1868639.000,37751,4,PR,1,100,1785
1868679.000,37767,2,PR,1,100,1787
1868719.000,37767,2,PR,1,100,1776
1868759.000,37782,3,PR,1,100,1801
1868799.000,37782,3,PR,1,100,1793
1868839.000,37782,3,PR,1,100,1802
1868879.000,37798,2,PR,1,100,1793
1868919.000,37798,2,PR,1,100,1790
1868959.000,37816,3,PR,1,100,1788
1868999.000,37816,3,PR,1,100,1798
1869039.000,37816,3,PR,1,100,1782
1869079.000,37832,2,PR,1,100,1793
1869119.000,37832,2,PR,1,100,1791
1869159.000,37847,3,PR,1,100,1804
1869199.000,37847,3,PR,1,100,1801
1869239.000,37847,3,PR,1,100,1797
1869279.000,37864,2,PR,1,100,1796
1869319.000,37864,2,PR,1,100,1799
1869359.000,37881,3,PR,1,100,1806
1869399.000,37881,3,PR,1,100,1796
1869439.000,37881,3,PR,1,100,1796
1869479.000,37897,2,PR,1,100,1790
1869519.000,37897,2,PR,1,100,1798
1869559.000,37913,3,PR,1,100,1792
1869599.000,37913,3,PR,1,100,1792
1869639.000,37913,3,PR,1,100,1801
1869679.000,37929,3,PR,1,100,1784
1869719.000,37929,3,PR,1,100,1787
1869759.000,37929,3,PR,1,100,1785
1869799.000,37946,2,PR,1,100,1779
1869839.000,37946,2,PR,1,100,1789
1869879.000,37962,3,PR,1,100,1784
1869919.000,37962,3,PR,1,100,1789
1869959.000,37962,3,PR,1,100,1785
1869999.000,37978,2,PR,1,100,1785
1870039.000,37978,2,PR,1,100,1800
1870079.000,37994,3,PR,1,100,1794
1870119.000,37994,3,PR,1,100,1786
1870159.000,37994,3,PR,1,100,1800
1870199.000,38011,2,PR,1,100,1796
1870239.000,38011,2,PR,1,100,1781
1870278.667,38028,3,PR,1,100,1787
1870318.333,38028,3,PR,1,100,1795
1870358.000,38028,3,PR,1,100,1788
1870398.500,38044,2,PR,1,100,1797
1870439.000,38044,2,PR,1,100,1796
1870479.000,38059,3,PR,1,100,1792
1870519.000,38059,3,PR,1,100,1792
1870559.000,38059,3,PR,1,100,1773
1870598.500,38077,2,PR,1,100,1778
1870638.000,38077,2,PR,1,100,1797
1870678.000,38093,3,PR,1,100,1781
1870718.000,38093,3,PR,1,100,1786
1870758.000,38093,3,PR,1,100,1781
1870798.000,38110,3,PR,1,100,1794
1870838.000,38110,3,PR,1,100,1798
1870878.000,38110,3,PR,1,100,1782
1870918.000,38125,2,PR,1,100,1793
1870958.000,38125,2,PR,1,100,1799
1870998.000,38142,3,PR,1,100,1776
1871038.000,38142,3,PR,1,100,1799
1871078.000,38142,3,PR,1,100,1800
1871118.000,38158,2,PR,1,100,1801
1871158.000,38158,2,PR,1,100,1798
1871198.333,38175,3,PR,1,100,1795
1871238.667,38175,3,PR,1,100,1793
1871279.000,38175,3,PR,1,100,1795
1871319.000,38193,3,PR,1,100,1794
1871359.000,38193,3,PR,1,100,1789
1871399.000,38193,3,PR,1,100,1790
1871438.500,38209,2,PR,1,100,1792
1871478.000,38209,2,PR,1,100,1786
1871518.000,38225,3,PR,1,100,1798
1871558.000,38225,3,PR,1,100,1792
1871598.000,38225,3,PR,1,100,1791
1871638.000,38243,2,PR,1,100,1783
1871678.000,38243,2,PR,1,100,1782
1871718.000,38259,3,PR,1,100,1788
1871758.000,38259,3,PR,1,100,1787
1871798.000,38259,3,PR,1,100,1786
1871838.000,38274,2,PR,1,100,1785
1871878.000,38274,2,PR,1,100,1791
1871918.000,38291,3,PR,1,100,1783
1871958.000,38291,3,PR,1,100,1783
1871998.000,38291,3,PR,1,100,1782
1872038.000,38308,2,PR,1,100,1792
1872078.000,38308,2,PR,1,100,1791
1872118.000,38324,3,PR,1,100,1789
1872158.000,38324,3,PR,1,100,1789
1872198.000,38324,3,PR,1,100,1794
1872238.000,38345,5,PR,1,100,1786
1872278.000,38345,5,PR,1,100,1798
1872318.000,38345,5,PR,1,100,1798
1872358.000,38345,5,PR,1,100,1793
1872398.000,38345,5,PR,1,100,1785
1872438.000,38362,2,PR,1,100,1784
1872478.000,38362,2,PR,1,100,1783
1872518.000,38377,3,PR,1,100,1796
1872558.000,38377,3,PR,1,100,1790
1872598.000,38377,3,PR,1,100,1787
1872638.000,38394,2,PR,1,100,1782
1872678.000,38394,2,PR,1,100,1786
1872718.000,38410,3,PR,1,100,1787
1872758.000,38410,3,PR,1,100,1780
1872798.000,38410,3,PR,1,100,1785
1872838.000,38427,2,PR,1,100,1772
1872878.000,38427,2,PR,1,100,1791
1872918.000,38444,3,PR,1,100,1783
1872958.000,38444,3,PR,1,100,1789
1872998.000,38444,3,PR,1,100,1785
1873038.000,38461,3,PR,1,100,1792
1873078.000,38461,3,PR,1,100,1780
1873118.000,38461,3,PR,1,100,1798
1873158.000,38475,3,PR,1,100,1787
1873198.000,38475,3,PR,1,100,1791
1873238.000,38475,3,PR,1,100,1806
1873278.000,38493,2,PR,1,100,1800
1873318.000,38493,2,PR,1,100,1790
1873358.000,38509,3,PR,1,100,1797
1873398.000,38509,3,PR,1,100,1788
1873438.000,38509,3,PR,1,100,1778
1873478.000,38526,2,PR,1,100,1783
1873518.000,38526,2,PR,1,100,1785
1873558.000,38541,3,PR,1,100,1797
1873598.000,38541,3,PR,1,100,1771
1873638.000,38541,3,PR,1,100,1772
1873678.000,38558,2,PR,1,100,1782
1873718.000,38558,2,PR,1,100,1782
1873758.000,38574,3,PR,1,100,1780
1873798.000,38574,3,PR,1,100,1776
1873838.000,38574,3,PR,1,100,1785
1873878.000,38591,2,PR,1,100,1773
1873918.000,38591,2,PR,1,100,1781
1873958.000,38606,3,PR,1,100,1783
1873998.000,38606,3,PR,1,100,1790
1874038.000,38606,3,PR,1,100,1782
1874078.000,38623,2,PR,1,100,1805
1874118.000,38623,2,PR,1,100,1791
1874158.000,38639,3,PR,1,100,1779
1874198.000,38639,3,PR,1,100,1809
1874238.000,38639,3,PR,1,100,1787
1874278.000,38657,2,PR,1,100,1790
1874318.000,38657,2,PR,1,100,1804
1874358.000,38671,3,PR,1,100,1810
1874398.000,38671,3,PR,1,100,1798
1874438.000,38671,3,PR,1,100,1806
1874478.000,38688,3,PR,1,100,1801
1874518.000,38688,3,PR,1,100,1790
1874558.000,38688,3,PR,1,100,1797
1874598.000,38705,2,PR,1,100,1787
1874638.000,38705,2,PR,1,100,1794
1874678.000,38722,3,PR,1,100,1798
1874718.000,38722,3,PR,1,100,1790
1874758.000,38722,3,PR,1,100,1787
1874798.000,38736,2,PR,1,100,1804
1874838.000,38736,2,PR,1,100,1793
1874878.000,38753,3,PR,1,100,1805
1874918.000,38753,3,PR,1,100,1801
1874958.000,38753,3,PR,1,100,1786
1874998.000,38770,2,PR,1,100,1797
1875038.000,38770,2,PR,1,100,1786
1875078.000,38787,3,PR,1,100,1801
1875118.000,38787,3,PR,1,100,1801
1875158.000,38787,3,PR,1,100,1798
1875198.000,38802,2,PR,1,100,1797
1875238.000,38802,2,PR,1,100,1794
1875278.000,38819,3,PR,1,100,1798
1875318.000,38819,3,PR,1,100,1795
1875358.000,38819,3,PR,1,100,1798
1875398.000,38835,3,PR,1,100,1789
1875438.000,38835,3,PR,1,100,1786
1875478.000,38835,3,PR,1,100,1792
1875518.000,38852,3,PR,1,100,1789
1875558.000,38852,3,PR,1,100,1790
1875598.000,38852,3,PR,1,100,1792
1875638.000,38869,2,PR,1,100,1787
1875678.000,38869,2,PR,1,100,1790
1875718.000,38885,3,PR,1,100,1784
1875758.000,38885,3,PR,1,100,1789
1875798.000,38885,3,PR,1,100,1787
1875838.000,38900,2,PR,1,100,1789
1875878.000,38900,2,PR,1,100,1784
1875918.000,38918,3,PR,1,100,1787
1875958.000,38918,3,PR,1,100,1784
1875998.000,38918,3,PR,1,100,1785
1876038.000,38934,2,PR,1,100,1791
1876078.000,38934,2,PR,1,100,1791
1876118.000,38951,3,PR,1,100,1795
1876158.000,38951,3,PR,1,100,1796
1876198.000,38951,3,PR,1,100,1793
1876238.000,38966,2,PR,1,100,1798
1876278.000,38966,2,PR,1,100,1798
1876318.000,38985,3,PR,1,100,1799
1876358.000,38985,3,PR,1,100,1799
1876398.000,38985,3,PR,1,100,1783
1876438.000,39001,2,PR,1,100,1797
1876478.000,39001,2,PR,1,100,1792
1876518.000,39018,3,PR,1,100,1795
1876558.000,39018,3,PR,1,100,1782
1876598.000,39018,3,PR,1,100,1796
1876638.000,39033,3,PR,1,100,1784
1876678.000,39033,3,PR,1,100,1779
1876718.000,39033,3,PR,1,100,1782
1876758.000,39050,2,PR,1,100,1786
1876798.000,39050,2,PR,1,100,1783
1876838.000,39066,3,PR,1,100,1786
1876878.000,39066,3,PR,1,100,1789
1876918.000,39066,3,PR,1,100,1779
1876958.000,39084,2,PR,1,100,1802
1876998.000,39084,2,PR,1,100,1799
1877038.000,39098,3,PR,1,100,1785
1877078.000,39098,3,PR,1,100,1796
1877118.000,39098,3,PR,1,100,1783
1877158.000,39115,2,PR,1,100,1800
1877198.000,39115,2,PR,1,100,1795
1877238.000,39132,3,PR,1,100,1797
1877278.000,39132,3,PR,1,100,1800
1877318.000,39132,3,PR,1,100,1804
1877358.000,39154,4,PR,1,100,1792
1877398.000,39154,4,PR,1,100,1802
1877438.000,39154,4,PR,1,100,1791
1877478.000,39154,4,PR,1,100,1799
1877518.000,39170,3,PR,1,100,1790
1877558.000,39170,3,PR,1,100,1790
1877598.000,39170,3,PR,1,100,1789
1877638.000,39188,3,PR,1,100,1786
1877678.000,39188,3,PR,1,100,1785
1877718.000,39188,3,PR,1,100,1788
1877758.000,39204,3,PR,1,100,1785
1877798.000,39204,3,PR,1,100,1794
1877838.000,39204,3,PR,1,100,1783
1877878.000,39221,2,PR,1,100,1778
1877918.000,39221,2,PR,1,100,1784
1877958.000,39236,3,PR,1,100,1786
1877998.000,39236,3,PR,1,100,1782
1878038.000,39236,3,PR,1,100,1780
1878078.000,39253,2,PR,1,100,1786
1878118.000,39253,2,PR,1,100,1785
1878158.000,39269,3,PR,1,100,1781
1878198.000,39269,3,PR,1,100,1796
1878238.000,39269,3,PR,1,100,1792
1878278.000,39287,2,PR,1,100,1804
1878318.000,39287,2,PR,1,100,1798
1878358.000,39301,3,PR,1,100,1790
1878398.000,39301,3,PR,1,100,1802
1878438.000,39301,3,PR,1,100,1800
1878478.000,39318,2,PR,1,100,1802
1878518.000,39318,2,PR,1,100,1804
1878558.000,39335,3,PR,1,100,1800
1878598.000,39335,3,PR,1,100,1804
1878638.000,39335,3,PR,1,100,1799
1878678.000,39352,2,PR,1,100,1785
1878718.000,39352,2,PR,1,100,1796
1878758.000,39366,3,PR,1,100,1799
1878798.000,39366,3,PR,1,100,1797
1878838.000,39366,3,PR,1,100,1794
1878878.000,39383,2,PR,1,100,1785
1878918.000,39383,2,PR,1,100,1784
1878958.000,39400,3,PR,1,100,1789
1878998.000,39400,3,PR,1,100,1788
1879038.000,39400,3,PR,1,100,1789
1879078.000,39417,3,PR,1,100,1792
1879118.000,39417,3,PR,1,100,1790
1879158.000,39417,3,PR,1,100,1778
1879198.000,39431,2,PR,1,100,1796
1879238.000,39431,2,PR,1,100,1789
1879278.000,39449,3,PR,1,100,1781
1879318.000,39449,3,PR,1,100,1794
1879358.000,39449,3,PR,1,100,1795
1879398.000,39465,2,PR,1,100,1795
1879438.000,39465,2,PR,1,100,1797
1879478.000,39482,3,PR,1,100,1795
1879518.000,39482,3,PR,1,100,1801
1879558.000,39482,3,PR,1,100,1794
1879598.000,39498,2,PR,1,100,1790
1879638.000,39498,2,PR,1,100,1791
1879678.000,39514,3,PR,1,100,1799
1879718.000,39514,3,PR,1,100,1796
1879758.000,39514,3,PR,1,100,1800
1879797.667,39530,3,PR,1,100,1798
1879837.333,39530,3,PR,1,100,1791
1879877.000,39530,3,PR,1,100,1788
1879917.500,39548,2,PR,1,100,1780
1879958.000,39548,2,PR,1,100,1783
1879998.000,39564,3,PR,1,100,1793
1880038.000,39564,3,PR,1,100,1773
1880078.000,39564,3,PR,1,100,1793
1880118.000,39579,2,PR,1,100,1776
1880158.000,39579,2,PR,1,100,1771
1880198.000,39595,3,PR,1,100,1785
1880238.000,39595,3,PR,1,100,1786
1880278.000,39595,3,PR,1,100,1799
1880317.500,39613,2,PR,1,100,1784
1880357.000,39613,2,PR,1,100,1787
1880397.000,39629,3,PR,1,100,1783
1880437.000,39629,3,PR,1,100,1818
1880477.000,39629,3,PR,1,100,1792
1880517.333,39644,3,PR,1,100,1794
1880557.667,39644,3,PR,1,100,1809
1880598.000,39644,3,PR,1,100,1807
1880638.000,39661,2,PR,1,100,1802
1880678.000,39661,2,PR,1,100,1800
1880717.667,39678,3,PR,1,100,1775
1880757.333,39678,3,PR,1,100,1797
1880797.000,39678,3,PR,1,100,1795
1880837.000,39694,2,PR,1,100,1790
1880877.000,39694,2,PR,1,100,1808
1880917.000,39711,3,PR,1,100,1796
1880957.000,39711,3,PR,1,100,1792
1880997.000,39711,3,PR,1,100,1802
1881037.000,39726,2,PR,1,100,1792
1881077.000,39726,2,PR,1,100,1796
1881117.000,39743,3,PR,1,100,1802
1881157.000,39743,3,PR,1,100,1801
1881197.000,39743,3,PR,1,100,1790
1881237.000,39760,2,PR,1,100,1800
1881277.000,39760,2,PR,1,100,1804
1881324.000,39779,2,PR,1,100,1814
1881371.000,39779,2,PR,1,100,1791
1881406.667,39793,3,PR,1,100,1800
1881442.333,39793,3,PR,1,100,1794
1881478.000,39793,3,PR,1,100,1796
1881522.333,39810,3,PR,1,100,1804
1881566.667,39810,3,PR,1,100,1802
1881611.000,39810,3,PR,1,100,1806
1881651.000,39827,2,PR,1,100,1794
1881691.000,39827,2,PR,1,100,1798
1881731.000,39844,3,PR,1,100,1798
1881771.000,39844,3,PR,1,100,1808
1881811.000,39844,3,PR,1,100,1793
1881851.000,39858,2,PR,1,100,1805
1881891.000,39858,2,PR,1,100,1792
1881931.000,39876,5,PR,1,100,1787
1881971.000,39876,5,PR,1,100,1790
1882011.000,39876,5,PR,1,100,1803
1882051.000,39876,5,PR,1,100,1786
1882091.000,39876,5,PR,1,100,1780
1882131.000,39892,4,PR,1,100,1776
1882171.000,39892,4,PR,1,100,1772
1882211.000,39892,4,PR,1,100,1788
1882251.000,39892,4,PR,1,100,1783
1882291.000,39910,5,PR,1,100,1776
1882331.000,39910,5,PR,1,100,1778
1882371.000,39910,5,PR,1,100,1792
1882411.000,39910,5,PR,1,100,1781
1882451.000,39910,5,PR,1,100,1799
1882491.000,39933,6,PR,1,100,1773
1882531.000,39933,6,PR,1,100,1789
1882571.000,39933,6,PR,1,100,1793
1882611.000,39933,6,PR,1,100,1802
1882651.000,39933,6,PR,1,100,1788
1882691.000,39933,6,PR,1,100,1798
1882731.000,39949,3,PR,1,100,1806
1882771.000,39949,3,PR,1,100,1796
1882811.000,39949,3,PR,1,100,1786
1882851.000,39966,2,PR,1,100,1793
1882891.000,39966,2,PR,1,100,1789
1882931.000,39983,3,PR,1,100,1793
1882971.000,39983,3,PR,1,100,1805
1883011.000,39983,3,PR,1,100,1788
1883051.000,39998,2,PR,1,100,1815
1883091.000,39998,2,PR,1,100,1808
1883131.000,40014,3,PR,1,100,1811
1883171.000,40014,3,PR,1,100,1809
1883211.000,40014,3,PR,1,100,1788
1883251.000,40032,2,PR,1,100,1793
1883291.000,40032,2,PR,1,100,1790
1883331.000,40048,3,PR,1,100,1817
1883371.000,40048,3,PR,1,100,1792
1883411.000,40048,3,PR,1,100,1796
1883451.000,40064,3,PR,1,100,1809
1883491.000,40064,3,PR,1,100,1793
1883531.000,40064,3,PR,1,100,1787
1883571.000,40079,2,PR,1,100,1796
1883611.000,40079,2,PR,1,100,1801
1883651.000,40097,3,PR,1,100,1796
1883691.000,40097,3,PR,1,100,1801
1883731.000,40097,3,PR,1,100,1792
1883771.000,40113,2,PR,1,100,1807
1883811.000,40113,2,PR,1,100,1794
1883851.000,40130,3,PR,1,100,1807
1883891.000,40130,3,PR,1,100,1808
1883931.000,40130,3,PR,1,100,1800
1883971.000,40145,2,PR,1,100,1796
1884011.000,40145,2,PR,1,100,1795
1884051.000,40162,3,PR,1,100,1798
1884091.000,40162,3,PR,1,100,1792
1884131.000,40162,3,PR,1,100,1794
1884171.000,40178,2,PR,1,100,1797
1884211.000,40178,2,PR,1,100,1795
1884251.000,40196,3,PR,1,100,1794
1884291.000,40196,3,PR,1,100,1785
1884331.000,40196,3,PR,1,100,1795
1884371.000,40210,2,PR,1,100,1792
1884411.000,40210,2,PR,1,100,1788
1884450.667,40227,3,PR,1,100,1787
1884490.333,40227,3,PR,1,100,1788
1884530.000,40227,3,PR,1,100,1783
1884570.500,40244,2,PR,1,100,1790
1884611.000,40244,2,PR,1,100,1791
1884650.667,40261,3,PR,1,100,1800
1884690.333,40261,3,PR,1,100,1803
1884730.000,40261,3,PR,1,100,1790
1884770.000,40275,3,PR,1,100,1803
1884810.000,40275,3,PR,1,100,1796
1884850.000,40275,3,PR,1,100,1793
1884890.000,40292,2,PR,1,100,1797
1884930.000,40292,2,PR,1,100,1799
1884970.000,40309,3,PR,1,100,1798
1885010.000,40309,3,PR,1,100,1803
1885050.000,40309,3,PR,1,100,1788
1885090.000,40326,2,PR,1,100,1784
1885130.000,40326,2,PR,1,100,1794
1885170.000,40340,3,PR,1,100,1785
1885210.000,40340,3,PR,1,100,1787
1885250.000,40340,3,PR,1,100,1789
1885290.000,40358,2,PR,1,100,1788
1885330.000,40358,2,PR,1,100,1800
1885370.000,40374,3,PR,1,100,1797
1885410.000,40374,3,PR,1,100,1797
1885450.000,40374,3,PR,1,100,1791
1885490.000,40391,2,PR,1,100,1798
1885530.000,40391,2,PR,1,100,1804
1885570.000,40407,3,PR,1,100,1802
1885610.000,40407,3,PR,1,100,1802
1885650.000,40407,3,PR,1,100,1801
1885690.000,40423,2,PR,1,100,1805
1885730.000,40423,2,PR,1,100,1804
1885770.000,40439,3,PR,1,100,1794
1885810.000,40439,3,PR,1,100,1798
1885850.000,40439,3,PR,1,100,1805
1885890.000,40456,2,PR,1,100,1791
1885930.000,40456,2,PR,1,100,1795
1885970.000,40472,3,PR,1,100,1793
1886010.000,40472,3,PR,1,100,1786
1886050.000,40472,3,PR,1,100,1792
1886090.000,40488,3,PR,1,100,1794
1886130.000,40488,3,PR,1,100,1795
1886170.000,40488,3,PR,1,100,1792
1886210.000,40504,2,PR,1,100,1790
1886250.000,40504,2,PR,1,100,1788
1886290.000,40524,3,PR,1,100,1790
1886330.000,40524,3,PR,1,100,1792
1886370.000,40524,3,PR,1,100,1784
1886410.000,40540,2,PR,1,100,1791
1886450.000,40540,2,PR,1,100,1794
1886490.000,40555,3,PR,1,100,1787
1886530.000,40555,3,PR,1,100,1800
1886570.000,40555,3,PR,1,100,1791
1886610.000,40572,2,PR,1,100,1791
1886650.000,40572,2,PR,1,100,1808
1886690.000,40589,3,PR,1,100,1786
1886730.000,40589,3,PR,1,100,1794
1886770.000,40589,3,PR,1,100,1796
1886810.000,40605,2,PR,1,100,1789
1886850.000,40605,2,PR,1,100,1794
1886890.000,40621,3,PR,1,100,1803
1886930.000,40621,3,PR,1,100,1802
1886970.000,40621,3,PR,1,100,1788
1887010.000,40637,2,PR,1,100,1786
1887050.000,40637,2,PR,1,100,1783
1887090.000,40654,3,PR,1,100,1782
1887130.000,40654,3,PR,1,100,1789
1887170.000,40654,3,PR,1,100,1802
1887210.000,40670,2,PR,1,100,1791
1887250.000,40670,2,PR,1,100,1797
1887290.000,40686,3,PR,1,100,1793
1887330.000,40686,3,PR,1,100,1793
1887370.000,40686,3,PR,1,100,1779
1887410.000,40702,3,PR,1,100,1798
1887450.000,40702,3,PR,1,100,1801
1887490.000,40702,3,PR,1,100,1794
1887530.000,40719,2,PR,1,100,1799
1887570.000,40719,2,PR,1,100,1792
1887610.000,40736,3,PR,1,100,1795
1887650.000,40736,3,PR,1,100,1790
1887690.000,40736,3,PR,1,100,1784
1887730.000,40755,3,PR,1,100,1797
1887770.000,40755,3,PR,1,100,1803
1887810.000,40755,3,PR,1,100,1791
1887850.000,40771,3,PR,1,100,1789
1887890.000,40771,3,PR,1,100,1789
1887930.000,40771,3,PR,1,100,1793
1887970.000,40787,2,PR,1,100,1796
1888010.000,40787,2,PR,1,100,1791
1888050.000,40803,3,PR,1,100,1796
1888090.000,40803,3,PR,1,100,1793
1888130.000,40803,3,PR,1,100,1794
1888170.000,40820,3,PR,1,100,1772
1888210.000,40820,3,PR,1,100,1781
1888250.000,40820,3,PR,1,100,1785
1888290.000,40837,2,PR,1,100,1780
1888330.000,40837,2,PR,1,100,1775
1888370.000,40852,3,PR,1,100,1789
1888410.000,40852,3,PR,1,100,1782
1888450.000,40852,3,PR,1,100,1790
1888490.000,40868,2,PR,1,100,1785
1888530.000,40868,2,PR,1,100,1777
1888570.000,40886,3,PR,1,100,1791
1888610.000,40886,3,PR,1,100,1793
1888650.000,40886,3,PR,1,100,1781
1888690.000,40902,2,PR,1,100,1799
1888730.000,40902,2,PR,1,100,1788
1888770.000,40917,3,PR,1,100,1802
1888810.000,40917,3,PR,1,100,1810
1888850.000,40917,3,PR,1,100,1801
1888890.000,40933,2,PR,1,100,1804
1888930.000,40933,2,PR,1,100,1800
1888970.000,40951,3,PR,1,100,1800
1889010.000,40951,3,PR,1,100,1807
1889050.000,40951,3,PR,1,100,1814
1889090.000,40967,2,PR,1,100,1792
1889130.000,40967,2,PR,1,100,1800
1889170.000,40983,3,PR,1,100,1807
1889210.000,40983,3,PR,1,100,1794
1889250.000,40983,3,PR,1,100,1792
1889290.000,40999,2,PR,1,100,1795
1889330.000,40999,2,PR,1,100,1797
1889370.000,41016,3,PR,1,100,1791
1889410.000,41016,3,PR,1,100,1803
1889450.000,41016,3,PR,1,100,1805
1889490.000,41032,2,PR,1,100,1804
1889530.000,41032,2,PR,1,100,1807
1889570.000,41049,3,PR,1,100,1801
1889610.000,41049,3,PR,1,100,1801
1889650.000,41049,3,PR,1,100,1801
1889690.000,41064,3,PR,1,100,1802
1889730.000,41064,3,PR,1,100,1802
1889770.000,41064,3,PR,1,100,1793
1889810.000,41081,2,PR,1,100,1798
1889850.000,41081,2,PR,1,100,1797
1889890.000,41098,3,PR,1,100,1793
1889930.000,41098,3,PR,1,100,1788
1889970.000,41098,3,PR,1,100,1798
1890010.000,41115,2,PR,1,100,1783
1890050.000,41115,2,PR,1,100,1795
1890090.000,41129,3,PR,1,100,1791
1890130.000,41129,3,PR,1,100,1793
1890170.000,41129,3,PR,1,100,1788
1890210.000,41146,2,PR,1,100,1786
1890250.000,41146,2,PR,1,100,1793
1890290.000,41163,3,PR,1,100,1782
1890330.000,41163,3,PR,1,100,1789
1890370.000,41163,3,PR,1,100,1785
1890410.000,41180,2,PR,1,100,1795
1890450.000,41180,2,PR,1,100,1788
1890490.000,41194,3,PR,1,100,1797
1890530.000,41194,3,PR,1,100,1802
1890570.000,41194,3,PR,1,100,1801
1890610.000,41212,2,PR,1,100,1798
1890650.000,41212,2,PR,1,100,1795
1890690.000,41228,3,PR,1,100,1802
1890730.000,41228,3,PR,1,100,1795
1890770.000,41228,3,PR,1,100,1796
1890810.000,41245,2,PR,1,100,1794
1890850.000,41245,2,PR,1,100,1785
1890890.000,41260,3,PR,1,100,1794
1890930.000,41260,3,PR,1,100,1793
1890970.000,41260,3,PR,1,100,1789
1891010.000,41277,3,PR,1,100,1790
1891050.000,41277,3,PR,1,100,1802
1891090.000,41277,3,PR,1,100,1783
1891130.000,41293,2,PR,1,100,1791
1891170.000,41293,2,PR,1,100,1793
1891210.000,41310,3,PR,1,100,1798
1891250.000,41310,3,PR,1,100,1770
1891290.000,41310,3,PR,1,100,1795
1891330.000,41327,2,PR,1,100,1790
1891370.000,41327,2,PR,1,100,1801
1891410.000,41344,3,PR,1,100,1784
1891450.000,41344,3,PR,1,100,1806
1891490.000,41344,3,PR,1,100,1797
1891530.000,41360,2,PR,1,100,1805
1891570.000,41360,2,PR,1,100,1798
1891610.000,41378,3,PR,1,100,1798
1891650.000,41378,3,PR,1,100,1808
1891690.000,41378,3,PR,1,100,1795
1891730.000,41393,2,PR,1,100,1797
1891770.000,41393,2,PR,1,100,1790
1891810.000,41409,3,PR,1,100,1792
1891850.000,41409,3,PR,1,100,1793
1891890.000,41409,3,PR,1,100,1792
1891930.000,41426,2,PR,1,100,1794
1891970.000,41426,2,PR,1,100,1790
1892010.000,41443,3,PR,1,100,1792
1892050.000,41443,3,PR,1,100,1781
1892090.000,41443,3,PR,1,100,1791
1892130.000,41459,2,PR,1,100,1788
1892170.000,41459,2,PR,1,100,1782
1892210.000,41475,3,PR,1,100,1784
1892250.000,41475,3,PR,1,100,1788
1892290.000,41475,3,PR,1,100,1802
1892330.000,41491,2,PR,1,100,1787
1892370.000,41491,2,PR,1,100,1786
1892410.000,41508,3,PR,1,100,1783
1892450.000,41508,3,PR,1,100,1795
1892490.000,41508,3,PR,1,100,1787
