EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1848601.000,34549,2,PR,1,100,136856
1848641.000,34565,3,PR,1,100,136850
1848681.000,34565,3,PR,1,100,136876
1848721.000,34565,3,PR,1,100,136957
1848761.000,34581,2,PR,1,100,137012
1848801.000,34581,2,PR,1,100,137044
1848841.000,34597,3,PR,1,100,137032
1848881.000,34597,3,PR,1,100,137031
1848921.000,34597,3,PR,1,100,137059
1848961.000,34615,3,PR,1,100,137124
1849001.000,34615,3,PR,1,100,137214
1849041.000,34615,3,PR,1,100,137239
1849081.000,34631,2,PR,1,100,137262
1849121.000,34631,2,PR,1,100,137307
1849161.000,34646,3,PR,1,100,137411
1849201.000,34646,3,PR,1,100,137641
1849241.000,34646,3,PR,1,100,137923
1849281.000,34663,2,PR,1,100,138147
1849321.000,34663,2,PR,1,100,138271
1849361.000,34680,3,PR,1,100,138232
1849401.000,34680,3,PR,1,100,138165
1849441.000,34680,3,PR,1,100,138355
1849481.000,34696,2,PR,1,100,138565
1849521.000,34696,2,PR,1,100,138791
1849561.000,34712,3,PR,1,100,139281
1849601.000,34712,3,PR,1,100,140256
1849641.000,34712,3,PR,1,100,142130
1849681.000,34728,2,PR,1,100,142437
1849721.000,34728,2,PR,1,100,142894
1849761.000,34745,3,PR,1,100,142778
1849801.000,34745,3,PR,1,100,143361
1849841.000,34745,3,PR,1,100,143717
1849881.000,34761,2,PR,1,100,143505
1849921.000,34761,2,PR,1,100,143219
1849961.000,34777,3,PR,1,100,143329
1850001.000,34777,3,PR,1,100,143229
1850041.000,34777,3,PR,1,100,143426
1850081.000,34793,3,PR,1,100,143445
1850121.000,34793,3,PR,1,100,143122
1850161.000,34793,3,PR,1,100,143478
1850201.000,34810,2,PR,1,100,144157
1850241.000,34810,2,PR,1,100,144592
1850280.667,34827,3,PR,1,100,144578
1850320.333,34827,3,PR,1,100,144626
1850360.000,34827,3,PR,1,100,145079
1850400.500,34842,2,PR,1,100,145156
1850441.000,34842,2,PR,1,100,144624
1850480.667,34858,3,PR,1,100,144051
1850520.333,34858,3,PR,1,100,142394
1850560.000,34858,3,PR,1,100,139815
1850600.500,34876,2,PR,1,100,135643
1850641.000,34876,2,PR,1,100,120978
1850681.000,34892,3,PR,1,100,114017
1850721.000,34892,3,PR,1,100,93719
1850761.000,34892,3,PR,1,100,26225
1850801.000,34908,2,PR,1,100,1981
1850841.000,34908,2,PR,1,100,1762
1850880.667,34924,3,PR,1,100,1773
1850920.333,34924,3,PR,1,100,1771
1850960.000,34924,3,PR,1,100,1772
1851000.000,34941,2,PR,1,100,1772
1851040.000,34941,2,PR,1,100,1778
1851080.000,34957,3,PR,1,100,1763
1851120.000,34957,3,PR,1,100,1769
1851160.000,34957,3,PR,1,100,1776
1851200.500,34974,2,PR,1,100,1785
1851241.000,34974,2,PR,1,100,1791
1851281.000,34991,3,PR,1,100,1795
1851321.000,34991,3,PR,1,100,1812
1851361.000,34991,3,PR,1,100,1839
1851400.667,35008,3,PR,1,100,1899
1851440.333,35008,3,PR,1,100,1984
1851480.000,35008,3,PR,1,100,2069
1851520.000,35024,2,PR,1,100,2154
1851560.000,35024,2,PR,1,100,2293
1851600.333,35042,3,PR,1,100,2307
1851640.667,35042,3,PR,1,100,2254
1851681.000,35042,3,PR,1,100,2229
1851720.500,35056,2,PR,1,100,2207
1851760.000,35056,2,PR,1,100,2196
1851800.000,35078,4,PR,1,100,2135
1851840.000,35078,4,PR,1,100,2097
1851880.000,35078,4,PR,1,100,2083
1851920.000,35078,4,PR,1,100,2048
1851960.000,35095,2,PR,1,100,2002
1852000.000,35095,2,PR,1,100,1994
1852040.000,35112,3,PR,1,100,1946
1852080.000,35112,3,PR,1,100,1912
1852120.000,35112,3,PR,1,100,1862
1852160.000,35128,2,PR,1,100,1847
1852200.000,35128,2,PR,1,100,1823
1852240.000,35145,3,PR,1,100,1807
1852280.000,35145,3,PR,1,100,1795
1852320.000,35145,3,PR,1,100,1793
1852360.000,35160,2,PR,1,100,1810
1852400.000,35160,2,PR,1,100,1823
1852440.000,35177,3,PR,1,100,1832
1852480.000,35177,3,PR,1,100,1811
1852520.000,35177,3,PR,1,100,1807
1852560.000,35194,3,PR,1,100,1800
1852600.000,35194,3,PR,1,100,1780
1852640.000,35194,3,PR,1,100,1780
1852680.000,35211,2,PR,1,100,1783
1852720.000,35211,2,PR,1,100,1784
1852760.000,35225,3,PR,1,100,1784
1852800.000,35225,3,PR,1,100,1775
1852840.000,35225,3,PR,1,100,1770
1852880.000,35242,2,PR,1,100,1768
1852920.000,35242,2,PR,1,100,1767
1852960.000,35259,3,PR,1,100,1756
1853000.000,35259,3,PR,1,100,1757
1853040.000,35259,3,PR,1,100,1760
1853080.000,35276,2,PR,1,100,1757
1853120.000,35276,2,PR,1,100,1766
1853160.000,35290,3,PR,1,100,1762
1853200.000,35290,3,PR,1,100,1767
1853240.000,35290,3,PR,1,100,1755
1853280.000,35308,2,PR,1,100,1786
1853320.000,35308,2,PR,1,100,1777
1853360.000,35324,3,PR,1,100,1760
1853400.000,35324,3,PR,1,100,1797
1853440.000,35324,3,PR,1,100,1765
1853480.000,35341,2,PR,1,100,1791
1853520.000,35341,2,PR,1,100,1780
1853560.000,35356,3,PR,1,100,1775
1853600.000,35356,3,PR,1,100,1781
1853640.000,35356,3,PR,1,100,1784
1853680.000,35373,3,PR,1,100,1796
1853720.000,35373,3,PR,1,100,1784
1853760.000,35373,3,PR,1,100,1784
1853800.000,35389,2,PR,1,100,1776
1853840.000,35389,2,PR,1,100,1795
1853880.000,35406,3,PR,1,100,1798
1853920.000,35406,3,PR,1,100,1782
1853960.000,35406,3,PR,1,100,1785
1854000.000,35421,2,PR,1,100,1790
1854040.000,35421,2,PR,1,100,1779
1854080.000,35438,3,PR,1,100,1784
1854120.000,35438,3,PR,1,100,1784
1854160.000,35438,3,PR,1,100,1779
1854200.000,35454,2,PR,1,100,1780
1854240.000,35454,2,PR,1,100,1771
1854280.000,35472,3,PR,1,100,1783
1854320.000,35472,3,PR,1,100,1771
1854360.000,35472,3,PR,1,100,1793
1854400.000,35487,2,PR,1,100,1777
1854440.000,35487,2,PR,1,100,1775
1854480.000,35503,3,PR,1,100,1783
1854520.000,35503,3,PR,1,100,1774
1854560.000,35503,3,PR,1,100,1790
1854600.000,35520,2,PR,1,100,1770
1854640.000,35520,2,PR,1,100,1781
1854680.000,35537,3,PR,1,100,1778
1854720.000,35537,3,PR,1,100,1770
1854760.000,35537,3,PR,1,100,1783
1854800.000,35553,2,PR,1,100,1778
1854840.000,35553,2,PR,1,100,1788
1854880.000,35569,3,PR,1,100,1786
1854920.000,35569,3,PR,1,100,1781
1854960.000,35569,3,PR,1,100,1773
1855000.000,35585,2,PR,1,100,1773
1855040.000,35585,2,PR,1,100,1769
1855080.000,35602,3,PR,1,100,1776
1855120.000,35602,3,PR,1,100,1772
1855160.000,35602,3,PR,1,100,1770
1855200.000,35618,3,PR,1,100,1777
1855240.000,35618,3,PR,1,100,1767
1855280.000,35618,3,PR,1,100,1772
1855320.000,35634,2,PR,1,100,1787
1855360.000,35634,2,PR,1,100,1771
1855400.000,35650,3,PR,1,100,1781
1855440.000,35650,3,PR,1,100,1781
1855480.000,35650,3,PR,1,100,1784
1855520.000,35667,2,PR,1,100,1786
1855560.000,35667,2,PR,1,100,1774
1855600.000,35684,3,PR,1,100,1785
1855640.000,35684,3,PR,1,100,1788
1855680.000,35684,3,PR,1,100,1772
1855720.000,35699,2,PR,1,100,1780
1855760.000,35699,2,PR,1,100,1785
1855800.000,35715,3,PR,1,100,1784
1855840.000,35715,3,PR,1,100,1790
1855880.000,35715,3,PR,1,100,1786
1855920.000,35733,2,PR,1,100,1788
1855960.000,35733,2,PR,1,100,1787
1856000.000,35749,3,PR,1,100,1786
1856040.000,35749,3,PR,1,100,1783
1856080.000,35749,3,PR,1,100,1786
1856120.000,35764,2,PR,1,100,1785
1856160.000,35764,2,PR,1,100,1780
1856200.000,35780,3,PR,1,100,1787
1856240.000,35780,3,PR,1,100,1781
1856280.000,35780,3,PR,1,100,1786
1856320.000,35800,2,PR,1,100,1775
1856360.000,35800,2,PR,1,100,1787
1856400.000,35816,3,PR,1,100,1777
1856440.000,35816,3,PR,1,100,1768
1856480.000,35816,3,PR,1,100,1777
1856520.000,35832,3,PR,1,100,1767
1856560.000,35832,3,PR,1,100,1776
1856600.000,35832,3,PR,1,100,1774
1856640.000,35848,2,PR,1,100,1769
1856680.000,35848,2,PR,1,100,1787
1856720.000,35865,3,PR,1,100,1776
1856760.000,35865,3,PR,1,100,1785
1856800.000,35865,3,PR,1,100,1773
1856840.000,35881,2,PR,1,100,1780
1856880.000,35881,2,PR,1,100,1776
1856920.000,35904,4,PR,1,100,1787
1856960.000,35904,4,PR,1,100,1782
1857000.000,35904,4,PR,1,100,1772
1857040.000,35904,4,PR,1,100,1789
1857080.000,35920,3,PR,1,100,1779
1857120.000,35920,3,PR,1,100,1778
1857160.000,35920,3,PR,1,100,1782
1857200.000,35935,2,PR,1,100,1780
1857240.000,35935,2,PR,1,100,1781
1857280.000,35952,3,PR,1,100,1779
1857320.000,35952,3,PR,1,100,1784
1857360.000,35952,3,PR,1,100,1790
1857400.000,35969,2,PR,1,100,1782
1857440.000,35969,2,PR,1,100,1791
1857480.000,35985,3,PR,1,100,1782
1857520.000,35985,3,PR,1,100,1779
1857560.000,35985,3,PR,1,100,1788
1857600.000,36002,2,PR,1,100,1777
1857640.000,36002,2,PR,1,100,1777
1857680.000,36017,3,PR,1,100,1777
1857720.000,36017,3,PR,1,100,1777
1857760.000,36017,3,PR,1,100,1784
1857800.000,36034,2,PR,1,100,1775
1857840.000,36034,2,PR,1,100,1774
1857880.000,36051,3,PR,1,100,1773
1857920.000,36051,3,PR,1,100,1780
1857960.000,36051,3,PR,1,100,1782
1858000.000,36068,2,PR,1,100,1779
1858040.000,36068,2,PR,1,100,1786
1858080.000,36082,3,PR,1,100,1788
1858120.000,36082,3,PR,1,100,1786
1858160.000,36082,3,PR,1,100,1785
1858200.000,36099,2,PR,1,100,1791
1858240.000,36099,2,PR,1,100,1790
1858280.000,36116,3,PR,1,100,1792
1858320.000,36116,3,PR,1,100,1792
1858360.000,36116,3,PR,1,100,1794
1858400.000,36133,3,PR,1,100,1790
1858440.000,36133,3,PR,1,100,1786
1858480.000,36133,3,PR,1,100,1787
1858520.000,36147,2,PR,1,100,1784
1858560.000,36147,2,PR,1,100,1778
1858600.000,36165,3,PR,1,100,1779
1858640.000,36165,3,PR,1,100,1776
1858680.000,36165,3,PR,1,100,1774
1858720.000,36181,2,PR,1,100,1777
1858760.000,36181,2,PR,1,100,1774
1858800.000,36198,3,PR,1,100,1778
1858840.000,36198,3,PR,1,100,1770
1858880.000,36198,3,PR,1,100,1778
1858920.000,36213,2,PR,1,100,1781
1858960.000,36213,2,PR,1,100,1783
1859000.000,36230,3,PR,1,100,1784
1859040.000,36230,3,PR,1,100,1776
1859080.000,36230,3,PR,1,100,1775
1859120.000,36246,2,PR,1,100,1790
1859160.000,36246,2,PR,1,100,1788
1859200.000,36263,3,PR,1,100,1788
1859240.000,36263,3,PR,1,100,1791
1859280.000,36263,3,PR,1,100,1785
1859320.000,36278,2,PR,1,100,1789
1859360.000,36278,2,PR,1,100,1791
1859400.000,36295,3,PR,1,100,1780
1859440.000,36295,3,PR,1,100,1782
1859480.000,36295,3,PR,1,100,1790
1859520.000,36311,2,PR,1,100,1784
1859560.000,36311,2,PR,1,100,1787
1859600.000,36329,3,PR,1,100,1793
1859640.000,36329,3,PR,1,100,1785
1859680.000,36329,3,PR,1,100,1785
1859720.000,36344,3,PR,1,100,1787
1859760.000,36344,3,PR,1,100,1779
1859800.000,36344,3,PR,1,100,1779
1859840.000,36360,2,PR,1,100,1778
1859880.000,36360,2,PR,1,100,1779
1859920.000,36377,3,PR,1,100,1773
1859960.000,36377,3,PR,1,100,1784
1860000.000,36377,3,PR,1,100,1776
1860040.000,36394,2,PR,1,100,1770
1860080.000,36394,2,PR,1,100,1777
1860120.000,36410,3,PR,1,100,1773
1860160.000,36410,3,PR,1,100,1780
1860200.000,36410,3,PR,1,100,1775
1860240.000,36426,2,PR,1,100,1772
1860280.000,36426,2,PR,1,100,1782
1860319.667,36442,3,PR,1,100,1779
1860359.333,36442,3,PR,1,100,1775
1860399.000,36442,3,PR,1,100,1781
1860439.500,36459,2,PR,1,100,1784
1860480.000,36459,2,PR,1,100,1769
1860520.000,36475,3,PR,1,100,1769
1860560.000,36475,3,PR,1,100,1778
1860600.000,36475,3,PR,1,100,1778
1860640.000,36491,3,PR,1,100,1773
1860680.000,36491,3,PR,1,100,1759
1860720.000,36491,3,PR,1,100,1787
1860759.500,36507,2,PR,1,100,1776
1860799.000,36507,2,PR,1,100,1760
1860839.000,36524,3,PR,1,100,1791
1860879.000,36524,3,PR,1,100,1800
1860919.000,36524,3,PR,1,100,1765
1860959.000,36541,2,PR,1,100,1799
1860999.000,36541,2,PR,1,100,1785
1861039.333,36556,3,PR,1,100,1779
1861079.667,36556,3,PR,1,100,1802
1861120.000,36556,3,PR,1,100,1787
1861159.500,36572,2,PR,1,100,1791
1861199.000,36572,2,PR,1,100,1789
1861239.333,36590,3,PR,1,100,1799
1861279.667,36590,3,PR,1,100,1796
1861320.000,36590,3,PR,1,100,1765
1861359.500,36608,2,PR,1,100,1777
1861399.000,36608,2,PR,1,100,1790
1861439.000,36623,3,PR,1,100,1805
1861479.000,36623,3,PR,1,100,1801
1861519.000,36623,3,PR,1,100,1809
1861559.000,36639,2,PR,1,100,1805
1861599.000,36639,2,PR,1,100,1800
1861639.000,36657,3,PR,1,100,1795
1861679.000,36657,3,PR,1,100,1810
1861719.000,36657,3,PR,1,100,1783
1861759.000,36673,2,PR,1,100,1799
1861799.000,36673,2,PR,1,100,1790
1861839.333,36689,3,PR,1,100,1796
1861879.667,36689,3,PR,1,100,1794
1861920.000,36689,3,PR,1,100,1782
1861959.500,36705,2,PR,1,100,1799
1861999.000,36705,2,PR,1,100,1787
1862039.000,36725,4,PR,1,100,1800
1862079.000,36725,4,PR,1,100,1787
1862119.000,36725,4,PR,1,100,1785
1862159.000,36725,4,PR,1,100,1766
1862199.000,36741,3,PR,1,100,1779
1862239.000,36741,3,PR,1,100,1787
1862279.000,36741,3,PR,1,100,1785
1862319.000,36759,2,PR,1,100,1792
1862359.000,36759,2,PR,1,100,1791
1862399.000,36775,3,PR,1,100,1791
1862439.000,36775,3,PR,1,100,1782
1862479.000,36775,3,PR,1,100,1787
1862519.000,36790,2,PR,1,100,1791
1862559.000,36790,2,PR,1,100,1775
1862599.000,36807,3,PR,1,100,1791
1862639.000,36807,3,PR,1,100,1785
1862679.000,36807,3,PR,1,100,1784
1862719.000,36824,2,PR,1,100,1799
1862759.000,36824,2,PR,1,100,1785
1862799.000,36840,3,PR,1,100,1779
1862839.000,36840,3,PR,1,100,1792
1862879.000,36840,3,PR,1,100,1780
1862919.000,36856,2,PR,1,100,1796
1862959.000,36856,2,PR,1,100,1794
1862999.000,36872,3,PR,1,100,1787
1863039.000,36872,3,PR,1,100,1791
1863079.000,36872,3,PR,1,100,1794
1863119.000,36889,2,PR,1,100,1791
1863159.000,36889,2,PR,1,100,1784
1863199.000,36905,3,PR,1,100,1789
1863239.000,36905,3,PR,1,100,1785
1863279.000,36905,3,PR,1,100,1789
1863319.000,36921,3,PR,1,100,1786
1863359.000,36921,3,PR,1,100,1797
1863399.000,36921,3,PR,1,100,1778
1863439.000,36937,2,PR,1,100,1783
1863479.000,36937,2,PR,1,100,1784
1863519.000,36954,3,PR,1,100,1785
1863559.000,36954,3,PR,1,100,1785
1863599.000,36954,3,PR,1,100,1785
1863639.000,36971,2,PR,1,100,1784
1863679.000,36971,2,PR,1,100,1788
1863719.000,36987,3,PR,1,100,1777
1863759.000,36987,3,PR,1,100,1780
1863799.000,36987,3,PR,1,100,1784
1863839.000,37002,2,PR,1,100,1778
1863879.000,37002,2,PR,1,100,1777
1863919.000,37020,3,PR,1,100,1790
1863959.000,37020,3,PR,1,100,1791
1863999.000,37020,3,PR,1,100,1785
1864039.000,37036,2,PR,1,100,1779
1864079.000,37036,2,PR,1,100,1775
1864119.000,37053,3,PR,1,100,1795
1864159.000,37053,3,PR,1,100,1797
1864199.000,37053,3,PR,1,100,1791
1864239.000,37068,2,PR,1,100,1785
1864279.000,37068,2,PR,1,100,1789
1864319.000,37085,3,PR,1,100,1779
1864359.000,37085,3,PR,1,100,1787
1864399.000,37085,3,PR,1,100,1790
1864439.000,37101,2,PR,1,100,1781
1864479.000,37101,2,PR,1,100,1771
1864519.000,37118,3,PR,1,100,1784
1864559.000,37118,3,PR,1,100,1774
1864599.000,37118,3,PR,1,100,1781
1864639.000,37133,3,PR,1,100,1780
1864679.000,37133,3,PR,1,100,1771
1864719.000,37133,3,PR,1,100,1784
1864759.000,37150,2,PR,1,100,1782
1864799.000,37150,2,PR,1,100,1783
1864839.000,37166,3,PR,1,100,1793
1864879.000,37166,3,PR,1,100,1788
1864919.000,37166,3,PR,1,100,1791
1864959.000,37184,2,PR,1,100,1802
1864999.000,37184,2,PR,1,100,1790
1865039.000,37198,3,PR,1,100,1798
1865079.000,37198,3,PR,1,100,1796
1865119.000,37198,3,PR,1,100,1796
1865159.000,37215,2,PR,1,100,1797
1865199.000,37215,2,PR,1,100,1794
1865239.000,37232,3,PR,1,100,1790
1865279.000,37232,3,PR,1,100,1791
1865319.000,37232,3,PR,1,100,1788
1865359.000,37249,2,PR,1,100,1795
1865399.000,37249,2,PR,1,100,1790
1865439.000,37263,3,PR,1,100,1789
1865479.000,37263,3,PR,1,100,1793
1865519.000,37263,3,PR,1,100,1783
1865559.000,37280,2,PR,1,100,1781
1865599.000,37280,2,PR,1,100,1783
1865639.000,37297,3,PR,1,100,1784
1865679.000,37297,3,PR,1,100,1776
1865719.000,37297,3,PR,1,100,1786
1865759.000,37314,2,PR,1,100,1783
1865799.000,37314,2,PR,1,100,1779
1865839.000,37329,3,PR,1,100,1778
1865879.000,37329,3,PR,1,100,1782
1865919.000,37329,3,PR,1,100,1776
