EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1864132.000,37060,2,GX,1,100,0.702
1864172.000,37060,2,GX,1,100,0.702
1864212.000,37077,3,GX,1,100,0.702
1864252.000,37077,3,GX,1,100,0.732
1864292.000,37077,3,GX,1,100,0.732
1864332.000,37094,3,GX,1,100,0.671
1864372.000,37094,3,GX,1,100,0.732
1864412.000,37094,3,GX,1,100,0.702
1864452.000,37110,2,GX,1,100,0.671
1864492.000,37110,2,GX,1,100,0.702
1864532.000,37125,3,GX,1,100,0.702
1864572.000,37125,3,GX,1,100,0.702
1864612.000,37125,3,GX,1,100,0.702
1864652.000,37142,2,GX,1,100,0.732
1864692.000,37142,2,GX,1,100,0.732
1864732.000,37159,3,GX,1,100,0.702
1864772.000,37159,3,GX,1,100,0.732
1864812.000,37159,3,GX,1,100,0.702
1864852.000,37175,2,GX,1,100,0.702
1864892.000,37175,2,GX,1,100,0.732
1864932.000,37191,3,GX,1,100,0.702
1864972.000,37191,3,GX,1,100,0.671
1865012.000,37191,3,GX,1,100,0.732
1865052.000,37207,2,GX,1,100,0.732
1865092.000,37207,2,GX,1,100,0.641
1865132.000,37224,3,GX,1,100,0.702
1865172.000,37224,3,GX,1,100,0.732
1865212.000,37224,3,GX,1,100,0.732
1865252.000,37241,2,GX,1,100,0.732
1865292.000,37241,2,GX,1,100,0.702
1865332.000,37256,3,GX,1,100,0.641
1865372.000,37256,3,GX,1,100,0.732
1865412.000,37256,3,GX,1,100,0.763
1865452.000,37272,3,GX,1,100,0.702
1865492.000,37272,3,GX,1,100,0.702
1865532.000,37272,3,GX,1,100,0.702
1865572.000,37289,2,GX,1,100,0.732
1865612.000,37289,2,GX,1,100,0.702
1865652.000,37306,3,GX,1,100,0.702
1865692.000,37306,3,GX,1,100,0.732
1865732.000,37306,3,GX,1,100,0.732
1865772.000,37322,2,GX,1,100,0.702
1865812.000,37322,2,GX,1,100,0.702
1865852.000,37337,3,GX,1,100,0.702
1865892.000,37337,3,GX,1,100,0.702
1865932.000,37337,3,GX,1,100,0.732
1865972.000,37355,2,GX,1,100,0.793
1866012.000,37355,2,GX,1,100,0.763
1866052.000,37371,3,GX,1,100,0.702
1866092.000,37371,3,GX,1,100,0.671
1866132.000,37371,3,GX,1,100,0.732
1866171.750,37389,4,GX,1,100,0.702
1866211.500,37389,4,GX,1,100,0.671
1866251.250,37389,4,GX,1,100,0.732
1866291.000,37389,4,GX,1,100,0.702
1866331.333,37407,3,GX,1,100,0.702
1866371.667,37407,3,GX,1,100,0.763
1866412.000,37407,3,GX,1,100,0.702
1866452.000,37424,2,GX,1,100,0.732
1866492.000,37424,2,GX,1,100,0.732
1866532.000,37438,3,GX,1,100,0.702
1866572.000,37438,3,GX,1,100,0.732
1866612.000,37438,3,GX,1,100,0.763
1866652.000,37456,2,GX,1,100,0.732
1866692.000,37456,2,GX,1,100,0.732
1866732.000,37472,3,GX,1,100,0.763
1866772.000,37472,3,GX,1,100,0.732
1866812.000,37472,3,GX,1,100,0.763
1866852.000,37489,3,GX,1,100,0.702
1866892.000,37489,3,GX,1,100,0.732
1866932.000,37489,3,GX,1,100,0.702
1866972.000,37505,2,GX,1,100,0.732
1867012.000,37505,2,GX,1,100,0.671
1867052.000,37521,3,GX,1,100,0.671
1867092.000,37521,3,GX,1,100,0.702
1867132.000,37521,3,GX,1,100,0.671
1867171.750,37544,4,GX,1,100,0.702
1867211.500,37544,4,GX,1,100,0.732
1867251.250,37544,4,GX,1,100,0.763
1867291.000,37544,4,GX,1,100,0.732
1867331.000,37562,2,GX,1,100,0.671
1867371.000,37562,2,GX,1,100,0.732
1867411.000,37578,3,GX,1,100,0.732
1867451.000,37578,3,GX,1,100,0.732
1867491.000,37578,3,GX,1,100,0.671
1867531.000,37595,2,GX,1,100,0.702
1867571.000,37595,2,GX,1,100,0.763
1867611.000,37611,3,GX,1,100,0.763
1867651.000,37611,3,GX,1,100,0.702
1867691.000,37611,3,GX,1,100,0.702
1867731.000,37627,2,GX,1,100,0.732
1867771.000,37627,2,GX,1,100,0.732
1867811.333,37643,3,GX,1,100,0.732
1867851.667,37643,3,GX,1,100,0.732
1867892.000,37643,3,GX,1,100,0.732
1867931.500,37661,2,GX,1,100,0.702
1867971.000,37661,2,GX,1,100,0.702
1868011.333,37676,3,GX,1,100,0.702
1868051.667,37676,3,GX,1,100,0.763
1868092.000,37676,3,GX,1,100,0.763
1868131.500,37692,2,GX,1,100,0.702
1868171.000,37692,2,GX,1,100,0.702
1868211.000,37709,3,GX,1,100,0.732
1868251.000,37709,3,GX,1,100,0.732
1868291.000,37709,3,GX,1,100,0.732
1868331.500,37726,2,GX,1,100,0.702
1868372.000,37726,2,GX,1,100,0.671
1868411.667,37742,3,GX,1,100,0.702
1868451.333,37742,3,GX,1,100,0.702
1868491.000,37742,3,GX,1,100,0.763
1868531.000,37760,3,GX,1,100,0.763
1868571.000,37760,3,GX,1,100,0.732
1868611.000,37760,3,GX,1,100,0.671
1868651.000,37774,3,GX,1,100,0.732
1868691.000,37774,3,GX,1,100,0.702
1868731.000,37774,3,GX,1,100,0.702
1868771.000,37791,2,GX,1,100,0.732
1868811.000,37791,2,GX,1,100,0.702
1868851.000,37807,3,GX,1,100,0.763
1868891.000,37807,3,GX,1,100,0.732
1868931.000,37807,3,GX,1,100,0.732
1868971.000,37825,2,GX,1,100,0.702
1869011.000,37825,2,GX,1,100,0.702
1869051.000,37839,3,GX,1,100,0.763
1869091.000,37839,3,GX,1,100,0.763
1869131.000,37839,3,GX,1,100,0.732
1869171.000,37856,3,GX,1,100,0.732
1869211.000,37856,3,GX,1,100,0.763
1869251.000,37856,3,GX,1,100,0.702
1869291.000,37873,2,GX,1,100,0.671
1869331.000,37873,2,GX,1,100,0.763
1869371.333,37890,3,GX,1,100,0.763
1869411.667,37890,3,GX,1,100,0.702
1869452.000,37890,3,GX,1,100,0.671
1869491.500,37904,2,GX,1,100,0.702
1869531.000,37904,2,GX,1,100,0.793
1869571.000,37922,3,GX,1,100,0.732
1869611.000,37922,3,GX,1,100,0.732
1869651.000,37922,3,GX,1,100,0.732
1869691.000,37938,2,GX,1,100,0.702
1869731.000,37938,2,GX,1,100,0.732
1869771.000,37955,3,GX,1,100,0.763
1869811.000,37955,3,GX,1,100,0.702
1869851.000,37955,3,GX,1,100,0.732
1869891.000,37969,2,GX,1,100,0.763
1869931.000,37969,2,GX,1,100,0.702
1869971.000,37987,3,GX,1,100,0.702
1870011.000,37987,3,GX,1,100,0.763
1870051.000,37987,3,GX,1,100,0.732
1870091.000,38003,2,GX,1,100,0.702
1870131.000,38003,2,GX,1,100,0.702
1870171.000,38020,3,GX,1,100,0.671
1870211.000,38020,3,GX,1,100,0.763
1870251.000,38020,3,GX,1,100,0.763
1870291.000,38036,2,GX,1,100,0.671
1870331.000,38036,2,GX,1,100,0.732
1870371.000,38052,3,GX,1,100,0.671
1870411.000,38052,3,GX,1,100,0.671
1870451.000,38052,3,GX,1,100,0.702
1870491.000,38068,2,GX,1,100,0.702
1870531.000,38068,2,GX,1,100,0.732
1870571.000,38086,3,GX,1,100,0.671
1870611.000,38086,3,GX,1,100,0.702
1870651.000,38086,3,GX,1,100,0.732
1870691.000,38102,3,GX,1,100,0.732
1870731.000,38102,3,GX,1,100,0.732
1870771.000,38102,3,GX,1,100,0.702
1870811.000,38117,3,GX,1,100,0.702
1870851.000,38117,3,GX,1,100,0.702
1870891.000,38117,3,GX,1,100,0.732
1870931.000,38134,2,GX,1,100,0.732
1870971.000,38134,2,GX,1,100,0.763
1871011.000,38151,3,GX,1,100,0.732
1871051.000,38151,3,GX,1,100,0.671
1871091.000,38151,3,GX,1,100,0.732
1871131.000,38167,2,GX,1,100,0.702
1871171.000,38167,2,GX,1,100,0.732
1871211.000,38183,3,GX,1,100,0.732
1871251.000,38183,3,GX,1,100,0.732
1871291.000,38183,3,GX,1,100,0.671
1871331.000,38201,2,GX,1,100,0.763
1871371.000,38201,2,GX,1,100,0.702
1871411.000,38218,3,GX,1,100,0.702
1871451.000,38218,3,GX,1,100,0.732
1871491.000,38218,3,GX,1,100,0.702
1871531.000,38234,2,GX,1,100,0.732
1871571.000,38234,2,GX,1,100,0.732
1871611.000,38252,3,GX,1,100,0.763
1871651.000,38252,3,GX,1,100,0.702
1871691.000,38252,3,GX,1,100,0.702
1871731.000,38266,2,GX,1,100,0.702
1871771.000,38266,2,GX,1,100,0.763
1871811.000,38283,3,GX,1,100,0.702
1871851.000,38283,3,GX,1,100,0.732
1871891.000,38283,3,GX,1,100,0.732
1871931.000,38300,2,GX,1,100,0.732
1871971.000,38300,2,GX,1,100,0.702
1872011.000,38317,3,GX,1,100,0.671
1872051.000,38317,3,GX,1,100,0.702
1872091.000,38317,3,GX,1,100,0.732
1872131.000,38331,3,GX,1,100,0.732
1872171.000,38331,3,GX,1,100,0.732
1872211.000,38331,3,GX,1,100,0.732
1872251.000,38354,4,GX,1,100,0.671
1872291.000,38354,4,GX,1,100,0.702
1872331.000,38354,4,GX,1,100,0.763
1872371.000,38354,4,GX,1,100,0.732
1872411.000,38370,3,GX,1,100,0.732
1872451.000,38370,3,GX,1,100,0.702
1872491.000,38370,3,GX,1,100,0.732
1872531.000,38385,2,GX,1,100,0.702
1872571.000,38385,2,GX,1,100,0.702
1872611.000,38403,3,GX,1,100,0.763
1872651.000,38403,3,GX,1,100,0.763
1872691.000,38403,3,GX,1,100,0.732
1872731.000,38419,2,GX,1,100,0.702
1872771.000,38419,2,GX,1,100,0.702
1872811.000,38436,3,GX,1,100,0.641
1872851.000,38436,3,GX,1,100,0.702
1872891.000,38436,3,GX,1,100,0.763
1872931.000,38453,3,GX,1,100,0.732
1872971.000,38453,3,GX,1,100,0.732
1873011.000,38453,3,GX,1,100,0.702
1873051.000,38468,3,GX,1,100,0.732
1873091.000,38468,3,GX,1,100,0.763
1873131.000,38468,3,GX,1,100,0.702
1873171.000,38484,2,GX,1,100,0.702
1873211.000,38484,2,GX,1,100,0.702
1873251.000,38502,3,GX,1,100,0.732
1873291.000,38502,3,GX,1,100,0.702
1873331.000,38502,3,GX,1,100,0.702
1873371.000,38518,2,GX,1,100,0.763
1873411.000,38518,2,GX,1,100,0.732
1873451.000,38533,3,GX,1,100,0.702
1873491.000,38533,3,GX,1,100,0.732
1873531.000,38533,3,GX,1,100,0.732
1873571.000,38550,2,GX,1,100,0.732
1873611.000,38550,2,GX,1,100,0.732
1873651.000,38567,3,GX,1,100,0.763
1873691.000,38567,3,GX,1,100,0.763
1873731.000,38567,3,GX,1,100,0.793
1873771.000,38583,2,GX,1,100,0.732
1873811.000,38583,2,GX,1,100,0.702
1873851.000,38598,3,GX,1,100,0.702
1873891.000,38598,3,GX,1,100,0.732
1873931.000,38598,3,GX,1,100,0.763
1873971.000,38615,3,GX,1,100,0.763
1874011.000,38615,3,GX,1,100,0.702
1874051.000,38615,3,GX,1,100,0.702
1874091.000,38632,2,GX,1,100,0.732
1874131.000,38632,2,GX,1,100,0.763
1874171.000,38648,3,GX,1,100,0.732
1874211.000,38648,3,GX,1,100,0.702
1874251.000,38648,3,GX,1,100,0.763
1874291.000,38664,2,GX,1,100,0.732
1874331.000,38664,2,GX,1,100,0.732
1874371.000,38680,3,GX,1,100,0.763
1874411.000,38680,3,GX,1,100,0.763
1874451.000,38680,3,GX,1,100,0.702
1874491.000,38697,2,GX,1,100,0.702
1874531.000,38697,2,GX,1,100,0.702
1874571.000,38714,3,GX,1,100,0.732
1874611.000,38714,3,GX,1,100,0.732
1874651.000,38714,3,GX,1,100,0.763
1874691.000,38729,2,GX,1,100,0.702
1874731.000,38729,2,GX,1,100,0.671
1874771.000,38745,3,GX,1,100,0.763
1874811.000,38745,3,GX,1,100,0.732
1874851.000,38745,3,GX,1,100,0.732
1874891.000,38762,2,GX,1,100,0.732
1874931.000,38762,2,GX,1,100,0.763
1874971.000,38779,3,GX,1,100,0.732
1875011.000,38779,3,GX,1,100,0.671
1875051.000,38779,3,GX,1,100,0.763
1875091.000,38795,2,GX,1,100,0.763
1875131.000,38795,2,GX,1,100,0.732
1875171.000,38810,3,GX,1,100,0.763
1875211.000,38810,3,GX,1,100,0.763
1875251.000,38810,3,GX,1,100,0.763
1875291.000,38828,3,GX,1,100,0.732
1875331.000,38828,3,GX,1,100,0.732
1875371.000,38828,3,GX,1,100,0.702
1875411.000,38844,3,GX,1,100,0.732
1875451.000,38844,3,GX,1,100,0.763
1875491.000,38844,3,GX,1,100,0.732
1875531.000,38861,2,GX,1,100,0.702
1875571.000,38861,2,GX,1,100,0.732
1875611.000,38877,3,GX,1,100,0.763
1875651.000,38877,3,GX,1,100,0.732
1875691.000,38877,3,GX,1,100,0.702
1875731.000,38893,2,GX,1,100,0.732
1875771.000,38893,2,GX,1,100,0.763
1875811.000,38909,3,GX,1,100,0.763
1875851.000,38909,3,GX,1,100,0.671
1875891.000,38909,3,GX,1,100,0.702
1875931.000,38927,2,GX,1,100,0.732
1875971.000,38927,2,GX,1,100,0.732
1876011.000,38943,3,GX,1,100,0.702
1876051.000,38943,3,GX,1,100,0.702
1876091.000,38943,3,GX,1,100,0.732
1876131.000,38958,2,GX,1,100,0.732
1876171.000,38958,2,GX,1,100,0.732
1876211.000,38975,3,GX,1,100,0.641
1876251.000,38975,3,GX,1,100,0.732
1876291.000,38975,3,GX,1,100,0.732
1876331.000,38994,2,GX,1,100,0.732
1876371.000,38994,2,GX,1,100,0.732
1876411.000,39010,3,GX,1,100,0.732
1876451.000,39010,3,GX,1,100,0.732
1876491.000,39010,3,GX,1,100,0.732
1876531.000,39025,3,GX,1,100,0.702
1876571.000,39025,3,GX,1,100,0.732
1876611.000,39025,3,GX,1,100,0.763
1876651.000,39042,2,GX,1,100,0.763
1876691.000,39042,2,GX,1,100,0.702
1876731.000,39059,3,GX,1,100,0.671
1876771.000,39059,3,GX,1,100,0.763
1876811.000,39059,3,GX,1,100,0.732
1876851.000,39075,2,GX,1,100,0.732
1876891.000,39075,2,GX,1,100,0.671
1876931.000,39091,3,GX,1,100,0.732
1876971.000,39091,3,GX,1,100,0.732
1877011.000,39091,3,GX,1,100,0.702
1877051.000,39107,2,GX,1,100,0.702
1877091.000,39107,2,GX,1,100,0.702
1877131.000,39124,3,GX,1,100,0.702
1877171.000,39124,3,GX,1,100,0.702
1877211.000,39124,3,GX,1,100,0.671
1877250.667,39141,3,GX,1,100,0.671
1877290.333,39141,3,GX,1,100,0.702
1877330.000,39141,3,GX,1,100,0.732
1877370.000,39163,4,GX,1,100,0.732
1877410.000,39163,4,GX,1,100,0.702
1877450.000,39163,4,GX,1,100,0.732
1877490.000,39163,4,GX,1,100,0.732
1877530.000,39179,3,GX,1,100,0.702
1877570.000,39179,3,GX,1,100,0.732
1877610.000,39179,3,GX,1,100,0.732
1877650.000,39197,3,GX,1,100,0.702
1877690.000,39197,3,GX,1,100,0.702
1877730.000,39197,3,GX,1,100,0.702
1877770.500,39213,2,GX,1,100,0.732
1877811.000,39213,2,GX,1,100,0.702
1877851.000,39228,3,GX,1,100,0.732
1877891.000,39228,3,GX,1,100,0.702
1877931.000,39228,3,GX,1,100,0.732
1877971.000,39245,2,GX,1,100,0.763
1878011.000,39245,2,GX,1,100,0.763
1878051.000,39262,3,GX,1,100,0.732
1878091.000,39262,3,GX,1,100,0.732
1878131.000,39262,3,GX,1,100,0.671
1878170.500,39278,2,GX,1,100,0.702
1878210.000,39278,2,GX,1,100,0.793
1878250.000,39294,3,GX,1,100,0.732
1878290.000,39294,3,GX,1,100,0.702
1878330.000,39294,3,GX,1,100,0.763
1878370.000,39310,3,GX,1,100,0.763
1878410.000,39310,3,GX,1,100,0.732
1878450.000,39310,3,GX,1,100,0.702
1878490.000,39327,2,GX,1,100,0.732
1878530.000,39327,2,GX,1,100,0.763
1878570.000,39344,3,GX,1,100,0.763
1878610.000,39344,3,GX,1,100,0.763
1878650.000,39344,3,GX,1,100,0.763
1878690.000,39359,2,GX,1,100,0.793
1878730.000,39359,2,GX,1,100,0.793
1878770.000,39375,3,GX,1,100,0.763
1878810.000,39375,3,GX,1,100,0.763
1878850.000,39375,3,GX,1,100,0.732
1878890.000,39392,2,GX,1,100,0.702
1878930.000,39392,2,GX,1,100,0.763
1878970.000,39409,3,GX,1,100,0.732
1879010.000,39409,3,GX,1,100,0.732
1879050.000,39409,3,GX,1,100,0.732
1879090.000,39424,2,GX,1,100,0.732
1879130.000,39424,2,GX,1,100,0.732
1879170.000,39440,3,GX,1,100,0.702
1879210.000,39440,3,GX,1,100,0.732
1879250.000,39440,3,GX,1,100,0.732
1879290.000,39458,2,GX,1,100,0.732
1879330.000,39458,2,GX,1,100,0.763
1879370.000,39474,3,GX,1,100,0.763
1879410.000,39474,3,GX,1,100,0.793
1879450.000,39474,3,GX,1,100,0.763
1879490.000,39490,2,GX,1,100,0.763
1879530.000,39490,2,GX,1,100,0.702
1879570.000,39506,3,GX,1,100,0.732
1879610.000,39506,3,GX,1,100,0.763
1879650.000,39506,3,GX,1,100,0.732
1879690.000,39523,2,GX,1,100,0.732
1879730.000,39523,2,GX,1,100,0.732
1879770.000,39539,3,GX,1,100,0.732
1879810.000,39539,3,GX,1,100,0.763
1879850.000,39539,3,GX,1,100,0.702
1879890.000,39557,3,GX,1,100,0.763
1879930.000,39557,3,GX,1,100,0.763
1879970.000,39557,3,GX,1,100,0.732
1880010.000,39571,2,GX,1,100,0.793
1880050.000,39571,2,GX,1,100,0.732
1880090.000,39588,3,GX,1,100,0.732
1880130.000,39588,3,GX,1,100,0.732
1880170.000,39588,3,GX,1,100,0.702
1880210.000,39604,3,GX,1,100,0.763
1880250.000,39604,3,GX,1,100,0.763
1880290.000,39604,3,GX,1,100,0.732
1880330.000,39622,2,GX,1,100,0.732
1880370.000,39622,2,GX,1,100,0.702
1880410.000,39636,3,GX,1,100,0.732
1880450.000,39636,3,GX,1,100,0.702
1880490.000,39636,3,GX,1,100,0.702
1880530.000,39653,2,GX,1,100,0.732
1880570.000,39653,2,GX,1,100,0.763
1880610.000,39670,3,GX,1,100,0.732
1880650.000,39670,3,GX,1,100,0.763
1880690.000,39670,3,GX,1,100,0.732
1880730.000,39687,2,GX,1,100,0.763
1880770.000,39687,2,GX,1,100,0.793
1880810.000,39702,3,GX,1,100,0.732
1880850.000,39702,3,GX,1,100,0.702
1880890.000,39702,3,GX,1,100,0.702
1880930.000,39719,2,GX,1,100,0.702
1880970.000,39719,2,GX,1,100,0.732
1881010.000,39735,3,GX,1,100,0.763
1881050.000,39735,3,GX,1,100,0.763
1881090.000,39735,3,GX,1,100,0.763
1881130.000,39752,2,GX,1,100,0.763
1881170.000,39752,2,GX,1,100,0.763
1881210.000,39769,3,GX,1,100,0.763
1881250.000,39769,3,GX,1,100,0.763
1881290.000,39769,3,GX,1,100,0.702
1881330.500,39786,2,GX,1,100,0.702
1881371.000,39786,2,GX,1,100,0.763
1881410.667,39802,3,GX,1,100,0.763
1881450.333,39802,3,GX,1,100,0.763
1881490.000,39802,3,GX,1,100,0.702
1881530.333,39819,3,GX,1,100,0.641
1881570.667,39819,3,GX,1,100,0.763
1881611.000,39819,3,GX,1,100,0.793
1881651.000,39836,2,GX,1,100,0.763
1881691.000,39836,2,GX,1,100,0.763
1881731.000,39851,3,GX,1,100,0.671
1881771.000,39851,3,GX,1,100,0.732
1881811.000,39851,3,GX,1,100,0.763
1881851.000,39867,2,GX,1,100,0.732
1881891.000,39867,2,GX,1,100,0.732
1881931.000,39885,5,GX,1,100,0.763
1881971.000,39885,5,GX,1,100,0.763
1882011.000,39885,5,GX,1,100,0.702
1882051.000,39885,5,GX,1,100,0.763
1882091.000,39885,5,GX,1,100,0.763
1882131.000,39901,4,GX,1,100,0.763
1882171.000,39901,4,GX,1,100,0.732
1882211.000,39901,4,GX,1,100,0.732
1882251.000,39901,4,GX,1,100,0.763
1882291.000,39919,5,GX,1,100,0.763
1882331.000,39919,5,GX,1,100,0.732
1882371.000,39919,5,GX,1,100,0.763
1882411.000,39919,5,GX,1,100,0.732
1882451.000,39919,5,GX,1,100,0.732
1882491.000,39942,6,GX,1,100,0.732
1882531.000,39942,6,GX,1,100,0.732
1882571.000,39942,6,GX,1,100,0.732
1882611.000,39942,6,GX,1,100,0.702
1882651.000,39942,6,GX,1,100,0.702
1882691.000,39942,6,GX,1,100,0.732
1882731.000,39958,3,GX,1,100,0.732
1882771.000,39958,3,GX,1,100,0.732
1882811.000,39958,3,GX,1,100,0.732
1882851.000,39975,2,GX,1,100,0.732
1882891.000,39975,2,GX,1,100,0.732
1882931.000,39990,3,GX,1,100,0.732
1882971.000,39990,3,GX,1,100,0.763
1883011.000,39990,3,GX,1,100,0.671
1883051.000,40007,2,GX,1,100,0.732
1883091.000,40007,2,GX,1,100,0.732
1883131.000,40023,3,GX,1,100,0.763
1883171.000,40023,3,GX,1,100,0.732
1883211.000,40023,3,GX,1,100,0.702
1883251.000,40041,2,GX,1,100,0.702
1883291.000,40041,2,GX,1,100,0.763
1883331.000,40056,3,GX,1,100,0.702
1883371.000,40056,3,GX,1,100,0.763
1883411.000,40056,3,GX,1,100,0.763
1883451.000,40072,3,GX,1,100,0.732
1883491.000,40072,3,GX,1,100,0.763
1883531.000,40072,3,GX,1,100,0.763
1883571.000,40088,2,GX,1,100,0.702
1883611.000,40088,2,GX,1,100,0.763
1883651.000,40106,3,GX,1,100,0.732
1883691.000,40106,3,GX,1,100,0.702
1883731.000,40106,3,GX,1,100,0.732
1883771.000,40122,2,GX,1,100,0.732
1883811.000,40122,2,GX,1,100,0.763
1883851.000,40137,3,GX,1,100,0.732
1883891.000,40137,3,GX,1,100,0.763
1883931.000,40137,3,GX,1,100,0.763
1883971.000,40154,2,GX,1,100,0.763
1884011.000,40154,2,GX,1,100,0.732
1884051.000,40171,3,GX,1,100,0.732
1884091.000,40171,3,GX,1,100,0.732
1884131.000,40171,3,GX,1,100,0.763
1884171.000,40187,2,GX,1,100,0.763
1884211.000,40187,2,GX,1,100,0.763
1884251.000,40203,3,GX,1,100,0.732
1884291.000,40203,3,GX,1,100,0.763
1884331.000,40203,3,GX,1,100,0.732
1884371.000,40219,2,GX,1,100,0.763
1884411.000,40219,2,GX,1,100,0.732
1884450.667,40236,3,GX,1,100,0.732
1884490.333,40236,3,GX,1,100,0.702
1884530.000,40236,3,GX,1,100,0.702
1884570.500,40253,2,GX,1,100,0.763
1884611.000,40253,2,GX,1,100,0.732
1884650.667,40268,3,GX,1,100,0.732
1884690.333,40268,3,GX,1,100,0.732
1884730.000,40268,3,GX,1,100,0.732
1884770.000,40284,3,GX,1,100,0.702
1884810.000,40284,3,GX,1,100,0.702
1884850.000,40284,3,GX,1,100,0.732
1884890.000,40301,2,GX,1,100,0.763
1884930.000,40301,2,GX,1,100,0.732
1884970.000,40318,3,GX,1,100,0.732
1885010.000,40318,3,GX,1,100,0.702
1885050.000,40318,3,GX,1,100,0.793
1885090.000,40333,2,GX,1,100,0.763
1885130.000,40333,2,GX,1,100,0.732
1885170.000,40349,3,GX,1,100,0.732
1885210.000,40349,3,GX,1,100,0.793
1885250.000,40349,3,GX,1,100,0.732
1885290.000,40367,2,GX,1,100,0.732
1885330.000,40367,2,GX,1,100,0.732
1885370.000,40383,3,GX,1,100,0.702
1885410.000,40383,3,GX,1,100,0.763
1885450.000,40383,3,GX,1,100,0.732
1885490.000,40399,2,GX,1,100,0.732
1885530.000,40399,2,GX,1,100,0.732
1885570.000,40415,3,GX,1,100,0.763
1885610.000,40415,3,GX,1,100,0.763
1885650.000,40415,3,GX,1,100,0.763
1885690.000,40432,2,GX,1,100,0.732
1885730.000,40432,2,GX,1,100,0.763
1885770.000,40448,3,GX,1,100,0.824
1885810.000,40448,3,GX,1,100,0.763
1885850.000,40448,3,GX,1,100,0.793
1885890.000,40464,2,GX,1,100,0.793
1885930.000,40464,2,GX,1,100,0.732
1885970.000,40480,3,GX,1,100,0.793
1886010.000,40480,3,GX,1,100,0.702
1886050.000,40480,3,GX,1,100,0.702
1886090.000,40497,3,GX,1,100,0.763
1886130.000,40497,3,GX,1,100,0.763
1886170.000,40497,3,GX,1,100,0.763
1886210.000,40513,2,GX,1,100,0.763
1886250.000,40513,2,GX,1,100,0.763
1886290.000,40533,3,GX,1,100,0.732
1886330.000,40533,3,GX,1,100,0.702
1886370.000,40533,3,GX,1,100,0.702
1886410.000,40547,2,GX,1,100,0.763
1886450.000,40547,2,GX,1,100,0.732
1886490.000,40564,3,GX,1,100,0.702
1886530.000,40564,3,GX,1,100,0.763
1886570.000,40564,3,GX,1,100,0.671
1886610.000,40581,2,GX,1,100,0.793
1886650.000,40581,2,GX,1,100,0.671
1886690.000,40598,3,GX,1,100,0.702
1886730.000,40598,3,GX,1,100,0.763
1886770.000,40598,3,GX,1,100,0.763
1886810.000,40612,2,GX,1,100,0.702
1886850.000,40612,2,GX,1,100,0.763
1886890.000,40630,3,GX,1,100,0.793
1886930.000,40630,3,GX,1,100,0.732
1886970.000,40630,3,GX,1,100,0.702
1887010.000,40646,2,GX,1,100,0.763
1887050.000,40646,2,GX,1,100,0.793
1887090.000,40663,3,GX,1,100,0.763
1887130.000,40663,3,GX,1,100,0.732
1887170.000,40663,3,GX,1,100,0.763
1887210.000,40677,2,GX,1,100,0.793
1887250.000,40677,2,GX,1,100,0.763
1887290.000,40695,3,GX,1,100,0.671
1887330.000,40695,3,GX,1,100,0.732
1887370.000,40695,3,GX,1,100,0.793
1887410.000,40711,3,GX,1,100,0.763
1887450.000,40711,3,GX,1,100,0.702
1887490.000,40711,3,GX,1,100,0.702
1887530.000,40728,2,GX,1,100,0.763
1887570.000,40728,2,GX,1,100,0.732
1887610.000,40743,3,GX,1,100,0.732
1887650.000,40743,3,GX,1,100,0.763
1887690.000,40743,3,GX,1,100,0.763
1887730.000,40764,3,GX,1,100,0.732
1887770.000,40764,3,GX,1,100,0.702
1887810.000,40764,3,GX,1,100,0.702
1887850.000,40778,3,GX,1,100,0.732
1887890.000,40778,3,GX,1,100,0.732
1887930.000,40778,3,GX,1,100,0.732
1887970.000,40796,2,GX,1,100,0.763
1888010.000,40796,2,GX,1,100,0.763
1888050.000,40812,3,GX,1,100,0.732
1888090.000,40812,3,GX,1,100,0.732
1888130.000,40812,3,GX,1,100,0.732
1888170.000,40829,3,GX,1,100,0.763
1888210.000,40829,3,GX,1,100,0.732
1888250.000,40829,3,GX,1,100,0.702
1888290.000,40844,2,GX,1,100,0.763
1888330.000,40844,2,GX,1,100,0.763
1888370.000,40861,3,GX,1,100,0.732
1888410.000,40861,3,GX,1,100,0.702
1888450.000,40861,3,GX,1,100,0.763
1888490.000,40877,2,GX,1,100,0.763
1888530.000,40877,2,GX,1,100,0.732
1888570.000,40895,3,GX,1,100,0.732
1888610.000,40895,3,GX,1,100,0.763
1888650.000,40895,3,GX,1,100,0.763
1888696.500,40909,2,GX,1,100,0.763
1888743.000,40909,2,GX,1,100,0.732
1888778.667,40926,3,GX,1,100,0.732
1888814.333,40926,3,GX,1,100,0.702
1888850.000,40926,3,GX,1,100,0.732
1888896.500,40942,2,GX,1,100,0.763
1888943.000,40942,2,GX,1,100,0.732
1888983.000,40960,3,GX,1,100,0.732
1889023.000,40960,3,GX,1,100,0.763
1889063.000,40960,3,GX,1,100,0.763
1889103.000,40975,2,GX,1,100,0.702
1889143.000,40975,2,GX,1,100,0.702
1889183.000,40991,3,GX,1,100,0.763
1889223.000,40991,3,GX,1,100,0.763
1889263.000,40991,3,GX,1,100,0.732
1889303.000,41008,2,GX,1,100,0.702
1889343.000,41008,2,GX,1,100,0.732
1889383.000,41025,3,GX,1,100,0.732
1889423.000,41025,3,GX,1,100,0.763
1889463.000,41025,3,GX,1,100,0.732
