EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1855893.000,35739,3,AX,1,100,-0.890
1855933.000,35739,3,AX,1,100,-0.895
1855973.000,35739,3,AX,1,100,-0.894
1856013.000,35753,3,AX,1,100,-0.889
1856053.000,35753,3,AX,1,100,-0.898
1856093.000,35753,3,AX,1,100,-0.893
1856133.000,35770,2,AX,1,100,-0.893
1856173.000,35770,2,AX,1,100,-0.899
1856213.000,35786,3,AX,1,100,-0.892
1856253.000,35786,3,AX,1,100,-0.888
1856293.000,35786,3,AX,1,100,-0.886
1856333.000,35806,2,AX,1,100,-0.887
1856373.000,35806,2,AX,1,100,-0.892
1856413.000,35821,3,AX,1,100,-0.894
1856453.000,35821,3,AX,1,100,-0.887
1856493.000,35821,3,AX,1,100,-0.893
1856533.000,35837,2,AX,1,100,-0.899
1856573.000,35837,2,AX,1,100,-0.890
1856613.000,35854,3,AX,1,100,-0.891
1856653.000,35854,3,AX,1,100,-0.899
1856693.000,35854,3,AX,1,100,-0.895
1856733.000,35871,2,AX,1,100,-0.897
1856773.000,35871,2,AX,1,100,-0.891
1856813.000,35887,3,AX,1,100,-0.892
1856853.000,35887,3,AX,1,100,-0.895
1856893.000,35887,3,AX,1,100,-0.900
1856933.000,35910,4,AX,1,100,-0.892
1856973.000,35910,4,AX,1,100,-0.892
1857013.000,35910,4,AX,1,100,-0.896
1857053.000,35910,4,AX,1,100,-0.893
1857093.000,35924,2,AX,1,100,-0.895
1857133.000,35924,2,AX,1,100,-0.893
1857173.000,35941,3,AX,1,100,-0.894
1857213.000,35941,3,AX,1,100,-0.900
1857253.000,35941,3,AX,1,100,-0.893
1857293.000,35958,2,AX,1,100,-0.894
1857333.000,35958,2,AX,1,100,-0.895
1857373.000,35975,3,AX,1,100,-0.894
1857413.000,35975,3,AX,1,100,-0.895
1857453.000,35975,3,AX,1,100,-0.891
1857492.500,35990,2,AX,1,100,-0.893
1857532.000,35990,2,AX,1,100,-0.896
1857572.000,36007,3,AX,1,100,-0.896
1857612.000,36007,3,AX,1,100,-0.894
1857652.000,36007,3,AX,1,100,-0.894
1857692.333,36023,3,AX,1,100,-0.896
1857732.667,36023,3,AX,1,100,-0.895
1857773.000,36023,3,AX,1,100,-0.893
1857812.500,36040,2,AX,1,100,-0.893
1857852.000,36040,2,AX,1,100,-0.897
1857892.000,36057,3,AX,1,100,-0.892
1857932.000,36057,3,AX,1,100,-0.893
1857972.000,36057,3,AX,1,100,-0.895
1858012.500,36072,2,AX,1,100,-0.895
1858053.000,36072,2,AX,1,100,-0.896
1858093.000,36088,3,AX,1,100,-0.892
1858133.000,36088,3,AX,1,100,-0.892
1858173.000,36088,3,AX,1,100,-0.895
1858213.000,36105,2,AX,1,100,-0.893
1858253.000,36105,2,AX,1,100,-0.892
1858292.667,36122,3,AX,1,100,-0.893
1858332.333,36122,3,AX,1,100,-0.892
1858372.000,36122,3,AX,1,100,-0.896
1858412.000,36137,2,AX,1,100,-0.897
1858452.000,36137,2,AX,1,100,-0.893
1858492.000,36153,3,AX,1,100,-0.891
1858532.000,36153,3,AX,1,100,-0.895
1858572.000,36153,3,AX,1,100,-0.893
1858612.000,36171,2,AX,1,100,-0.896
1858652.000,36171,2,AX,1,100,-0.895
1858692.000,36187,3,AX,1,100,-0.892
1858732.000,36187,3,AX,1,100,-0.894
1858772.000,36187,3,AX,1,100,-0.894
1858812.000,36202,2,AX,1,100,-0.894
1858852.000,36202,2,AX,1,100,-0.892
1858892.000,36219,3,AX,1,100,-0.892
1858932.000,36219,3,AX,1,100,-0.896
1858972.000,36219,3,AX,1,100,-0.892
1859012.000,36236,2,AX,1,100,-0.897
1859052.000,36236,2,AX,1,100,-0.892
1859092.000,36252,3,AX,1,100,-0.889
1859132.000,36252,3,AX,1,100,-0.896
1859172.000,36252,3,AX,1,100,-0.895
1859212.000,36267,3,AX,1,100,-0.889
1859252.000,36267,3,AX,1,100,-0.891
1859292.000,36267,3,AX,1,100,-0.889
1859332.000,36284,2,AX,1,100,-0.895
1859372.000,36284,2,AX,1,100,-0.895
1859412.000,36301,3,AX,1,100,-0.891
1859452.000,36301,3,AX,1,100,-0.895
1859492.000,36301,3,AX,1,100,-0.895
1859532.000,36317,2,AX,1,100,-0.894
1859572.000,36317,2,AX,1,100,-0.896
1859612.000,36334,3,AX,1,100,-0.890
1859652.000,36334,3,AX,1,100,-0.895
1859692.000,36334,3,AX,1,100,-0.896
1859732.000,36349,2,AX,1,100,-0.889
1859772.000,36349,2,AX,1,100,-0.895
1859812.000,36366,3,AX,1,100,-0.892
1859852.000,36366,3,AX,1,100,-0.892
1859892.000,36366,3,AX,1,100,-0.895
1859932.000,36383,2,AX,1,100,-0.894
1859972.000,36383,2,AX,1,100,-0.893
1860012.000,36400,3,AX,1,100,-0.895
1860052.000,36400,3,AX,1,100,-0.892
1860092.000,36400,3,AX,1,100,-0.893
1860132.000,36414,2,AX,1,100,-0.893
1860172.000,36414,2,AX,1,100,-0.894
1860212.000,36432,3,AX,1,100,-0.891
1860252.000,36432,3,AX,1,100,-0.894
1860292.000,36432,3,AX,1,100,-0.894
1860332.000,36448,3,AX,1,100,-0.896
1860372.000,36448,3,AX,1,100,-0.894
1860412.000,36448,3,AX,1,100,-0.890
1860452.000,36465,2,AX,1,100,-0.896
1860492.000,36465,2,AX,1,100,-0.894
1860532.000,36479,3,AX,1,100,-0.894
1860572.000,36479,3,AX,1,100,-0.892
1860612.000,36479,3,AX,1,100,-0.893
1860652.000,36497,2,AX,1,100,-0.895
1860692.000,36497,2,AX,1,100,-0.895
1860732.000,36513,3,AX,1,100,-0.892
1860772.000,36513,3,AX,1,100,-0.893
1860812.000,36513,3,AX,1,100,-0.895
1860852.000,36530,2,AX,1,100,-0.894
1860892.000,36530,2,AX,1,100,-0.896
1860932.000,36545,3,AX,1,100,-0.892
1860972.000,36545,3,AX,1,100,-0.893
1861012.000,36545,3,AX,1,100,-0.895
1861052.000,36562,2,AX,1,100,-0.893
1861092.000,36562,2,AX,1,100,-0.893
1861132.000,36578,3,AX,1,100,-0.894
1861172.000,36578,3,AX,1,100,-0.893
1861212.000,36578,3,AX,1,100,-0.893
1861252.000,36596,2,AX,1,100,-0.893
1861292.000,36596,2,AX,1,100,-0.895
1861332.000,36612,3,AX,1,100,-0.893
1861372.000,36612,3,AX,1,100,-0.894
1861412.000,36612,3,AX,1,100,-0.894
1861452.000,36629,2,AX,1,100,-0.894
1861492.000,36629,2,AX,1,100,-0.893
1861532.000,36645,3,AX,1,100,-0.895
1861572.000,36645,3,AX,1,100,-0.893
1861612.000,36645,3,AX,1,100,-0.895
1861652.000,36663,3,AX,1,100,-0.895
1861692.000,36663,3,AX,1,100,-0.895
1861732.000,36663,3,AX,1,100,-0.891
1861772.000,36678,2,AX,1,100,-0.895
1861812.000,36678,2,AX,1,100,-0.896
1861852.000,36694,3,AX,1,100,-0.893
1861892.000,36694,3,AX,1,100,-0.894
1861932.000,36694,3,AX,1,100,-0.892
1861972.000,36711,2,AX,1,100,-0.893
1862012.000,36711,2,AX,1,100,-0.894
1862052.000,36731,4,AX,1,100,-0.891
1862092.000,36731,4,AX,1,100,-0.895
1862132.000,36731,4,AX,1,100,-0.892
1862172.000,36731,4,AX,1,100,-0.893
1862212.000,36747,2,AX,1,100,-0.895
1862252.000,36747,2,AX,1,100,-0.895
1862292.000,36765,3,AX,1,100,-0.894
1862332.000,36765,3,AX,1,100,-0.894
1862372.000,36765,3,AX,1,100,-0.892
1862412.000,36779,2,AX,1,100,-0.893
1862452.000,36779,2,AX,1,100,-0.893
1862492.000,36796,3,AX,1,100,-0.891
1862532.000,36796,3,AX,1,100,-0.894
1862572.000,36796,3,AX,1,100,-0.895
1862612.000,36813,2,AX,1,100,-0.896
1862652.000,36813,2,AX,1,100,-0.894
1862692.000,36830,3,AX,1,100,-0.894
1862732.000,36830,3,AX,1,100,-0.895
1862772.000,36830,3,AX,1,100,-0.896
1862812.000,36844,2,AX,1,100,-0.895
1862852.000,36844,2,AX,1,100,-0.891
1862892.000,36862,3,AX,1,100,-0.893
1862932.000,36862,3,AX,1,100,-0.893
1862972.000,36862,3,AX,1,100,-0.895
1863012.000,36878,3,AX,1,100,-0.895
1863052.000,36878,3,AX,1,100,-0.892
1863092.000,36878,3,AX,1,100,-0.895
1863132.000,36895,2,AX,1,100,-0.896
1863172.000,36895,2,AX,1,100,-0.892
1863212.000,36909,3,AX,1,100,-0.895
1863252.000,36909,3,AX,1,100,-0.894
1863292.000,36909,3,AX,1,100,-0.891
1863332.000,36927,2,AX,1,100,-0.895
1863372.000,36927,2,AX,1,100,-0.895
1863412.000,36943,3,AX,1,100,-0.894
1863452.000,36943,3,AX,1,100,-0.893
1863492.000,36943,3,AX,1,100,-0.892
1863532.000,36960,2,AX,1,100,-0.892
1863572.000,36960,2,AX,1,100,-0.895
1863612.000,36976,3,AX,1,100,-0.891
1863652.000,36976,3,AX,1,100,-0.894
1863692.000,36976,3,AX,1,100,-0.894
1863732.000,36992,2,AX,1,100,-0.893
1863772.000,36992,2,AX,1,100,-0.896
1863812.000,37008,3,AX,1,100,-0.892
1863852.000,37008,3,AX,1,100,-0.894
1863892.000,37008,3,AX,1,100,-0.896
1863932.000,37026,2,AX,1,100,-0.896
1863972.000,37026,2,AX,1,100,-0.894
1864012.000,37042,3,AX,1,100,-0.891
1864052.000,37042,3,AX,1,100,-0.896
