EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1864092.000,37042,3,AX,1,100,-0.895
1864132.000,37057,2,AX,1,100,-0.897
1864172.000,37057,2,AX,1,100,-0.895
1864212.000,37074,3,AX,1,100,-0.894
1864252.000,37074,3,AX,1,100,-0.893
1864292.000,37074,3,AX,1,100,-0.892
1864332.000,37091,3,AX,1,100,-0.894
1864372.000,37091,3,AX,1,100,-0.896
1864412.000,37091,3,AX,1,100,-0.891
1864452.000,37107,2,AX,1,100,-0.895
1864492.000,37107,2,AX,1,100,-0.893
1864532.000,37122,3,AX,1,100,-0.892
1864572.000,37122,3,AX,1,100,-0.894
1864612.000,37122,3,AX,1,100,-0.893
1864652.000,37139,2,AX,1,100,-0.895
1864692.000,37139,2,AX,1,100,-0.897
1864732.000,37156,3,AX,1,100,-0.892
1864772.000,37156,3,AX,1,100,-0.895
1864812.000,37156,3,AX,1,100,-0.896
1864852.000,37172,2,AX,1,100,-0.892
1864892.000,37172,2,AX,1,100,-0.895
1864932.000,37188,3,AX,1,100,-0.894
1864972.000,37188,3,AX,1,100,-0.893
1865012.000,37188,3,AX,1,100,-0.896
1865052.000,37204,2,AX,1,100,-0.895
1865092.000,37204,2,AX,1,100,-0.896
1865132.000,37221,3,AX,1,100,-0.894
1865172.000,37221,3,AX,1,100,-0.893
1865212.000,37221,3,AX,1,100,-0.893
1865252.000,37238,2,AX,1,100,-0.895
1865292.000,37238,2,AX,1,100,-0.894
1865332.000,37253,3,AX,1,100,-0.892
1865372.000,37253,3,AX,1,100,-0.894
1865412.000,37253,3,AX,1,100,-0.892
1865452.000,37269,3,AX,1,100,-0.895
1865492.000,37269,3,AX,1,100,-0.893
1865532.000,37269,3,AX,1,100,-0.892
1865572.000,37286,2,AX,1,100,-0.892
1865612.000,37286,2,AX,1,100,-0.893
1865652.000,37303,3,AX,1,100,-0.896
1865692.000,37303,3,AX,1,100,-0.895
1865732.000,37303,3,AX,1,100,-0.894
1865772.000,37319,2,AX,1,100,-0.892
1865812.000,37319,2,AX,1,100,-0.896
1865852.000,37334,3,AX,1,100,-0.894
1865892.000,37334,3,AX,1,100,-0.895
1865932.000,37334,3,AX,1,100,-0.894
1865972.000,37352,2,AX,1,100,-0.895
1866012.000,37352,2,AX,1,100,-0.895
1866052.000,37368,3,AX,1,100,-0.893
1866092.000,37368,3,AX,1,100,-0.891
1866132.000,37368,3,AX,1,100,-0.897
1866171.750,37386,4,AX,1,100,-0.896
1866211.500,37386,4,AX,1,100,-0.894
1866251.250,37386,4,AX,1,100,-0.896
1866291.000,37386,4,AX,1,100,-0.894
1866331.333,37404,3,AX,1,100,-0.894
1866371.667,37404,3,AX,1,100,-0.894
1866412.000,37404,3,AX,1,100,-0.892
1866452.000,37421,2,AX,1,100,-0.896
1866492.000,37421,2,AX,1,100,-0.893
1866532.000,37435,3,AX,1,100,-0.892
1866572.000,37435,3,AX,1,100,-0.894
1866612.000,37435,3,AX,1,100,-0.895
1866652.000,37453,2,AX,1,100,-0.894
1866692.000,37453,2,AX,1,100,-0.892
1866732.000,37469,3,AX,1,100,-0.891
1866772.000,37469,3,AX,1,100,-0.896
1866812.000,37469,3,AX,1,100,-0.893
1866852.000,37486,3,AX,1,100,-0.893
1866892.000,37486,3,AX,1,100,-0.894
1866932.000,37486,3,AX,1,100,-0.893
1866972.000,37502,2,AX,1,100,-0.897
1867012.000,37502,2,AX,1,100,-0.894
1867052.000,37518,3,AX,1,100,-0.893
1867092.000,37518,3,AX,1,100,-0.892
1867132.000,37518,3,AX,1,100,-0.891
1867171.750,37541,4,AX,1,100,-0.894
1867211.500,37541,4,AX,1,100,-0.893
1867251.250,37541,4,AX,1,100,-0.894
1867291.000,37541,4,AX,1,100,-0.893
1867331.000,37559,2,AX,1,100,-0.896
1867371.000,37559,2,AX,1,100,-0.896
1867411.000,37575,3,AX,1,100,-0.893
1867451.000,37575,3,AX,1,100,-0.891
1867491.000,37575,3,AX,1,100,-0.898
1867531.000,37592,2,AX,1,100,-0.892
1867571.000,37592,2,AX,1,100,-0.894
1867611.000,37608,3,AX,1,100,-0.894
1867651.000,37608,3,AX,1,100,-0.893
1867691.000,37608,3,AX,1,100,-0.893
1867731.000,37624,2,AX,1,100,-0.892
1867771.000,37624,2,AX,1,100,-0.895
1867811.333,37640,3,AX,1,100,-0.893
1867851.667,37640,3,AX,1,100,-0.892
1867892.000,37640,3,AX,1,100,-0.893
1867931.500,37658,2,AX,1,100,-0.890
1867971.000,37658,2,AX,1,100,-0.889
1868011.333,37673,3,AX,1,100,-0.889
1868051.667,37673,3,AX,1,100,-0.891
1868092.000,37673,3,AX,1,100,-0.891
1868131.500,37689,2,AX,1,100,-0.896
1868171.000,37689,2,AX,1,100,-0.897
1868211.000,37706,3,AX,1,100,-0.889
1868251.000,37706,3,AX,1,100,-0.893
1868291.000,37706,3,AX,1,100,-0.898
1868331.500,37723,2,AX,1,100,-0.892
1868372.000,37723,2,AX,1,100,-0.893
1868411.667,37739,3,AX,1,100,-0.892
1868451.333,37739,3,AX,1,100,-0.893
1868491.000,37739,3,AX,1,100,-0.897
1868531.000,37757,3,AX,1,100,-0.893
1868571.000,37757,3,AX,1,100,-0.894
1868611.000,37757,3,AX,1,100,-0.894
1868651.000,37771,3,AX,1,100,-0.894
1868691.000,37771,3,AX,1,100,-0.892
1868731.000,37771,3,AX,1,100,-0.894
1868771.000,37788,2,AX,1,100,-0.894
1868811.000,37788,2,AX,1,100,-0.895
1868851.000,37804,3,AX,1,100,-0.895
1868891.000,37804,3,AX,1,100,-0.894
1868931.000,37804,3,AX,1,100,-0.893
1868971.000,37822,2,AX,1,100,-0.893
1869011.000,37822,2,AX,1,100,-0.894
1869051.000,37836,3,AX,1,100,-0.892
1869091.000,37836,3,AX,1,100,-0.896
1869131.000,37836,3,AX,1,100,-0.893
1869171.000,37853,3,AX,1,100,-0.895
1869211.000,37853,3,AX,1,100,-0.893
1869251.000,37853,3,AX,1,100,-0.894
1869291.000,37870,2,AX,1,100,-0.896
1869331.000,37870,2,AX,1,100,-0.894
1869371.333,37887,3,AX,1,100,-0.892
1869411.667,37887,3,AX,1,100,-0.895
1869452.000,37887,3,AX,1,100,-0.896
1869491.500,37901,2,AX,1,100,-0.895
1869531.000,37901,2,AX,1,100,-0.894
1869571.000,37919,3,AX,1,100,-0.891
1869611.000,37919,3,AX,1,100,-0.894
1869651.000,37919,3,AX,1,100,-0.895
1869691.000,37935,2,AX,1,100,-0.894
1869731.000,37935,2,AX,1,100,-0.893
1869771.000,37952,3,AX,1,100,-0.894
1869811.000,37952,3,AX,1,100,-0.895
1869851.000,37952,3,AX,1,100,-0.893
1869891.000,37966,2,AX,1,100,-0.896
1869931.000,37966,2,AX,1,100,-0.893
1869971.000,37984,3,AX,1,100,-0.893
1870011.000,37984,3,AX,1,100,-0.896
1870051.000,37984,3,AX,1,100,-0.889
1870091.000,38000,2,AX,1,100,-0.894
1870131.000,38000,2,AX,1,100,-0.898
1870171.000,38017,3,AX,1,100,-0.892
1870211.000,38017,3,AX,1,100,-0.898
1870251.000,38017,3,AX,1,100,-0.895
1870291.000,38033,2,AX,1,100,-0.892
1870331.000,38033,2,AX,1,100,-0.898
1870371.000,38049,3,AX,1,100,-0.891
1870411.000,38049,3,AX,1,100,-0.896
1870451.000,38049,3,AX,1,100,-0.896
1870491.000,38065,2,AX,1,100,-0.892
1870531.000,38065,2,AX,1,100,-0.894
1870571.000,38083,3,AX,1,100,-0.895
1870611.000,38083,3,AX,1,100,-0.894
1870651.000,38083,3,AX,1,100,-0.896
1870691.000,38099,3,AX,1,100,-0.892
1870731.000,38099,3,AX,1,100,-0.894
1870771.000,38099,3,AX,1,100,-0.895
1870811.000,38114,3,AX,1,100,-0.894
1870851.000,38114,3,AX,1,100,-0.893
1870891.000,38114,3,AX,1,100,-0.894
1870931.000,38131,2,AX,1,100,-0.894
1870971.000,38131,2,AX,1,100,-0.895
1871011.000,38148,3,AX,1,100,-0.895
1871051.000,38148,3,AX,1,100,-0.892
1871091.000,38148,3,AX,1,100,-0.891
1871131.000,38164,2,AX,1,100,-0.897
1871171.000,38164,2,AX,1,100,-0.896
1871211.000,38180,3,AX,1,100,-0.896
1871251.000,38180,3,AX,1,100,-0.895
1871291.000,38180,3,AX,1,100,-0.894
1871331.000,38198,2,AX,1,100,-0.896
1871371.000,38198,2,AX,1,100,-0.893
1871411.000,38215,3,AX,1,100,-0.895
1871451.000,38215,3,AX,1,100,-0.894
1871491.000,38215,3,AX,1,100,-0.894
1871531.000,38231,2,AX,1,100,-0.896
1871571.000,38231,2,AX,1,100,-0.895
1871611.000,38249,3,AX,1,100,-0.892
1871651.000,38249,3,AX,1,100,-0.895
1871691.000,38249,3,AX,1,100,-0.892
1871731.000,38263,2,AX,1,100,-0.895
1871771.000,38263,2,AX,1,100,-0.896
1871811.000,38280,3,AX,1,100,-0.891
1871851.000,38280,3,AX,1,100,-0.894
1871891.000,38280,3,AX,1,100,-0.894
1871931.000,38297,2,AX,1,100,-0.892
1871971.000,38297,2,AX,1,100,-0.894
1872011.000,38314,3,AX,1,100,-0.893
1872051.000,38314,3,AX,1,100,-0.894
1872091.000,38314,3,AX,1,100,-0.896
1872131.000,38328,3,AX,1,100,-0.896
1872171.000,38328,3,AX,1,100,-0.893
1872211.000,38328,3,AX,1,100,-0.894
1872251.000,38351,4,AX,1,100,-0.895
1872291.000,38351,4,AX,1,100,-0.895
1872331.000,38351,4,AX,1,100,-0.896
1872371.000,38351,4,AX,1,100,-0.892
1872411.000,38367,3,AX,1,100,-0.894
1872451.000,38367,3,AX,1,100,-0.894
1872491.000,38367,3,AX,1,100,-0.894
1872531.000,38382,2,AX,1,100,-0.895
1872571.000,38382,2,AX,1,100,-0.894
1872611.000,38400,3,AX,1,100,-0.893
1872651.000,38400,3,AX,1,100,-0.895
1872691.000,38400,3,AX,1,100,-0.895
1872731.000,38416,2,AX,1,100,-0.894
1872771.000,38416,2,AX,1,100,-0.892
1872811.000,38433,3,AX,1,100,-0.892
1872851.000,38433,3,AX,1,100,-0.895
1872891.000,38433,3,AX,1,100,-0.894
1872931.000,38450,3,AX,1,100,-0.893
1872971.000,38450,3,AX,1,100,-0.895
1873011.000,38450,3,AX,1,100,-0.894
1873051.000,38465,3,AX,1,100,-0.894
1873091.000,38465,3,AX,1,100,-0.896
1873131.000,38465,3,AX,1,100,-0.893
1873171.000,38481,2,AX,1,100,-0.894
1873211.000,38481,2,AX,1,100,-0.893
1873251.000,38499,3,AX,1,100,-0.893
1873291.000,38499,3,AX,1,100,-0.895
1873331.000,38499,3,AX,1,100,-0.893
1873371.000,38515,2,AX,1,100,-0.892
1873411.000,38515,2,AX,1,100,-0.893
1873451.000,38530,3,AX,1,100,-0.895
1873491.000,38530,3,AX,1,100,-0.895
1873531.000,38530,3,AX,1,100,-0.891
1873571.000,38547,2,AX,1,100,-0.893
1873611.000,38547,2,AX,1,100,-0.896
1873651.000,38564,3,AX,1,100,-0.893
1873691.000,38564,3,AX,1,100,-0.893
1873731.000,38564,3,AX,1,100,-0.896
1873771.000,38580,2,AX,1,100,-0.894
1873811.000,38580,2,AX,1,100,-0.893
1873851.000,38595,3,AX,1,100,-0.894
1873891.000,38595,3,AX,1,100,-0.892
1873931.000,38595,3,AX,1,100,-0.895
1873971.000,38612,3,AX,1,100,-0.895
1874011.000,38612,3,AX,1,100,-0.895
1874051.000,38612,3,AX,1,100,-0.895
1874091.000,38629,2,AX,1,100,-0.893
1874131.000,38629,2,AX,1,100,-0.893
1874171.000,38645,3,AX,1,100,-0.894
1874211.000,38645,3,AX,1,100,-0.894
1874251.000,38645,3,AX,1,100,-0.893
1874291.000,38661,2,AX,1,100,-0.894
1874331.000,38661,2,AX,1,100,-0.894
1874371.000,38677,3,AX,1,100,-0.892
1874411.000,38677,3,AX,1,100,-0.894
1874451.000,38677,3,AX,1,100,-0.894
1874491.000,38694,2,AX,1,100,-0.893
1874531.000,38694,2,AX,1,100,-0.894
1874571.000,38711,3,AX,1,100,-0.894
1874611.000,38711,3,AX,1,100,-0.894
1874651.000,38711,3,AX,1,100,-0.896
1874691.000,38726,2,AX,1,100,-0.892
1874731.000,38726,2,AX,1,100,-0.897
1874771.000,38742,3,AX,1,100,-0.893
1874811.000,38742,3,AX,1,100,-0.893
1874851.000,38742,3,AX,1,100,-0.895
1874891.000,38759,2,AX,1,100,-0.894
1874931.000,38759,2,AX,1,100,-0.896
1874971.000,38776,3,AX,1,100,-0.893
1875011.000,38776,3,AX,1,100,-0.892
1875051.000,38776,3,AX,1,100,-0.895
1875091.000,38792,2,AX,1,100,-0.894
1875131.000,38792,2,AX,1,100,-0.894
1875171.000,38807,3,AX,1,100,-0.896
1875211.000,38807,3,AX,1,100,-0.895
1875251.000,38807,3,AX,1,100,-0.894
1875291.000,38825,3,AX,1,100,-0.892
1875331.000,38825,3,AX,1,100,-0.894
1875371.000,38825,3,AX,1,100,-0.896
1875411.000,38841,3,AX,1,100,-0.893
1875451.000,38841,3,AX,1,100,-0.891
1875491.000,38841,3,AX,1,100,-0.893
1875531.000,38858,2,AX,1,100,-0.896
1875571.000,38858,2,AX,1,100,-0.895
1875611.000,38874,3,AX,1,100,-0.893
1875651.000,38874,3,AX,1,100,-0.892
1875691.000,38874,3,AX,1,100,-0.896
1875731.000,38890,2,AX,1,100,-0.894
1875771.000,38890,2,AX,1,100,-0.893
1875811.000,38906,3,AX,1,100,-0.892
1875851.000,38906,3,AX,1,100,-0.895
1875891.000,38906,3,AX,1,100,-0.894
1875931.000,38924,2,AX,1,100,-0.895
1875971.000,38924,2,AX,1,100,-0.892
1876011.000,38940,3,AX,1,100,-0.892
1876051.000,38940,3,AX,1,100,-0.894
1876091.000,38940,3,AX,1,100,-0.893
1876131.000,38955,2,AX,1,100,-0.891
1876171.000,38955,2,AX,1,100,-0.896
1876211.000,38972,3,AX,1,100,-0.894
1876251.000,38972,3,AX,1,100,-0.895
1876291.000,38972,3,AX,1,100,-0.894
1876331.000,38991,2,AX,1,100,-0.896
1876371.000,38991,2,AX,1,100,-0.894
1876411.000,39007,3,AX,1,100,-0.892
1876451.000,39007,3,AX,1,100,-0.893
1876491.000,39007,3,AX,1,100,-0.894
1876531.000,39022,3,AX,1,100,-0.896
1876571.000,39022,3,AX,1,100,-0.894
1876611.000,39022,3,AX,1,100,-0.892
1876651.000,39039,2,AX,1,100,-0.894
1876691.000,39039,2,AX,1,100,-0.894
1876731.000,39056,3,AX,1,100,-0.893
1876771.000,39056,3,AX,1,100,-0.893
1876811.000,39056,3,AX,1,100,-0.893
1876851.000,39072,2,AX,1,100,-0.895
1876891.000,39072,2,AX,1,100,-0.894
1876931.000,39088,3,AX,1,100,-0.894
1876971.000,39088,3,AX,1,100,-0.892
1877011.000,39088,3,AX,1,100,-0.892
1877051.000,39104,2,AX,1,100,-0.894
1877091.000,39104,2,AX,1,100,-0.894
1877131.000,39121,3,AX,1,100,-0.892
1877171.000,39121,3,AX,1,100,-0.893
1877211.000,39121,3,AX,1,100,-0.894
1877250.667,39138,3,AX,1,100,-0.894
1877290.333,39138,3,AX,1,100,-0.893
1877330.000,39138,3,AX,1,100,-0.893
1877370.000,39160,4,AX,1,100,-0.892
1877410.000,39160,4,AX,1,100,-0.893
1877450.000,39160,4,AX,1,100,-0.895
1877490.000,39160,4,AX,1,100,-0.896
1877530.000,39176,3,AX,1,100,-0.892
1877570.000,39176,3,AX,1,100,-0.894
1877610.000,39176,3,AX,1,100,-0.896
1877650.000,39194,3,AX,1,100,-0.896
1877690.000,39194,3,AX,1,100,-0.894
1877730.000,39194,3,AX,1,100,-0.892
1877770.500,39210,2,AX,1,100,-0.894
1877811.000,39210,2,AX,1,100,-0.898
1877851.000,39225,3,AX,1,100,-0.899
1877891.000,39225,3,AX,1,100,-0.895
1877931.000,39225,3,AX,1,100,-0.897
1877971.000,39242,2,AX,1,100,-0.896
1878011.000,39242,2,AX,1,100,-0.895
1878051.000,39259,3,AX,1,100,-0.896
1878091.000,39259,3,AX,1,100,-0.893
1878131.000,39259,3,AX,1,100,-0.895
1878170.500,39275,2,AX,1,100,-0.893
1878210.000,39275,2,AX,1,100,-0.891
1878250.000,39291,3,AX,1,100,-0.895
1878290.000,39291,3,AX,1,100,-0.896
1878330.000,39291,3,AX,1,100,-0.894
1878370.000,39307,3,AX,1,100,-0.893
1878410.000,39307,3,AX,1,100,-0.896
1878450.000,39307,3,AX,1,100,-0.894
1878490.000,39324,2,AX,1,100,-0.895
1878530.000,39324,2,AX,1,100,-0.894
1878570.000,39341,3,AX,1,100,-0.893
1878610.000,39341,3,AX,1,100,-0.893
1878650.000,39341,3,AX,1,100,-0.892
1878690.000,39356,2,AX,1,100,-0.893
1878730.000,39356,2,AX,1,100,-0.897
1878770.000,39372,3,AX,1,100,-0.894
1878810.000,39372,3,AX,1,100,-0.895
1878850.000,39372,3,AX,1,100,-0.891
1878890.000,39389,2,AX,1,100,-0.893
1878930.000,39389,2,AX,1,100,-0.896
1878970.000,39406,3,AX,1,100,-0.893
1879010.000,39406,3,AX,1,100,-0.892
1879050.000,39406,3,AX,1,100,-0.896
1879090.000,39421,2,AX,1,100,-0.892
1879130.000,39421,2,AX,1,100,-0.895
1879170.000,39437,3,AX,1,100,-0.893
1879210.000,39437,3,AX,1,100,-0.893
1879250.000,39437,3,AX,1,100,-0.893
1879290.000,39455,2,AX,1,100,-0.894
1879330.000,39455,2,AX,1,100,-0.894
1879370.000,39471,3,AX,1,100,-0.896
1879410.000,39471,3,AX,1,100,-0.894
1879450.000,39471,3,AX,1,100,-0.891
1879490.000,39487,2,AX,1,100,-0.894
1879530.000,39487,2,AX,1,100,-0.894
1879570.000,39503,3,AX,1,100,-0.898
1879610.000,39503,3,AX,1,100,-0.893
1879650.000,39503,3,AX,1,100,-0.892
1879690.000,39520,2,AX,1,100,-0.896
1879730.000,39520,2,AX,1,100,-0.893
1879770.000,39536,3,AX,1,100,-0.895
1879810.000,39536,3,AX,1,100,-0.894
1879850.000,39536,3,AX,1,100,-0.887
1879890.000,39554,3,AX,1,100,-0.896
1879930.000,39554,3,AX,1,100,-0.893
1879970.000,39554,3,AX,1,100,-0.891
1880010.000,39568,2,AX,1,100,-0.894
1880050.000,39568,2,AX,1,100,-0.893
1880090.000,39585,3,AX,1,100,-0.894
1880130.000,39585,3,AX,1,100,-0.896
1880170.000,39585,3,AX,1,100,-0.891
1880210.000,39601,3,AX,1,100,-0.893
1880250.000,39601,3,AX,1,100,-0.894
1880290.000,39601,3,AX,1,100,-0.890
1880330.000,39619,2,AX,1,100,-0.894
1880370.000,39619,2,AX,1,100,-0.892
1880410.000,39633,3,AX,1,100,-0.893
1880450.000,39633,3,AX,1,100,-0.895
1880490.000,39633,3,AX,1,100,-0.892
1880530.000,39650,2,AX,1,100,-0.897
1880570.000,39650,2,AX,1,100,-0.895
1880610.000,39667,3,AX,1,100,-0.892
1880650.000,39667,3,AX,1,100,-0.896
1880690.000,39667,3,AX,1,100,-0.891
1880730.000,39684,2,AX,1,100,-0.892
1880770.000,39684,2,AX,1,100,-0.894
1880810.000,39699,3,AX,1,100,-0.893
1880850.000,39699,3,AX,1,100,-0.894
1880890.000,39699,3,AX,1,100,-0.896
1880930.000,39716,2,AX,1,100,-0.894
1880970.000,39716,2,AX,1,100,-0.892
1881010.000,39732,3,AX,1,100,-0.894
1881050.000,39732,3,AX,1,100,-0.895
1881090.000,39732,3,AX,1,100,-0.894
1881130.000,39749,2,AX,1,100,-0.893
1881170.000,39749,2,AX,1,100,-0.891
1881210.000,39766,3,AX,1,100,-0.893
1881250.000,39766,3,AX,1,100,-0.895
1881290.000,39766,3,AX,1,100,-0.893
1881330.500,39783,2,AX,1,100,-0.896
1881371.000,39783,2,AX,1,100,-0.893
1881410.667,39799,3,AX,1,100,-0.888
1881450.333,39799,3,AX,1,100,-0.893
1881490.000,39799,3,AX,1,100,-0.890
1881530.333,39816,3,AX,1,100,-0.886
1881570.667,39816,3,AX,1,100,-0.894
1881611.000,39816,3,AX,1,100,-0.891
1881651.000,39833,2,AX,1,100,-0.893
1881691.000,39833,2,AX,1,100,-0.896
1881731.000,39848,3,AX,1,100,-0.889
1881771.000,39848,3,AX,1,100,-0.893
1881811.000,39848,3,AX,1,100,-0.896
1881851.000,39864,2,AX,1,100,-0.894
1881891.000,39864,2,AX,1,100,-0.894
1881931.000,39882,5,AX,1,100,-0.893
1881971.000,39882,5,AX,1,100,-0.893
1882011.000,39882,5,AX,1,100,-0.896
1882051.000,39882,5,AX,1,100,-0.895
1882091.000,39882,5,AX,1,100,-0.894
1882131.000,39898,4,AX,1,100,-0.894
1882171.000,39898,4,AX,1,100,-0.895
1882211.000,39898,4,AX,1,100,-0.895
1882251.000,39898,4,AX,1,100,-0.894
1882291.000,39916,5,AX,1,100,-0.892
1882331.000,39916,5,AX,1,100,-0.894
1882371.000,39916,5,AX,1,100,-0.894
1882411.000,39916,5,AX,1,100,-0.894
1882451.000,39916,5,AX,1,100,-0.894
1882491.000,39939,6,AX,1,100,-0.893
1882531.000,39939,6,AX,1,100,-0.894
1882571.000,39939,6,AX,1,100,-0.894
1882611.000,39939,6,AX,1,100,-0.896
1882651.000,39939,6,AX,1,100,-0.897
1882691.000,39939,6,AX,1,100,-0.894
1882731.000,39955,3,AX,1,100,-0.893
1882771.000,39955,3,AX,1,100,-0.896
1882811.000,39955,3,AX,1,100,-0.896
1882851.000,39972,2,AX,1,100,-0.894
1882891.000,39972,2,AX,1,100,-0.892
1882931.000,39987,3,AX,1,100,-0.896
1882971.000,39987,3,AX,1,100,-0.893
1883011.000,39987,3,AX,1,100,-0.889
1883051.000,40004,2,AX,1,100,-0.893
1883091.000,40004,2,AX,1,100,-0.890
1883131.000,40020,3,AX,1,100,-0.891
1883171.000,40020,3,AX,1,100,-0.894
1883211.000,40020,3,AX,1,100,-0.891
1883251.000,40038,2,AX,1,100,-0.895
1883291.000,40038,2,AX,1,100,-0.889
1883331.000,40053,3,AX,1,100,-0.892
1883371.000,40053,3,AX,1,100,-0.900
1883411.000,40053,3,AX,1,100,-0.890
1883451.000,40069,3,AX,1,100,-0.890
1883491.000,40069,3,AX,1,100,-0.895
1883531.000,40069,3,AX,1,100,-0.894
1883571.000,40085,2,AX,1,100,-0.895
1883611.000,40085,2,AX,1,100,-0.894
1883651.000,40103,3,AX,1,100,-0.892
1883691.000,40103,3,AX,1,100,-0.897
1883731.000,40103,3,AX,1,100,-0.896
1883771.000,40119,2,AX,1,100,-0.893
1883811.000,40119,2,AX,1,100,-0.896
1883851.000,40134,3,AX,1,100,-0.892
1883891.000,40134,3,AX,1,100,-0.898
1883931.000,40134,3,AX,1,100,-0.892
1883971.000,40151,2,AX,1,100,-0.892
1884011.000,40151,2,AX,1,100,-0.889
1884051.000,40168,3,AX,1,100,-0.896
1884091.000,40168,3,AX,1,100,-0.897
1884131.000,40168,3,AX,1,100,-0.892
1884171.000,40184,2,AX,1,100,-0.894
1884211.000,40184,2,AX,1,100,-0.894
1884251.000,40200,3,AX,1,100,-0.892
1884291.000,40200,3,AX,1,100,-0.895
1884331.000,40200,3,AX,1,100,-0.895
1884371.000,40216,2,AX,1,100,-0.893
1884411.000,40216,2,AX,1,100,-0.895
1884450.667,40233,3,AX,1,100,-0.893
1884490.333,40233,3,AX,1,100,-0.893
1884530.000,40233,3,AX,1,100,-0.896
1884570.500,40250,2,AX,1,100,-0.894
1884611.000,40250,2,AX,1,100,-0.894
1884650.667,40265,3,AX,1,100,-0.894
1884690.333,40265,3,AX,1,100,-0.893
1884730.000,40265,3,AX,1,100,-0.895
1884770.000,40281,3,AX,1,100,-0.895
1884810.000,40281,3,AX,1,100,-0.891
1884850.000,40281,3,AX,1,100,-0.896
1884890.000,40298,2,AX,1,100,-0.894
1884930.000,40298,2,AX,1,100,-0.893
1884970.000,40315,3,AX,1,100,-0.892
1885010.000,40315,3,AX,1,100,-0.894
1885050.000,40315,3,AX,1,100,-0.896
1885090.000,40330,2,AX,1,100,-0.895
1885130.000,40330,2,AX,1,100,-0.893
1885170.000,40346,3,AX,1,100,-0.894
1885210.000,40346,3,AX,1,100,-0.897
1885250.000,40346,3,AX,1,100,-0.894
1885290.000,40364,2,AX,1,100,-0.894
1885330.000,40364,2,AX,1,100,-0.893
1885370.000,40380,3,AX,1,100,-0.893
1885410.000,40380,3,AX,1,100,-0.895
1885450.000,40380,3,AX,1,100,-0.895
1885490.000,40396,2,AX,1,100,-0.894
1885530.000,40396,2,AX,1,100,-0.895
1885570.000,40412,3,AX,1,100,-0.892
1885610.000,40412,3,AX,1,100,-0.893
1885650.000,40412,3,AX,1,100,-0.894
1885690.000,40429,2,AX,1,100,-0.896
1885730.000,40429,2,AX,1,100,-0.896
1885770.000,40445,3,AX,1,100,-0.893
1885810.000,40445,3,AX,1,100,-0.894
1885850.000,40445,3,AX,1,100,-0.895
1885890.000,40461,2,AX,1,100,-0.894
1885930.000,40461,2,AX,1,100,-0.889
1885970.000,40477,3,AX,1,100,-0.896
1886010.000,40477,3,AX,1,100,-0.894
1886050.000,40477,3,AX,1,100,-0.898
1886090.000,40494,3,AX,1,100,-0.896
1886130.000,40494,3,AX,1,100,-0.891
1886170.000,40494,3,AX,1,100,-0.896
1886210.000,40510,2,AX,1,100,-0.895
1886250.000,40510,2,AX,1,100,-0.892
1886290.000,40530,3,AX,1,100,-0.891
1886330.000,40530,3,AX,1,100,-0.891
1886370.000,40530,3,AX,1,100,-0.895
1886410.000,40544,2,AX,1,100,-0.898
1886450.000,40544,2,AX,1,100,-0.891
1886490.000,40561,3,AX,1,100,-0.894
1886530.000,40561,3,AX,1,100,-0.879
1886570.000,40561,3,AX,1,100,-0.897
1886610.000,40578,2,AX,1,100,-0.906
1886650.000,40578,2,AX,1,100,-0.878
1886690.000,40595,3,AX,1,100,-0.893
1886730.000,40595,3,AX,1,100,-0.899
1886770.000,40595,3,AX,1,100,-0.892
1886810.000,40609,2,AX,1,100,-0.894
1886850.000,40609,2,AX,1,100,-0.891
1886890.000,40627,3,AX,1,100,-0.891
1886930.000,40627,3,AX,1,100,-0.890
1886970.000,40627,3,AX,1,100,-0.895
1887010.000,40643,2,AX,1,100,-0.892
1887050.000,40643,2,AX,1,100,-0.884
1887090.000,40660,3,AX,1,100,-0.896
1887130.000,40660,3,AX,1,100,-0.897
1887170.000,40660,3,AX,1,100,-0.893
1887210.000,40674,2,AX,1,100,-0.895
1887250.000,40674,2,AX,1,100,-0.888
1887290.000,40692,3,AX,1,100,-0.897
1887330.000,40692,3,AX,1,100,-0.897
1887370.000,40692,3,AX,1,100,-0.891
1887410.000,40708,3,AX,1,100,-0.892
1887450.000,40708,3,AX,1,100,-0.896
1887490.000,40708,3,AX,1,100,-0.893
1887530.000,40725,2,AX,1,100,-0.891
1887570.000,40725,2,AX,1,100,-0.896
1887610.000,40740,3,AX,1,100,-0.896
1887650.000,40740,3,AX,1,100,-0.894
1887690.000,40740,3,AX,1,100,-0.890
1887730.000,40761,3,AX,1,100,-0.894
1887770.000,40761,3,AX,1,100,-0.898
1887810.000,40761,3,AX,1,100,-0.892
1887850.000,40775,3,AX,1,100,-0.892
1887890.000,40775,3,AX,1,100,-0.893
1887930.000,40775,3,AX,1,100,-0.894
1887970.000,40793,2,AX,1,100,-0.896
1888010.000,40793,2,AX,1,100,-0.891
1888050.000,40809,3,AX,1,100,-0.892
1888090.000,40809,3,AX,1,100,-0.894
1888130.000,40809,3,AX,1,100,-0.894
1888170.000,40826,3,AX,1,100,-0.893
1888210.000,40826,3,AX,1,100,-0.893
1888250.000,40826,3,AX,1,100,-0.892
1888290.000,40841,2,AX,1,100,-0.895
