EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1861732.000,36664,3,AY,1,100,-0.008
1861772.000,36679,2,AY,1,100,-0.010
1861812.000,36679,2,AY,1,100,-0.009
1861852.000,36695,3,AY,1,100,-0.007
1861892.000,36695,3,AY,1,100,-0.010
1861932.000,36695,3,AY,1,100,-0.007
1861972.000,36712,2,AY,1,100,-0.006
1862012.000,36712,2,AY,1,100,-0.010
1862052.000,36732,4,AY,1,100,-0.010
1862092.000,36732,4,AY,1,100,-0.008
1862132.000,36732,4,AY,1,100,-0.007
1862172.000,36732,4,AY,1,100,-0.010
1862212.000,36748,2,AY,1,100,-0.010
1862252.000,36748,2,AY,1,100,-0.006
1862292.000,36766,3,AY,1,100,-0.008
1862332.000,36766,3,AY,1,100,-0.010
1862372.000,36766,3,AY,1,100,-0.008
1862412.000,36780,2,AY,1,100,-0.009
1862452.000,36780,2,AY,1,100,-0.007
1862492.000,36797,3,AY,1,100,-0.010
1862532.000,36797,3,AY,1,100,-0.012
1862572.000,36797,3,AY,1,100,-0.008
1862612.000,36814,2,AY,1,100,-0.004
1862652.000,36814,2,AY,1,100,-0.009
1862692.000,36831,3,AY,1,100,-0.011
1862732.000,36831,3,AY,1,100,-0.006
1862772.000,36831,3,AY,1,100,-0.006
1862812.000,36845,2,AY,1,100,-0.010
1862852.000,36845,2,AY,1,100,-0.009
1862892.000,36863,3,AY,1,100,-0.007
1862932.000,36863,3,AY,1,100,-0.006
1862972.000,36863,3,AY,1,100,-0.009
1863012.000,36879,3,AY,1,100,-0.009
1863052.000,36879,3,AY,1,100,-0.008
1863092.000,36879,3,AY,1,100,-0.004
1863132.000,36896,2,AY,1,100,-0.008
1863172.000,36896,2,AY,1,100,-0.009
1863212.000,36910,3,AY,1,100,-0.008
1863252.000,36910,3,AY,1,100,-0.008
1863292.000,36910,3,AY,1,100,-0.007
1863332.000,36928,2,AY,1,100,-0.011
1863372.000,36928,2,AY,1,100,-0.009
1863412.000,36944,3,AY,1,100,-0.010
1863452.000,36944,3,AY,1,100,-0.006
1863492.000,36944,3,AY,1,100,-0.009
1863532.000,36961,2,AY,1,100,-0.009
1863572.000,36961,2,AY,1,100,-0.009
1863612.000,36977,3,AY,1,100,-0.006
1863652.000,36977,3,AY,1,100,-0.010
1863692.000,36977,3,AY,1,100,-0.011
1863732.000,36993,2,AY,1,100,-0.007
1863772.000,36993,2,AY,1,100,-0.007
1863812.000,37009,3,AY,1,100,-0.010
1863852.000,37009,3,AY,1,100,-0.010
1863892.000,37009,3,AY,1,100,-0.008
1863932.000,37027,2,AY,1,100,-0.007
1863972.000,37027,2,AY,1,100,-0.008
