EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1864012.000,37043,3,AY,1,100,-0.008
1864052.000,37043,3,AY,1,100,-0.008
1864092.000,37043,3,AY,1,100,-0.004
1864132.000,37058,2,AY,1,100,-0.010
1864172.000,37058,2,AY,1,100,-0.008
1864212.000,37075,3,AY,1,100,-0.006
1864252.000,37075,3,AY,1,100,-0.010
1864292.000,37075,3,AY,1,100,-0.008
1864332.000,37092,3,AY,1,100,-0.010
1864372.000,37092,3,AY,1,100,-0.008
1864412.000,37092,3,AY,1,100,-0.006
1864452.000,37108,2,AY,1,100,-0.011
1864492.000,37108,2,AY,1,100,-0.009
1864532.000,37123,3,AY,1,100,-0.004
1864572.000,37123,3,AY,1,100,-0.012
1864612.000,37123,3,AY,1,100,-0.009
1864652.000,37140,2,AY,1,100,-0.009
1864692.000,37140,2,AY,1,100,-0.007
1864732.000,37157,3,AY,1,100,-0.006
1864772.000,37157,3,AY,1,100,-0.009
1864812.000,37157,3,AY,1,100,-0.009
1864852.000,37173,2,AY,1,100,-0.006
1864892.000,37173,2,AY,1,100,-0.009
1864932.000,37189,3,AY,1,100,-0.007
1864972.000,37189,3,AY,1,100,-0.008
1865012.000,37189,3,AY,1,100,-0.008
1865052.000,37205,2,AY,1,100,-0.008
1865092.000,37205,2,AY,1,100,-0.005
1865132.000,37222,3,AY,1,100,-0.009
1865172.000,37222,3,AY,1,100,-0.009
1865212.000,37222,3,AY,1,100,-0.007
1865252.000,37239,2,AY,1,100,-0.010
1865292.000,37239,2,AY,1,100,-0.007
1865332.000,37254,3,AY,1,100,-0.008
1865372.000,37254,3,AY,1,100,-0.010
1865412.000,37254,3,AY,1,100,-0.011
1865452.000,37270,3,AY,1,100,-0.010
1865492.000,37270,3,AY,1,100,-0.007
1865532.000,37270,3,AY,1,100,-0.008
1865572.000,37287,2,AY,1,100,-0.009
1865612.000,37287,2,AY,1,100,-0.006
1865652.000,37304,3,AY,1,100,-0.008
1865692.000,37304,3,AY,1,100,-0.009
1865732.000,37304,3,AY,1,100,-0.009
1865772.000,37320,2,AY,1,100,-0.010
1865812.000,37320,2,AY,1,100,-0.009
1865852.000,37335,3,AY,1,100,-0.006
1865892.000,37335,3,AY,1,100,-0.010
1865932.000,37335,3,AY,1,100,-0.009
1865972.000,37353,2,AY,1,100,-0.007
1866012.000,37353,2,AY,1,100,-0.009
1866052.000,37369,3,AY,1,100,-0.010
1866092.000,37369,3,AY,1,100,-0.007
1866132.000,37369,3,AY,1,100,-0.009
1866171.750,37387,4,AY,1,100,-0.008
1866211.500,37387,4,AY,1,100,-0.008
1866251.250,37387,4,AY,1,100,-0.013
1866291.000,37387,4,AY,1,100,-0.002
1866331.333,37405,3,AY,1,100,-0.008
1866371.667,37405,3,AY,1,100,-0.012
1866412.000,37405,3,AY,1,100,-0.010
1866452.000,37422,2,AY,1,100,-0.007
1866492.000,37422,2,AY,1,100,-0.008
1866532.000,37436,3,AY,1,100,-0.009
1866572.000,37436,3,AY,1,100,-0.010
1866612.000,37436,3,AY,1,100,-0.006
1866652.000,37454,2,AY,1,100,-0.007
1866692.000,37454,2,AY,1,100,-0.010
1866732.000,37470,3,AY,1,100,-0.006
1866772.000,37470,3,AY,1,100,-0.011
1866812.000,37470,3,AY,1,100,-0.005
1866852.000,37487,3,AY,1,100,-0.008
1866892.000,37487,3,AY,1,100,-0.010
1866932.000,37487,3,AY,1,100,-0.007
1866972.000,37503,2,AY,1,100,-0.010
1867012.000,37503,2,AY,1,100,-0.009
1867052.000,37519,3,AY,1,100,-0.007
1867092.000,37519,3,AY,1,100,-0.009
1867132.000,37519,3,AY,1,100,-0.007
1867171.750,37542,4,AY,1,100,-0.008
1867211.500,37542,4,AY,1,100,-0.007
1867251.250,37542,4,AY,1,100,-0.010
1867291.000,37542,4,AY,1,100,-0.008
1867331.000,37560,2,AY,1,100,-0.008
1867371.000,37560,2,AY,1,100,-0.005
1867411.000,37576,3,AY,1,100,-0.007
1867451.000,37576,3,AY,1,100,-0.009
1867491.000,37576,3,AY,1,100,-0.009
1867531.000,37593,2,AY,1,100,-0.006
1867571.000,37593,2,AY,1,100,-0.009
1867611.000,37609,3,AY,1,100,-0.009
1867651.000,37609,3,AY,1,100,-0.008
1867691.000,37609,3,AY,1,100,-0.009
1867731.000,37625,2,AY,1,100,-0.010
1867771.000,37625,2,AY,1,100,-0.012
1867811.333,37641,3,AY,1,100,-0.006
1867851.667,37641,3,AY,1,100,-0.006
1867892.000,37641,3,AY,1,100,-0.010
1867931.500,37659,2,AY,1,100,-0.008
1867971.000,37659,2,AY,1,100,-0.010
1868011.333,37674,3,AY,1,100,-0.007
1868051.667,37674,3,AY,1,100,-0.014
1868092.000,37674,3,AY,1,100,-0.010
1868131.500,37690,2,AY,1,100,-0.006
1868171.000,37690,2,AY,1,100,-0.010
1868211.000,37707,3,AY,1,100,-0.009
1868251.000,37707,3,AY,1,100,-0.009
1868291.000,37707,3,AY,1,100,-0.008
1868331.500,37724,2,AY,1,100,-0.002
1868372.000,37724,2,AY,1,100,-0.010
1868411.667,37740,3,AY,1,100,-0.010
1868451.333,37740,3,AY,1,100,-0.007
1868491.000,37740,3,AY,1,100,-0.008
1868531.000,37758,3,AY,1,100,-0.007
1868571.000,37758,3,AY,1,100,-0.009
1868611.000,37758,3,AY,1,100,-0.010
1868651.000,37772,3,AY,1,100,-0.004
1868691.000,37772,3,AY,1,100,-0.008
1868731.000,37772,3,AY,1,100,-0.010
1868771.000,37789,2,AY,1,100,-0.007
1868811.000,37789,2,AY,1,100,-0.007
1868851.000,37805,3,AY,1,100,-0.008
1868891.000,37805,3,AY,1,100,-0.008
1868931.000,37805,3,AY,1,100,-0.008
1868971.000,37823,2,AY,1,100,-0.007
1869011.000,37823,2,AY,1,100,-0.009
1869051.000,37837,3,AY,1,100,-0.011
1869091.000,37837,3,AY,1,100,-0.007
1869131.000,37837,3,AY,1,100,-0.007
1869171.000,37854,3,AY,1,100,-0.008
1869211.000,37854,3,AY,1,100,-0.010
1869251.000,37854,3,AY,1,100,-0.008
1869291.000,37871,2,AY,1,100,-0.007
1869331.000,37871,2,AY,1,100,-0.008
1869371.333,37888,3,AY,1,100,-0.008
1869411.667,37888,3,AY,1,100,-0.010
1869452.000,37888,3,AY,1,100,-0.006
1869491.500,37902,2,AY,1,100,-0.006
1869531.000,37902,2,AY,1,100,-0.009
1869571.000,37920,3,AY,1,100,-0.011
1869611.000,37920,3,AY,1,100,-0.007
1869651.000,37920,3,AY,1,100,-0.007
1869691.000,37936,2,AY,1,100,-0.006
1869731.000,37936,2,AY,1,100,-0.008
1869771.000,37953,3,AY,1,100,-0.009
1869811.000,37953,3,AY,1,100,-0.008
1869851.000,37953,3,AY,1,100,-0.006
1869891.000,37967,2,AY,1,100,-0.014
1869931.000,37967,2,AY,1,100,-0.007
1869971.000,37985,3,AY,1,100,-0.003
1870011.000,37985,3,AY,1,100,-0.011
1870051.000,37985,3,AY,1,100,-0.008
1870091.000,38001,2,AY,1,100,-0.010
1870131.000,38001,2,AY,1,100,-0.008
1870171.000,38018,3,AY,1,100,-0.004
1870211.000,38018,3,AY,1,100,-0.014
1870251.000,38018,3,AY,1,100,-0.006
1870291.000,38034,2,AY,1,100,-0.006
1870331.000,38034,2,AY,1,100,-0.010
1870371.000,38050,3,AY,1,100,-0.006
1870411.000,38050,3,AY,1,100,-0.009
1870451.000,38050,3,AY,1,100,-0.009
1870491.000,38066,2,AY,1,100,-0.003
1870531.000,38066,2,AY,1,100,-0.010
1870571.000,38084,3,AY,1,100,-0.008
1870611.000,38084,3,AY,1,100,-0.007
1870651.000,38084,3,AY,1,100,-0.008
1870691.000,38100,3,AY,1,100,-0.008
1870731.000,38100,3,AY,1,100,-0.009
1870771.000,38100,3,AY,1,100,-0.010
1870811.000,38115,3,AY,1,100,-0.006
1870851.000,38115,3,AY,1,100,-0.010
1870891.000,38115,3,AY,1,100,-0.007
1870931.000,38132,2,AY,1,100,-0.006
1870971.000,38132,2,AY,1,100,-0.009
1871011.000,38149,3,AY,1,100,-0.006
1871051.000,38149,3,AY,1,100,-0.006
1871091.000,38149,3,AY,1,100,-0.008
1871131.000,38165,2,AY,1,100,-0.007
1871171.000,38165,2,AY,1,100,-0.006
1871211.000,38181,3,AY,1,100,-0.010
1871251.000,38181,3,AY,1,100,-0.005
1871291.000,38181,3,AY,1,100,-0.007
1871331.000,38199,2,AY,1,100,-0.009
1871371.000,38199,2,AY,1,100,-0.007
1871411.000,38216,3,AY,1,100,-0.007
1871451.000,38216,3,AY,1,100,-0.008
1871491.000,38216,3,AY,1,100,-0.008
1871531.000,38232,2,AY,1,100,-0.010
1871571.000,38232,2,AY,1,100,-0.008
1871611.000,38250,3,AY,1,100,-0.008
1871651.000,38250,3,AY,1,100,-0.010
1871691.000,38250,3,AY,1,100,-0.008
1871731.000,38264,2,AY,1,100,-0.006
1871771.000,38264,2,AY,1,100,-0.009
1871811.000,38281,3,AY,1,100,-0.007
1871851.000,38281,3,AY,1,100,-0.008
1871891.000,38281,3,AY,1,100,-0.010
1871931.000,38298,2,AY,1,100,-0.007
1871971.000,38298,2,AY,1,100,-0.010
1872011.000,38315,3,AY,1,100,-0.009
1872051.000,38315,3,AY,1,100,-0.005
1872091.000,38315,3,AY,1,100,-0.008
1872131.000,38329,3,AY,1,100,-0.006
1872171.000,38329,3,AY,1,100,-0.008
1872211.000,38329,3,AY,1,100,-0.008
1872251.000,38352,4,AY,1,100,-0.007
1872291.000,38352,4,AY,1,100,-0.007
1872331.000,38352,4,AY,1,100,-0.007
1872371.000,38352,4,AY,1,100,-0.008
1872411.000,38368,3,AY,1,100,-0.010
1872451.000,38368,3,AY,1,100,-0.008
1872491.000,38368,3,AY,1,100,-0.008
1872531.000,38383,2,AY,1,100,-0.009
1872571.000,38383,2,AY,1,100,-0.008
1872611.000,38401,3,AY,1,100,-0.007
1872651.000,38401,3,AY,1,100,-0.007
1872691.000,38401,3,AY,1,100,-0.008
1872731.000,38417,2,AY,1,100,-0.010
1872771.000,38417,2,AY,1,100,-0.009
1872811.000,38434,3,AY,1,100,-0.008
1872851.000,38434,3,AY,1,100,-0.007
1872891.000,38434,3,AY,1,100,-0.010
1872931.000,38451,3,AY,1,100,-0.010
1872971.000,38451,3,AY,1,100,-0.008
1873011.000,38451,3,AY,1,100,-0.006
1873051.000,38466,3,AY,1,100,-0.010
1873091.000,38466,3,AY,1,100,-0.009
1873131.000,38466,3,AY,1,100,-0.006
1873171.000,38482,2,AY,1,100,-0.006
1873211.000,38482,2,AY,1,100,-0.009
1873251.000,38500,3,AY,1,100,-0.009
1873291.000,38500,3,AY,1,100,-0.007
1873331.000,38500,3,AY,1,100,-0.006
1873371.000,38516,2,AY,1,100,-0.009
1873411.000,38516,2,AY,1,100,-0.010
1873451.000,38531,3,AY,1,100,-0.006
1873491.000,38531,3,AY,1,100,-0.009
1873531.000,38531,3,AY,1,100,-0.009
1873571.000,38548,2,AY,1,100,-0.008
1873611.000,38548,2,AY,1,100,-0.008
1873651.000,38565,3,AY,1,100,-0.007
1873691.000,38565,3,AY,1,100,-0.008
1873731.000,38565,3,AY,1,100,-0.010
1873771.000,38581,2,AY,1,100,-0.008
1873811.000,38581,2,AY,1,100,-0.009
1873851.000,38596,3,AY,1,100,-0.008
1873891.000,38596,3,AY,1,100,-0.009
1873931.000,38596,3,AY,1,100,-0.006
1873971.000,38613,3,AY,1,100,-0.008
1874011.000,38613,3,AY,1,100,-0.007
1874051.000,38613,3,AY,1,100,-0.009
1874091.000,38630,2,AY,1,100,-0.008
1874131.000,38630,2,AY,1,100,-0.007
1874171.000,38646,3,AY,1,100,-0.008
1874211.000,38646,3,AY,1,100,-0.010
1874251.000,38646,3,AY,1,100,-0.009
1874291.000,38662,2,AY,1,100,-0.008
1874331.000,38662,2,AY,1,100,-0.008
1874371.000,38678,3,AY,1,100,-0.010
1874411.000,38678,3,AY,1,100,-0.007
1874451.000,38678,3,AY,1,100,-0.008
1874491.000,38695,2,AY,1,100,-0.009
1874531.000,38695,2,AY,1,100,-0.009
1874571.000,38712,3,AY,1,100,-0.009
1874611.000,38712,3,AY,1,100,-0.008
1874651.000,38712,3,AY,1,100,-0.009
1874691.000,38727,2,AY,1,100,-0.007
1874731.000,38727,2,AY,1,100,-0.005
1874771.000,38743,3,AY,1,100,-0.008
1874811.000,38743,3,AY,1,100,-0.012
1874851.000,38743,3,AY,1,100,-0.006
1874891.000,38760,2,AY,1,100,-0.003
1874931.000,38760,2,AY,1,100,-0.012
1874971.000,38777,3,AY,1,100,-0.010
1875011.000,38777,3,AY,1,100,-0.004
1875051.000,38777,3,AY,1,100,-0.006
1875091.000,38793,2,AY,1,100,-0.007
1875131.000,38793,2,AY,1,100,-0.009
1875171.000,38808,3,AY,1,100,-0.010
1875211.000,38808,3,AY,1,100,-0.003
1875251.000,38808,3,AY,1,100,-0.007
1875291.000,38826,3,AY,1,100,-0.013
1875331.000,38826,3,AY,1,100,-0.007
1875371.000,38826,3,AY,1,100,-0.005
1875411.000,38842,3,AY,1,100,-0.006
1875451.000,38842,3,AY,1,100,-0.010
1875491.000,38842,3,AY,1,100,-0.011
1875531.000,38859,2,AY,1,100,-0.005
1875571.000,38859,2,AY,1,100,-0.006
1875611.000,38875,3,AY,1,100,-0.010
1875651.000,38875,3,AY,1,100,-0.010
1875691.000,38875,3,AY,1,100,-0.006
1875731.000,38891,2,AY,1,100,-0.007
1875771.000,38891,2,AY,1,100,-0.010
1875811.000,38907,3,AY,1,100,-0.011
1875851.000,38907,3,AY,1,100,-0.007
1875891.000,38907,3,AY,1,100,-0.007
1875931.000,38925,2,AY,1,100,-0.008
1875971.000,38925,2,AY,1,100,-0.010
1876011.000,38941,3,AY,1,100,-0.006
1876051.000,38941,3,AY,1,100,-0.009
1876091.000,38941,3,AY,1,100,-0.008
1876131.000,38956,2,AY,1,100,-0.008
1876171.000,38956,2,AY,1,100,-0.010
1876211.000,38973,3,AY,1,100,-0.008
1876251.000,38973,3,AY,1,100,-0.007
1876291.000,38973,3,AY,1,100,-0.010
1876331.000,38992,2,AY,1,100,-0.008
1876371.000,38992,2,AY,1,100,-0.006
1876411.000,39008,3,AY,1,100,-0.007
1876451.000,39008,3,AY,1,100,-0.008
1876491.000,39008,3,AY,1,100,-0.006
1876531.000,39023,3,AY,1,100,-0.008
1876571.000,39023,3,AY,1,100,-0.009
1876611.000,39023,3,AY,1,100,-0.009
1876651.000,39040,2,AY,1,100,-0.010
1876691.000,39040,2,AY,1,100,-0.009
1876731.000,39057,3,AY,1,100,-0.008
1876771.000,39057,3,AY,1,100,-0.009
1876811.000,39057,3,AY,1,100,-0.009
1876851.000,39073,2,AY,1,100,-0.007
1876891.000,39073,2,AY,1,100,-0.008
1876931.000,39089,3,AY,1,100,-0.009
1876971.000,39089,3,AY,1,100,-0.008
1877011.000,39089,3,AY,1,100,-0.009
1877051.000,39105,2,AY,1,100,-0.009
1877091.000,39105,2,AY,1,100,-0.010
1877131.000,39122,3,AY,1,100,-0.008
1877171.000,39122,3,AY,1,100,-0.007
1877211.000,39122,3,AY,1,100,-0.008
1877250.667,39139,3,AY,1,100,-0.009
1877290.333,39139,3,AY,1,100,-0.008
1877330.000,39139,3,AY,1,100,-0.007
1877370.000,39161,4,AY,1,100,-0.007
1877410.000,39161,4,AY,1,100,-0.009
1877450.000,39161,4,AY,1,100,-0.010
1877490.000,39161,4,AY,1,100,-0.005
1877530.000,39177,3,AY,1,100,-0.008
1877570.000,39177,3,AY,1,100,-0.012
1877610.000,39177,3,AY,1,100,-0.006
1877650.000,39195,3,AY,1,100,-0.008
1877690.000,39195,3,AY,1,100,-0.009
1877730.000,39195,3,AY,1,100,-0.010
1877770.500,39211,2,AY,1,100,-0.010
1877811.000,39211,2,AY,1,100,-0.006
1877851.000,39226,3,AY,1,100,-0.010
1877891.000,39226,3,AY,1,100,-0.008
1877931.000,39226,3,AY,1,100,-0.007
1877971.000,39243,2,AY,1,100,-0.006
1878011.000,39243,2,AY,1,100,-0.010
1878051.000,39260,3,AY,1,100,-0.011
1878091.000,39260,3,AY,1,100,-0.004
1878131.000,39260,3,AY,1,100,-0.006
1878170.500,39276,2,AY,1,100,-0.011
1878210.000,39276,2,AY,1,100,-0.010
1878250.000,39292,3,AY,1,100,-0.005
1878290.000,39292,3,AY,1,100,-0.009
1878330.000,39292,3,AY,1,100,-0.008
1878370.000,39308,3,AY,1,100,-0.008
1878410.000,39308,3,AY,1,100,-0.009
1878450.000,39308,3,AY,1,100,-0.007
1878490.000,39325,2,AY,1,100,-0.010
1878530.000,39325,2,AY,1,100,-0.009
1878570.000,39342,3,AY,1,100,-0.009
1878610.000,39342,3,AY,1,100,-0.006
1878650.000,39342,3,AY,1,100,-0.007
1878690.000,39357,2,AY,1,100,-0.010
1878730.000,39357,2,AY,1,100,-0.010
1878770.000,39373,3,AY,1,100,-0.006
1878810.000,39373,3,AY,1,100,-0.008
1878850.000,39373,3,AY,1,100,-0.010
1878890.000,39390,2,AY,1,100,-0.009
1878930.000,39390,2,AY,1,100,-0.008
1878970.000,39407,3,AY,1,100,-0.007
1879010.000,39407,3,AY,1,100,-0.010
1879050.000,39407,3,AY,1,100,-0.009
1879090.000,39422,2,AY,1,100,-0.004
1879130.000,39422,2,AY,1,100,-0.011
1879170.000,39438,3,AY,1,100,-0.010
1879210.000,39438,3,AY,1,100,-0.006
1879250.000,39438,3,AY,1,100,-0.010
1879290.000,39456,2,AY,1,100,-0.009
1879330.000,39456,2,AY,1,100,-0.007
1879370.000,39472,3,AY,1,100,-0.006
1879410.000,39472,3,AY,1,100,-0.007
1879450.000,39472,3,AY,1,100,-0.010
1879490.000,39488,2,AY,1,100,-0.009
1879530.000,39488,2,AY,1,100,-0.006
1879570.000,39504,3,AY,1,100,-0.008
1879610.000,39504,3,AY,1,100,-0.008
1879650.000,39504,3,AY,1,100,-0.009
1879690.000,39521,2,AY,1,100,-0.010
1879730.000,39521,2,AY,1,100,-0.001
1879770.000,39537,3,AY,1,100,-0.010
1879810.000,39537,3,AY,1,100,-0.013
1879850.000,39537,3,AY,1,100,-0.004
1879890.000,39555,3,AY,1,100,-0.011
1879930.000,39555,3,AY,1,100,-0.009
1879970.000,39555,3,AY,1,100,-0.006
1880010.000,39569,2,AY,1,100,-0.011
1880050.000,39569,2,AY,1,100,-0.005
1880090.000,39586,3,AY,1,100,-0.008
1880130.000,39586,3,AY,1,100,-0.009
1880170.000,39586,3,AY,1,100,-0.005
1880210.000,39602,3,AY,1,100,-0.008
1880250.000,39602,3,AY,1,100,-0.009
1880290.000,39602,3,AY,1,100,-0.005
1880330.000,39620,2,AY,1,100,-0.010
1880370.000,39620,2,AY,1,100,-0.009
1880410.000,39634,3,AY,1,100,-0.005
1880450.000,39634,3,AY,1,100,-0.011
1880490.000,39634,3,AY,1,100,-0.010
1880530.000,39651,2,AY,1,100,-0.008
1880570.000,39651,2,AY,1,100,-0.010
1880610.000,39668,3,AY,1,100,-0.005
1880650.000,39668,3,AY,1,100,-0.011
1880690.000,39668,3,AY,1,100,-0.008
1880730.000,39685,2,AY,1,100,-0.005
1880770.000,39685,2,AY,1,100,-0.011
1880810.000,39700,3,AY,1,100,-0.006
1880850.000,39700,3,AY,1,100,-0.009
1880890.000,39700,3,AY,1,100,-0.009
1880930.000,39717,2,AY,1,100,-0.008
1880970.000,39717,2,AY,1,100,-0.010
1881010.000,39733,3,AY,1,100,-0.011
1881050.000,39733,3,AY,1,100,-0.007
1881090.000,39733,3,AY,1,100,-0.007
1881130.000,39750,2,AY,1,100,-0.009
1881170.000,39750,2,AY,1,100,-0.007
1881210.000,39767,3,AY,1,100,-0.008
1881250.000,39767,3,AY,1,100,-0.012
1881290.000,39767,3,AY,1,100,-0.004
1881330.500,39784,2,AY,1,100,-0.010
1881371.000,39784,2,AY,1,100,-0.010
1881410.667,39800,3,AY,1,100,-0.008
1881450.333,39800,3,AY,1,100,-0.010
1881490.000,39800,3,AY,1,100,-0.009
1881530.333,39817,3,AY,1,100,-0.005
1881570.667,39817,3,AY,1,100,-0.012
1881611.000,39817,3,AY,1,100,-0.007
1881651.000,39834,2,AY,1,100,-0.004
1881691.000,39834,2,AY,1,100,-0.012
1881731.000,39849,3,AY,1,100,-0.008
1881771.000,39849,3,AY,1,100,-0.010
1881811.000,39849,3,AY,1,100,-0.010
1881851.000,39865,2,AY,1,100,-0.005
1881891.000,39865,2,AY,1,100,-0.009
1881931.000,39883,5,AY,1,100,-0.009
1881971.000,39883,5,AY,1,100,-0.005
1882011.000,39883,5,AY,1,100,-0.008
1882051.000,39883,5,AY,1,100,-0.010
1882091.000,39883,5,AY,1,100,-0.009
1882131.000,39899,4,AY,1,100,-0.009
1882171.000,39899,4,AY,1,100,-0.007
1882211.000,39899,4,AY,1,100,-0.009
1882251.000,39899,4,AY,1,100,-0.008
1882291.000,39917,5,AY,1,100,-0.007
1882331.000,39917,5,AY,1,100,-0.007
1882371.000,39917,5,AY,1,100,-0.008
1882411.000,39917,5,AY,1,100,-0.008
1882451.000,39917,5,AY,1,100,-0.009
1882491.000,39940,6,AY,1,100,-0.007
1882531.000,39940,6,AY,1,100,-0.008
1882571.000,39940,6,AY,1,100,-0.009
1882611.000,39940,6,AY,1,100,-0.007
1882651.000,39940,6,AY,1,100,-0.007
1882691.000,39940,6,AY,1,100,-0.009
1882731.000,39956,3,AY,1,100,-0.010
1882771.000,39956,3,AY,1,100,-0.009
1882811.000,39956,3,AY,1,100,-0.008
1882851.000,39973,2,AY,1,100,-0.007
1882891.000,39973,2,AY,1,100,-0.009
1882931.000,39988,3,AY,1,100,-0.010
1882971.000,39988,3,AY,1,100,-0.008
1883011.000,39988,3,AY,1,100,-0.007
1883051.000,40005,2,AY,1,100,-0.007
1883091.000,40005,2,AY,1,100,-0.007
1883131.000,40021,3,AY,1,100,-0.013
1883171.000,40021,3,AY,1,100,-0.010
1883211.000,40021,3,AY,1,100,-0.001
1883251.000,40039,2,AY,1,100,-0.013
1883291.000,40039,2,AY,1,100,-0.009
1883331.000,40054,3,AY,1,100,-0.006
1883371.000,40054,3,AY,1,100,-0.014
1883411.000,40054,3,AY,1,100,-0.004
1883451.000,40070,3,AY,1,100,-0.008
1883491.000,40070,3,AY,1,100,-0.012
1883531.000,40070,3,AY,1,100,-0.005
1883571.000,40086,2,AY,1,100,-0.009
1883611.000,40086,2,AY,1,100,-0.010
1883651.000,40104,3,AY,1,100,-0.008
1883691.000,40104,3,AY,1,100,-0.010
1883731.000,40104,3,AY,1,100,-0.007
1883771.000,40120,2,AY,1,100,-0.006
1883811.000,40120,2,AY,1,100,-0.010
1883851.000,40135,3,AY,1,100,-0.009
1883891.000,40135,3,AY,1,100,-0.005
1883931.000,40135,3,AY,1,100,-0.007
1883971.000,40152,2,AY,1,100,-0.011
1884011.000,40152,2,AY,1,100,-0.010
1884051.000,40169,3,AY,1,100,-0.008
1884091.000,40169,3,AY,1,100,-0.010
1884131.000,40169,3,AY,1,100,-0.004
1884171.000,40185,2,AY,1,100,-0.008
1884211.000,40185,2,AY,1,100,-0.009
1884251.000,40201,3,AY,1,100,-0.006
1884291.000,40201,3,AY,1,100,-0.010
1884331.000,40201,3,AY,1,100,-0.010
1884371.000,40217,2,AY,1,100,-0.006
1884411.000,40217,2,AY,1,100,-0.008
1884450.667,40234,3,AY,1,100,-0.008
1884490.333,40234,3,AY,1,100,-0.009
1884530.000,40234,3,AY,1,100,-0.007
1884570.500,40251,2,AY,1,100,-0.007
1884611.000,40251,2,AY,1,100,-0.008
1884650.667,40266,3,AY,1,100,-0.011
1884690.333,40266,3,AY,1,100,-0.007
1884730.000,40266,3,AY,1,100,-0.008
1884770.000,40282,3,AY,1,100,-0.008
1884810.000,40282,3,AY,1,100,-0.009
1884850.000,40282,3,AY,1,100,-0.009
1884890.000,40299,2,AY,1,100,-0.008
1884930.000,40299,2,AY,1,100,-0.006
1884970.000,40316,3,AY,1,100,-0.009
1885010.000,40316,3,AY,1,100,-0.005
1885050.000,40316,3,AY,1,100,-0.007
1885090.000,40331,2,AY,1,100,-0.009
1885130.000,40331,2,AY,1,100,-0.007
1885170.000,40347,3,AY,1,100,-0.008
1885210.000,40347,3,AY,1,100,-0.009
1885250.000,40347,3,AY,1,100,-0.008
1885290.000,40365,2,AY,1,100,-0.009
1885330.000,40365,2,AY,1,100,-0.007
1885370.000,40381,3,AY,1,100,-0.008
1885410.000,40381,3,AY,1,100,-0.009
1885450.000,40381,3,AY,1,100,-0.006
1885490.000,40397,2,AY,1,100,-0.007
1885530.000,40397,2,AY,1,100,-0.011
1885570.000,40413,3,AY,1,100,-0.009
1885610.000,40413,3,AY,1,100,-0.009
1885650.000,40413,3,AY,1,100,-0.006
1885690.000,40430,2,AY,1,100,-0.005
1885730.000,40430,2,AY,1,100,-0.008
1885770.000,40446,3,AY,1,100,-0.011
1885810.000,40446,3,AY,1,100,-0.007
1885850.000,40446,3,AY,1,100,-0.006
1885890.000,40462,2,AY,1,100,-0.007
1885930.000,40462,2,AY,1,100,-0.013
1885970.000,40478,3,AY,1,100,-0.012
1886010.000,40478,3,AY,1,100,-0.001
1886050.000,40478,3,AY,1,100,-0.007
1886090.000,40495,3,AY,1,100,-0.008
1886130.000,40495,3,AY,1,100,-0.010
1886170.000,40495,3,AY,1,100,-0.010
1886210.000,40511,2,AY,1,100,-0.004
1886250.000,40511,2,AY,1,100,-0.007
1886290.000,40531,3,AY,1,100,-0.016
1886330.000,40531,3,AY,1,100,-0.010
1886370.000,40531,3,AY,1,100,-0.004
1886410.000,40545,2,AY,1,100,-0.008
1886450.000,40545,2,AY,1,100,-0.007
1886490.000,40562,3,AY,1,100,-0.013
1886530.000,40562,3,AY,1,100,0.003
1886570.000,40562,3,AY,1,100,-0.016
1886610.000,40579,2,AY,1,100,-0.007
1886650.000,40579,2,AY,1,100,0.007
1886690.000,40596,3,AY,1,100,-0.021
1886730.000,40596,3,AY,1,100,-0.016
1886770.000,40596,3,AY,1,100,0.004
1886810.000,40610,2,AY,1,100,-0.005
1886850.000,40610,2,AY,1,100,-0.017
1886890.000,40628,3,AY,1,100,-0.016
1886930.000,40628,3,AY,1,100,-0.001
1886970.000,40628,3,AY,1,100,-0.004
1887010.000,40644,2,AY,1,100,-0.011
1887050.000,40644,2,AY,1,100,-0.011
1887090.000,40661,3,AY,1,100,-0.010
1887130.000,40661,3,AY,1,100,0.003
1887170.000,40661,3,AY,1,100,-0.009
1887210.000,40675,2,AY,1,100,-0.020
1887250.000,40675,2,AY,1,100,-0.005
1887290.000,40693,3,AY,1,100,0.001
1887330.000,40693,3,AY,1,100,-0.010
1887370.000,40693,3,AY,1,100,-0.012
1887410.000,40709,3,AY,1,100,-0.009
1887450.000,40709,3,AY,1,100,-0.001
1887490.000,40709,3,AY,1,100,-0.007
1887530.000,40726,2,AY,1,100,-0.014
1887570.000,40726,2,AY,1,100,-0.009
1887610.000,40741,3,AY,1,100,-0.003
1887650.000,40741,3,AY,1,100,-0.008
1887690.000,40741,3,AY,1,100,-0.010
1887730.000,40762,3,AY,1,100,-0.012
1887770.000,40762,3,AY,1,100,-0.006
1887810.000,40762,3,AY,1,100,-0.005
1887850.000,40776,3,AY,1,100,-0.012
1887890.000,40776,3,AY,1,100,-0.010
1887930.000,40776,3,AY,1,100,-0.005
1887970.000,40794,2,AY,1,100,-0.006
1888010.000,40794,2,AY,1,100,-0.010
1888050.000,40810,3,AY,1,100,-0.013
1888090.000,40810,3,AY,1,100,-0.005
1888130.000,40810,3,AY,1,100,-0.004
1888170.000,40827,3,AY,1,100,-0.013
1888210.000,40827,3,AY,1,100,-0.011
