EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1864612.000,37130,3,MZ,1,100,-26
1864652.000,37147,2,MZ,1,100,-26
1864692.000,37147,2,MZ,1,100,-25
1864732.000,37164,3,MZ,1,100,-27
1864772.000,37164,3,MZ,1,100,-26
1864812.000,37164,3,MZ,1,100,-26
1864852.000,37180,2,MZ,1,100,-25
1864892.000,37180,2,MZ,1,100,-26
1864932.000,37196,3,MZ,1,100,-25
1864972.000,37196,3,MZ,1,100,-26
1865012.000,37196,3,MZ,1,100,-26
1865052.000,37212,2,MZ,1,100,-24
1865092.000,37212,2,MZ,1,100,-27
1865132.000,37229,3,MZ,1,100,-26
1865172.000,37229,3,MZ,1,100,-25
1865212.000,37229,3,MZ,1,100,-26
1865252.000,37246,2,MZ,1,100,-25
1865292.000,37246,2,MZ,1,100,-27
1865332.000,37261,3,MZ,1,100,-27
1865372.000,37261,3,MZ,1,100,-26
1865412.000,37261,3,MZ,1,100,-26
1865452.000,37277,3,MZ,1,100,-25
1865492.000,37277,3,MZ,1,100,-25
1865532.000,37277,3,MZ,1,100,-26
1865572.000,37294,2,MZ,1,100,-27
1865612.000,37294,2,MZ,1,100,-26
1865652.000,37311,3,MZ,1,100,-27
1865692.000,37311,3,MZ,1,100,-26
1865732.000,37311,3,MZ,1,100,-25
1865772.000,37327,2,MZ,1,100,-26
1865812.000,37327,2,MZ,1,100,-27
1865852.000,37342,3,MZ,1,100,-27
1865892.000,37342,3,MZ,1,100,-26
1865932.000,37342,3,MZ,1,100,-27
1865972.000,37360,2,MZ,1,100,-26
1866012.000,37360,2,MZ,1,100,-26
1866052.000,37376,3,MZ,1,100,-26
1866092.000,37376,3,MZ,1,100,-25
1866132.000,37376,3,MZ,1,100,-27
1866171.750,37394,4,MZ,1,100,-27
1866211.500,37394,4,MZ,1,100,-25
1866251.250,37394,4,MZ,1,100,-26
1866291.000,37394,4,MZ,1,100,-27
1866331.333,37412,3,MZ,1,100,-26
1866371.667,37412,3,MZ,1,100,-27
1866412.000,37412,3,MZ,1,100,-26
1866452.000,37429,2,MZ,1,100,-27
1866492.000,37429,2,MZ,1,100,-25
1866532.000,37443,3,MZ,1,100,-26
1866572.000,37443,3,MZ,1,100,-27
1866612.000,37443,3,MZ,1,100,-26
1866652.000,37461,2,MZ,1,100,-26
1866692.000,37461,2,MZ,1,100,-26
1866732.000,37477,3,MZ,1,100,-26
1866772.000,37477,3,MZ,1,100,-26
1866812.000,37477,3,MZ,1,100,-26
1866852.000,37494,3,MZ,1,100,-26
1866892.000,37494,3,MZ,1,100,-25
1866932.000,37494,3,MZ,1,100,-26
1866972.000,37510,2,MZ,1,100,-26
1867012.000,37510,2,MZ,1,100,-26
1867052.000,37526,3,MZ,1,100,-25
1867092.000,37526,3,MZ,1,100,-26
1867132.000,37526,3,MZ,1,100,-25
1867171.750,37549,4,MZ,1,100,-26
1867211.500,37549,4,MZ,1,100,-27
1867251.250,37549,4,MZ,1,100,-26
1867291.000,37549,4,MZ,1,100,-25
1867331.000,37567,2,MZ,1,100,-27
1867371.000,37567,2,MZ,1,100,-26
1867411.000,37583,3,MZ,1,100,-26
1867451.000,37583,3,MZ,1,100,-26
1867491.000,37583,3,MZ,1,100,-26
1867531.000,37600,2,MZ,1,100,-26
1867571.000,37600,2,MZ,1,100,-27
1867611.000,37616,3,MZ,1,100,-26
1867651.000,37616,3,MZ,1,100,-27
1867691.000,37616,3,MZ,1,100,-27
1867731.000,37632,2,MZ,1,100,-26
1867771.000,37632,2,MZ,1,100,-27
1867811.333,37648,3,MZ,1,100,-25
1867851.667,37648,3,MZ,1,100,-26
1867892.000,37648,3,MZ,1,100,-27
1867931.500,37666,2,MZ,1,100,-25
1867971.000,37666,2,MZ,1,100,-27
1868011.333,37681,3,MZ,1,100,-26
1868051.667,37681,3,MZ,1,100,-27
1868092.000,37681,3,MZ,1,100,-27
1868131.500,37697,2,MZ,1,100,-26
1868171.000,37697,2,MZ,1,100,-27
1868211.000,37714,3,MZ,1,100,-27
1868251.000,37714,3,MZ,1,100,-27
1868291.000,37714,3,MZ,1,100,-26
1868331.500,37731,2,MZ,1,100,-26
1868372.000,37731,2,MZ,1,100,-26
1868411.667,37747,3,MZ,1,100,-26
1868451.333,37747,3,MZ,1,100,-26
1868491.000,37747,3,MZ,1,100,-26
1868531.000,37765,3,MZ,1,100,-26
1868571.000,37765,3,MZ,1,100,-25
1868611.000,37765,3,MZ,1,100,-27
1868651.000,37779,3,MZ,1,100,-25
1868691.000,37779,3,MZ,1,100,-27
1868731.000,37779,3,MZ,1,100,-25
1868771.000,37796,2,MZ,1,100,-27
1868811.000,37796,2,MZ,1,100,-26
1868851.000,37812,3,MZ,1,100,-25
1868891.000,37812,3,MZ,1,100,-25
1868931.000,37812,3,MZ,1,100,-26
1868971.000,37830,2,MZ,1,100,-27
1869011.000,37830,2,MZ,1,100,-27
1869051.000,37844,3,MZ,1,100,-27
1869091.000,37844,3,MZ,1,100,-26
1869131.000,37844,3,MZ,1,100,-27
1869171.000,37861,3,MZ,1,100,-27
1869211.000,37861,3,MZ,1,100,-27
1869251.000,37861,3,MZ,1,100,-26
1869291.000,37878,2,MZ,1,100,-26
1869331.000,37878,2,MZ,1,100,-25
1869371.333,37895,3,MZ,1,100,-25
1869411.667,37895,3,MZ,1,100,-26
1869452.000,37895,3,MZ,1,100,-26
1869491.500,37909,2,MZ,1,100,-25
1869531.000,37909,2,MZ,1,100,-27
1869571.000,37927,3,MZ,1,100,-25
1869611.000,37927,3,MZ,1,100,-27
1869651.000,37927,3,MZ,1,100,-27
1869691.000,37943,2,MZ,1,100,-26
1869731.000,37943,2,MZ,1,100,-24
1869771.000,37960,3,MZ,1,100,-26
1869811.000,37960,3,MZ,1,100,-27
1869851.000,37960,3,MZ,1,100,-27
1869891.000,37974,2,MZ,1,100,-27
1869931.000,37974,2,MZ,1,100,-26
1869971.000,37992,3,MZ,1,100,-25
1870011.000,37992,3,MZ,1,100,-27
1870051.000,37992,3,MZ,1,100,-26
1870091.000,38008,2,MZ,1,100,-26
1870131.000,38008,2,MZ,1,100,-25
1870171.000,38025,3,MZ,1,100,-26
1870211.000,38025,3,MZ,1,100,-26
1870251.000,38025,3,MZ,1,100,-25
1870291.000,38041,2,MZ,1,100,-25
1870331.000,38041,2,MZ,1,100,-27
1870371.000,38057,3,MZ,1,100,-26
1870411.000,38057,3,MZ,1,100,-25
1870451.000,38057,3,MZ,1,100,-26
1870491.000,38073,2,MZ,1,100,-26
1870531.000,38073,2,MZ,1,100,-27
1870571.000,38091,3,MZ,1,100,-27
1870611.000,38091,3,MZ,1,100,-25
1870651.000,38091,3,MZ,1,100,-26
1870691.000,38107,3,MZ,1,100,-26
1870731.000,38107,3,MZ,1,100,-26
1870771.000,38107,3,MZ,1,100,-27
1870811.000,38122,3,MZ,1,100,-27
1870851.000,38122,3,MZ,1,100,-26
1870891.000,38122,3,MZ,1,100,-26
1870931.000,38139,2,MZ,1,100,-27
1870971.000,38139,2,MZ,1,100,-26
1871011.000,38156,3,MZ,1,100,-26
1871051.000,38156,3,MZ,1,100,-27
1871091.000,38156,3,MZ,1,100,-26
1871131.000,38172,2,MZ,1,100,-26
1871171.000,38172,2,MZ,1,100,-27
1871211.000,38188,3,MZ,1,100,-27
1871251.000,38188,3,MZ,1,100,-26
1871291.000,38188,3,MZ,1,100,-26
1871331.000,38206,2,MZ,1,100,-25
1871371.000,38206,2,MZ,1,100,-26
1871411.000,38223,3,MZ,1,100,-27
1871451.000,38223,3,MZ,1,100,-27
1871491.000,38223,3,MZ,1,100,-26
1871531.000,38239,2,MZ,1,100,-27
1871571.000,38239,2,MZ,1,100,-25
1871611.000,38257,3,MZ,1,100,-27
1871651.000,38257,3,MZ,1,100,-26
1871691.000,38257,3,MZ,1,100,-26
1871731.000,38271,2,MZ,1,100,-26
1871771.000,38271,2,MZ,1,100,-26
1871811.000,38288,3,MZ,1,100,-26
1871851.000,38288,3,MZ,1,100,-27
1871891.000,38288,3,MZ,1,100,-25
1871931.000,38305,2,MZ,1,100,-26
1871971.000,38305,2,MZ,1,100,-26
1872011.000,38322,3,MZ,1,100,-26
1872051.000,38322,3,MZ,1,100,-27
1872091.000,38322,3,MZ,1,100,-27
1872131.000,38336,3,MZ,1,100,-25
1872171.000,38336,3,MZ,1,100,-25
1872211.000,38336,3,MZ,1,100,-26
1872251.000,38359,4,MZ,1,100,-26
1872291.000,38359,4,MZ,1,100,-26
1872331.000,38359,4,MZ,1,100,-26
1872371.000,38359,4,MZ,1,100,-26
1872411.000,38375,3,MZ,1,100,-26
1872451.000,38375,3,MZ,1,100,-27
1872491.000,38375,3,MZ,1,100,-26
1872531.000,38390,2,MZ,1,100,-26
1872571.000,38390,2,MZ,1,100,-26
1872611.000,38408,3,MZ,1,100,-26
1872651.000,38408,3,MZ,1,100,-27
1872691.000,38408,3,MZ,1,100,-27
1872731.000,38424,2,MZ,1,100,-25
1872771.000,38424,2,MZ,1,100,-26
1872811.000,38441,3,MZ,1,100,-25
1872851.000,38441,3,MZ,1,100,-26
1872891.000,38441,3,MZ,1,100,-27
1872931.000,38458,3,MZ,1,100,-26
1872971.000,38458,3,MZ,1,100,-28
1873011.000,38458,3,MZ,1,100,-27
1873051.000,38473,3,MZ,1,100,-27
1873091.000,38473,3,MZ,1,100,-27
1873131.000,38473,3,MZ,1,100,-27
1873171.000,38489,2,MZ,1,100,-27
1873211.000,38489,2,MZ,1,100,-26
1873251.000,38507,3,MZ,1,100,-26
1873291.000,38507,3,MZ,1,100,-25
1873331.000,38507,3,MZ,1,100,-27
1873371.000,38523,2,MZ,1,100,-27
1873411.000,38523,2,MZ,1,100,-26
1873451.000,38538,3,MZ,1,100,-26
1873491.000,38538,3,MZ,1,100,-27
1873531.000,38538,3,MZ,1,100,-26
1873571.000,38555,2,MZ,1,100,-25
1873611.000,38555,2,MZ,1,100,-26
1873651.000,38572,3,MZ,1,100,-27
1873691.000,38572,3,MZ,1,100,-25
1873731.000,38572,3,MZ,1,100,-26
1873771.000,38588,2,MZ,1,100,-27
1873811.000,38588,2,MZ,1,100,-27
1873851.000,38603,3,MZ,1,100,-27
1873891.000,38603,3,MZ,1,100,-27
1873931.000,38603,3,MZ,1,100,-25
1873971.000,38620,3,MZ,1,100,-25
1874011.000,38620,3,MZ,1,100,-27
1874051.000,38620,3,MZ,1,100,-27
1874091.000,38637,2,MZ,1,100,-27
1874131.000,38637,2,MZ,1,100,-26
1874171.000,38653,3,MZ,1,100,-26
1874211.000,38653,3,MZ,1,100,-26
1874251.000,38653,3,MZ,1,100,-26
1874291.000,38669,2,MZ,1,100,-26
1874331.000,38669,2,MZ,1,100,-26
1874371.000,38685,3,MZ,1,100,-26
1874411.000,38685,3,MZ,1,100,-26
1874451.000,38685,3,MZ,1,100,-26
1874491.000,38702,2,MZ,1,100,-27
1874531.000,38702,2,MZ,1,100,-26
1874571.000,38719,3,MZ,1,100,-26
1874611.000,38719,3,MZ,1,100,-25
1874651.000,38719,3,MZ,1,100,-26
1874691.000,38734,2,MZ,1,100,-27
1874731.000,38734,2,MZ,1,100,-26
1874771.000,38750,3,MZ,1,100,-26
1874811.000,38750,3,MZ,1,100,-26
1874851.000,38750,3,MZ,1,100,-27
1874891.000,38767,2,MZ,1,100,-27
1874931.000,38767,2,MZ,1,100,-26
1874971.000,38784,3,MZ,1,100,-27
1875011.000,38784,3,MZ,1,100,-27
1875051.000,38784,3,MZ,1,100,-27
1875091.000,38800,2,MZ,1,100,-26
1875131.000,38800,2,MZ,1,100,-27
1875171.000,38815,3,MZ,1,100,-25
1875211.000,38815,3,MZ,1,100,-25
1875251.000,38815,3,MZ,1,100,-26
1875291.000,38833,3,MZ,1,100,-27
1875331.000,38833,3,MZ,1,100,-27
1875371.000,38833,3,MZ,1,100,-27
1875411.000,38849,3,MZ,1,100,-26
1875451.000,38849,3,MZ,1,100,-26
1875491.000,38849,3,MZ,1,100,-27
1875531.000,38866,2,MZ,1,100,-27
1875571.000,38866,2,MZ,1,100,-27
1875611.000,38882,3,MZ,1,100,-26
1875651.000,38882,3,MZ,1,100,-26
1875691.000,38882,3,MZ,1,100,-27
1875731.000,38898,2,MZ,1,100,-25
1875771.000,38898,2,MZ,1,100,-26
1875811.000,38914,3,MZ,1,100,-27
1875851.000,38914,3,MZ,1,100,-26
1875891.000,38914,3,MZ,1,100,-26
1875931.000,38932,2,MZ,1,100,-27
1875971.000,38932,2,MZ,1,100,-27
1876011.000,38948,3,MZ,1,100,-26
1876051.000,38948,3,MZ,1,100,-26
1876091.000,38948,3,MZ,1,100,-27
1876131.000,38963,2,MZ,1,100,-25
1876171.000,38963,2,MZ,1,100,-27
1876211.000,38980,3,MZ,1,100,-26
1876251.000,38980,3,MZ,1,100,-27
1876291.000,38980,3,MZ,1,100,-26
1876331.000,38999,2,MZ,1,100,-25
1876371.000,38999,2,MZ,1,100,-25
1876411.000,39015,3,MZ,1,100,-26
1876451.000,39015,3,MZ,1,100,-26
1876491.000,39015,3,MZ,1,100,-26
1876531.000,39030,3,MZ,1,100,-26
1876571.000,39030,3,MZ,1,100,-27
1876611.000,39030,3,MZ,1,100,-27
1876651.000,39047,2,MZ,1,100,-26
1876691.000,39047,2,MZ,1,100,-27
1876731.000,39064,3,MZ,1,100,-27
1876771.000,39064,3,MZ,1,100,-26
1876811.000,39064,3,MZ,1,100,-27
1876851.000,39080,2,MZ,1,100,-26
1876891.000,39080,2,MZ,1,100,-25
1876931.000,39096,3,MZ,1,100,-26
1876971.000,39096,3,MZ,1,100,-26
1877011.000,39096,3,MZ,1,100,-27
1877051.000,39112,2,MZ,1,100,-25
1877091.000,39112,2,MZ,1,100,-25
1877131.000,39129,3,MZ,1,100,-26
1877171.000,39129,3,MZ,1,100,-26
1877211.000,39129,3,MZ,1,100,-26
1877250.667,39146,3,MZ,1,100,-25
1877290.333,39146,3,MZ,1,100,-26
1877330.000,39146,3,MZ,1,100,-25
1877370.000,39168,4,MZ,1,100,-26
1877410.000,39168,4,MZ,1,100,-26
1877450.000,39168,4,MZ,1,100,-28
1877490.000,39168,4,MZ,1,100,-27
1877530.000,39184,3,MZ,1,100,-27
1877570.000,39184,3,MZ,1,100,-27
1877610.000,39184,3,MZ,1,100,-25
1877650.000,39202,3,MZ,1,100,-26
1877690.000,39202,3,MZ,1,100,-26
1877730.000,39202,3,MZ,1,100,-27
1877770.500,39218,2,MZ,1,100,-26
1877811.000,39218,2,MZ,1,100,-26
1877851.000,39233,3,MZ,1,100,-26
1877891.000,39233,3,MZ,1,100,-27
1877931.000,39233,3,MZ,1,100,-26
1877971.000,39250,2,MZ,1,100,-27
1878011.000,39250,2,MZ,1,100,-25
1878051.000,39267,3,MZ,1,100,-26
1878091.000,39267,3,MZ,1,100,-27
1878131.000,39267,3,MZ,1,100,-27
1878170.500,39283,2,MZ,1,100,-27
1878210.000,39283,2,MZ,1,100,-26
1878250.000,39299,3,MZ,1,100,-26
1878290.000,39299,3,MZ,1,100,-26
1878330.000,39299,3,MZ,1,100,-25
1878370.000,39315,3,MZ,1,100,-27
1878410.000,39315,3,MZ,1,100,-26
1878450.000,39315,3,MZ,1,100,-27
1878490.000,39332,2,MZ,1,100,-26
1878530.000,39332,2,MZ,1,100,-26
1878570.000,39349,3,MZ,1,100,-26
1878610.000,39349,3,MZ,1,100,-27
1878650.000,39349,3,MZ,1,100,-27
1878690.000,39364,2,MZ,1,100,-27
1878730.000,39364,2,MZ,1,100,-27
1878770.000,39380,3,MZ,1,100,-27
1878810.000,39380,3,MZ,1,100,-27
1878850.000,39380,3,MZ,1,100,-26
1878890.000,39397,2,MZ,1,100,-26
1878930.000,39397,2,MZ,1,100,-27
1878970.000,39414,3,MZ,1,100,-27
1879010.000,39414,3,MZ,1,100,-26
1879050.000,39414,3,MZ,1,100,-27
1879090.000,39429,2,MZ,1,100,-27
1879130.000,39429,2,MZ,1,100,-26
1879170.000,39445,3,MZ,1,100,-27
1879210.000,39445,3,MZ,1,100,-27
1879250.000,39445,3,MZ,1,100,-25
1879290.000,39463,2,MZ,1,100,-26
1879330.000,39463,2,MZ,1,100,-26
1879370.000,39479,3,MZ,1,100,-27
1879410.000,39479,3,MZ,1,100,-26
1879450.000,39479,3,MZ,1,100,-27
1879490.000,39495,2,MZ,1,100,-26
1879530.000,39495,2,MZ,1,100,-26
1879570.000,39511,3,MZ,1,100,-26
1879610.000,39511,3,MZ,1,100,-27
1879650.000,39511,3,MZ,1,100,-26
1879690.000,39528,2,MZ,1,100,-26
1879730.000,39528,2,MZ,1,100,-26
1879770.000,39544,3,MZ,1,100,-26
1879810.000,39544,3,MZ,1,100,-27
1879850.000,39544,3,MZ,1,100,-26
1879890.000,39562,3,MZ,1,100,-26
1879930.000,39562,3,MZ,1,100,-27
1879970.000,39562,3,MZ,1,100,-27
1880010.000,39576,2,MZ,1,100,-26
1880050.000,39576,2,MZ,1,100,-27
1880090.000,39593,3,MZ,1,100,-25
1880130.000,39593,3,MZ,1,100,-25
1880170.000,39593,3,MZ,1,100,-26
1880210.000,39609,3,MZ,1,100,-27
1880250.000,39609,3,MZ,1,100,-25
1880290.000,39609,3,MZ,1,100,-25
1880330.000,39627,2,MZ,1,100,-25
1880370.000,39627,2,MZ,1,100,-27
1880410.000,39641,3,MZ,1,100,-26
1880450.000,39641,3,MZ,1,100,-26
1880490.000,39641,3,MZ,1,100,-27
1880530.000,39658,2,MZ,1,100,-27
1880570.000,39658,2,MZ,1,100,-27
1880610.000,39675,3,MZ,1,100,-26
1880650.000,39675,3,MZ,1,100,-27
1880690.000,39675,3,MZ,1,100,-28
1880730.000,39692,2,MZ,1,100,-25
1880770.000,39692,2,MZ,1,100,-26
1880810.000,39707,3,MZ,1,100,-25
1880850.000,39707,3,MZ,1,100,-26
1880890.000,39707,3,MZ,1,100,-27
1880930.000,39724,2,MZ,1,100,-26
1880970.000,39724,2,MZ,1,100,-25
1881010.000,39740,3,MZ,1,100,-26
1881050.000,39740,3,MZ,1,100,-26
1881090.000,39740,3,MZ,1,100,-26
1881130.000,39757,2,MZ,1,100,-26
1881170.000,39757,2,MZ,1,100,-25
1881210.000,39774,3,MZ,1,100,-26
1881250.000,39774,3,MZ,1,100,-26
1881290.000,39774,3,MZ,1,100,-26
1881330.500,39791,2,MZ,1,100,-27
1881371.000,39791,2,MZ,1,100,-27
1881410.667,39807,3,MZ,1,100,-27
1881450.333,39807,3,MZ,1,100,-26
1881490.000,39807,3,MZ,1,100,-27
1881530.333,39824,3,MZ,1,100,-27
1881570.667,39824,3,MZ,1,100,-27
1881611.000,39824,3,MZ,1,100,-27
1881651.000,39841,2,MZ,1,100,-27
1881691.000,39841,2,MZ,1,100,-26
1881731.000,39856,3,MZ,1,100,-27
1881771.000,39856,3,MZ,1,100,-27
1881811.000,39856,3,MZ,1,100,-27
1881851.000,39872,2,MZ,1,100,-25
1881891.000,39872,2,MZ,1,100,-26
1881931.000,39890,5,MZ,1,100,-26
1881971.000,39890,5,MZ,1,100,-27
1882011.000,39890,5,MZ,1,100,-26
1882051.000,39890,5,MZ,1,100,-27
1882091.000,39890,5,MZ,1,100,-27
1882131.000,39906,4,MZ,1,100,-26
1882171.000,39906,4,MZ,1,100,-27
1882211.000,39906,4,MZ,1,100,-27
1882251.000,39906,4,MZ,1,100,-27
1882291.000,39924,5,MZ,1,100,-26
1882331.000,39924,5,MZ,1,100,-25
1882371.000,39924,5,MZ,1,100,-26
1882411.000,39924,5,MZ,1,100,-27
1882451.000,39924,5,MZ,1,100,-27
1882491.000,39947,6,MZ,1,100,-26
1882531.000,39947,6,MZ,1,100,-27
1882571.000,39947,6,MZ,1,100,-27
1882611.000,39947,6,MZ,1,100,-25
1882651.000,39947,6,MZ,1,100,-27
1882691.000,39947,6,MZ,1,100,-25
1882731.000,39963,3,MZ,1,100,-25
1882771.000,39963,3,MZ,1,100,-27
1882811.000,39963,3,MZ,1,100,-27
1882851.000,39980,2,MZ,1,100,-26
1882891.000,39980,2,MZ,1,100,-25
1882931.000,39995,3,MZ,1,100,-26
1882971.000,39995,3,MZ,1,100,-26
1883011.000,39995,3,MZ,1,100,-27
1883051.000,40012,2,MZ,1,100,-25
1883091.000,40012,2,MZ,1,100,-26
1883131.000,40028,3,MZ,1,100,-27
1883171.000,40028,3,MZ,1,100,-25
1883211.000,40028,3,MZ,1,100,-26
1883251.000,40046,2,MZ,1,100,-26
1883291.000,40046,2,MZ,1,100,-26
1883331.000,40061,3,MZ,1,100,-26
1883371.000,40061,3,MZ,1,100,-25
1883411.000,40061,3,MZ,1,100,-25
1883451.000,40077,3,MZ,1,100,-27
1883491.000,40077,3,MZ,1,100,-25
1883531.000,40077,3,MZ,1,100,-27
1883571.000,40093,2,MZ,1,100,-26
1883611.000,40093,2,MZ,1,100,-26
1883651.000,40111,3,MZ,1,100,-25
1883691.000,40111,3,MZ,1,100,-26
1883731.000,40111,3,MZ,1,100,-25
1883771.000,40127,2,MZ,1,100,-26
1883811.000,40127,2,MZ,1,100,-27
1883851.000,40142,3,MZ,1,100,-26
1883891.000,40142,3,MZ,1,100,-27
1883931.000,40142,3,MZ,1,100,-25
1883971.000,40159,2,MZ,1,100,-27
1884011.000,40159,2,MZ,1,100,-27
1884051.000,40176,3,MZ,1,100,-27
1884091.000,40176,3,MZ,1,100,-26
1884131.000,40176,3,MZ,1,100,-27
1884171.000,40192,2,MZ,1,100,-25
1884211.000,40192,2,MZ,1,100,-26
1884251.000,40208,3,MZ,1,100,-26
1884291.000,40208,3,MZ,1,100,-27
1884331.000,40208,3,MZ,1,100,-26
1884371.000,40224,2,MZ,1,100,-26
1884411.000,40224,2,MZ,1,100,-26
1884450.667,40241,3,MZ,1,100,-26
1884490.333,40241,3,MZ,1,100,-28
1884530.000,40241,3,MZ,1,100,-27
1884570.500,40258,2,MZ,1,100,-25
1884611.000,40258,2,MZ,1,100,-27
1884650.667,40273,3,MZ,1,100,-27
1884690.333,40273,3,MZ,1,100,-26
1884730.000,40273,3,MZ,1,100,-27
1884770.000,40289,3,MZ,1,100,-27
1884810.000,40289,3,MZ,1,100,-26
1884850.000,40289,3,MZ,1,100,-25
1884890.000,40306,2,MZ,1,100,-26
1884930.000,40306,2,MZ,1,100,-27
1884970.000,40323,3,MZ,1,100,-26
1885010.000,40323,3,MZ,1,100,-27
1885050.000,40323,3,MZ,1,100,-26
1885090.000,40338,2,MZ,1,100,-26
1885130.000,40338,2,MZ,1,100,-27
1885170.000,40354,3,MZ,1,100,-27
1885210.000,40354,3,MZ,1,100,-27
1885250.000,40354,3,MZ,1,100,-27
1885290.000,40372,2,MZ,1,100,-26
1885330.000,40372,2,MZ,1,100,-27
1885370.000,40388,3,MZ,1,100,-27
1885410.000,40388,3,MZ,1,100,-25
1885450.000,40388,3,MZ,1,100,-27
1885490.000,40404,2,MZ,1,100,-25
1885530.000,40404,2,MZ,1,100,-26
1885570.000,40420,3,MZ,1,100,-26
1885610.000,40420,3,MZ,1,100,-26
1885650.000,40420,3,MZ,1,100,-25
1885690.000,40437,2,MZ,1,100,-27
1885730.000,40437,2,MZ,1,100,-27
1885770.000,40453,3,MZ,1,100,-26
1885810.000,40453,3,MZ,1,100,-25
1885850.000,40453,3,MZ,1,100,-26
1885890.000,40469,2,MZ,1,100,-26
1885930.000,40469,2,MZ,1,100,-25
1885970.000,40485,3,MZ,1,100,-25
1886010.000,40485,3,MZ,1,100,-27
1886050.000,40485,3,MZ,1,100,-26
1886090.000,40502,3,MZ,1,100,-26
1886130.000,40502,3,MZ,1,100,-25
1886170.000,40502,3,MZ,1,100,-26
1886210.000,40518,2,MZ,1,100,-26
1886250.000,40518,2,MZ,1,100,-25
1886290.000,40538,3,MZ,1,100,-26
1886330.000,40538,3,MZ,1,100,-25
1886370.000,40538,3,MZ,1,100,-27
1886410.000,40552,2,MZ,1,100,-26
1886450.000,40552,2,MZ,1,100,-26
1886490.000,40569,3,MZ,1,100,-27
1886530.000,40569,3,MZ,1,100,-25
1886570.000,40569,3,MZ,1,100,-27
1886610.000,40586,2,MZ,1,100,-27
1886650.000,40586,2,MZ,1,100,-27
1886690.000,40603,3,MZ,1,100,-28
1886730.000,40603,3,MZ,1,100,-27
1886770.000,40603,3,MZ,1,100,-29
1886810.000,40617,2,MZ,1,100,-29
1886850.000,40617,2,MZ,1,100,-28
1886890.000,40635,3,MZ,1,100,-27
1886930.000,40635,3,MZ,1,100,-29
1886970.000,40635,3,MZ,1,100,-27
1887010.000,40651,2,MZ,1,100,-27
1887050.000,40651,2,MZ,1,100,-27
1887090.000,40668,3,MZ,1,100,-27
1887130.000,40668,3,MZ,1,100,-27
1887170.000,40668,3,MZ,1,100,-27
1887210.000,40682,2,MZ,1,100,-27
1887250.000,40682,2,MZ,1,100,-27
1887290.000,40700,3,MZ,1,100,-29
1887330.000,40700,3,MZ,1,100,-27
1887370.000,40700,3,MZ,1,100,-27
1887410.000,40716,3,MZ,1,100,-27
1887450.000,40716,3,MZ,1,100,-28
1887490.000,40716,3,MZ,1,100,-28
1887530.000,40733,2,MZ,1,100,-27
1887570.000,40733,2,MZ,1,100,-27
1887610.000,40748,3,MZ,1,100,-28
1887650.000,40748,3,MZ,1,100,-27
1887690.000,40748,3,MZ,1,100,-28
1887730.000,40769,3,MZ,1,100,-27
1887770.000,40769,3,MZ,1,100,-28
1887810.000,40769,3,MZ,1,100,-26
1887850.000,40783,3,MZ,1,100,-27
1887890.000,40783,3,MZ,1,100,-28
1887930.000,40783,3,MZ,1,100,-28
1887970.000,40801,2,MZ,1,100,-27
1888010.000,40801,2,MZ,1,100,-28
1888050.000,40817,3,MZ,1,100,-29
1888090.000,40817,3,MZ,1,100,-28
1888130.000,40817,3,MZ,1,100,-27
1888170.000,40834,3,MZ,1,100,-28
1888210.000,40834,3,MZ,1,100,-27
1888250.000,40834,3,MZ,1,100,-27
1888290.000,40849,2,MZ,1,100,-27
1888330.000,40849,2,MZ,1,100,-27
1888370.000,40866,3,MZ,1,100,-27
1888410.000,40866,3,MZ,1,100,-27
1888450.000,40866,3,MZ,1,100,-28
1888490.000,40882,2,MZ,1,100,-29
1888530.000,40882,2,MZ,1,100,-27
1888570.000,40900,3,MZ,1,100,-27
1888610.000,40900,3,MZ,1,100,-27
1888650.000,40900,3,MZ,1,100,-29
1888696.500,40914,2,MZ,1,100,-28
1888743.000,40914,2,MZ,1,100,-29
1888778.667,40931,3,MZ,1,100,-27
1888814.333,40931,3,MZ,1,100,-27
1888850.000,40931,3,MZ,1,100,-27
1888896.500,40947,2,MZ,1,100,-28
1888943.000,40947,2,MZ,1,100,-27
1888983.000,40965,3,MZ,1,100,-27
1889023.000,40965,3,MZ,1,100,-27
1889063.000,40965,3,MZ,1,100,-28
1889103.000,40980,2,MZ,1,100,-28
1889143.000,40980,2,MZ,1,100,-27
1889183.000,40996,3,MZ,1,100,-28
1889223.000,40996,3,MZ,1,100,-27
1889263.000,40996,3,MZ,1,100,-27
1889303.000,41013,2,MZ,1,100,-27
1889343.000,41013,2,MZ,1,100,-27
1889383.000,41030,3,MZ,1,100,-27
1889423.000,41030,3,MZ,1,100,-27
1889463.000,41030,3,MZ,1,100,-27
1889503.000,41045,2,MZ,1,100,-28
1889543.000,41045,2,MZ,1,100,-27
1889583.000,41062,3,MZ,1,100,-27
1889623.000,41062,3,MZ,1,100,-28
1889663.000,41062,3,MZ,1,100,-28
1889703.000,41078,2,MZ,1,100,-29
1889743.000,41078,2,MZ,1,100,-28
1889783.000,41095,3,MZ,1,100,-27
1889823.000,41095,3,MZ,1,100,-27
1889863.000,41095,3,MZ,1,100,-27
1889903.000,41112,2,MZ,1,100,-28
1889943.000,41112,2,MZ,1,100,-28
