EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1864372.000,37095,3,GY,1,100,0.977
1864412.000,37095,3,GY,1,100,1.068
1864452.000,37111,2,GY,1,100,1.068
1864492.000,37111,2,GY,1,100,0.977
1864532.000,37126,3,GY,1,100,1.099
1864572.000,37126,3,GY,1,100,1.007
1864612.000,37126,3,GY,1,100,1.007
1864652.000,37143,2,GY,1,100,1.068
1864692.000,37143,2,GY,1,100,1.007
1864732.000,37160,3,GY,1,100,1.099
1864772.000,37160,3,GY,1,100,1.068
1864812.000,37160,3,GY,1,100,0.977
1864852.000,37176,2,GY,1,100,1.099
1864892.000,37176,2,GY,1,100,1.068
1864932.000,37192,3,GY,1,100,1.038
1864972.000,37192,3,GY,1,100,1.068
1865012.000,37192,3,GY,1,100,1.038
1865052.000,37208,2,GY,1,100,1.038
1865092.000,37208,2,GY,1,100,1.068
1865132.000,37225,3,GY,1,100,1.007
1865172.000,37225,3,GY,1,100,1.038
1865212.000,37225,3,GY,1,100,1.068
1865252.000,37242,2,GY,1,100,1.038
1865292.000,37242,2,GY,1,100,1.068
1865332.000,37257,3,GY,1,100,1.007
1865372.000,37257,3,GY,1,100,0.977
1865412.000,37257,3,GY,1,100,1.007
1865452.000,37273,3,GY,1,100,1.038
1865492.000,37273,3,GY,1,100,1.068
1865532.000,37273,3,GY,1,100,1.038
1865572.000,37290,2,GY,1,100,1.068
1865612.000,37290,2,GY,1,100,1.068
1865652.000,37307,3,GY,1,100,1.007
1865692.000,37307,3,GY,1,100,1.038
1865732.000,37307,3,GY,1,100,1.068
1865772.000,37323,2,GY,1,100,1.038
1865812.000,37323,2,GY,1,100,1.038
1865852.000,37338,3,GY,1,100,1.038
1865892.000,37338,3,GY,1,100,1.038
1865932.000,37338,3,GY,1,100,1.038
1865972.000,37356,2,GY,1,100,1.068
1866012.000,37356,2,GY,1,100,1.038
1866052.000,37372,3,GY,1,100,1.038
1866092.000,37372,3,GY,1,100,1.068
1866132.000,37372,3,GY,1,100,0.977
1866171.750,37390,4,GY,1,100,1.038
1866211.500,37390,4,GY,1,100,1.099
1866251.250,37390,4,GY,1,100,1.007
1866291.000,37390,4,GY,1,100,1.007
1866331.333,37408,3,GY,1,100,1.038
1866371.667,37408,3,GY,1,100,1.068
1866412.000,37408,3,GY,1,100,1.099
1866452.000,37425,2,GY,1,100,1.007
1866492.000,37425,2,GY,1,100,1.007
1866532.000,37439,3,GY,1,100,1.099
1866572.000,37439,3,GY,1,100,1.038
1866612.000,37439,3,GY,1,100,1.007
1866652.000,37457,2,GY,1,100,1.038
1866692.000,37457,2,GY,1,100,1.068
1866732.000,37473,3,GY,1,100,1.068
1866772.000,37473,3,GY,1,100,1.007
1866812.000,37473,3,GY,1,100,1.007
1866852.000,37490,3,GY,1,100,1.068
1866892.000,37490,3,GY,1,100,0.977
1866932.000,37490,3,GY,1,100,1.068
1866972.000,37506,2,GY,1,100,1.099
1867012.000,37506,2,GY,1,100,1.007
1867052.000,37522,3,GY,1,100,1.068
1867092.000,37522,3,GY,1,100,1.099
1867132.000,37522,3,GY,1,100,1.038
1867171.750,37545,4,GY,1,100,0.977
1867211.500,37545,4,GY,1,100,1.038
1867251.250,37545,4,GY,1,100,1.068
1867291.000,37545,4,GY,1,100,1.038
1867331.000,37563,2,GY,1,100,1.068
1867371.000,37563,2,GY,1,100,1.007
1867411.000,37579,3,GY,1,100,1.038
1867451.000,37579,3,GY,1,100,1.068
1867491.000,37579,3,GY,1,100,1.038
1867531.000,37596,2,GY,1,100,1.007
1867571.000,37596,2,GY,1,100,1.068
1867611.000,37612,3,GY,1,100,1.068
1867651.000,37612,3,GY,1,100,1.068
1867691.000,37612,3,GY,1,100,1.068
1867731.000,37628,2,GY,1,100,1.038
1867771.000,37628,2,GY,1,100,1.007
1867811.333,37644,3,GY,1,100,1.007
1867851.667,37644,3,GY,1,100,1.038
1867892.000,37644,3,GY,1,100,1.068
1867931.500,37662,2,GY,1,100,1.068
1867971.000,37662,2,GY,1,100,0.977
1868011.333,37677,3,GY,1,100,1.099
1868051.667,37677,3,GY,1,100,1.099
1868092.000,37677,3,GY,1,100,1.007
1868131.500,37693,2,GY,1,100,1.038
1868171.000,37693,2,GY,1,100,1.007
1868211.000,37710,3,GY,1,100,1.099
1868251.000,37710,3,GY,1,100,1.099
1868291.000,37710,3,GY,1,100,0.977
1868331.500,37727,2,GY,1,100,1.068
1868372.000,37727,2,GY,1,100,1.099
1868411.667,37743,3,GY,1,100,1.038
1868451.333,37743,3,GY,1,100,1.068
1868491.000,37743,3,GY,1,100,1.007
1868531.000,37761,3,GY,1,100,0.977
1868571.000,37761,3,GY,1,100,1.099
1868611.000,37761,3,GY,1,100,1.007
1868651.000,37775,3,GY,1,100,1.068
1868691.000,37775,3,GY,1,100,1.068
1868731.000,37775,3,GY,1,100,1.007
1868771.000,37792,2,GY,1,100,1.007
1868811.000,37792,2,GY,1,100,1.007
1868851.000,37808,3,GY,1,100,1.038
1868891.000,37808,3,GY,1,100,1.007
1868931.000,37808,3,GY,1,100,1.068
1868971.000,37826,2,GY,1,100,1.038
1869011.000,37826,2,GY,1,100,1.007
1869051.000,37840,3,GY,1,100,1.038
1869091.000,37840,3,GY,1,100,1.038
1869131.000,37840,3,GY,1,100,1.007
1869171.000,37857,3,GY,1,100,1.038
1869211.000,37857,3,GY,1,100,1.038
1869251.000,37857,3,GY,1,100,1.068
1869291.000,37874,2,GY,1,100,1.038
1869331.000,37874,2,GY,1,100,1.038
1869371.333,37891,3,GY,1,100,1.068
1869411.667,37891,3,GY,1,100,1.007
1869452.000,37891,3,GY,1,100,1.038
1869491.500,37905,2,GY,1,100,1.068
1869531.000,37905,2,GY,1,100,1.068
1869571.000,37923,3,GY,1,100,1.038
1869611.000,37923,3,GY,1,100,1.038
1869651.000,37923,3,GY,1,100,1.038
1869691.000,37939,2,GY,1,100,1.068
1869731.000,37939,2,GY,1,100,1.099
1869771.000,37956,3,GY,1,100,1.068
1869811.000,37956,3,GY,1,100,1.038
1869851.000,37956,3,GY,1,100,1.038
1869891.000,37970,2,GY,1,100,1.038
1869931.000,37970,2,GY,1,100,1.038
1869971.000,37988,3,GY,1,100,1.068
1870011.000,37988,3,GY,1,100,1.038
1870051.000,37988,3,GY,1,100,1.129
1870091.000,38004,2,GY,1,100,1.038
1870131.000,38004,2,GY,1,100,0.885
1870171.000,38021,3,GY,1,100,1.099
1870211.000,38021,3,GY,1,100,1.068
1870251.000,38021,3,GY,1,100,1.007
1870291.000,38037,2,GY,1,100,1.068
1870331.000,38037,2,GY,1,100,1.007
1870371.000,38053,3,GY,1,100,1.038
1870411.000,38053,3,GY,1,100,1.068
1870451.000,38053,3,GY,1,100,1.007
1870491.000,38069,2,GY,1,100,1.068
1870531.000,38069,2,GY,1,100,1.038
1870571.000,38087,3,GY,1,100,1.038
1870611.000,38087,3,GY,1,100,1.038
1870651.000,38087,3,GY,1,100,1.007
1870691.000,38103,3,GY,1,100,1.038
1870731.000,38103,3,GY,1,100,1.038
1870771.000,38103,3,GY,1,100,1.038
1870811.000,38118,3,GY,1,100,1.068
1870851.000,38118,3,GY,1,100,1.038
1870891.000,38118,3,GY,1,100,1.038
1870931.000,38135,2,GY,1,100,1.038
1870971.000,38135,2,GY,1,100,1.038
1871011.000,38152,3,GY,1,100,1.038
1871051.000,38152,3,GY,1,100,1.038
1871091.000,38152,3,GY,1,100,1.038
1871131.000,38168,2,GY,1,100,1.007
1871171.000,38168,2,GY,1,100,1.038
1871211.000,38184,3,GY,1,100,1.068
1871251.000,38184,3,GY,1,100,1.038
1871291.000,38184,3,GY,1,100,1.007
1871331.000,38202,2,GY,1,100,1.007
1871371.000,38202,2,GY,1,100,1.068
1871411.000,38219,3,GY,1,100,1.068
1871451.000,38219,3,GY,1,100,1.038
1871491.000,38219,3,GY,1,100,1.068
1871531.000,38235,2,GY,1,100,1.068
1871571.000,38235,2,GY,1,100,1.068
1871611.000,38253,3,GY,1,100,1.068
1871651.000,38253,3,GY,1,100,1.038
1871691.000,38253,3,GY,1,100,1.099
1871731.000,38267,2,GY,1,100,1.038
1871771.000,38267,2,GY,1,100,0.977
1871811.000,38284,3,GY,1,100,1.038
1871851.000,38284,3,GY,1,100,1.007
1871891.000,38284,3,GY,1,100,1.038
1871931.000,38301,2,GY,1,100,1.068
1871971.000,38301,2,GY,1,100,1.068
1872011.000,38318,3,GY,1,100,1.038
1872051.000,38318,3,GY,1,100,1.038
1872091.000,38318,3,GY,1,100,1.007
1872131.000,38332,3,GY,1,100,1.007
1872171.000,38332,3,GY,1,100,1.068
1872211.000,38332,3,GY,1,100,1.068
1872251.000,38355,4,GY,1,100,1.038
1872291.000,38355,4,GY,1,100,1.038
1872331.000,38355,4,GY,1,100,1.038
1872371.000,38355,4,GY,1,100,1.038
1872411.000,38371,3,GY,1,100,1.038
1872451.000,38371,3,GY,1,100,1.038
1872491.000,38371,3,GY,1,100,1.038
1872531.000,38386,2,GY,1,100,1.038
1872571.000,38386,2,GY,1,100,1.038
1872611.000,38404,3,GY,1,100,1.068
1872651.000,38404,3,GY,1,100,1.038
1872691.000,38404,3,GY,1,100,1.068
1872731.000,38420,2,GY,1,100,1.038
1872771.000,38420,2,GY,1,100,1.038
1872811.000,38437,3,GY,1,100,1.038
1872851.000,38437,3,GY,1,100,1.038
1872891.000,38437,3,GY,1,100,1.038
1872931.000,38454,3,GY,1,100,1.068
1872971.000,38454,3,GY,1,100,1.007
1873011.000,38454,3,GY,1,100,1.038
1873051.000,38469,3,GY,1,100,1.099
1873091.000,38469,3,GY,1,100,1.038
1873131.000,38469,3,GY,1,100,1.038
1873171.000,38485,2,GY,1,100,1.007
1873211.000,38485,2,GY,1,100,1.068
1873251.000,38503,3,GY,1,100,1.099
1873291.000,38503,3,GY,1,100,1.038
1873331.000,38503,3,GY,1,100,1.007
1873371.000,38519,2,GY,1,100,1.068
1873411.000,38519,2,GY,1,100,1.038
1873451.000,38534,3,GY,1,100,1.007
1873491.000,38534,3,GY,1,100,1.068
1873531.000,38534,3,GY,1,100,1.038
1873571.000,38551,2,GY,1,100,1.038
1873611.000,38551,2,GY,1,100,1.068
1873651.000,38568,3,GY,1,100,1.038
1873691.000,38568,3,GY,1,100,1.068
1873731.000,38568,3,GY,1,100,1.099
1873771.000,38584,2,GY,1,100,1.099
1873811.000,38584,2,GY,1,100,1.068
1873851.000,38599,3,GY,1,100,1.038
1873891.000,38599,3,GY,1,100,1.068
1873931.000,38599,3,GY,1,100,1.038
1873971.000,38616,3,GY,1,100,1.007
1874011.000,38616,3,GY,1,100,1.007
1874051.000,38616,3,GY,1,100,1.007
1874091.000,38633,2,GY,1,100,1.007
1874131.000,38633,2,GY,1,100,1.038
1874171.000,38649,3,GY,1,100,1.038
1874211.000,38649,3,GY,1,100,1.099
1874251.000,38649,3,GY,1,100,1.038
1874291.000,38665,2,GY,1,100,1.068
1874331.000,38665,2,GY,1,100,1.068
1874371.000,38681,3,GY,1,100,1.038
1874411.000,38681,3,GY,1,100,1.038
1874451.000,38681,3,GY,1,100,1.038
1874491.000,38698,2,GY,1,100,1.038
1874531.000,38698,2,GY,1,100,1.038
1874571.000,38715,3,GY,1,100,1.038
1874611.000,38715,3,GY,1,100,1.007
1874651.000,38715,3,GY,1,100,1.068
1874691.000,38730,2,GY,1,100,1.038
1874731.000,38730,2,GY,1,100,1.007
1874771.000,38746,3,GY,1,100,1.038
1874811.000,38746,3,GY,1,100,1.099
1874851.000,38746,3,GY,1,100,1.007
1874891.000,38763,2,GY,1,100,1.007
1874931.000,38763,2,GY,1,100,1.038
1874971.000,38780,3,GY,1,100,1.099
1875011.000,38780,3,GY,1,100,1.068
1875051.000,38780,3,GY,1,100,1.007
1875091.000,38796,2,GY,1,100,1.038
1875131.000,38796,2,GY,1,100,1.099
1875171.000,38811,3,GY,1,100,1.038
1875211.000,38811,3,GY,1,100,0.977
1875251.000,38811,3,GY,1,100,1.038
1875291.000,38829,3,GY,1,100,1.038
1875331.000,38829,3,GY,1,100,1.068
1875371.000,38829,3,GY,1,100,1.038
1875411.000,38845,3,GY,1,100,0.977
1875451.000,38845,3,GY,1,100,1.099
1875491.000,38845,3,GY,1,100,1.099
1875531.000,38862,2,GY,1,100,1.007
1875571.000,38862,2,GY,1,100,1.007
1875611.000,38878,3,GY,1,100,1.068
1875651.000,38878,3,GY,1,100,1.068
1875691.000,38878,3,GY,1,100,1.038
1875731.000,38894,2,GY,1,100,1.007
1875771.000,38894,2,GY,1,100,1.068
1875811.000,38910,3,GY,1,100,1.007
1875851.000,38910,3,GY,1,100,1.038
1875891.000,38910,3,GY,1,100,1.038
1875931.000,38928,2,GY,1,100,1.007
1875971.000,38928,2,GY,1,100,1.068
1876011.000,38944,3,GY,1,100,1.068
1876051.000,38944,3,GY,1,100,0.977
1876091.000,38944,3,GY,1,100,1.099
1876131.000,38959,2,GY,1,100,1.099
1876171.000,38959,2,GY,1,100,1.007
1876211.000,38976,3,GY,1,100,1.007
1876251.000,38976,3,GY,1,100,1.068
1876291.000,38976,3,GY,1,100,1.099
1876331.000,38995,2,GY,1,100,1.068
1876371.000,38995,2,GY,1,100,1.038
1876411.000,39011,3,GY,1,100,1.038
1876451.000,39011,3,GY,1,100,1.038
1876491.000,39011,3,GY,1,100,1.068
1876531.000,39026,3,GY,1,100,1.007
1876571.000,39026,3,GY,1,100,1.038
1876611.000,39026,3,GY,1,100,1.068
1876651.000,39043,2,GY,1,100,1.038
1876691.000,39043,2,GY,1,100,1.038
1876731.000,39060,3,GY,1,100,1.007
1876771.000,39060,3,GY,1,100,1.038
1876811.000,39060,3,GY,1,100,1.068
1876851.000,39076,2,GY,1,100,1.068
1876891.000,39076,2,GY,1,100,1.038
1876931.000,39092,3,GY,1,100,1.068
1876971.000,39092,3,GY,1,100,1.038
1877011.000,39092,3,GY,1,100,1.038
1877051.000,39108,2,GY,1,100,1.038
1877091.000,39108,2,GY,1,100,1.099
1877131.000,39125,3,GY,1,100,1.038
1877171.000,39125,3,GY,1,100,1.038
1877211.000,39125,3,GY,1,100,1.038
1877250.667,39142,3,GY,1,100,1.038
1877290.333,39142,3,GY,1,100,1.038
1877330.000,39142,3,GY,1,100,1.068
1877370.000,39164,4,GY,1,100,1.038
1877410.000,39164,4,GY,1,100,1.038
1877450.000,39164,4,GY,1,100,1.007
1877490.000,39164,4,GY,1,100,1.007
1877530.000,39180,3,GY,1,100,1.038
1877570.000,39180,3,GY,1,100,1.099
1877610.000,39180,3,GY,1,100,1.068
1877650.000,39198,3,GY,1,100,1.038
1877690.000,39198,3,GY,1,100,1.007
1877730.000,39198,3,GY,1,100,1.068
1877770.500,39214,2,GY,1,100,1.038
1877811.000,39214,2,GY,1,100,1.007
1877851.000,39229,3,GY,1,100,1.007
1877891.000,39229,3,GY,1,100,1.068
1877931.000,39229,3,GY,1,100,1.038
1877971.000,39246,2,GY,1,100,0.946
1878011.000,39246,2,GY,1,100,1.068
1878051.000,39263,3,GY,1,100,1.099
1878091.000,39263,3,GY,1,100,1.038
1878131.000,39263,3,GY,1,100,1.007
1878170.500,39279,2,GY,1,100,1.038
1878210.000,39279,2,GY,1,100,1.099
1878250.000,39295,3,GY,1,100,1.068
1878290.000,39295,3,GY,1,100,0.977
1878330.000,39295,3,GY,1,100,1.038
1878370.000,39311,3,GY,1,100,1.099
1878410.000,39311,3,GY,1,100,1.038
1878450.000,39311,3,GY,1,100,1.038
1878490.000,39328,2,GY,1,100,1.068
1878530.000,39328,2,GY,1,100,1.038
1878570.000,39345,3,GY,1,100,1.038
1878610.000,39345,3,GY,1,100,1.007
1878650.000,39345,3,GY,1,100,1.038
1878690.000,39360,2,GY,1,100,1.068
1878730.000,39360,2,GY,1,100,1.038
1878770.000,39376,3,GY,1,100,1.007
1878810.000,39376,3,GY,1,100,1.038
1878850.000,39376,3,GY,1,100,1.068
1878890.000,39393,2,GY,1,100,1.068
1878930.000,39393,2,GY,1,100,1.007
1878970.000,39410,3,GY,1,100,1.007
1879010.000,39410,3,GY,1,100,1.068
1879050.000,39410,3,GY,1,100,1.038
1879090.000,39425,2,GY,1,100,1.038
1879130.000,39425,2,GY,1,100,1.068
1879170.000,39441,3,GY,1,100,1.038
1879210.000,39441,3,GY,1,100,1.068
1879250.000,39441,3,GY,1,100,1.007
1879290.000,39459,2,GY,1,100,1.007
1879330.000,39459,2,GY,1,100,1.068
1879370.000,39475,3,GY,1,100,1.038
1879410.000,39475,3,GY,1,100,1.007
1879450.000,39475,3,GY,1,100,1.038
1879490.000,39491,2,GY,1,100,1.038
1879530.000,39491,2,GY,1,100,1.038
1879570.000,39507,3,GY,1,100,1.038
1879610.000,39507,3,GY,1,100,1.068
1879650.000,39507,3,GY,1,100,1.099
1879690.000,39524,2,GY,1,100,1.007
1879730.000,39524,2,GY,1,100,1.007
1879770.000,39540,3,GY,1,100,1.099
1879810.000,39540,3,GY,1,100,1.038
1879850.000,39540,3,GY,1,100,1.099
1879890.000,39558,3,GY,1,100,1.038
1879930.000,39558,3,GY,1,100,0.977
1879970.000,39558,3,GY,1,100,1.068
1880010.000,39572,2,GY,1,100,0.977
1880050.000,39572,2,GY,1,100,1.038
1880090.000,39589,3,GY,1,100,1.129
1880130.000,39589,3,GY,1,100,1.007
1880170.000,39589,3,GY,1,100,1.068
1880210.000,39605,3,GY,1,100,1.038
1880250.000,39605,3,GY,1,100,0.977
1880290.000,39605,3,GY,1,100,1.068
1880330.000,39623,2,GY,1,100,1.007
1880370.000,39623,2,GY,1,100,0.916
1880410.000,39637,3,GY,1,100,1.038
1880450.000,39637,3,GY,1,100,1.038
1880490.000,39637,3,GY,1,100,1.068
1880530.000,39654,2,GY,1,100,1.099
1880570.000,39654,2,GY,1,100,1.007
1880610.000,39671,3,GY,1,100,1.068
1880650.000,39671,3,GY,1,100,1.068
1880690.000,39671,3,GY,1,100,0.977
1880730.000,39688,2,GY,1,100,1.099
1880770.000,39688,2,GY,1,100,1.038
1880810.000,39703,3,GY,1,100,1.038
1880850.000,39703,3,GY,1,100,1.068
1880890.000,39703,3,GY,1,100,1.068
1880930.000,39720,2,GY,1,100,1.038
1880970.000,39720,2,GY,1,100,1.068
1881010.000,39736,3,GY,1,100,1.068
1881050.000,39736,3,GY,1,100,1.038
1881090.000,39736,3,GY,1,100,1.068
1881130.000,39753,2,GY,1,100,1.068
1881170.000,39753,2,GY,1,100,1.068
1881210.000,39770,3,GY,1,100,1.038
1881250.000,39770,3,GY,1,100,0.977
1881290.000,39770,3,GY,1,100,1.068
1881330.500,39787,2,GY,1,100,1.007
1881371.000,39787,2,GY,1,100,1.007
1881410.667,39803,3,GY,1,100,1.160
1881450.333,39803,3,GY,1,100,1.038
1881490.000,39803,3,GY,1,100,0.946
1881530.333,39820,3,GY,1,100,1.099
1881570.667,39820,3,GY,1,100,1.068
1881611.000,39820,3,GY,1,100,1.038
1881651.000,39837,2,GY,1,100,1.068
1881691.000,39837,2,GY,1,100,1.007
1881731.000,39852,3,GY,1,100,1.068
1881771.000,39852,3,GY,1,100,1.038
1881811.000,39852,3,GY,1,100,0.946
1881851.000,39868,2,GY,1,100,1.099
1881891.000,39868,2,GY,1,100,1.099
1881931.000,39886,5,GY,1,100,1.007
1881971.000,39886,5,GY,1,100,1.099
1882011.000,39886,5,GY,1,100,1.038
1882051.000,39886,5,GY,1,100,1.068
1882091.000,39886,5,GY,1,100,1.099
1882131.000,39902,4,GY,1,100,1.007
1882171.000,39902,4,GY,1,100,1.068
1882211.000,39902,4,GY,1,100,1.099
1882251.000,39902,4,GY,1,100,1.038
1882291.000,39920,5,GY,1,100,1.038
1882331.000,39920,5,GY,1,100,1.068
1882371.000,39920,5,GY,1,100,1.038
1882411.000,39920,5,GY,1,100,1.068
1882451.000,39920,5,GY,1,100,1.038
1882491.000,39943,6,GY,1,100,1.038
1882531.000,39943,6,GY,1,100,1.038
1882571.000,39943,6,GY,1,100,1.038
1882611.000,39943,6,GY,1,100,1.038
1882651.000,39943,6,GY,1,100,1.068
1882691.000,39943,6,GY,1,100,1.038
1882731.000,39959,3,GY,1,100,1.007
1882771.000,39959,3,GY,1,100,1.038
1882811.000,39959,3,GY,1,100,1.068
1882851.000,39976,2,GY,1,100,1.099
1882891.000,39976,2,GY,1,100,1.068
1882931.000,39991,3,GY,1,100,1.007
1882971.000,39991,3,GY,1,100,0.977
1883011.000,39991,3,GY,1,100,1.068
1883051.000,40008,2,GY,1,100,0.977
1883091.000,40008,2,GY,1,100,1.007
1883131.000,40024,3,GY,1,100,1.160
1883171.000,40024,3,GY,1,100,1.038
1883211.000,40024,3,GY,1,100,1.068
1883251.000,40042,2,GY,1,100,1.038
1883291.000,40042,2,GY,1,100,1.099
1883331.000,40057,3,GY,1,100,1.129
1883371.000,40057,3,GY,1,100,0.946
1883411.000,40057,3,GY,1,100,1.038
1883451.000,40073,3,GY,1,100,1.129
1883491.000,40073,3,GY,1,100,0.977
1883531.000,40073,3,GY,1,100,1.068
1883571.000,40089,2,GY,1,100,1.068
1883611.000,40089,2,GY,1,100,1.038
1883651.000,40107,3,GY,1,100,1.068
1883691.000,40107,3,GY,1,100,0.977
1883731.000,40107,3,GY,1,100,1.038
1883771.000,40123,2,GY,1,100,1.099
1883811.000,40123,2,GY,1,100,1.038
1883851.000,40138,3,GY,1,100,1.007
1883891.000,40138,3,GY,1,100,1.038
1883931.000,40138,3,GY,1,100,1.068
1883971.000,40155,2,GY,1,100,1.099
1884011.000,40155,2,GY,1,100,1.068
1884051.000,40172,3,GY,1,100,1.068
1884091.000,40172,3,GY,1,100,1.007
1884131.000,40172,3,GY,1,100,1.068
1884171.000,40188,2,GY,1,100,1.068
1884211.000,40188,2,GY,1,100,1.007
1884251.000,40204,3,GY,1,100,1.129
1884291.000,40204,3,GY,1,100,1.099
1884331.000,40204,3,GY,1,100,1.038
1884371.000,40220,2,GY,1,100,1.068
1884411.000,40220,2,GY,1,100,1.007
1884450.667,40237,3,GY,1,100,1.068
1884490.333,40237,3,GY,1,100,1.038
1884530.000,40237,3,GY,1,100,1.038
1884570.500,40254,2,GY,1,100,1.038
1884611.000,40254,2,GY,1,100,1.068
1884650.667,40269,3,GY,1,100,1.038
1884690.333,40269,3,GY,1,100,1.068
1884730.000,40269,3,GY,1,100,1.038
1884770.000,40285,3,GY,1,100,1.038
1884810.000,40285,3,GY,1,100,1.038
1884850.000,40285,3,GY,1,100,1.038
1884890.000,40302,2,GY,1,100,1.038
1884930.000,40302,2,GY,1,100,1.007
1884970.000,40319,3,GY,1,100,1.038
1885010.000,40319,3,GY,1,100,1.068
1885050.000,40319,3,GY,1,100,1.038
1885090.000,40334,2,GY,1,100,1.038
1885130.000,40334,2,GY,1,100,1.038
1885170.000,40350,3,GY,1,100,1.038
1885210.000,40350,3,GY,1,100,1.038
1885250.000,40350,3,GY,1,100,1.068
1885290.000,40368,2,GY,1,100,1.068
1885330.000,40368,2,GY,1,100,1.038
1885370.000,40384,3,GY,1,100,1.068
1885410.000,40384,3,GY,1,100,1.038
1885450.000,40384,3,GY,1,100,1.038
1885490.000,40400,2,GY,1,100,1.007
1885530.000,40400,2,GY,1,100,1.007
1885570.000,40416,3,GY,1,100,1.038
1885610.000,40416,3,GY,1,100,1.038
1885650.000,40416,3,GY,1,100,1.038
1885690.000,40433,2,GY,1,100,1.007
1885730.000,40433,2,GY,1,100,1.007
1885770.000,40449,3,GY,1,100,1.038
1885810.000,40449,3,GY,1,100,1.038
1885850.000,40449,3,GY,1,100,0.977
1885890.000,40465,2,GY,1,100,1.038
1885930.000,40465,2,GY,1,100,1.129
1885970.000,40481,3,GY,1,100,1.007
1886010.000,40481,3,GY,1,100,1.038
1886050.000,40481,3,GY,1,100,1.038
1886090.000,40498,3,GY,1,100,1.038
1886130.000,40498,3,GY,1,100,1.160
1886170.000,40498,3,GY,1,100,1.068
1886210.000,40514,2,GY,1,100,1.099
1886250.000,40514,2,GY,1,100,1.129
1886290.000,40534,3,GY,1,100,1.099
1886330.000,40534,3,GY,1,100,1.129
1886370.000,40534,3,GY,1,100,1.038
1886410.000,40548,2,GY,1,100,0.977
1886450.000,40548,2,GY,1,100,1.099
1886490.000,40565,3,GY,1,100,1.129
1886530.000,40565,3,GY,1,100,1.038
1886570.000,40565,3,GY,1,100,1.068
1886610.000,40582,2,GY,1,100,0.916
1886650.000,40582,2,GY,1,100,1.190
1886690.000,40599,3,GY,1,100,1.251
1886730.000,40599,3,GY,1,100,0.946
1886770.000,40599,3,GY,1,100,0.854
1886810.000,40613,2,GY,1,100,1.099
1886850.000,40613,2,GY,1,100,1.251
1886890.000,40631,3,GY,1,100,1.038
1886930.000,40631,3,GY,1,100,1.007
1886970.000,40631,3,GY,1,100,1.038
1887010.000,40647,2,GY,1,100,0.946
1887050.000,40647,2,GY,1,100,1.068
1887090.000,40664,3,GY,1,100,0.977
1887130.000,40664,3,GY,1,100,0.854
1887170.000,40664,3,GY,1,100,1.068
1887210.000,40678,2,GY,1,100,1.068
1887250.000,40678,2,GY,1,100,1.038
1887290.000,40696,3,GY,1,100,0.977
1887330.000,40696,3,GY,1,100,0.946
1887370.000,40696,3,GY,1,100,1.160
1887410.000,40712,3,GY,1,100,1.068
1887450.000,40712,3,GY,1,100,0.885
1887490.000,40712,3,GY,1,100,1.068
1887530.000,40729,2,GY,1,100,1.099
1887570.000,40729,2,GY,1,100,1.038
1887610.000,40744,3,GY,1,100,1.007
1887650.000,40744,3,GY,1,100,1.007
1887690.000,40744,3,GY,1,100,1.099
1887730.000,40765,3,GY,1,100,1.099
1887770.000,40765,3,GY,1,100,0.946
1887810.000,40765,3,GY,1,100,1.038
1887850.000,40779,3,GY,1,100,1.099
1887890.000,40779,3,GY,1,100,1.068
1887930.000,40779,3,GY,1,100,1.007
1887970.000,40797,2,GY,1,100,0.977
1888010.000,40797,2,GY,1,100,1.038
1888050.000,40813,3,GY,1,100,1.099
1888090.000,40813,3,GY,1,100,1.038
1888130.000,40813,3,GY,1,100,1.068
1888170.000,40830,3,GY,1,100,1.068
1888210.000,40830,3,GY,1,100,1.007
1888250.000,40830,3,GY,1,100,1.099
1888290.000,40845,2,GY,1,100,1.068
1888330.000,40845,2,GY,1,100,1.068
1888370.000,40862,3,GY,1,100,1.160
1888410.000,40862,3,GY,1,100,1.038
1888450.000,40862,3,GY,1,100,1.007
1888490.000,40878,2,GY,1,100,1.068
1888530.000,40878,2,GY,1,100,1.038
1888570.000,40896,3,GY,1,100,1.068
1888610.000,40896,3,GY,1,100,1.038
1888650.000,40896,3,GY,1,100,1.038
1888696.500,40910,2,GY,1,100,1.068
1888743.000,40910,2,GY,1,100,1.038
1888778.667,40927,3,GY,1,100,1.038
1888814.333,40927,3,GY,1,100,1.099
1888850.000,40927,3,GY,1,100,1.068
1888896.500,40943,2,GY,1,100,1.038
1888943.000,40943,2,GY,1,100,1.038
1888983.000,40961,3,GY,1,100,1.038
1889023.000,40961,3,GY,1,100,1.038
1889063.000,40961,3,GY,1,100,1.038
1889103.000,40976,2,GY,1,100,1.038
1889143.000,40976,2,GY,1,100,1.038
1889183.000,40992,3,GY,1,100,1.068
1889223.000,40992,3,GY,1,100,1.068
1889263.000,40992,3,GY,1,100,1.038
1889303.000,41009,2,GY,1,100,1.038
1889343.000,41009,2,GY,1,100,1.007
1889383.000,41026,3,GY,1,100,1.038
1889423.000,41026,3,GY,1,100,1.007
1889463.000,41026,3,GY,1,100,0.977
1889503.000,41041,2,GY,1,100,1.099
1889543.000,41041,2,GY,1,100,1.038
1889583.000,41058,3,GY,1,100,1.068
1889623.000,41058,3,GY,1,100,1.038
1889663.000,41058,3,GY,1,100,1.038
1889703.000,41074,2,GY,1,100,1.099
