EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1867691.750,37617,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1867742.000,37617,4,EM,1,100,PS
1867793.000,37649,4,EM,1,100,RS
1867844.000,37649,4,EM,1,100,RB
1867895.000,37649,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1867946.000,37649,4,EM,1,100,PS
1867996.000,37682,4,EM,1,100,RS
1868046.000,37682,4,EM,1,100,RB
1868096.000,37682,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1868146.000,37682,4,EM,1,100,PS
1868196.250,37715,4,EM,1,100,RS
1868246.500,37715,4,EM,1,100,RB
1868296.750,37715,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1868347.000,37715,4,EM,1,100,PS
1868418.750,37748,4,EM,1,100,RS
1868490.500,37748,4,EM,1,100,RB
1868562.250,37748,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1868634.000,37748,4,EM,1,100,PS
1868684.250,37780,4,EM,1,100,RS
1868734.500,37780,4,EM,1,100,RB
1868784.750,37780,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1868835.000,37780,4,EM,1,100,PS
1868886.000,37813,4,EM,1,100,RS
1868937.000,37813,4,EM,1,100,RB
1868988.000,37813,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1869039.000,37813,4,EM,1,100,PS
1869089.250,37845,4,EM,1,100,RS
1869139.500,37845,4,EM,1,100,RB
1869189.750,37845,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1869240.000,37845,4,EM,1,100,PS
1869292.000,37879,4,EM,1,100,RS
1869344.000,37879,4,EM,1,100,RB
1869396.000,37879,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1869448.000,37879,4,EM,1,100,PS
1869498.250,37910,4,EM,1,100,RS
1869548.500,37910,4,EM,1,100,RB
1869598.750,37910,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1869649.000,37910,4,EM,1,100,PS
1869700.000,37944,4,EM,1,100,RS
1869751.000,37944,4,EM,1,100,RB
1869802.000,37944,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1869853.000,37944,4,EM,1,100,PS
1869903.250,37975,4,EM,1,100,RS
1869953.500,37975,4,EM,1,100,RB
1870003.750,37975,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1870054.000,37975,4,EM,1,100,PS
1870104.250,38009,4,EM,1,100,RS
1870154.500,38009,4,EM,1,100,RB
1870204.750,38009,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1870255.000,38009,4,EM,1,100,PS
1870305.250,38042,4,EM,1,100,RS
1870355.500,38042,4,EM,1,100,RB
1870405.750,38042,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1870456.000,38042,4,EM,1,100,PS
1870506.250,38074,4,EM,1,100,RS
1870556.500,38074,4,EM,1,100,RB
1870606.750,38074,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1870657.000,38074,4,EM,1,100,PS
1870707.250,38108,4,EM,1,100,RS
1870757.500,38108,4,EM,1,100,RB
1870807.750,38108,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1870858.000,38108,4,EM,1,100,PS
1870908.250,38140,4,EM,1,100,RS
1870958.500,38140,4,EM,1,100,RB
1871008.750,38140,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1871059.000,38140,4,EM,1,100,PS
1871109.250,38173,4,EM,1,100,RS
1871159.500,38173,4,EM,1,100,RB
1871209.750,38173,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1871260.000,38173,4,EM,1,100,PS
1871310.250,38207,4,EM,1,100,RS
1871360.500,38207,4,EM,1,100,RB
1871410.750,38207,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1871461.000,38207,4,EM,1,100,PS
1871511.250,38240,4,EM,1,100,RS
1871561.500,38240,4,EM,1,100,RB
1871611.750,38240,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1871662.000,38240,4,EM,1,100,PS
1871713.000,38272,4,EM,1,100,RS
1871764.000,38272,4,EM,1,100,RB
1871815.000,38272,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1871866.000,38272,4,EM,1,100,PS
1871916.250,38306,4,EM,1,100,RS
1871966.500,38306,4,EM,1,100,RB
1872016.750,38306,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1872067.000,38306,4,EM,1,100,PS
1872117.250,38337,4,EM,1,100,RS
1872167.500,38337,4,EM,1,100,RB
1872217.750,38337,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1872268.000,38337,4,EM,1,100,PS
1872318.250,38360,4,EM,1,100,RS
1872368.500,38360,4,EM,1,100,RB
1872418.750,38360,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1872469.000,38360,4,EM,1,100,PS
1872519.250,38391,4,EM,1,100,RS
1872569.500,38391,4,EM,1,100,RB
1872619.750,38391,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1872670.000,38391,4,EM,1,100,PS
1872720.250,38425,4,EM,1,100,RS
1872770.500,38425,4,EM,1,100,RB
1872820.750,38425,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1872871.000,38425,4,EM,1,100,PS
1872923.750,38459,4,EM,1,100,RS
1872976.500,38459,4,EM,1,100,RB
1873029.250,38459,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1873082.000,38459,4,EM,1,100,PS
1873132.500,38490,4,EM,1,100,RS
1873183.000,38490,4,EM,1,100,RB
1873233.500,38490,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1873284.000,38490,4,EM,1,100,PS
1873334.250,38524,4,EM,1,100,RS
1873384.500,38524,4,EM,1,100,RB
1873434.750,38524,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1873485.000,38524,4,EM,1,100,PS
1873535.250,38556,4,EM,1,100,RS
1873585.500,38556,4,EM,1,100,RB
1873635.750,38556,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1873686.000,38556,4,EM,1,100,PS
1873736.250,38589,4,EM,1,100,RS
1873786.500,38589,4,EM,1,100,RB
1873836.750,38589,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1873887.000,38589,4,EM,1,100,PS
1873937.250,38621,4,EM,1,100,RS
1873987.500,38621,4,EM,1,100,RB
1874037.750,38621,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1874088.000,38621,4,EM,1,100,PS
1874138.250,38654,4,EM,1,100,RS
1874188.500,38654,4,EM,1,100,RB
1874238.750,38654,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1874289.000,38654,4,EM,1,100,PS
1874340.000,38686,4,EM,1,100,RS
1874391.000,38686,4,EM,1,100,RB
1874442.000,38686,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1874493.000,38686,4,EM,1,100,PS
1874543.000,38720,4,EM,1,100,RS
1874593.000,38720,4,EM,1,100,RB
1874643.000,38720,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1874693.000,38720,4,EM,1,100,PS
1874743.250,38751,4,EM,1,100,RS
1874793.500,38751,4,EM,1,100,RB
1874843.750,38751,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1874894.000,38751,4,EM,1,100,PS
1874944.750,38785,4,EM,1,100,RS
1874995.500,38785,4,EM,1,100,RB
1875046.250,38785,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1875097.000,38785,4,EM,1,100,PS
1875170.250,38816,4,EM,1,100,RS
1875243.500,38816,4,EM,1,100,RB
1875316.750,38816,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1875390.000,38816,4,EM,1,100,PS
1875440.250,38850,4,EM,1,100,RS
1875490.500,38850,4,EM,1,100,RB
1875540.750,38850,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1875591.000,38850,4,EM,1,100,PS
1875641.250,38883,4,EM,1,100,RS
1875691.500,38883,4,EM,1,100,RB
1875741.750,38883,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1875792.000,38883,4,EM,1,100,PS
1875842.250,38915,4,EM,1,100,RS
1875892.500,38915,4,EM,1,100,RB
1875942.750,38915,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1875993.000,38915,4,EM,1,100,PS
1876043.250,38949,4,EM,1,100,RS
1876093.500,38949,4,EM,1,100,RB
1876143.750,38949,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1876194.000,38949,4,EM,1,100,PS
1876244.250,38983,4,EM,1,100,RS
1876294.500,38983,4,EM,1,100,RB
1876344.750,38983,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1876395.000,38983,4,EM,1,100,PS
1876446.000,39016,4,EM,1,100,RS
1876497.000,39016,4,EM,1,100,RB
1876548.000,39016,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1876599.000,39016,4,EM,1,100,PS
1876649.000,39048,4,EM,1,100,RS
1876699.000,39048,4,EM,1,100,RB
1876749.000,39048,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1876799.000,39048,4,EM,1,100,PS
1876849.250,39081,4,EM,1,100,RS
1876899.500,39081,4,EM,1,100,RB
1876949.750,39081,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1877000.000,39081,4,EM,1,100,PS
1877050.250,39113,4,EM,1,100,RS
1877100.500,39113,4,EM,1,100,RB
1877150.750,39113,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1877201.000,39113,4,EM,1,100,PS
1877277.000,39152,4,EM,1,100,RS
1877353.000,39152,4,EM,1,100,RB
1877429.000,39152,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1877505.000,39152,4,EM,1,100,PS
1877555.250,39185,4,EM,1,100,RS
1877605.500,39185,4,EM,1,100,RB
1877655.750,39185,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1877706.000,39185,4,EM,1,100,PS
1877756.250,39219,4,EM,1,100,RS
1877806.500,39219,4,EM,1,100,RB
1877856.750,39219,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1877907.000,39219,4,EM,1,100,PS
1877957.250,39251,4,EM,1,100,RS
1878007.500,39251,4,EM,1,100,RB
1878057.750,39251,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1878108.000,39251,4,EM,1,100,PS
1878158.250,39284,4,EM,1,100,RS
1878208.500,39284,4,EM,1,100,RB
1878258.750,39284,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1878309.000,39284,4,EM,1,100,PS
1878360.000,39316,4,EM,1,100,RS
1878411.000,39316,4,EM,1,100,RB
1878462.000,39316,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1878513.000,39316,4,EM,1,100,PS
1878563.250,39350,4,EM,1,100,RS
1878613.500,39350,4,EM,1,100,RB
1878663.750,39350,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1878714.000,39350,4,EM,1,100,PS
1878764.250,39381,4,EM,1,100,RS
1878814.500,39381,4,EM,1,100,RB
1878864.750,39381,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1878915.000,39381,4,EM,1,100,PS
1878965.750,39415,4,EM,1,100,RS
1879016.500,39415,4,EM,1,100,RB
1879067.250,39415,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1879118.000,39415,4,EM,1,100,PS
1879168.250,39446,4,EM,1,100,RS
1879218.500,39446,4,EM,1,100,RB
1879268.750,39446,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1879319.000,39446,4,EM,1,100,PS
1879369.250,39480,4,EM,1,100,RS
1879419.500,39480,4,EM,1,100,RB
1879469.750,39480,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1879520.000,39480,4,EM,1,100,PS
1879570.250,39512,4,EM,1,100,RS
1879620.500,39512,4,EM,1,100,RB
1879670.750,39512,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1879721.000,39512,4,EM,1,100,PS
1879771.250,39545,4,EM,1,100,RS
1879821.500,39545,4,EM,1,100,RB
1879871.750,39545,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1879922.000,39545,4,EM,1,100,PS
1879972.250,39577,4,EM,1,100,RS
1880022.500,39577,4,EM,1,100,RB
1880072.750,39577,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1880123.000,39577,4,EM,1,100,PS
1880173.500,39610,4,EM,1,100,RS
1880224.000,39610,4,EM,1,100,RB
1880274.500,39610,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1880325.000,39610,4,EM,1,100,PS
1880375.250,39642,4,EM,1,100,RS
1880425.500,39642,4,EM,1,100,RB
1880475.750,39642,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1880526.000,39642,4,EM,1,100,PS
1880577.750,39676,4,EM,1,100,RS
1880629.500,39676,4,EM,1,100,RB
1880681.250,39676,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1880733.000,39676,4,EM,1,100,PS
1880783.500,39708,4,EM,1,100,RS
1880834.000,39708,4,EM,1,100,RB
1880884.500,39708,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1880935.000,39708,4,EM,1,100,PS
1880988.750,39741,4,EM,1,100,RS
1881042.500,39741,4,EM,1,100,RB
1881096.250,39741,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1881150.000,39741,4,EM,1,100,PS
1881200.250,39777,4,EM,1,100,RS
1881250.500,39777,4,EM,1,100,RB
1881300.750,39777,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1881351.000,39777,4,EM,1,100,PS
1881401.250,39808,4,EM,1,100,RS
1881451.500,39808,4,EM,1,100,RB
1881501.750,39808,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1881552.000,39808,4,EM,1,100,PS
1881602.250,39842,4,EM,1,100,RS
1881652.500,39842,4,EM,1,100,RB
1881702.750,39842,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1881753.000,39842,4,EM,1,100,PS
1881843.250,39873,4,EM,1,100,RS
1881933.500,39873,4,EM,1,100,RB
1882023.750,39873,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1882114.000,39873,4,EM,1,100,PS
1882198.750,39907,4,EM,1,100,RS
1882283.500,39907,4,EM,1,100,RB
1882368.250,39907,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1882453.000,39907,4,EM,1,100,PS
1882519.250,39930,4,EM,1,100,RS
1882585.500,39930,4,EM,1,100,RB
1882651.750,39930,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1882718.000,39930,4,EM,1,100,PS
1882768.250,39964,4,EM,1,100,RS
1882818.500,39964,4,EM,1,100,RB
1882868.750,39964,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1882919.000,39964,4,EM,1,100,PS
1882969.250,39996,4,EM,1,100,RS
1883019.500,39996,4,EM,1,100,RB
1883069.750,39996,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1883120.000,39996,4,EM,1,100,PS
1883170.250,40029,4,EM,1,100,RS
1883220.500,40029,4,EM,1,100,RB
1883270.750,40029,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1883321.000,40029,4,EM,1,100,PS
1883371.250,40062,4,EM,1,100,RS
1883421.500,40062,4,EM,1,100,RB
1883471.750,40062,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1883522.000,40062,4,EM,1,100,PS
1883572.250,40094,4,EM,1,100,RS
1883622.500,40094,4,EM,1,100,RB
1883672.750,40094,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1883723.000,40094,4,EM,1,100,PS
1883773.250,40128,4,EM,1,100,RS
1883823.500,40128,4,EM,1,100,RB
1883873.750,40128,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1883924.000,40128,4,EM,1,100,PS
1883974.250,40160,4,EM,1,100,RS
1884024.500,40160,4,EM,1,100,RB
1884074.750,40160,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1884125.000,40160,4,EM,1,100,PS
1884175.250,40193,4,EM,1,100,RS
1884225.500,40193,4,EM,1,100,RB
1884275.750,40193,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1884326.000,40193,4,EM,1,100,PS
1884376.250,40225,4,EM,1,100,RS
1884426.500,40225,4,EM,1,100,RB
1884476.750,40225,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1884527.000,40225,4,EM,1,100,PS
1884577.250,40259,4,EM,1,100,RS
1884627.500,40259,4,EM,1,100,RB
1884677.750,40259,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1884728.000,40259,4,EM,1,100,PS
1884779.000,40290,4,EM,1,100,RS
1884830.000,40290,4,EM,1,100,RB
1884881.000,40290,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1884932.000,40290,4,EM,1,100,PS
1884982.250,40324,4,EM,1,100,RS
1885032.500,40324,4,EM,1,100,RB
1885082.750,40324,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1885133.000,40324,4,EM,1,100,PS
1885183.250,40355,4,EM,1,100,RS
1885233.500,40355,4,EM,1,100,RB
1885283.750,40355,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1885334.000,40355,4,EM,1,100,PS
1885384.250,40389,4,EM,1,100,RS
1885434.500,40389,4,EM,1,100,RB
1885484.750,40389,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1885535.000,40389,4,EM,1,100,PS
1885585.250,40421,4,EM,1,100,RS
1885635.500,40421,4,EM,1,100,RB
1885685.750,40421,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1885736.000,40421,4,EM,1,100,PS
1885786.250,40454,4,EM,1,100,RS
1885836.500,40454,4,EM,1,100,RB
1885886.750,40454,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1885937.000,40454,4,EM,1,100,PS
1885987.250,40486,4,EM,1,100,RS
1886037.500,40486,4,EM,1,100,RB
1886087.750,40486,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1886138.000,40486,4,EM,1,100,PS
1886188.250,40521,4,EM,1,100,RS
1886238.500,40521,4,EM,1,100,RB
1886288.750,40521,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1886339.000,40521,4,EM,1,100,PS
1886389.250,40553,4,EM,1,100,RS
1886439.500,40553,4,EM,1,100,RB
1886489.750,40553,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1886540.000,40553,4,EM,1,100,PS
1886591.000,40587,4,EM,1,100,RS
1886642.000,40587,4,EM,1,100,RB
1886693.000,40587,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1886744.000,40587,4,EM,1,100,PS
1886794.250,40618,4,EM,1,100,RS
1886844.500,40618,4,EM,1,100,RB
1886894.750,40618,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1886945.000,40618,4,EM,1,100,PS
1886995.250,40652,4,EM,1,100,RS
1887045.500,40652,4,EM,1,100,RB
1887095.750,40652,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1887146.000,40652,4,EM,1,100,PS
1887196.250,40683,4,EM,1,100,RS
1887246.500,40683,4,EM,1,100,RB
1887296.750,40683,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1887347.000,40683,4,EM,1,100,PS
1887397.500,40717,4,EM,1,100,RS
1887448.000,40717,4,EM,1,100,RB
1887498.500,40717,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1887549.000,40717,4,EM,1,100,PS
1887621.250,40753,4,EM,1,100,RS
1887693.500,40753,4,EM,1,100,RB
1887765.750,40753,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1887838.000,40753,4,EM,1,100,PS
1887888.250,40784,4,EM,1,100,RS
1887938.500,40784,4,EM,1,100,RB
1887988.750,40784,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1888039.000,40784,4,EM,1,100,PS
1888089.500,40818,4,EM,1,100,RS
1888140.000,40818,4,EM,1,100,RB
1888190.500,40818,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1888241.000,40818,4,EM,1,100,PS
1888291.250,40850,4,EM,1,100,RS
1888341.500,40850,4,EM,1,100,RB
1888391.750,40850,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1888442.000,40850,4,EM,1,100,PS
1888493.000,40883,4,EM,1,100,RS
1888544.000,40883,4,EM,1,100,RB
1888595.000,40883,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1888646.000,40883,4,EM,1,100,PS
1888696.000,40915,4,EM,1,100,RS
1888746.000,40915,4,EM,1,100,RB
1888796.000,40915,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1888846.000,40915,4,EM,1,100,PS
1888896.250,40948,4,EM,1,100,RS
1888946.500,40948,4,EM,1,100,RB
1888996.750,40948,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1889047.000,40948,4,EM,1,100,PS
1889098.000,40981,4,EM,1,100,RS
1889149.000,40981,4,EM,1,100,RB
1889200.000,40981,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1889251.000,40981,4,EM,1,100,PS
1889301.250,41014,4,EM,1,100,RS
1889351.500,41014,4,EM,1,100,RB
1889401.750,41014,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1889452.000,41014,4,EM,1,100,PS
1889502.250,41046,4,EM,1,100,RS
1889552.500,41046,4,EM,1,100,RB
1889602.750,41046,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1889653.000,41046,4,EM,1,100,PS
1889703.250,41079,4,EM,1,100,RS
1889753.500,41079,4,EM,1,100,RB
1889803.750,41079,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1889854.000,41079,4,EM,1,100,PS
1889904.250,41113,4,EM,1,100,RS
1889954.500,41113,4,EM,1,100,RB
1890004.750,41113,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1890055.000,41113,4,EM,1,100,PS
1890105.250,41144,4,EM,1,100,RS
1890155.500,41144,4,EM,1,100,RB
1890205.750,41144,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1890256.000,41144,4,EM,1,100,PS
1890306.250,41178,4,EM,1,100,RS
1890356.500,41178,4,EM,1,100,RB
1890406.750,41178,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1890457.000,41178,4,EM,1,100,PS
1890507.250,41209,4,EM,1,100,RS
1890557.500,41209,4,EM,1,100,RB
1890607.750,41209,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1890658.000,41209,4,EM,1,100,PS
1890708.250,41243,4,EM,1,100,RS
1890758.500,41243,4,EM,1,100,RB
1890808.750,41243,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1890859.000,41243,4,EM,1,100,PS
1890909.250,41275,4,EM,1,100,RS
1890959.500,41275,4,EM,1,100,RB
1891009.750,41275,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1891060.000,41275,4,EM,1,100,PS
1891111.000,41308,4,EM,1,100,RS
1891162.000,41308,4,EM,1,100,RB
1891213.000,41308,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1891264.000,41308,4,EM,1,100,PS
1891314.250,41342,4,EM,1,100,RS
1891364.500,41342,4,EM,1,100,RB
1891414.750,41342,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1891465.000,41342,4,EM,1,100,PS
1891515.250,41375,4,EM,1,100,RS
1891565.500,41375,4,EM,1,100,RB
1891615.750,41375,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1891666.000,41375,4,EM,1,100,PS
1891716.250,41407,4,EM,1,100,RS
1891766.500,41407,4,EM,1,100,RB
1891816.750,41407,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1891867.000,41407,4,EM,1,100,PS
1891917.250,41441,4,EM,1,100,RS
1891967.500,41441,4,EM,1,100,RB
1892017.750,41441,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1892068.000,41441,4,EM,1,100,PS
1892118.250,41472,4,EM,1,100,RS
1892168.500,41472,4,EM,1,100,RB
1892218.750,41472,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1892269.000,41472,4,EM,1,100,PS
1892319.250,41506,4,EM,1,100,RS
1892369.500,41506,4,EM,1,100,RB
1892419.750,41506,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1892470.000,41506,4,EM,1,100,PS
1892520.250,41537,4,EM,1,100,RS
1892570.500,41537,4,EM,1,100,RB
1892620.750,41537,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1892671.000,41537,4,EM,1,100,PS
1892741.500,41577,4,EM,1,100,RS
1892812.000,41577,4,EM,1,100,RB
1892882.500,41577,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1892953.000,41577,4,EM,1,100,PS
1893004.000,41611,4,EM,1,100,RS
1893055.000,41611,4,EM,1,100,RB
1893106.000,41611,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1893157.000,41611,4,EM,1,100,PS
1893207.250,41642,4,EM,1,100,RS
1893257.500,41642,4,EM,1,100,RB
1893307.750,41642,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1893358.000,41642,4,EM,1,100,PS
1893408.250,41676,4,EM,1,100,RS
1893458.500,41676,4,EM,1,100,RB
1893508.750,41676,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1893559.000,41676,4,EM,1,100,PS
1893609.250,41708,4,EM,1,100,RS
1893659.500,41708,4,EM,1,100,RB
1893709.750,41708,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1893760.000,41708,4,EM,1,100,PS
1893810.500,41741,4,EM,1,100,RS
1893861.000,41741,4,EM,1,100,RB
1893911.500,41741,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1893962.000,41741,4,EM,1,100,PS
1894012.250,41773,4,EM,1,100,RS
1894062.500,41773,4,EM,1,100,RB
1894112.750,41773,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1894163.000,41773,4,EM,1,100,PS
1894213.250,41806,4,EM,1,100,RS
1894263.500,41806,4,EM,1,100,RB
1894313.750,41806,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1894364.000,41806,4,EM,1,100,PS
1894414.250,41838,4,EM,1,100,RS
1894464.500,41838,4,EM,1,100,RB
1894514.750,41838,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1894565.000,41838,4,EM,1,100,PS
1894615.250,41872,4,EM,1,100,RS
1894665.500,41872,4,EM,1,100,RB
1894715.750,41872,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1894766.000,41872,4,EM,1,100,PS
1894817.250,41903,4,EM,1,100,RS
1894868.500,41903,4,EM,1,100,RB
1894919.750,41903,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1894971.000,41903,4,EM,1,100,PS
1895021.000,41937,4,EM,1,100,RS
1895071.000,41937,4,EM,1,100,RB
1895121.000,41937,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1895171.000,41937,4,EM,1,100,PS
1895221.250,41968,4,EM,1,100,RS
1895271.500,41968,4,EM,1,100,RB
1895321.750,41968,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1895372.000,41968,4,EM,1,100,PS
1895422.250,42002,4,EM,1,100,RS
1895472.500,42002,4,EM,1,100,RB
1895522.750,42002,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1895573.000,42002,4,EM,1,100,PS
1895623.250,42035,4,EM,1,100,RS
1895673.500,42035,4,EM,1,100,RB
1895723.750,42035,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1895774.000,42035,4,EM,1,100,PS
1895825.000,42067,4,EM,1,100,RS
1895876.000,42067,4,EM,1,100,RB
1895927.000,42067,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1895978.000,42067,4,EM,1,100,PS
1896028.250,42101,4,EM,1,100,RS
1896078.500,42101,4,EM,1,100,RB
1896128.750,42101,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1896179.000,42101,4,EM,1,100,PS
1896229.250,42135,4,EM,1,100,RS
1896279.500,42135,4,EM,1,100,RB
1896329.750,42135,4,EM,1,100,2024-09-18_13-07-51-985797.csv
1896380.000,42135,4,EM,1,100,PS
1896431.000,42168,4,EM,1,100,RS
1896482.000,42168,4,EM,1,100,RB
1896533.000,42168,4,EM,1,100,2024-09-18_13-07-51-985797.csv
