EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1847494.000,34380,2,MX,1,100,164
1847534.000,34397,3,MX,1,100,164
1847574.000,34397,3,MX,1,100,163
1847614.000,34397,3,MX,1,100,161
1847653.500,34414,2,MX,1,100,161
1847693.000,34414,2,MX,1,100,161
1847733.333,34429,3,MX,1,100,161
1847773.667,34429,3,MX,1,100,163
1847814.000,34429,3,MX,1,100,164
1847854.000,34445,2,MX,1,100,166
1847894.000,34445,2,MX,1,100,171
1847933.667,34463,3,MX,1,100,175
1847973.333,34463,3,MX,1,100,168
1848013.000,34463,3,MX,1,100,161
1848053.500,34479,2,MX,1,100,156
1848094.000,34479,2,MX,1,100,150
1848134.000,34494,3,MX,1,100,145
1848174.000,34494,3,MX,1,100,141
1848214.000,34494,3,MX,1,100,138
1848253.667,34511,3,MX,1,100,132
1848293.333,34511,3,MX,1,100,128
1848333.000,34511,3,MX,1,100,125
1848373.000,34528,2,MX,1,100,122
1848413.000,34528,2,MX,1,100,120
1848453.000,34544,3,MX,1,100,119
1848493.000,34544,3,MX,1,100,119
1848533.000,34544,3,MX,1,100,120
1848573.000,34560,2,MX,1,100,122
1848613.000,34560,2,MX,1,100,123
1848653.000,34576,3,MX,1,100,126
1848693.000,34576,3,MX,1,100,128
1848733.000,34576,3,MX,1,100,131
1848773.000,34593,2,MX,1,100,137
1848813.000,34593,2,MX,1,100,140
1848853.000,34609,3,MX,1,100,143
1848893.000,34609,3,MX,1,100,144
1848933.000,34609,3,MX,1,100,144
1848973.000,34627,2,MX,1,100,143
1849013.000,34627,2,MX,1,100,141
1849053.000,34641,3,MX,1,100,143
1849093.000,34641,3,MX,1,100,145
1849133.000,34641,3,MX,1,100,150
1849173.000,34658,2,MX,1,100,152
1849213.000,34658,2,MX,1,100,156
1849253.000,34675,3,MX,1,100,158
1849293.000,34675,3,MX,1,100,128
1849333.000,34675,3,MX,1,100,90
1849373.000,34692,2,MX,1,100,66
1849413.000,34692,2,MX,1,100,50
1849453.000,34706,3,MX,1,100,36
1849493.000,34706,3,MX,1,100,30
1849533.000,34706,3,MX,1,100,22
1849573.000,34724,3,MX,1,100,21
1849613.000,34724,3,MX,1,100,21
1849653.000,34724,3,MX,1,100,21
1849693.000,34740,2,MX,1,100,21
1849733.000,34740,2,MX,1,100,22
1849773.000,34757,3,MX,1,100,22
1849813.000,34757,3,MX,1,100,21
1849853.000,34757,3,MX,1,100,22
1849893.000,34771,2,MX,1,100,21
1849933.000,34771,2,MX,1,100,22
1849973.000,34789,3,MX,1,100,23
1850013.000,34789,3,MX,1,100,23
1850053.000,34789,3,MX,1,100,23
1850093.000,34805,2,MX,1,100,23
1850133.000,34805,2,MX,1,100,21
1850173.000,34822,3,MX,1,100,22
1850213.000,34822,3,MX,1,100,21
1850253.000,34822,3,MX,1,100,19
1850293.000,34837,2,MX,1,100,20
1850333.000,34837,2,MX,1,100,18
1850373.000,34854,3,MX,1,100,19
1850413.000,34854,3,MX,1,100,19
1850453.000,34854,3,MX,1,100,19
1850493.000,34870,2,MX,1,100,17
1850533.000,34870,2,MX,1,100,17
1850573.000,34888,3,MX,1,100,16
1850613.000,34888,3,MX,1,100,16
1850653.000,34888,3,MX,1,100,14
1850693.000,34903,2,MX,1,100,11
1850733.000,34903,2,MX,1,100, 8
1850773.000,34919,3,MX,1,100, 0
1850813.000,34919,3,MX,1,100,-9
1850853.000,34919,3,MX,1,100,-17
1850893.000,34936,3,MX,1,100,-22
1850933.000,34936,3,MX,1,100,-20
1850973.000,34936,3,MX,1,100,-9
1851013.000,34953,2,MX,1,100, 0
1851053.000,34953,2,MX,1,100, 6
1851093.000,34969,3,MX,1,100, 5
1851133.000,34969,3,MX,1,100, 3
1851173.000,34969,3,MX,1,100, 5
1851213.000,34984,2,MX,1,100,11
1851253.000,34984,2,MX,1,100,13
1851293.000,35003,3,MX,1,100,19
1851333.000,35003,3,MX,1,100,20
1851373.000,35003,3,MX,1,100,21
1851413.000,35020,2,MX,1,100,23
1851453.000,35020,2,MX,1,100,26
1851493.000,35036,3,MX,1,100,28
1851533.000,35036,3,MX,1,100,32
1851573.000,35036,3,MX,1,100,33
1851613.000,35052,2,MX,1,100,35
1851653.000,35052,2,MX,1,100,36
1851693.000,35068,3,MX,1,100,35
1851733.000,35068,3,MX,1,100,38
1851773.000,35068,3,MX,1,100,42
1851813.000,35090,4,MX,1,100,44
1851853.000,35090,4,MX,1,100,43
1851893.000,35090,4,MX,1,100,40
1851933.000,35090,4,MX,1,100,39
1851973.000,35107,2,MX,1,100,37
1852013.000,35107,2,MX,1,100,34
1852053.000,35124,3,MX,1,100,32
1852093.000,35124,3,MX,1,100,29
1852133.000,35124,3,MX,1,100,26
1852173.000,35139,2,MX,1,100,26
1852213.000,35139,2,MX,1,100,25
1852253.000,35156,3,MX,1,100,25
1852293.000,35156,3,MX,1,100,24
1852333.000,35156,3,MX,1,100,25
1852373.000,35172,2,MX,1,100,25
1852413.000,35172,2,MX,1,100,24
1852453.000,35189,3,MX,1,100,24
1852493.000,35189,3,MX,1,100,24
1852533.000,35189,3,MX,1,100,25
1852573.000,35206,2,MX,1,100,24
1852613.000,35206,2,MX,1,100,23
1852653.000,35221,3,MX,1,100,23
1852693.000,35221,3,MX,1,100,23
1852733.000,35221,3,MX,1,100,22
1852773.000,35237,2,MX,1,100,23
1852813.000,35237,2,MX,1,100,23
1852853.000,35254,3,MX,1,100,24
1852893.000,35254,3,MX,1,100,25
1852933.000,35254,3,MX,1,100,25
1852973.000,35271,2,MX,1,100,24
1853013.000,35271,2,MX,1,100,24
1853053.000,35286,3,MX,1,100,25
1853093.000,35286,3,MX,1,100,24
1853133.000,35286,3,MX,1,100,24
1853173.000,35302,3,MX,1,100,25
1853213.000,35302,3,MX,1,100,25
1853253.000,35302,3,MX,1,100,27
1853293.000,35320,2,MX,1,100,25
1853333.000,35320,2,MX,1,100,24
1853373.000,35336,3,MX,1,100,24
1853413.000,35336,3,MX,1,100,24
1853453.000,35336,3,MX,1,100,25
1853493.000,35351,2,MX,1,100,26
1853533.000,35351,2,MX,1,100,26
1853573.000,35368,3,MX,1,100,25
1853613.000,35368,3,MX,1,100,26
1853653.000,35368,3,MX,1,100,25
1853693.000,35385,2,MX,1,100,26
1853733.000,35385,2,MX,1,100,25
1853773.000,35401,3,MX,1,100,25
1853813.000,35401,3,MX,1,100,25
1853853.000,35401,3,MX,1,100,26
1853893.000,35416,2,MX,1,100,26
1853933.000,35416,2,MX,1,100,25
1853973.000,35433,3,MX,1,100,26
1854013.000,35433,3,MX,1,100,25
1854053.000,35433,3,MX,1,100,26
1854093.000,35450,2,MX,1,100,25
1854133.000,35450,2,MX,1,100,26
1854173.000,35466,3,MX,1,100,26
1854213.000,35466,3,MX,1,100,25
1854253.000,35466,3,MX,1,100,26
1854293.000,35483,2,MX,1,100,25
1854333.000,35483,2,MX,1,100,26
1854373.000,35498,3,MX,1,100,25
1854413.000,35498,3,MX,1,100,25
1854453.000,35498,3,MX,1,100,24
1854493.000,35515,2,MX,1,100,27
1854533.000,35515,2,MX,1,100,26
1854573.000,35532,3,MX,1,100,27
1854613.000,35532,3,MX,1,100,23
1854653.000,35532,3,MX,1,100,23
1854693.000,35549,3,MX,1,100,24
1854733.000,35549,3,MX,1,100,27
1854773.000,35549,3,MX,1,100,27
1854813.000,35563,2,MX,1,100,27
1854853.000,35563,2,MX,1,100,25
1854893.000,35581,3,MX,1,100,25
1854933.000,35581,3,MX,1,100,22
1854973.000,35581,3,MX,1,100,24
1855013.000,35597,2,MX,1,100,24
1855053.000,35597,2,MX,1,100,24
1855093.000,35614,3,MX,1,100,23
1855133.000,35614,3,MX,1,100,23
1855173.000,35614,3,MX,1,100,24
1855213.000,35628,2,MX,1,100,24
1855253.000,35628,2,MX,1,100,24
1855293.000,35646,3,MX,1,100,24
1855333.000,35646,3,MX,1,100,24
1855373.000,35646,3,MX,1,100,24
1855413.000,35662,2,MX,1,100,24
1855453.000,35662,2,MX,1,100,24
1855493.000,35679,3,MX,1,100,24
1855533.000,35679,3,MX,1,100,25
1855573.000,35679,3,MX,1,100,25
1855613.000,35694,2,MX,1,100,25
1855653.000,35694,2,MX,1,100,25
1855693.000,35711,3,MX,1,100,24
1855733.000,35711,3,MX,1,100,24
1855773.000,35711,3,MX,1,100,24
1855813.000,35727,2,MX,1,100,24
1855853.000,35727,2,MX,1,100,24
1855893.000,35745,3,MX,1,100,25
1855933.000,35745,3,MX,1,100,23
1855973.000,35745,3,MX,1,100,25
1856013.000,35759,3,MX,1,100,25
1856053.000,35759,3,MX,1,100,24
1856093.000,35759,3,MX,1,100,24
1856133.000,35776,2,MX,1,100,25
1856173.000,35776,2,MX,1,100,25
1856213.000,35792,3,MX,1,100,24
1856253.000,35792,3,MX,1,100,24
1856293.000,35792,3,MX,1,100,24
1856333.000,35812,2,MX,1,100,24
1856373.000,35812,2,MX,1,100,24
1856413.000,35827,3,MX,1,100,23
1856453.000,35827,3,MX,1,100,24
1856493.000,35827,3,MX,1,100,23
1856533.000,35843,2,MX,1,100,24
1856573.000,35843,2,MX,1,100,25
1856613.000,35860,3,MX,1,100,24
1856653.000,35860,3,MX,1,100,25
1856693.000,35860,3,MX,1,100,24
1856733.000,35877,2,MX,1,100,24
1856773.000,35877,2,MX,1,100,24
1856813.000,35893,3,MX,1,100,24
1856853.000,35893,3,MX,1,100,24
1856893.000,35893,3,MX,1,100,24
1856933.000,35916,4,MX,1,100,24
1856973.000,35916,4,MX,1,100,25
1857013.000,35916,4,MX,1,100,24
1857053.000,35916,4,MX,1,100,24
1857093.000,35930,2,MX,1,100,24
1857133.000,35930,2,MX,1,100,24
1857173.000,35947,3,MX,1,100,24
1857213.000,35947,3,MX,1,100,24
1857253.000,35947,3,MX,1,100,24
1857293.000,35964,2,MX,1,100,24
1857333.000,35964,2,MX,1,100,24
1857373.000,35981,3,MX,1,100,24
1857413.000,35981,3,MX,1,100,25
1857453.000,35981,3,MX,1,100,24
1857492.500,35996,2,MX,1,100,25
1857532.000,35996,2,MX,1,100,24
1857572.000,36013,3,MX,1,100,24
1857612.000,36013,3,MX,1,100,24
1857652.000,36013,3,MX,1,100,24
1857692.333,36029,3,MX,1,100,24
1857732.667,36029,3,MX,1,100,24
1857773.000,36029,3,MX,1,100,24
1857812.500,36046,2,MX,1,100,24
1857852.000,36046,2,MX,1,100,24
1857892.000,36063,3,MX,1,100,25
1857932.000,36063,3,MX,1,100,24
1857972.000,36063,3,MX,1,100,25
1858012.500,36078,2,MX,1,100,24
1858053.000,36078,2,MX,1,100,24
1858093.000,36094,3,MX,1,100,25
1858133.000,36094,3,MX,1,100,25
1858173.000,36094,3,MX,1,100,24
1858213.000,36111,2,MX,1,100,24
1858253.000,36111,2,MX,1,100,23
1858292.667,36128,3,MX,1,100,25
1858332.333,36128,3,MX,1,100,25
1858372.000,36128,3,MX,1,100,24
1858412.000,36143,2,MX,1,100,23
1858452.000,36143,2,MX,1,100,24
1858492.000,36159,3,MX,1,100,25
1858532.000,36159,3,MX,1,100,24
1858572.000,36159,3,MX,1,100,24
1858612.000,36177,2,MX,1,100,24
1858652.000,36177,2,MX,1,100,24
1858692.000,36193,3,MX,1,100,24
1858732.000,36193,3,MX,1,100,24
1858772.000,36193,3,MX,1,100,25
1858812.000,36208,2,MX,1,100,24
1858852.000,36208,2,MX,1,100,25
1858892.000,36225,3,MX,1,100,24
1858932.000,36225,3,MX,1,100,24
1858972.000,36225,3,MX,1,100,24
1859012.000,36242,2,MX,1,100,24
1859052.000,36242,2,MX,1,100,24
1859092.000,36258,3,MX,1,100,24
1859132.000,36258,3,MX,1,100,24
1859172.000,36258,3,MX,1,100,24
1859212.000,36273,3,MX,1,100,25
1859252.000,36273,3,MX,1,100,25
1859292.000,36273,3,MX,1,100,24
1859332.000,36290,2,MX,1,100,24
1859372.000,36290,2,MX,1,100,24
1859412.000,36307,3,MX,1,100,24
1859452.000,36307,3,MX,1,100,24
1859492.000,36307,3,MX,1,100,24
1859532.000,36323,2,MX,1,100,24
1859572.000,36323,2,MX,1,100,24
1859612.000,36340,3,MX,1,100,25
1859652.000,36340,3,MX,1,100,25
1859692.000,36340,3,MX,1,100,23
1859732.000,36355,2,MX,1,100,24
1859772.000,36355,2,MX,1,100,24
1859812.000,36372,3,MX,1,100,24
1859852.000,36372,3,MX,1,100,24
1859892.000,36372,3,MX,1,100,25
1859932.000,36389,2,MX,1,100,25
1859972.000,36389,2,MX,1,100,25
1860012.000,36406,3,MX,1,100,24
1860052.000,36406,3,MX,1,100,25
1860092.000,36406,3,MX,1,100,24
1860132.000,36420,2,MX,1,100,24
1860172.000,36420,2,MX,1,100,23
1860212.000,36438,3,MX,1,100,24
1860252.000,36438,3,MX,1,100,24
1860292.000,36438,3,MX,1,100,25
1860332.000,36454,3,MX,1,100,23
1860372.000,36454,3,MX,1,100,25
1860412.000,36454,3,MX,1,100,24
1860452.000,36471,2,MX,1,100,24
1860492.000,36471,2,MX,1,100,24
1860532.000,36485,3,MX,1,100,25
1860572.000,36485,3,MX,1,100,24
1860612.000,36485,3,MX,1,100,25
1860652.000,36503,2,MX,1,100,24
1860692.000,36503,2,MX,1,100,24
1860732.000,36519,3,MX,1,100,24
1860772.000,36519,3,MX,1,100,24
1860812.000,36519,3,MX,1,100,24
1860852.000,36536,2,MX,1,100,25
1860892.000,36536,2,MX,1,100,24
1860932.000,36551,3,MX,1,100,24
1860972.000,36551,3,MX,1,100,25
1861012.000,36551,3,MX,1,100,25
1861052.000,36568,2,MX,1,100,25
1861092.000,36568,2,MX,1,100,24
1861132.000,36584,3,MX,1,100,24
1861172.000,36584,3,MX,1,100,24
1861212.000,36584,3,MX,1,100,24
1861252.000,36602,2,MX,1,100,24
1861292.000,36602,2,MX,1,100,25
1861332.000,36618,3,MX,1,100,23
1861372.000,36618,3,MX,1,100,24
1861412.000,36618,3,MX,1,100,24
1861452.000,36635,2,MX,1,100,24
1861492.000,36635,2,MX,1,100,23
1861532.000,36651,3,MX,1,100,24
1861572.000,36651,3,MX,1,100,24
1861612.000,36651,3,MX,1,100,23
1861652.000,36669,3,MX,1,100,24
1861692.000,36669,3,MX,1,100,24
1861732.000,36669,3,MX,1,100,25
1861772.000,36684,2,MX,1,100,25
1861812.000,36684,2,MX,1,100,24
1861852.000,36700,3,MX,1,100,24
1861892.000,36700,3,MX,1,100,24
1861932.000,36700,3,MX,1,100,24
1861972.000,36717,2,MX,1,100,24
1862012.000,36717,2,MX,1,100,24
1862052.000,36737,4,MX,1,100,24
1862092.000,36737,4,MX,1,100,24
1862132.000,36737,4,MX,1,100,24
1862172.000,36737,4,MX,1,100,24
1862212.000,36753,2,MX,1,100,25
1862252.000,36753,2,MX,1,100,24
1862292.000,36771,3,MX,1,100,24
1862332.000,36771,3,MX,1,100,24
1862372.000,36771,3,MX,1,100,25
1862412.000,36785,2,MX,1,100,24
1862452.000,36785,2,MX,1,100,24
1862492.000,36802,3,MX,1,100,24
1862532.000,36802,3,MX,1,100,24
1862572.000,36802,3,MX,1,100,25
1862612.000,36819,2,MX,1,100,24
1862652.000,36819,2,MX,1,100,24
1862692.000,36836,3,MX,1,100,24
1862732.000,36836,3,MX,1,100,24
1862772.000,36836,3,MX,1,100,24
1862812.000,36850,2,MX,1,100,24
1862852.000,36850,2,MX,1,100,24
1862892.000,36868,3,MX,1,100,24
1862932.000,36868,3,MX,1,100,24
1862972.000,36868,3,MX,1,100,24
1863012.000,36884,3,MX,1,100,24
1863052.000,36884,3,MX,1,100,25
1863092.000,36884,3,MX,1,100,24
1863132.000,36901,2,MX,1,100,24
1863172.000,36901,2,MX,1,100,24
1863212.000,36915,3,MX,1,100,24
1863252.000,36915,3,MX,1,100,23
1863292.000,36915,3,MX,1,100,23
1863332.000,36933,2,MX,1,100,24
1863372.000,36933,2,MX,1,100,24
1863412.000,36949,3,MX,1,100,24
1863452.000,36949,3,MX,1,100,24
1863492.000,36949,3,MX,1,100,25
1863532.000,36966,2,MX,1,100,24
1863572.000,36966,2,MX,1,100,25
1863612.000,36982,3,MX,1,100,24
1863652.000,36982,3,MX,1,100,24
1863692.000,36982,3,MX,1,100,24
1863732.000,36998,2,MX,1,100,24
1863772.000,36998,2,MX,1,100,24
1863812.000,37014,3,MX,1,100,24
1863852.000,37014,3,MX,1,100,25
1863892.000,37014,3,MX,1,100,24
1863932.000,37032,2,MX,1,100,25
1863972.000,37032,2,MX,1,100,24
1864012.000,37048,3,MX,1,100,24
1864052.000,37048,3,MX,1,100,25
1864092.000,37048,3,MX,1,100,25
1864132.000,37063,2,MX,1,100,25
1864172.000,37063,2,MX,1,100,24
1864212.000,37080,3,MX,1,100,25
1864252.000,37080,3,MX,1,100,24
1864292.000,37080,3,MX,1,100,24
1864332.000,37097,3,MX,1,100,25
1864372.000,37097,3,MX,1,100,24
1864412.000,37097,3,MX,1,100,24
1864452.000,37113,2,MX,1,100,24
1864492.000,37113,2,MX,1,100,24
1864532.000,37128,3,MX,1,100,23
1864572.000,37128,3,MX,1,100,25
1864612.000,37128,3,MX,1,100,24
1864652.000,37145,2,MX,1,100,24
1864692.000,37145,2,MX,1,100,25
1864732.000,37162,3,MX,1,100,24
1864772.000,37162,3,MX,1,100,25
1864812.000,37162,3,MX,1,100,24
1864852.000,37178,2,MX,1,100,25
1864892.000,37178,2,MX,1,100,24
1864932.000,37194,3,MX,1,100,24
1864972.000,37194,3,MX,1,100,25
1865012.000,37194,3,MX,1,100,25
1865052.000,37210,2,MX,1,100,24
1865092.000,37210,2,MX,1,100,24
1865132.000,37227,3,MX,1,100,24
1865172.000,37227,3,MX,1,100,24
1865212.000,37227,3,MX,1,100,23
1865252.000,37244,2,MX,1,100,24
1865292.000,37244,2,MX,1,100,25
1865332.000,37259,3,MX,1,100,25
1865372.000,37259,3,MX,1,100,23
1865412.000,37259,3,MX,1,100,24
1865452.000,37275,3,MX,1,100,24
1865492.000,37275,3,MX,1,100,24
1865532.000,37275,3,MX,1,100,24
1865572.000,37292,2,MX,1,100,25
1865612.000,37292,2,MX,1,100,24
1865652.000,37309,3,MX,1,100,24
1865692.000,37309,3,MX,1,100,24
1865732.000,37309,3,MX,1,100,24
1865772.000,37325,2,MX,1,100,25
1865812.000,37325,2,MX,1,100,24
1865852.000,37340,3,MX,1,100,24
1865892.000,37340,3,MX,1,100,24
1865932.000,37340,3,MX,1,100,24
1865972.000,37358,2,MX,1,100,24
1866012.000,37358,2,MX,1,100,24
1866052.000,37374,3,MX,1,100,24
1866092.000,37374,3,MX,1,100,24
1866132.000,37374,3,MX,1,100,24
1866171.750,37392,4,MX,1,100,24
1866211.500,37392,4,MX,1,100,23
1866251.250,37392,4,MX,1,100,24
1866291.000,37392,4,MX,1,100,24
1866331.333,37410,3,MX,1,100,24
1866371.667,37410,3,MX,1,100,24
1866412.000,37410,3,MX,1,100,24
1866452.000,37427,2,MX,1,100,24
1866492.000,37427,2,MX,1,100,24
1866532.000,37441,3,MX,1,100,25
1866572.000,37441,3,MX,1,100,25
1866612.000,37441,3,MX,1,100,25
1866652.000,37459,2,MX,1,100,24
1866692.000,37459,2,MX,1,100,25
1866732.000,37475,3,MX,1,100,24
1866772.000,37475,3,MX,1,100,23
1866812.000,37475,3,MX,1,100,24
1866852.000,37492,3,MX,1,100,24
1866892.000,37492,3,MX,1,100,24
1866932.000,37492,3,MX,1,100,24
1866972.000,37508,2,MX,1,100,24
1867012.000,37508,2,MX,1,100,24
1867052.000,37524,3,MX,1,100,24
1867092.000,37524,3,MX,1,100,24
1867132.000,37524,3,MX,1,100,24
1867171.750,37547,4,MX,1,100,24
1867211.500,37547,4,MX,1,100,24
