EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1847214.000,34333,3,MY,1,100,82
1847254.000,34350,2,MY,1,100,84
1847294.000,34350,2,MY,1,100,84
1847334.000,34365,3,MY,1,100,85
1847374.000,34365,3,MY,1,100,85
1847414.000,34365,3,MY,1,100,86
1847454.000,34381,2,MY,1,100,89
1847494.000,34381,2,MY,1,100,89
1847534.000,34398,3,MY,1,100,87
1847574.000,34398,3,MY,1,100,87
1847614.000,34398,3,MY,1,100,85
1847653.500,34415,2,MY,1,100,86
1847693.000,34415,2,MY,1,100,86
1847733.333,34430,3,MY,1,100,87
1847773.667,34430,3,MY,1,100,88
1847814.000,34430,3,MY,1,100,89
1847854.000,34446,2,MY,1,100,91
1847894.000,34446,2,MY,1,100,95
1847933.667,34464,3,MY,1,100,99
1847973.333,34464,3,MY,1,100,104
1848013.000,34464,3,MY,1,100,107
1848053.500,34480,2,MY,1,100,111
1848094.000,34480,2,MY,1,100,113
1848134.000,34495,3,MY,1,100,116
1848174.000,34495,3,MY,1,100,118
1848214.000,34495,3,MY,1,100,122
1848253.667,34512,3,MY,1,100,125
1848293.333,34512,3,MY,1,100,127
1848333.000,34512,3,MY,1,100,130
1848373.000,34529,2,MY,1,100,132
1848413.000,34529,2,MY,1,100,134
1848453.000,34545,3,MY,1,100,136
1848493.000,34545,3,MY,1,100,136
1848533.000,34545,3,MY,1,100,138
1848573.000,34561,2,MY,1,100,139
1848613.000,34561,2,MY,1,100,139
1848653.000,34577,3,MY,1,100,139
1848693.000,34577,3,MY,1,100,141
1848733.000,34577,3,MY,1,100,141
1848773.000,34594,2,MY,1,100,142
1848813.000,34594,2,MY,1,100,142
1848853.000,34610,3,MY,1,100,141
1848893.000,34610,3,MY,1,100,139
1848933.000,34610,3,MY,1,100,138
1848973.000,34628,2,MY,1,100,134
1849013.000,34628,2,MY,1,100,130
1849053.000,34642,3,MY,1,100,126
1849093.000,34642,3,MY,1,100,124
1849133.000,34642,3,MY,1,100,124
1849173.000,34659,2,MY,1,100,126
1849213.000,34659,2,MY,1,100,130
1849253.000,34676,3,MY,1,100,124
1849293.000,34676,3,MY,1,100,85
1849333.000,34676,3,MY,1,100,52
1849373.000,34693,2,MY,1,100,45
1849413.000,34693,2,MY,1,100,44
1849453.000,34707,3,MY,1,100,50
1849493.000,34707,3,MY,1,100,51
1849533.000,34707,3,MY,1,100,52
1849573.000,34725,3,MY,1,100,50
1849613.000,34725,3,MY,1,100,49
1849653.000,34725,3,MY,1,100,49
1849693.000,34741,2,MY,1,100,49
1849733.000,34741,2,MY,1,100,51
1849773.000,34758,3,MY,1,100,49
1849813.000,34758,3,MY,1,100,51
1849853.000,34758,3,MY,1,100,52
1849893.000,34772,2,MY,1,100,52
1849933.000,34772,2,MY,1,100,51
1849973.000,34790,3,MY,1,100,51
1850013.000,34790,3,MY,1,100,52
1850053.000,34790,3,MY,1,100,53
1850093.000,34806,2,MY,1,100,54
1850133.000,34806,2,MY,1,100,53
1850173.000,34823,3,MY,1,100,54
1850213.000,34823,3,MY,1,100,52
1850253.000,34823,3,MY,1,100,52
1850293.000,34838,2,MY,1,100,51
1850333.000,34838,2,MY,1,100,50
1850373.000,34855,3,MY,1,100,48
1850413.000,34855,3,MY,1,100,47
1850453.000,34855,3,MY,1,100,48
1850493.000,34871,2,MY,1,100,48
1850533.000,34871,2,MY,1,100,48
1850573.000,34889,3,MY,1,100,48
1850613.000,34889,3,MY,1,100,50
1850653.000,34889,3,MY,1,100,50
1850693.000,34904,2,MY,1,100,51
1850733.000,34904,2,MY,1,100,53
1850773.000,34920,3,MY,1,100,55
1850813.000,34920,3,MY,1,100,58
1850853.000,34920,3,MY,1,100,63
1850893.000,34937,3,MY,1,100,74
1850933.000,34937,3,MY,1,100,86
1850973.000,34937,3,MY,1,100,86
1851013.000,34954,2,MY,1,100,80
1851053.000,34954,2,MY,1,100,68
1851093.000,34970,3,MY,1,100,55
1851133.000,34970,3,MY,1,100,45
1851173.000,34970,3,MY,1,100,44
1851213.000,34985,2,MY,1,100,44
1851253.000,34985,2,MY,1,100,44
1851293.000,35004,3,MY,1,100,45
1851333.000,35004,3,MY,1,100,46
1851373.000,35004,3,MY,1,100,49
1851413.000,35021,2,MY,1,100,52
1851453.000,35021,2,MY,1,100,54
1851493.000,35037,3,MY,1,100,52
1851533.000,35037,3,MY,1,100,55
1851573.000,35037,3,MY,1,100,57
1851613.000,35053,2,MY,1,100,58
1851653.000,35053,2,MY,1,100,61
1851693.000,35069,3,MY,1,100,60
1851733.000,35069,3,MY,1,100,61
1851773.000,35069,3,MY,1,100,64
1851813.000,35091,4,MY,1,100,62
1851853.000,35091,4,MY,1,100,63
1851893.000,35091,4,MY,1,100,64
1851933.000,35091,4,MY,1,100,65
1851973.000,35108,2,MY,1,100,66
1852013.000,35108,2,MY,1,100,65
1852053.000,35125,3,MY,1,100,66
1852093.000,35125,3,MY,1,100,67
1852133.000,35125,3,MY,1,100,67
1852173.000,35140,2,MY,1,100,67
1852213.000,35140,2,MY,1,100,67
1852253.000,35157,3,MY,1,100,67
1852293.000,35157,3,MY,1,100,67
1852333.000,35157,3,MY,1,100,66
1852373.000,35173,2,MY,1,100,67
1852413.000,35173,2,MY,1,100,67
1852453.000,35190,3,MY,1,100,66
1852493.000,35190,3,MY,1,100,65
1852533.000,35190,3,MY,1,100,62
1852573.000,35207,2,MY,1,100,61
1852613.000,35207,2,MY,1,100,62
1852653.000,35222,3,MY,1,100,61
1852693.000,35222,3,MY,1,100,62
1852733.000,35222,3,MY,1,100,62
1852773.000,35238,2,MY,1,100,61
1852813.000,35238,2,MY,1,100,58
1852853.000,35255,3,MY,1,100,54
1852893.000,35255,3,MY,1,100,52
1852933.000,35255,3,MY,1,100,51
1852973.000,35272,2,MY,1,100,50
1853013.000,35272,2,MY,1,100,48
1853053.000,35287,3,MY,1,100,47
1853093.000,35287,3,MY,1,100,46
1853133.000,35287,3,MY,1,100,43
1853173.000,35303,3,MY,1,100,35
1853213.000,35303,3,MY,1,100,28
1853253.000,35303,3,MY,1,100,17
1853293.000,35321,2,MY,1,100, 8
1853333.000,35321,2,MY,1,100,-6
1853373.000,35337,3,MY,1,100,-10
1853413.000,35337,3,MY,1,100,-4
1853453.000,35337,3,MY,1,100, 0
1853493.000,35352,2,MY,1,100,-2
1853533.000,35352,2,MY,1,100,-4
1853573.000,35369,3,MY,1,100,-5
1853613.000,35369,3,MY,1,100,-2
1853653.000,35369,3,MY,1,100,-1
1853693.000,35386,2,MY,1,100,-2
1853733.000,35386,2,MY,1,100,-4
1853773.000,35402,3,MY,1,100,-2
1853813.000,35402,3,MY,1,100,-1
1853853.000,35402,3,MY,1,100,-2
1853893.000,35417,2,MY,1,100,-2
1853933.000,35417,2,MY,1,100,-4
1853973.000,35434,3,MY,1,100,-4
1854013.000,35434,3,MY,1,100,-2
1854053.000,35434,3,MY,1,100,-2
1854093.000,35451,2,MY,1,100,-3
1854133.000,35451,2,MY,1,100,-2
1854173.000,35467,3,MY,1,100,-4
1854213.000,35467,3,MY,1,100,-4
1854253.000,35467,3,MY,1,100,-4
1854293.000,35484,2,MY,1,100,-3
1854333.000,35484,2,MY,1,100,-3
1854373.000,35499,3,MY,1,100,-4
1854413.000,35499,3,MY,1,100,-1
1854453.000,35499,3,MY,1,100, 0
1854493.000,35516,2,MY,1,100,-6
1854533.000,35516,2,MY,1,100,-8
1854573.000,35533,3,MY,1,100,-12
1854613.000,35533,3,MY,1,100,-19
1854653.000,35533,3,MY,1,100,-24
1854693.000,35550,3,MY,1,100,-32
1854733.000,35550,3,MY,1,100,-40
1854773.000,35550,3,MY,1,100,-46
1854813.000,35564,2,MY,1,100,-46
1854853.000,35564,2,MY,1,100,-48
1854893.000,35582,3,MY,1,100,-48
1854933.000,35582,3,MY,1,100,-47
1854973.000,35582,3,MY,1,100,-46
1855013.000,35598,2,MY,1,100,-46
1855053.000,35598,2,MY,1,100,-46
1855093.000,35615,3,MY,1,100,-46
1855133.000,35615,3,MY,1,100,-46
1855173.000,35615,3,MY,1,100,-46
1855213.000,35629,2,MY,1,100,-47
1855253.000,35629,2,MY,1,100,-46
1855293.000,35647,3,MY,1,100,-46
1855333.000,35647,3,MY,1,100,-47
1855373.000,35647,3,MY,1,100,-46
1855413.000,35663,2,MY,1,100,-46
1855453.000,35663,2,MY,1,100,-45
1855493.000,35680,3,MY,1,100,-47
1855533.000,35680,3,MY,1,100,-46
1855573.000,35680,3,MY,1,100,-46
1855613.000,35695,2,MY,1,100,-46
1855653.000,35695,2,MY,1,100,-46
1855693.000,35712,3,MY,1,100,-46
1855733.000,35712,3,MY,1,100,-46
1855773.000,35712,3,MY,1,100,-46
1855813.000,35728,2,MY,1,100,-46
1855853.000,35728,2,MY,1,100,-47
1855893.000,35746,3,MY,1,100,-47
1855933.000,35746,3,MY,1,100,-46
1855973.000,35746,3,MY,1,100,-46
1856013.000,35760,3,MY,1,100,-45
1856053.000,35760,3,MY,1,100,-46
1856093.000,35760,3,MY,1,100,-46
1856133.000,35777,2,MY,1,100,-47
1856173.000,35777,2,MY,1,100,-46
1856213.000,35793,3,MY,1,100,-47
1856253.000,35793,3,MY,1,100,-46
1856293.000,35793,3,MY,1,100,-47
1856333.000,35813,2,MY,1,100,-46
1856373.000,35813,2,MY,1,100,-45
1856413.000,35828,3,MY,1,100,-46
1856453.000,35828,3,MY,1,100,-46
1856493.000,35828,3,MY,1,100,-47
1856533.000,35844,2,MY,1,100,-45
1856573.000,35844,2,MY,1,100,-46
1856613.000,35861,3,MY,1,100,-46
1856653.000,35861,3,MY,1,100,-46
1856693.000,35861,3,MY,1,100,-46
1856733.000,35878,2,MY,1,100,-47
1856773.000,35878,2,MY,1,100,-46
1856813.000,35894,3,MY,1,100,-47
1856853.000,35894,3,MY,1,100,-46
1856893.000,35894,3,MY,1,100,-47
1856933.000,35917,4,MY,1,100,-46
1856973.000,35917,4,MY,1,100,-47
1857013.000,35917,4,MY,1,100,-47
1857053.000,35917,4,MY,1,100,-46
1857093.000,35931,2,MY,1,100,-47
1857133.000,35931,2,MY,1,100,-46
1857173.000,35948,3,MY,1,100,-46
1857213.000,35948,3,MY,1,100,-46
1857253.000,35948,3,MY,1,100,-46
1857293.000,35965,2,MY,1,100,-46
1857333.000,35965,2,MY,1,100,-46
1857373.000,35982,3,MY,1,100,-47
1857413.000,35982,3,MY,1,100,-46
1857453.000,35982,3,MY,1,100,-46
1857492.500,35997,2,MY,1,100,-47
1857532.000,35997,2,MY,1,100,-46
1857572.000,36014,3,MY,1,100,-47
1857612.000,36014,3,MY,1,100,-47
1857652.000,36014,3,MY,1,100,-46
1857692.333,36030,3,MY,1,100,-47
1857732.667,36030,3,MY,1,100,-46
1857773.000,36030,3,MY,1,100,-46
1857812.500,36047,2,MY,1,100,-47
1857852.000,36047,2,MY,1,100,-47
1857892.000,36064,3,MY,1,100,-46
1857932.000,36064,3,MY,1,100,-46
1857972.000,36064,3,MY,1,100,-46
1858012.500,36079,2,MY,1,100,-46
1858053.000,36079,2,MY,1,100,-47
1858093.000,36095,3,MY,1,100,-46
1858133.000,36095,3,MY,1,100,-47
1858173.000,36095,3,MY,1,100,-46
1858213.000,36112,2,MY,1,100,-47
1858253.000,36112,2,MY,1,100,-46
1858292.667,36129,3,MY,1,100,-47
1858332.333,36129,3,MY,1,100,-46
1858372.000,36129,3,MY,1,100,-46
1858412.000,36144,2,MY,1,100,-47
1858452.000,36144,2,MY,1,100,-46
1858492.000,36160,3,MY,1,100,-47
1858532.000,36160,3,MY,1,100,-46
1858572.000,36160,3,MY,1,100,-46
1858612.000,36178,2,MY,1,100,-46
1858652.000,36178,2,MY,1,100,-46
1858692.000,36194,3,MY,1,100,-46
1858732.000,36194,3,MY,1,100,-46
1858772.000,36194,3,MY,1,100,-46
1858812.000,36209,2,MY,1,100,-46
1858852.000,36209,2,MY,1,100,-46
1858892.000,36226,3,MY,1,100,-47
1858932.000,36226,3,MY,1,100,-46
1858972.000,36226,3,MY,1,100,-46
1859012.000,36243,2,MY,1,100,-47
1859052.000,36243,2,MY,1,100,-46
1859092.000,36259,3,MY,1,100,-46
1859132.000,36259,3,MY,1,100,-46
1859172.000,36259,3,MY,1,100,-47
1859212.000,36274,3,MY,1,100,-46
1859252.000,36274,3,MY,1,100,-46
1859292.000,36274,3,MY,1,100,-46
1859332.000,36291,2,MY,1,100,-45
1859372.000,36291,2,MY,1,100,-47
1859412.000,36308,3,MY,1,100,-46
1859452.000,36308,3,MY,1,100,-46
1859492.000,36308,3,MY,1,100,-46
1859532.000,36324,2,MY,1,100,-47
1859572.000,36324,2,MY,1,100,-47
1859612.000,36341,3,MY,1,100,-46
1859652.000,36341,3,MY,1,100,-46
1859692.000,36341,3,MY,1,100,-46
1859732.000,36356,2,MY,1,100,-46
1859772.000,36356,2,MY,1,100,-46
1859812.000,36373,3,MY,1,100,-45
1859852.000,36373,3,MY,1,100,-46
1859892.000,36373,3,MY,1,100,-45
1859932.000,36390,2,MY,1,100,-46
1859972.000,36390,2,MY,1,100,-46
1860012.000,36407,3,MY,1,100,-46
1860052.000,36407,3,MY,1,100,-46
1860092.000,36407,3,MY,1,100,-46
1860132.000,36421,2,MY,1,100,-46
1860172.000,36421,2,MY,1,100,-46
1860212.000,36439,3,MY,1,100,-47
1860252.000,36439,3,MY,1,100,-45
1860292.000,36439,3,MY,1,100,-46
1860332.000,36455,3,MY,1,100,-45
1860372.000,36455,3,MY,1,100,-46
1860412.000,36455,3,MY,1,100,-46
1860452.000,36472,2,MY,1,100,-46
1860492.000,36472,2,MY,1,100,-45
1860532.000,36486,3,MY,1,100,-47
1860572.000,36486,3,MY,1,100,-46
1860612.000,36486,3,MY,1,100,-47
1860652.000,36504,2,MY,1,100,-46
1860692.000,36504,2,MY,1,100,-46
1860732.000,36520,3,MY,1,100,-46
1860772.000,36520,3,MY,1,100,-46
1860812.000,36520,3,MY,1,100,-47
1860852.000,36537,2,MY,1,100,-46
1860892.000,36537,2,MY,1,100,-46
1860932.000,36552,3,MY,1,100,-46
1860972.000,36552,3,MY,1,100,-46
1861012.000,36552,3,MY,1,100,-47
1861052.000,36569,2,MY,1,100,-47
1861092.000,36569,2,MY,1,100,-46
1861132.000,36585,3,MY,1,100,-46
1861172.000,36585,3,MY,1,100,-47
1861212.000,36585,3,MY,1,100,-46
1861252.000,36603,2,MY,1,100,-46
1861292.000,36603,2,MY,1,100,-47
1861332.000,36619,3,MY,1,100,-46
1861372.000,36619,3,MY,1,100,-46
1861412.000,36619,3,MY,1,100,-46
1861452.000,36636,2,MY,1,100,-47
1861492.000,36636,2,MY,1,100,-46
1861532.000,36652,3,MY,1,100,-45
1861572.000,36652,3,MY,1,100,-46
1861612.000,36652,3,MY,1,100,-47
1861652.000,36670,3,MY,1,100,-46
1861692.000,36670,3,MY,1,100,-46
1861732.000,36670,3,MY,1,100,-46
1861772.000,36685,2,MY,1,100,-47
1861812.000,36685,2,MY,1,100,-46
1861852.000,36701,3,MY,1,100,-46
1861892.000,36701,3,MY,1,100,-46
1861932.000,36701,3,MY,1,100,-46
1861972.000,36718,2,MY,1,100,-46
1862012.000,36718,2,MY,1,100,-46
1862052.000,36738,4,MY,1,100,-46
1862092.000,36738,4,MY,1,100,-46
1862132.000,36738,4,MY,1,100,-46
1862172.000,36738,4,MY,1,100,-47
1862212.000,36754,2,MY,1,100,-47
1862252.000,36754,2,MY,1,100,-45
1862292.000,36772,3,MY,1,100,-46
1862332.000,36772,3,MY,1,100,-46
1862372.000,36772,3,MY,1,100,-46
1862412.000,36786,2,MY,1,100,-46
1862452.000,36786,2,MY,1,100,-47
1862492.000,36803,3,MY,1,100,-46
1862532.000,36803,3,MY,1,100,-45
1862572.000,36803,3,MY,1,100,-46
1862612.000,36820,2,MY,1,100,-46
1862652.000,36820,2,MY,1,100,-46
1862692.000,36837,3,MY,1,100,-45
1862732.000,36837,3,MY,1,100,-46
1862772.000,36837,3,MY,1,100,-46
1862812.000,36851,2,MY,1,100,-46
1862852.000,36851,2,MY,1,100,-46
1862892.000,36869,3,MY,1,100,-47
1862932.000,36869,3,MY,1,100,-46
1862972.000,36869,3,MY,1,100,-46
1863012.000,36885,3,MY,1,100,-46
1863052.000,36885,3,MY,1,100,-46
1863092.000,36885,3,MY,1,100,-46
1863132.000,36902,2,MY,1,100,-46
1863172.000,36902,2,MY,1,100,-46
1863212.000,36916,3,MY,1,100,-46
1863252.000,36916,3,MY,1,100,-46
1863292.000,36916,3,MY,1,100,-47
1863332.000,36934,2,MY,1,100,-46
1863372.000,36934,2,MY,1,100,-47
1863412.000,36950,3,MY,1,100,-46
1863452.000,36950,3,MY,1,100,-46
1863492.000,36950,3,MY,1,100,-47
1863532.000,36967,2,MY,1,100,-46
1863572.000,36967,2,MY,1,100,-47
1863612.000,36983,3,MY,1,100,-46
1863652.000,36983,3,MY,1,100,-46
1863692.000,36983,3,MY,1,100,-46
1863732.000,36999,2,MY,1,100,-46
1863772.000,36999,2,MY,1,100,-46
1863812.000,37015,3,MY,1,100,-46
1863852.000,37015,3,MY,1,100,-46
1863892.000,37015,3,MY,1,100,-46
1863932.000,37033,2,MY,1,100,-46
1863972.000,37033,2,MY,1,100,-46
1864012.000,37049,3,MY,1,100,-46
1864052.000,37049,3,MY,1,100,-46
1864092.000,37049,3,MY,1,100,-46
1864132.000,37064,2,MY,1,100,-46
1864172.000,37064,2,MY,1,100,-45
1864212.000,37081,3,MY,1,100,-47
1864252.000,37081,3,MY,1,100,-46
1864292.000,37081,3,MY,1,100,-44
1864332.000,37098,3,MY,1,100,-45
1864372.000,37098,3,MY,1,100,-46
1864412.000,37098,3,MY,1,100,-46
1864452.000,37114,2,MY,1,100,-46
1864492.000,37114,2,MY,1,100,-46
1864532.000,37129,3,MY,1,100,-46
1864572.000,37129,3,MY,1,100,-46
1864612.000,37129,3,MY,1,100,-46
1864652.000,37146,2,MY,1,100,-46
1864692.000,37146,2,MY,1,100,-47
1864732.000,37163,3,MY,1,100,-46
1864772.000,37163,3,MY,1,100,-46
1864812.000,37163,3,MY,1,100,-47
1864852.000,37179,2,MY,1,100,-46
1864892.000,37179,2,MY,1,100,-46
1864932.000,37195,3,MY,1,100,-46
1864972.000,37195,3,MY,1,100,-46
1865012.000,37195,3,MY,1,100,-46
1865052.000,37211,2,MY,1,100,-46
1865092.000,37211,2,MY,1,100,-46
1865132.000,37228,3,MY,1,100,-46
1865172.000,37228,3,MY,1,100,-46
1865212.000,37228,3,MY,1,100,-46
1865252.000,37245,2,MY,1,100,-46
1865292.000,37245,2,MY,1,100,-47
1865332.000,37260,3,MY,1,100,-47
1865372.000,37260,3,MY,1,100,-45
1865412.000,37260,3,MY,1,100,-46
1865452.000,37276,3,MY,1,100,-46
1865492.000,37276,3,MY,1,100,-45
1865532.000,37276,3,MY,1,100,-47
1865572.000,37293,2,MY,1,100,-47
1865612.000,37293,2,MY,1,100,-47
1865652.000,37310,3,MY,1,100,-44
1865692.000,37310,3,MY,1,100,-47
1865732.000,37310,3,MY,1,100,-45
1865772.000,37326,2,MY,1,100,-46
1865812.000,37326,2,MY,1,100,-46
1865852.000,37341,3,MY,1,100,-46
1865892.000,37341,3,MY,1,100,-46
1865932.000,37341,3,MY,1,100,-47
1865972.000,37359,2,MY,1,100,-47
1866012.000,37359,2,MY,1,100,-45
1866052.000,37375,3,MY,1,100,-46
1866092.000,37375,3,MY,1,100,-46
1866132.000,37375,3,MY,1,100,-46
1866171.750,37393,4,MY,1,100,-46
1866211.500,37393,4,MY,1,100,-46
1866251.250,37393,4,MY,1,100,-46
1866291.000,37393,4,MY,1,100,-46
1866331.333,37411,3,MY,1,100,-45
1866371.667,37411,3,MY,1,100,-46
1866412.000,37411,3,MY,1,100,-46
1866452.000,37428,2,MY,1,100,-46
1866492.000,37428,2,MY,1,100,-46
1866532.000,37442,3,MY,1,100,-47
1866572.000,37442,3,MY,1,100,-47
