EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1865799.000,37313,2,PI,1,100,1873
1865839.000,37328,3,PI,1,100,1866
1865879.000,37328,3,PI,1,100,1875
1865919.000,37328,3,PI,1,100,1859
1865959.000,37345,2,PI,1,100,1863
1865999.000,37345,2,PI,1,100,1865
1866039.000,37361,3,PI,1,100,1860
1866079.000,37361,3,PI,1,100,1860
1866119.000,37361,3,PI,1,100,1862
1866159.000,37379,5,PI,1,100,1871
1866199.000,37379,5,PI,1,100,1873
1866239.000,37379,5,PI,1,100,1867
1866279.000,37379,5,PI,1,100,1874
1866319.000,37379,5,PI,1,100,1877
1866359.000,37397,2,PI,1,100,1862
1866399.000,37397,2,PI,1,100,1849
1866439.000,37414,3,PI,1,100,1873
1866479.000,37414,3,PI,1,100,1889
1866519.000,37414,3,PI,1,100,1863
1866559.000,37430,2,PI,1,100,1860
1866599.000,37430,2,PI,1,100,1864
1866639.000,37446,3,PI,1,100,1869
1866679.000,37446,3,PI,1,100,1891
1866719.000,37446,3,PI,1,100,1872
1866759.000,37462,2,PI,1,100,1893
1866799.000,37462,2,PI,1,100,1897
1866839.000,37479,3,PI,1,100,1871
1866879.000,37479,3,PI,1,100,1878
1866919.000,37479,3,PI,1,100,1869
1866959.000,37496,2,PI,1,100,1878
1866999.000,37496,2,PI,1,100,1872
1867039.000,37512,3,PI,1,100,1878
1867079.000,37512,3,PI,1,100,1878
1867119.000,37512,3,PI,1,100,1879
1867159.000,37534,4,PI,1,100,1881
1867199.000,37534,4,PI,1,100,1868
1867239.000,37534,4,PI,1,100,1873
1867279.000,37534,4,PI,1,100,1879
1867319.000,37552,2,PI,1,100,1882
1867359.000,37552,2,PI,1,100,1873
1867399.000,37568,3,PI,1,100,1883
1867439.000,37568,3,PI,1,100,1890
1867479.000,37568,3,PI,1,100,1889
1867519.000,37585,2,PI,1,100,1878
1867559.000,37585,2,PI,1,100,1878
1867599.000,37602,3,PI,1,100,1881
1867639.000,37602,3,PI,1,100,1875
1867679.000,37602,3,PI,1,100,1878
1867719.000,37618,3,PI,1,100,1878
1867759.000,37618,3,PI,1,100,1878
1867799.000,37618,3,PI,1,100,1873
1867839.000,37633,2,PI,1,100,1874
1867879.000,37633,2,PI,1,100,1874
1867919.000,37651,3,PI,1,100,1869
1867959.000,37651,3,PI,1,100,1871
1867999.000,37651,3,PI,1,100,1874
1868039.000,37667,2,PI,1,100,1876
1868079.000,37667,2,PI,1,100,1873
1868119.000,37683,3,PI,1,100,1865
1868159.000,37683,3,PI,1,100,1872
1868199.000,37683,3,PI,1,100,1870
1868239.000,37699,2,PI,1,100,1871
1868279.000,37699,2,PI,1,100,1868
1868319.000,37716,3,PI,1,100,1870
1868359.000,37716,3,PI,1,100,1866
1868399.000,37716,3,PI,1,100,1867
1868439.000,37732,2,PI,1,100,1878
1868479.000,37732,2,PI,1,100,1873
1868519.000,37750,4,PI,1,100,1883
1868559.000,37750,4,PI,1,100,1878
1868599.000,37750,4,PI,1,100,1881
1868639.000,37750,4,PI,1,100,1872
1868679.000,37766,2,PI,1,100,1864
1868719.000,37766,2,PI,1,100,1873
1868759.000,37781,3,PI,1,100,1885
1868799.000,37781,3,PI,1,100,1879
1868839.000,37781,3,PI,1,100,1874
1868879.000,37797,2,PI,1,100,1869
1868919.000,37797,2,PI,1,100,1881
1868959.000,37815,3,PI,1,100,1857
1868999.000,37815,3,PI,1,100,1875
1869039.000,37815,3,PI,1,100,1871
1869079.000,37831,2,PI,1,100,1863
1869119.000,37831,2,PI,1,100,1865
1869159.000,37846,3,PI,1,100,1865
1869199.000,37846,3,PI,1,100,1874
1869239.000,37846,3,PI,1,100,1880
1869279.000,37863,2,PI,1,100,1879
1869319.000,37863,2,PI,1,100,1880
1869359.000,37880,3,PI,1,100,1887
1869399.000,37880,3,PI,1,100,1884
1869439.000,37880,3,PI,1,100,1867
1869479.000,37896,2,PI,1,100,1890
1869519.000,37896,2,PI,1,100,1885
1869559.000,37912,3,PI,1,100,1888
1869599.000,37912,3,PI,1,100,1889
1869639.000,37912,3,PI,1,100,1885
1869679.000,37928,3,PI,1,100,1884
1869719.000,37928,3,PI,1,100,1883
1869759.000,37928,3,PI,1,100,1879
1869799.000,37945,2,PI,1,100,1873
1869839.000,37945,2,PI,1,100,1883
1869879.000,37961,3,PI,1,100,1869
1869919.000,37961,3,PI,1,100,1882
1869959.000,37961,3,PI,1,100,1877
1869999.000,37977,2,PI,1,100,1873
1870039.000,37977,2,PI,1,100,1869
1870079.000,37993,3,PI,1,100,1876
1870119.000,37993,3,PI,1,100,1869
1870159.000,37993,3,PI,1,100,1868
1870199.000,38010,2,PI,1,100,1868
1870239.000,38010,2,PI,1,100,1880
1870278.667,38027,3,PI,1,100,1872
1870318.333,38027,3,PI,1,100,1873
1870358.000,38027,3,PI,1,100,1870
1870398.500,38043,2,PI,1,100,1879
1870439.000,38043,2,PI,1,100,1876
1870479.000,38058,3,PI,1,100,1868
1870519.000,38058,3,PI,1,100,1885
1870559.000,38058,3,PI,1,100,1877
1870598.500,38076,2,PI,1,100,1879
1870638.000,38076,2,PI,1,100,1878
1870678.000,38092,3,PI,1,100,1879
1870718.000,38092,3,PI,1,100,1871
1870758.000,38092,3,PI,1,100,1885
1870798.000,38109,3,PI,1,100,1874
1870838.000,38109,3,PI,1,100,1868
1870878.000,38109,3,PI,1,100,1882
1870918.000,38124,2,PI,1,100,1869
1870958.000,38124,2,PI,1,100,1882
1870998.000,38141,3,PI,1,100,1879
1871038.000,38141,3,PI,1,100,1881
1871078.000,38141,3,PI,1,100,1873
1871118.000,38157,2,PI,1,100,1869
1871158.000,38157,2,PI,1,100,1876
1871198.333,38174,3,PI,1,100,1868
1871238.667,38174,3,PI,1,100,1872
1871279.000,38174,3,PI,1,100,1881
1871319.000,38192,3,PI,1,100,1883
1871359.000,38192,3,PI,1,100,1870
1871399.000,38192,3,PI,1,100,1887
1871438.500,38208,2,PI,1,100,1882
1871478.000,38208,2,PI,1,100,1882
1871518.000,38224,3,PI,1,100,1881
1871558.000,38224,3,PI,1,100,1877
1871598.000,38224,3,PI,1,100,1879
1871638.000,38242,2,PI,1,100,1878
1871678.000,38242,2,PI,1,100,1878
1871718.000,38258,3,PI,1,100,1872
1871758.000,38258,3,PI,1,100,1872
1871798.000,38258,3,PI,1,100,1875
1871838.000,38273,2,PI,1,100,1876
1871878.000,38273,2,PI,1,100,1884
1871918.000,38290,3,PI,1,100,1868
1871958.000,38290,3,PI,1,100,1869
1871998.000,38290,3,PI,1,100,1872
1872038.000,38307,2,PI,1,100,1864
1872078.000,38307,2,PI,1,100,1865
1872118.000,38323,3,PI,1,100,1874
1872158.000,38323,3,PI,1,100,1864
1872198.000,38323,3,PI,1,100,1867
1872238.000,38344,5,PI,1,100,1866
1872278.000,38344,5,PI,1,100,1875
1872318.000,38344,5,PI,1,100,1872
1872358.000,38344,5,PI,1,100,1870
1872398.000,38344,5,PI,1,100,1878
1872438.000,38361,2,PI,1,100,1880
1872478.000,38361,2,PI,1,100,1877
1872518.000,38376,3,PI,1,100,1859
1872558.000,38376,3,PI,1,100,1878
1872598.000,38376,3,PI,1,100,1889
1872638.000,38393,2,PI,1,100,1893
1872678.000,38393,2,PI,1,100,1874
1872718.000,38409,3,PI,1,100,1873
1872758.000,38409,3,PI,1,100,1886
1872798.000,38409,3,PI,1,100,1895
1872838.000,38426,2,PI,1,100,1878
1872878.000,38426,2,PI,1,100,1894
1872918.000,38443,3,PI,1,100,1865
1872958.000,38443,3,PI,1,100,1877
1872998.000,38443,3,PI,1,100,1882
1873038.000,38460,3,PI,1,100,1879
1873078.000,38460,3,PI,1,100,1887
1873118.000,38460,3,PI,1,100,1866
1873158.000,38474,3,PI,1,100,1876
1873198.000,38474,3,PI,1,100,1870
1873238.000,38474,3,PI,1,100,1888
1873278.000,38492,2,PI,1,100,1887
1873318.000,38492,2,PI,1,100,1873
1873358.000,38508,3,PI,1,100,1881
1873398.000,38508,3,PI,1,100,1890
1873438.000,38508,3,PI,1,100,1881
1873478.000,38525,2,PI,1,100,1888
1873518.000,38525,2,PI,1,100,1883
1873558.000,38540,3,PI,1,100,1885
1873598.000,38540,3,PI,1,100,1879
1873638.000,38540,3,PI,1,100,1880
1873678.000,38557,2,PI,1,100,1887
1873718.000,38557,2,PI,1,100,1887
1873758.000,38573,3,PI,1,100,1875
1873798.000,38573,3,PI,1,100,1882
1873838.000,38573,3,PI,1,100,1889
1873878.000,38590,2,PI,1,100,1868
1873918.000,38590,2,PI,1,100,1877
1873958.000,38605,3,PI,1,100,1877
1873998.000,38605,3,PI,1,100,1879
1874038.000,38605,3,PI,1,100,1865
1874078.000,38622,2,PI,1,100,1879
1874118.000,38622,2,PI,1,100,1877
1874158.000,38638,3,PI,1,100,1866
1874198.000,38638,3,PI,1,100,1881
1874238.000,38638,3,PI,1,100,1874
1874278.000,38656,2,PI,1,100,1881
1874318.000,38656,2,PI,1,100,1867
1874358.000,38670,3,PI,1,100,1880
1874398.000,38670,3,PI,1,100,1883
1874438.000,38670,3,PI,1,100,1882
1874478.000,38687,3,PI,1,100,1885
1874518.000,38687,3,PI,1,100,1875
1874558.000,38687,3,PI,1,100,1896
1874598.000,38704,2,PI,1,100,1878
1874638.000,38704,2,PI,1,100,1881
1874678.000,38721,3,PI,1,100,1882
1874718.000,38721,3,PI,1,100,1876
1874758.000,38721,3,PI,1,100,1880
1874798.000,38735,2,PI,1,100,1871
1874838.000,38735,2,PI,1,100,1873
1874878.000,38752,3,PI,1,100,1877
1874918.000,38752,3,PI,1,100,1869
1874958.000,38752,3,PI,1,100,1859
1874998.000,38769,2,PI,1,100,1870
1875038.000,38769,2,PI,1,100,1869
1875078.000,38786,3,PI,1,100,1866
1875118.000,38786,3,PI,1,100,1876
1875158.000,38786,3,PI,1,100,1871
1875198.000,38801,2,PI,1,100,1883
1875238.000,38801,2,PI,1,100,1879
1875278.000,38818,3,PI,1,100,1888
1875318.000,38818,3,PI,1,100,1888
1875358.000,38818,3,PI,1,100,1879
1875398.000,38834,3,PI,1,100,1882
1875438.000,38834,3,PI,1,100,1881
1875478.000,38834,3,PI,1,100,1894
1875518.000,38851,3,PI,1,100,1884
1875558.000,38851,3,PI,1,100,1883
1875598.000,38851,3,PI,1,100,1883
1875638.000,38868,2,PI,1,100,1878
1875678.000,38868,2,PI,1,100,1884
1875718.000,38884,3,PI,1,100,1881
1875758.000,38884,3,PI,1,100,1885
1875798.000,38884,3,PI,1,100,1875
1875838.000,38899,2,PI,1,100,1875
1875878.000,38899,2,PI,1,100,1869
1875918.000,38917,3,PI,1,100,1876
1875958.000,38917,3,PI,1,100,1868
1875998.000,38917,3,PI,1,100,1877
1876038.000,38933,2,PI,1,100,1868
1876078.000,38933,2,PI,1,100,1878
1876118.000,38950,3,PI,1,100,1873
1876158.000,38950,3,PI,1,100,1871
1876198.000,38950,3,PI,1,100,1871
1876238.000,38965,2,PI,1,100,1871
1876278.000,38965,2,PI,1,100,1881
1876318.000,38984,3,PI,1,100,1868
1876358.000,38984,3,PI,1,100,1871
1876398.000,38984,3,PI,1,100,1869
1876438.000,39000,2,PI,1,100,1877
1876478.000,39000,2,PI,1,100,1884
1876518.000,39017,3,PI,1,100,1869
1876558.000,39017,3,PI,1,100,1881
1876598.000,39017,3,PI,1,100,1882
1876638.000,39032,3,PI,1,100,1883
1876678.000,39032,3,PI,1,100,1882
1876718.000,39032,3,PI,1,100,1886
1876758.000,39049,2,PI,1,100,1884
1876798.000,39049,2,PI,1,100,1877
1876838.000,39065,3,PI,1,100,1888
1876878.000,39065,3,PI,1,100,1889
1876918.000,39065,3,PI,1,100,1882
1876958.000,39083,2,PI,1,100,1869
1876998.000,39083,2,PI,1,100,1876
1877038.000,39097,3,PI,1,100,1882
1877078.000,39097,3,PI,1,100,1874
1877118.000,39097,3,PI,1,100,1877
1877158.000,39114,2,PI,1,100,1873
1877198.000,39114,2,PI,1,100,1885
1877238.000,39131,3,PI,1,100,1870
1877278.000,39131,3,PI,1,100,1885
1877318.000,39131,3,PI,1,100,1875
1877358.000,39153,4,PI,1,100,1871
1877398.000,39153,4,PI,1,100,1883
1877438.000,39153,4,PI,1,100,1887
1877478.000,39153,4,PI,1,100,1902
1877518.000,39169,3,PI,1,100,1884
1877558.000,39169,3,PI,1,100,1877
1877598.000,39169,3,PI,1,100,1880
1877638.000,39187,3,PI,1,100,1875
1877678.000,39187,3,PI,1,100,1868
1877718.000,39187,3,PI,1,100,1876
1877758.000,39203,3,PI,1,100,1889
1877798.000,39203,3,PI,1,100,1880
1877838.000,39203,3,PI,1,100,1874
1877878.000,39220,2,PI,1,100,1876
1877918.000,39220,2,PI,1,100,1872
1877958.000,39235,3,PI,1,100,1868
1877998.000,39235,3,PI,1,100,1876
1878038.000,39235,3,PI,1,100,1868
1878078.000,39252,2,PI,1,100,1875
1878118.000,39252,2,PI,1,100,1879
1878158.000,39268,3,PI,1,100,1870
1878198.000,39268,3,PI,1,100,1874
1878238.000,39268,3,PI,1,100,1879
1878278.000,39286,2,PI,1,100,1874
1878318.000,39286,2,PI,1,100,1873
1878358.000,39300,3,PI,1,100,1870
1878398.000,39300,3,PI,1,100,1868
1878438.000,39300,3,PI,1,100,1863
1878478.000,39317,2,PI,1,100,1868
1878518.000,39317,2,PI,1,100,1867
1878558.000,39334,3,PI,1,100,1867
1878598.000,39334,3,PI,1,100,1874
1878638.000,39334,3,PI,1,100,1859
1878678.000,39351,2,PI,1,100,1868
1878718.000,39351,2,PI,1,100,1877
1878758.000,39365,3,PI,1,100,1877
1878798.000,39365,3,PI,1,100,1876
1878838.000,39365,3,PI,1,100,1866
1878878.000,39382,2,PI,1,100,1883
1878918.000,39382,2,PI,1,100,1885
1878958.000,39399,3,PI,1,100,1876
1878998.000,39399,3,PI,1,100,1891
1879038.000,39399,3,PI,1,100,1898
1879078.000,39416,3,PI,1,100,1881
1879118.000,39416,3,PI,1,100,1889
1879158.000,39416,3,PI,1,100,1867
1879198.000,39430,2,PI,1,100,1879
1879238.000,39430,2,PI,1,100,1884
1879278.000,39448,3,PI,1,100,1872
1879318.000,39448,3,PI,1,100,1894
1879358.000,39448,3,PI,1,100,1876
1879398.000,39464,2,PI,1,100,1877
1879438.000,39464,2,PI,1,100,1876
1879478.000,39481,3,PI,1,100,1898
1879518.000,39481,3,PI,1,100,1898
1879558.000,39481,3,PI,1,100,1896
1879598.000,39497,2,PI,1,100,1884
1879638.000,39497,2,PI,1,100,1879
1879678.000,39513,3,PI,1,100,1896
1879718.000,39513,3,PI,1,100,1892
1879758.000,39513,3,PI,1,100,1903
1879797.667,39529,3,PI,1,100,1890
1879837.333,39529,3,PI,1,100,1892
1879877.000,39529,3,PI,1,100,1878
1879917.500,39547,2,PI,1,100,1875
1879958.000,39547,2,PI,1,100,1888
1879998.000,39563,3,PI,1,100,1887
1880038.000,39563,3,PI,1,100,1873
1880078.000,39563,3,PI,1,100,1884
1880118.000,39578,2,PI,1,100,1875
1880158.000,39578,2,PI,1,100,1871
1880198.000,39594,3,PI,1,100,1889
1880238.000,39594,3,PI,1,100,1876
1880278.000,39594,3,PI,1,100,1879
1880317.500,39612,2,PI,1,100,1874
1880357.000,39612,2,PI,1,100,1877
1880397.000,39628,3,PI,1,100,1877
1880437.000,39628,3,PI,1,100,1887
1880477.000,39628,3,PI,1,100,1875
1880517.333,39643,3,PI,1,100,1886
1880557.667,39643,3,PI,1,100,1870
1880598.000,39643,3,PI,1,100,1881
1880638.000,39660,2,PI,1,100,1890
1880678.000,39660,2,PI,1,100,1875
1880717.667,39677,3,PI,1,100,1891
1880757.333,39677,3,PI,1,100,1874
1880797.000,39677,3,PI,1,100,1878
1880837.000,39693,2,PI,1,100,1886
1880877.000,39693,2,PI,1,100,1888
1880917.000,39710,3,PI,1,100,1888
1880957.000,39710,3,PI,1,100,1870
1880997.000,39710,3,PI,1,100,1878
1881037.000,39725,2,PI,1,100,1883
1881077.000,39725,2,PI,1,100,1881
1881117.000,39742,3,PI,1,100,1886
1881157.000,39742,3,PI,1,100,1885
1881197.000,39742,3,PI,1,100,1879
1881237.000,39759,2,PI,1,100,1874
1881277.000,39759,2,PI,1,100,1879
1881324.000,39778,2,PI,1,100,1871
1881371.000,39778,2,PI,1,100,1871
1881406.667,39792,3,PI,1,100,1895
1881442.333,39792,3,PI,1,100,1881
1881478.000,39792,3,PI,1,100,1875
1881522.333,39809,3,PI,1,100,1875
1881566.667,39809,3,PI,1,100,1873
1881611.000,39809,3,PI,1,100,1879
1881651.000,39826,2,PI,1,100,1895
1881691.000,39826,2,PI,1,100,1889
1881731.000,39843,3,PI,1,100,1894
1881771.000,39843,3,PI,1,100,1894
1881811.000,39843,3,PI,1,100,1879
1881851.000,39857,2,PI,1,100,1890
1881891.000,39857,2,PI,1,100,1898
1881931.000,39875,5,PI,1,100,1889
1881971.000,39875,5,PI,1,100,1888
1882011.000,39875,5,PI,1,100,1894
1882051.000,39875,5,PI,1,100,1881
1882091.000,39875,5,PI,1,100,1880
1882131.000,39891,4,PI,1,100,1881
1882171.000,39891,4,PI,1,100,1879
1882211.000,39891,4,PI,1,100,1889
1882251.000,39891,4,PI,1,100,1876
1882291.000,39909,5,PI,1,100,1879
1882331.000,39909,5,PI,1,100,1883
1882371.000,39909,5,PI,1,100,1876
1882411.000,39909,5,PI,1,100,1873
1882451.000,39909,5,PI,1,100,1879
1882491.000,39932,6,PI,1,100,1881
1882531.000,39932,6,PI,1,100,1890
1882571.000,39932,6,PI,1,100,1882
1882611.000,39932,6,PI,1,100,1890
1882651.000,39932,6,PI,1,100,1889
1882691.000,39932,6,PI,1,100,1879
1882731.000,39948,3,PI,1,100,1890
1882771.000,39948,3,PI,1,100,1885
1882811.000,39948,3,PI,1,100,1877
1882851.000,39965,2,PI,1,100,1882
1882891.000,39965,2,PI,1,100,1879
1882931.000,39982,3,PI,1,100,1885
1882971.000,39982,3,PI,1,100,1888
1883011.000,39982,3,PI,1,100,1879
1883051.000,39997,2,PI,1,100,1888
1883091.000,39997,2,PI,1,100,1887
1883131.000,40013,3,PI,1,100,1880
1883171.000,40013,3,PI,1,100,1877
1883211.000,40013,3,PI,1,100,1887
1883251.000,40031,2,PI,1,100,1888
1883291.000,40031,2,PI,1,100,1888
1883331.000,40047,3,PI,1,100,1888
1883371.000,40047,3,PI,1,100,1889
1883411.000,40047,3,PI,1,100,1889
1883451.000,40063,3,PI,1,100,1878
1883491.000,40063,3,PI,1,100,1871
1883531.000,40063,3,PI,1,100,1879
1883571.000,40078,2,PI,1,100,1877
1883611.000,40078,2,PI,1,100,1885
1883651.000,40096,3,PI,1,100,1881
1883691.000,40096,3,PI,1,100,1878
1883731.000,40096,3,PI,1,100,1889
1883771.000,40112,2,PI,1,100,1890
1883811.000,40112,2,PI,1,100,1885
1883851.000,40129,3,PI,1,100,1890
1883891.000,40129,3,PI,1,100,1897
1883931.000,40129,3,PI,1,100,1875
1883971.000,40144,2,PI,1,100,1892
1884011.000,40144,2,PI,1,100,1888
1884051.000,40161,3,PI,1,100,1893
1884091.000,40161,3,PI,1,100,1894
1884131.000,40161,3,PI,1,100,1883
1884171.000,40177,2,PI,1,100,1887
1884211.000,40177,2,PI,1,100,1886
1884251.000,40195,3,PI,1,100,1886
1884291.000,40195,3,PI,1,100,1891
1884331.000,40195,3,PI,1,100,1884
1884371.000,40209,2,PI,1,100,1879
1884411.000,40209,2,PI,1,100,1883
1884450.667,40226,3,PI,1,100,1872
1884490.333,40226,3,PI,1,100,1875
1884530.000,40226,3,PI,1,100,1881
1884570.500,40243,2,PI,1,100,1875
1884611.000,40243,2,PI,1,100,1878
1884650.667,40260,3,PI,1,100,1880
1884690.333,40260,3,PI,1,100,1879
1884730.000,40260,3,PI,1,100,1875
1884770.000,40274,3,PI,1,100,1877
1884810.000,40274,3,PI,1,100,1880
1884850.000,40274,3,PI,1,100,1883
1884890.000,40291,2,PI,1,100,1879
1884930.000,40291,2,PI,1,100,1888
1884970.000,40308,3,PI,1,100,1879
1885010.000,40308,3,PI,1,100,1890
1885050.000,40308,3,PI,1,100,1887
1885090.000,40325,2,PI,1,100,1890
1885130.000,40325,2,PI,1,100,1896
1885170.000,40339,3,PI,1,100,1888
1885210.000,40339,3,PI,1,100,1887
1885250.000,40339,3,PI,1,100,1876
1885290.000,40357,2,PI,1,100,1884
1885330.000,40357,2,PI,1,100,1883
1885370.000,40373,3,PI,1,100,1886
1885410.000,40373,3,PI,1,100,1875
1885450.000,40373,3,PI,1,100,1886
1885490.000,40390,2,PI,1,100,1877
1885530.000,40390,2,PI,1,100,1873
1885570.000,40406,3,PI,1,100,1883
1885610.000,40406,3,PI,1,100,1882
1885650.000,40406,3,PI,1,100,1884
1885690.000,40422,2,PI,1,100,1868
1885730.000,40422,2,PI,1,100,1888
1885770.000,40438,3,PI,1,100,1871
1885810.000,40438,3,PI,1,100,1889
1885850.000,40438,3,PI,1,100,1886
1885890.000,40455,2,PI,1,100,1894
1885930.000,40455,2,PI,1,100,1889
1885970.000,40471,3,PI,1,100,1886
1886010.000,40471,3,PI,1,100,1887
1886050.000,40471,3,PI,1,100,1892
1886090.000,40487,3,PI,1,100,1893
1886130.000,40487,3,PI,1,100,1885
1886170.000,40487,3,PI,1,100,1900
1886210.000,40503,2,PI,1,100,1880
1886250.000,40503,2,PI,1,100,1887
1886290.000,40523,3,PI,1,100,1879
1886330.000,40523,3,PI,1,100,1876
1886370.000,40523,3,PI,1,100,1882
1886410.000,40539,2,PI,1,100,1886
1886450.000,40539,2,PI,1,100,1886
1886490.000,40554,3,PI,1,100,1878
1886530.000,40554,3,PI,1,100,1874
1886570.000,40554,3,PI,1,100,1871
1886610.000,40571,2,PI,1,100,1883
1886650.000,40571,2,PI,1,100,1876
1886690.000,40588,3,PI,1,100,1882
1886730.000,40588,3,PI,1,100,1875
1886770.000,40588,3,PI,1,100,1868
1886810.000,40604,2,PI,1,100,1899
1886850.000,40604,2,PI,1,100,1895
1886890.000,40620,3,PI,1,100,1871
1886930.000,40620,3,PI,1,100,1874
1886970.000,40620,3,PI,1,100,1876
1887010.000,40636,2,PI,1,100,1873
1887050.000,40636,2,PI,1,100,1897
1887090.000,40653,3,PI,1,100,1892
1887130.000,40653,3,PI,1,100,1903
1887170.000,40653,3,PI,1,100,1880
1887210.000,40669,2,PI,1,100,1899
1887250.000,40669,2,PI,1,100,1890
1887290.000,40685,3,PI,1,100,1893
1887330.000,40685,3,PI,1,100,1896
1887370.000,40685,3,PI,1,100,1892
1887410.000,40701,3,PI,1,100,1888
1887450.000,40701,3,PI,1,100,1900
1887490.000,40701,3,PI,1,100,1880
1887530.000,40718,2,PI,1,100,1889
1887570.000,40718,2,PI,1,100,1886
1887610.000,40735,3,PI,1,100,1889
1887650.000,40735,3,PI,1,100,1891
1887690.000,40735,3,PI,1,100,1895
1887730.000,40754,3,PI,1,100,1895
1887770.000,40754,3,PI,1,100,1903
1887810.000,40754,3,PI,1,100,1905
1887850.000,40770,3,PI,1,100,1890
1887890.000,40770,3,PI,1,100,1897
1887930.000,40770,3,PI,1,100,1891
1887970.000,40786,2,PI,1,100,1892
1888010.000,40786,2,PI,1,100,1893
1888050.000,40802,3,PI,1,100,1888
1888090.000,40802,3,PI,1,100,1889
1888130.000,40802,3,PI,1,100,1892
1888170.000,40819,3,PI,1,100,1874
1888210.000,40819,3,PI,1,100,1885
1888250.000,40819,3,PI,1,100,1895
1888290.000,40836,2,PI,1,100,1875
1888330.000,40836,2,PI,1,100,1885
1888370.000,40851,3,PI,1,100,1882
1888410.000,40851,3,PI,1,100,1882
1888450.000,40851,3,PI,1,100,1879
1888490.000,40867,2,PI,1,100,1878
1888530.000,40867,2,PI,1,100,1880
1888570.000,40885,3,PI,1,100,1878
1888610.000,40885,3,PI,1,100,1877
1888650.000,40885,3,PI,1,100,1882
1888690.000,40901,2,PI,1,100,1886
1888730.000,40901,2,PI,1,100,1879
1888770.000,40916,3,PI,1,100,1878
1888810.000,40916,3,PI,1,100,1880
1888850.000,40916,3,PI,1,100,1882
1888890.000,40932,2,PI,1,100,1890
1888930.000,40932,2,PI,1,100,1894
1888970.000,40950,3,PI,1,100,1892
1889010.000,40950,3,PI,1,100,1889
1889050.000,40950,3,PI,1,100,1892
1889090.000,40966,2,PI,1,100,1883
1889130.000,40966,2,PI,1,100,1890
1889170.000,40982,3,PI,1,100,1883
1889210.000,40982,3,PI,1,100,1881
1889250.000,40982,3,PI,1,100,1890
1889290.000,40998,2,PI,1,100,1878
1889330.000,40998,2,PI,1,100,1894
1889370.000,41015,3,PI,1,100,1880
1889410.000,41015,3,PI,1,100,1882
1889450.000,41015,3,PI,1,100,1893
1889490.000,41031,2,PI,1,100,1877
1889530.000,41031,2,PI,1,100,1875
1889570.000,41048,3,PI,1,100,1878
1889610.000,41048,3,PI,1,100,1876
1889650.000,41048,3,PI,1,100,1875
1889690.000,41063,3,PI,1,100,1879
1889730.000,41063,3,PI,1,100,1879
1889770.000,41063,3,PI,1,100,1888
1889810.000,41080,2,PI,1,100,1899
1889850.000,41080,2,PI,1,100,1886
1889890.000,41097,3,PI,1,100,1896
1889930.000,41097,3,PI,1,100,1881
1889970.000,41097,3,PI,1,100,1885
1890010.000,41114,2,PI,1,100,1888
1890050.000,41114,2,PI,1,100,1893
1890090.000,41128,3,PI,1,100,1890
1890130.000,41128,3,PI,1,100,1892
1890170.000,41128,3,PI,1,100,1885
1890210.000,41145,2,PI,1,100,1881
1890250.000,41145,2,PI,1,100,1889
1890290.000,41162,3,PI,1,100,1881
1890330.000,41162,3,PI,1,100,1875
1890370.000,41162,3,PI,1,100,1877
1890410.000,41179,2,PI,1,100,1882
1890450.000,41179,2,PI,1,100,1880
1890490.000,41193,3,PI,1,100,1885
1890530.000,41193,3,PI,1,100,1889
1890570.000,41193,3,PI,1,100,1887
1890610.000,41211,2,PI,1,100,1889
1890650.000,41211,2,PI,1,100,1872
1890690.000,41227,3,PI,1,100,1884
1890730.000,41227,3,PI,1,100,1894
1890770.000,41227,3,PI,1,100,1876
1890810.000,41244,2,PI,1,100,1880
1890850.000,41244,2,PI,1,100,1896
1890890.000,41259,3,PI,1,100,1889
1890930.000,41259,3,PI,1,100,1891
1890970.000,41259,3,PI,1,100,1889
1891010.000,41276,3,PI,1,100,1888
1891050.000,41276,3,PI,1,100,1891
1891090.000,41276,3,PI,1,100,1897
1891130.000,41292,2,PI,1,100,1894
1891170.000,41292,2,PI,1,100,1888
1891210.000,41309,3,PI,1,100,1877
1891250.000,41309,3,PI,1,100,1878
1891290.000,41309,3,PI,1,100,1877
1891330.000,41326,2,PI,1,100,1890
1891370.000,41326,2,PI,1,100,1878
1891410.000,41343,3,PI,1,100,1875
1891450.000,41343,3,PI,1,100,1878
1891490.000,41343,3,PI,1,100,1880
1891530.000,41359,2,PI,1,100,1882
1891570.000,41359,2,PI,1,100,1886
1891610.000,41377,3,PI,1,100,1885
1891650.000,41377,3,PI,1,100,1893
1891690.000,41377,3,PI,1,100,1880
1891730.000,41392,2,PI,1,100,1884
1891770.000,41392,2,PI,1,100,1886
1891810.000,41408,3,PI,1,100,1889
1891850.000,41408,3,PI,1,100,1889
1891890.000,41408,3,PI,1,100,1893
1891930.000,41425,2,PI,1,100,1891
1891970.000,41425,2,PI,1,100,1889
1892010.000,41442,3,PI,1,100,1889
1892050.000,41442,3,PI,1,100,1892
1892090.000,41442,3,PI,1,100,1888
1892130.000,41458,2,PI,1,100,1883
1892170.000,41458,2,PI,1,100,1885
1892210.000,41474,3,PI,1,100,1882
1892250.000,41474,3,PI,1,100,1877
1892290.000,41474,3,PI,1,100,1888
1892330.000,41490,2,PI,1,100,1887
