EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1844988.000,33965,3,PG,1,100,9214
1845028.000,33965,3,PG,1,100,9199
1845068.000,33981,2,PG,1,100,9212
1845108.000,33981,2,PG,1,100,9212
1845148.000,33998,3,PG,1,100,9207
1845188.000,33998,3,PG,1,100,9215
1845228.000,33998,3,PG,1,100,9200
1845268.000,34016,2,PG,1,100,9213
1845308.000,34016,2,PG,1,100,9226
1845348.000,34032,3,PG,1,100,9225
1845388.000,34032,3,PG,1,100,9214
1845428.000,34032,3,PG,1,100,9210
1845468.000,34049,2,PG,1,100,9197
1845508.000,34049,2,PG,1,100,9189
1845548.000,34064,3,PG,1,100,9184
1845588.000,34064,3,PG,1,100,9177
1845628.000,34064,3,PG,1,100,9171
1845668.000,34081,3,PG,1,100,9165
1845708.000,34081,3,PG,1,100,9162
1845748.000,34081,3,PG,1,100,9158
1845788.000,34097,2,PG,1,100,9151
1845828.000,34097,2,PG,1,100,9160
1845868.000,34114,3,PG,1,100,9155
1845908.000,34114,3,PG,1,100,9155
1845948.000,34114,3,PG,1,100,9156
1845988.000,34129,2,PG,1,100,9154
1846028.000,34129,2,PG,1,100,9152
1846068.000,34148,3,PG,1,100,9166
1846108.000,34148,3,PG,1,100,9163
1846148.000,34148,3,PG,1,100,9178
1846188.000,34164,2,PG,1,100,9177
1846228.000,34164,2,PG,1,100,9161
1846268.000,34182,2,PG,1,100,9177
1846308.000,34182,2,PG,1,100,9174
1846352.333,34198,3,PG,1,100,9180
1846396.667,34198,3,PG,1,100,9168
1846441.000,34198,3,PG,1,100,9159
1846481.000,34215,3,PG,1,100,9138
1846521.000,34215,3,PG,1,100,9150
1846561.000,34215,3,PG,1,100,9127
1846601.000,34232,2,PG,1,100,9137
1846641.000,34232,2,PG,1,100,9121
1846681.000,34254,4,PG,1,100,9120
1846721.000,34254,4,PG,1,100,9098
1846761.000,34254,4,PG,1,100,9116
1846801.000,34254,4,PG,1,100,9113
1846841.000,34270,2,PG,1,100,9116
1846881.000,34270,2,PG,1,100,9128
1846921.000,34290,3,PG,1,100,9129
1846961.000,34290,3,PG,1,100,9127
1847001.000,34290,3,PG,1,100,9112
1847041.000,34304,2,PG,1,100,9116
1847081.000,34304,2,PG,1,100,9115
1847121.000,34321,3,PG,1,100,9117
1847161.000,34321,3,PG,1,100,9096
1847201.000,34321,3,PG,1,100,9094
1847241.000,34338,2,PG,1,100,9088
1847281.000,34338,2,PG,1,100,9072
1847321.000,34355,3,PG,1,100,9062
1847361.000,34355,3,PG,1,100,9046
1847401.000,34355,3,PG,1,100,9039
1847441.000,34369,3,PG,1,100,9015
1847481.000,34369,3,PG,1,100,9000
1847521.000,34369,3,PG,1,100,8973
1847561.000,34386,2,PG,1,100,8976
1847601.000,34386,2,PG,1,100,8964
1847641.000,34403,3,PG,1,100,8962
1847681.000,34403,3,PG,1,100,8955
1847721.000,34403,3,PG,1,100,8952
1847761.000,34420,2,PG,1,100,8953
1847801.000,34420,2,PG,1,100,8942
1847841.000,34434,3,PG,1,100,8935
1847881.000,34434,3,PG,1,100,8928
1847921.000,34434,3,PG,1,100,8934
1847961.000,34452,2,PG,1,100,8915
1848001.000,34452,2,PG,1,100,8888
1848041.000,34468,3,PG,1,100,8859
1848081.000,34468,3,PG,1,100,8826
1848121.000,34468,3,PG,1,100,8806
1848161.000,34485,2,PG,1,100,8775
1848201.000,34485,2,PG,1,100,8751
1848241.000,34500,3,PG,1,100,8733
1848281.000,34500,3,PG,1,100,8734
1848321.000,34500,3,PG,1,100,8698
1848361.000,34517,2,PG,1,100,8704
1848401.000,34517,2,PG,1,100,8698
1848441.000,34533,3,PG,1,100,8690
1848481.000,34533,3,PG,1,100,8678
1848521.000,34533,3,PG,1,100,8687
1848561.000,34550,2,PG,1,100,8661
1848601.000,34550,2,PG,1,100,8658
1848641.000,34566,3,PG,1,100,8637
1848681.000,34566,3,PG,1,100,8642
1848721.000,34566,3,PG,1,100,8642
1848761.000,34582,2,PG,1,100,8642
1848801.000,34582,2,PG,1,100,8640
1848841.000,34598,3,PG,1,100,8637
1848881.000,34598,3,PG,1,100,8632
1848921.000,34598,3,PG,1,100,8631
1848961.000,34616,3,PG,1,100,8631
1849001.000,34616,3,PG,1,100,8635
1849041.000,34616,3,PG,1,100,8636
1849081.000,34632,2,PG,1,100,8640
1849121.000,34632,2,PG,1,100,8635
1849161.000,34647,3,PG,1,100,8647
1849201.000,34647,3,PG,1,100,8655
1849241.000,34647,3,PG,1,100,8686
1849281.000,34664,2,PG,1,100,8702
1849321.000,34664,2,PG,1,100,8727
1849361.000,34681,3,PG,1,100,8723
1849401.000,34681,3,PG,1,100,8728
1849441.000,34681,3,PG,1,100,8753
1849481.000,34697,2,PG,1,100,8769
1849521.000,34697,2,PG,1,100,8824
1849561.000,34713,3,PG,1,100,8860
1849601.000,34713,3,PG,1,100,8940
1849641.000,34713,3,PG,1,100,9090
1849681.000,34729,2,PG,1,100,9153
1849721.000,34729,2,PG,1,100,9217
1849761.000,34746,3,PG,1,100,9265
1849801.000,34746,3,PG,1,100,9340
1849841.000,34746,3,PG,1,100,9385
1849881.000,34762,2,PG,1,100,9413
1849921.000,34762,2,PG,1,100,9426
1849961.000,34778,3,PG,1,100,9451
1850001.000,34778,3,PG,1,100,9481
1850041.000,34778,3,PG,1,100,9510
1850081.000,34794,3,PG,1,100,9537
1850121.000,34794,3,PG,1,100,9564
1850161.000,34794,3,PG,1,100,9612
1850201.000,34811,2,PG,1,100,9667
1850241.000,34811,2,PG,1,100,9722
1850280.667,34828,3,PG,1,100,9734
1850320.333,34828,3,PG,1,100,9762
1850360.000,34828,3,PG,1,100,9812
1850400.500,34843,2,PG,1,100,9836
1850441.000,34843,2,PG,1,100,9814
1850480.667,34859,3,PG,1,100,9770
1850520.333,34859,3,PG,1,100,9633
1850560.000,34859,3,PG,1,100,9320
1850600.500,34877,2,PG,1,100,8815
1850641.000,34877,2,PG,1,100,7611
1850681.000,34893,3,PG,1,100,7491
1850721.000,34893,3,PG,1,100,6651
1850761.000,34893,3,PG,1,100,1692
1850801.000,34909,2,PG,1,100,382
1850841.000,34909,2,PG,1,100,377
1850880.667,34925,3,PG,1,100,393
1850920.333,34925,3,PG,1,100,383
1850960.000,34925,3,PG,1,100,388
1851000.000,34942,2,PG,1,100,385
1851040.000,34942,2,PG,1,100,384
1851080.000,34958,3,PG,1,100,388
1851120.000,34958,3,PG,1,100,386
1851160.000,34958,3,PG,1,100,386
1851200.500,34975,2,PG,1,100,386
1851241.000,34975,2,PG,1,100,385
1851281.000,34992,3,PG,1,100,383
1851321.000,34992,3,PG,1,100,382
1851361.000,34992,3,PG,1,100,383
1851400.667,35009,3,PG,1,100,387
1851440.333,35009,3,PG,1,100,390
1851480.000,35009,3,PG,1,100,394
1851520.000,35025,2,PG,1,100,400
1851560.000,35025,2,PG,1,100,404
1851600.333,35043,3,PG,1,100,397
1851640.667,35043,3,PG,1,100,403
1851681.000,35043,3,PG,1,100,392
1851720.500,35057,2,PG,1,100,390
1851760.000,35057,2,PG,1,100,393
1851800.000,35079,4,PG,1,100,398
1851840.000,35079,4,PG,1,100,398
1851880.000,35079,4,PG,1,100,385
1851920.000,35079,4,PG,1,100,395
1851960.000,35096,2,PG,1,100,391
1852000.000,35096,2,PG,1,100,396
1852040.000,35113,3,PG,1,100,394
1852080.000,35113,3,PG,1,100,390
1852120.000,35113,3,PG,1,100,392
1852160.000,35129,2,PG,1,100,382
1852200.000,35129,2,PG,1,100,393
1852240.000,35146,3,PG,1,100,386
1852280.000,35146,3,PG,1,100,380
1852320.000,35146,3,PG,1,100,388
1852360.000,35161,2,PG,1,100,380
1852400.000,35161,2,PG,1,100,390
1852440.000,35178,3,PG,1,100,385
1852480.000,35178,3,PG,1,100,381
1852520.000,35178,3,PG,1,100,392
1852560.000,35195,3,PG,1,100,387
1852600.000,35195,3,PG,1,100,395
1852640.000,35195,3,PG,1,100,390
1852680.000,35212,2,PG,1,100,392
1852720.000,35212,2,PG,1,100,387
1852760.000,35226,3,PG,1,100,376
1852800.000,35226,3,PG,1,100,383
1852840.000,35226,3,PG,1,100,394
1852880.000,35243,2,PG,1,100,399
1852920.000,35243,2,PG,1,100,396
1852960.000,35260,3,PG,1,100,401
1853000.000,35260,3,PG,1,100,390
1853040.000,35260,3,PG,1,100,398
1853080.000,35277,2,PG,1,100,392
1853120.000,35277,2,PG,1,100,406
1853160.000,35291,3,PG,1,100,392
1853200.000,35291,3,PG,1,100,388
1853240.000,35291,3,PG,1,100,387
1853280.000,35309,2,PG,1,100,390
1853320.000,35309,2,PG,1,100,391
1853360.000,35325,3,PG,1,100,389
1853400.000,35325,3,PG,1,100,383
1853440.000,35325,3,PG,1,100,400
1853480.000,35342,2,PG,1,100,385
1853520.000,35342,2,PG,1,100,390
1853560.000,35357,3,PG,1,100,384
1853600.000,35357,3,PG,1,100,402
1853640.000,35357,3,PG,1,100,378
1853680.000,35374,3,PG,1,100,387
1853720.000,35374,3,PG,1,100,383
1853760.000,35374,3,PG,1,100,383
1853800.000,35390,2,PG,1,100,393
1853840.000,35390,2,PG,1,100,395
1853880.000,35407,3,PG,1,100,393
1853920.000,35407,3,PG,1,100,403
1853960.000,35407,3,PG,1,100,388
1854000.000,35422,2,PG,1,100,395
1854040.000,35422,2,PG,1,100,393
1854080.000,35439,3,PG,1,100,393
1854120.000,35439,3,PG,1,100,393
1854160.000,35439,3,PG,1,100,395
1854200.000,35455,2,PG,1,100,385
1854240.000,35455,2,PG,1,100,378
1854280.000,35473,3,PG,1,100,389
1854320.000,35473,3,PG,1,100,372
1854360.000,35473,3,PG,1,100,404
1854400.000,35488,2,PG,1,100,386
1854440.000,35488,2,PG,1,100,377
1854480.000,35504,3,PG,1,100,400
1854520.000,35504,3,PG,1,100,384
1854560.000,35504,3,PG,1,100,386
1854600.000,35521,2,PG,1,100,395
1854640.000,35521,2,PG,1,100,387
1854680.000,35538,3,PG,1,100,380
1854720.000,35538,3,PG,1,100,393
1854760.000,35538,3,PG,1,100,399
1854800.000,35554,2,PG,1,100,396
1854840.000,35554,2,PG,1,100,399
1854880.000,35570,3,PG,1,100,399
1854920.000,35570,3,PG,1,100,396
1854960.000,35570,3,PG,1,100,393
1855000.000,35586,2,PG,1,100,393
1855040.000,35586,2,PG,1,100,395
1855080.000,35603,3,PG,1,100,390
1855120.000,35603,3,PG,1,100,391
1855160.000,35603,3,PG,1,100,394
1855200.000,35619,3,PG,1,100,397
1855240.000,35619,3,PG,1,100,390
1855280.000,35619,3,PG,1,100,387
1855320.000,35635,2,PG,1,100,389
1855360.000,35635,2,PG,1,100,391
1855400.000,35651,3,PG,1,100,382
1855440.000,35651,3,PG,1,100,391
1855480.000,35651,3,PG,1,100,388
1855520.000,35668,2,PG,1,100,391
1855560.000,35668,2,PG,1,100,399
1855600.000,35685,3,PG,1,100,388
1855640.000,35685,3,PG,1,100,377
1855680.000,35685,3,PG,1,100,387
1855720.000,35700,2,PG,1,100,381
1855760.000,35700,2,PG,1,100,388
1855800.000,35716,3,PG,1,100,377
1855840.000,35716,3,PG,1,100,387
1855880.000,35716,3,PG,1,100,381
1855920.000,35734,2,PG,1,100,383
1855960.000,35734,2,PG,1,100,374
1856000.000,35750,3,PG,1,100,379
1856040.000,35750,3,PG,1,100,376
1856080.000,35750,3,PG,1,100,383
1856120.000,35765,2,PG,1,100,381
1856160.000,35765,2,PG,1,100,366
1856200.000,35781,3,PG,1,100,370
1856240.000,35781,3,PG,1,100,379
1856280.000,35781,3,PG,1,100,380
1856320.000,35801,2,PG,1,100,384
1856360.000,35801,2,PG,1,100,383
1856400.000,35817,3,PG,1,100,374
1856440.000,35817,3,PG,1,100,398
1856480.000,35817,3,PG,1,100,383
1856520.000,35833,3,PG,1,100,391
1856560.000,35833,3,PG,1,100,397
1856600.000,35833,3,PG,1,100,375
1856640.000,35849,2,PG,1,100,385
1856680.000,35849,2,PG,1,100,371
1856720.000,35866,3,PG,1,100,372
1856760.000,35866,3,PG,1,100,401
1856800.000,35866,3,PG,1,100,387
1856840.000,35882,2,PG,1,100,388
1856880.000,35882,2,PG,1,100,407
1856920.000,35905,4,PG,1,100,371
1856960.000,35905,4,PG,1,100,400
1857000.000,35905,4,PG,1,100,370
1857040.000,35905,4,PG,1,100,386
1857080.000,35921,3,PG,1,100,387
1857120.000,35921,3,PG,1,100,390
1857160.000,35921,3,PG,1,100,393
1857200.000,35936,2,PG,1,100,386
1857240.000,35936,2,PG,1,100,376
1857280.000,35953,3,PG,1,100,370
1857320.000,35953,3,PG,1,100,399
1857360.000,35953,3,PG,1,100,390
1857400.000,35970,2,PG,1,100,395
1857440.000,35970,2,PG,1,100,400
1857480.000,35986,3,PG,1,100,407
1857520.000,35986,3,PG,1,100,390
1857560.000,35986,3,PG,1,100,409
1857600.000,36003,2,PG,1,100,400
1857640.000,36003,2,PG,1,100,402
1857680.000,36018,3,PG,1,100,399
1857720.000,36018,3,PG,1,100,399
1857760.000,36018,3,PG,1,100,408
1857800.000,36035,2,PG,1,100,397
1857840.000,36035,2,PG,1,100,403
1857880.000,36052,3,PG,1,100,394
1857920.000,36052,3,PG,1,100,392
1857960.000,36052,3,PG,1,100,398
1858000.000,36069,2,PG,1,100,390
1858040.000,36069,2,PG,1,100,392
1858080.000,36083,3,PG,1,100,385
1858120.000,36083,3,PG,1,100,388
1858160.000,36083,3,PG,1,100,390
1858200.000,36100,2,PG,1,100,387
1858240.000,36100,2,PG,1,100,389
1858280.000,36117,3,PG,1,100,387
1858320.000,36117,3,PG,1,100,387
1858360.000,36117,3,PG,1,100,391
1858400.000,36134,3,PG,1,100,383
1858440.000,36134,3,PG,1,100,385
1858480.000,36134,3,PG,1,100,386
1858520.000,36148,2,PG,1,100,381
1858560.000,36148,2,PG,1,100,385
1858600.000,36166,3,PG,1,100,391
1858640.000,36166,3,PG,1,100,396
1858680.000,36166,3,PG,1,100,380
1858720.000,36182,2,PG,1,100,399
1858760.000,36182,2,PG,1,100,379
1858800.000,36199,3,PG,1,100,394
1858840.000,36199,3,PG,1,100,398
1858880.000,36199,3,PG,1,100,396
1858920.000,36214,2,PG,1,100,400
1858960.000,36214,2,PG,1,100,388
1859000.000,36231,3,PG,1,100,394
1859040.000,36231,3,PG,1,100,397
1859080.000,36231,3,PG,1,100,399
1859120.000,36247,2,PG,1,100,391
1859160.000,36247,2,PG,1,100,385
1859200.000,36264,3,PG,1,100,379
1859240.000,36264,3,PG,1,100,387
1859280.000,36264,3,PG,1,100,388
1859320.000,36279,2,PG,1,100,382
1859360.000,36279,2,PG,1,100,384
1859400.000,36296,3,PG,1,100,380
1859440.000,36296,3,PG,1,100,390
1859480.000,36296,3,PG,1,100,374
1859520.000,36312,2,PG,1,100,387
1859560.000,36312,2,PG,1,100,387
1859600.000,36330,3,PG,1,100,391
1859640.000,36330,3,PG,1,100,395
1859680.000,36330,3,PG,1,100,390
1859720.000,36345,3,PG,1,100,393
1859760.000,36345,3,PG,1,100,387
1859800.000,36345,3,PG,1,100,381
1859840.000,36361,2,PG,1,100,396
1859880.000,36361,2,PG,1,100,389
1859920.000,36378,3,PG,1,100,391
1859960.000,36378,3,PG,1,100,382
1860000.000,36378,3,PG,1,100,385
1860040.000,36395,2,PG,1,100,391
1860080.000,36395,2,PG,1,100,400
1860120.000,36411,3,PG,1,100,395
1860160.000,36411,3,PG,1,100,399
1860200.000,36411,3,PG,1,100,395
1860240.000,36427,2,PG,1,100,397
1860280.000,36427,2,PG,1,100,405
1860319.667,36443,3,PG,1,100,389
1860359.333,36443,3,PG,1,100,395
1860399.000,36443,3,PG,1,100,399
1860439.500,36460,2,PG,1,100,387
1860480.000,36460,2,PG,1,100,388
1860520.000,36476,3,PG,1,100,389
1860560.000,36476,3,PG,1,100,383
1860600.000,36476,3,PG,1,100,397
1860640.000,36492,3,PG,1,100,386
1860680.000,36492,3,PG,1,100,397
1860720.000,36492,3,PG,1,100,388
1860759.500,36508,2,PG,1,100,387
1860799.000,36508,2,PG,1,100,388
1860839.000,36525,3,PG,1,100,391
1860879.000,36525,3,PG,1,100,395
1860919.000,36525,3,PG,1,100,390
1860959.000,36542,2,PG,1,100,387
1860999.000,36542,2,PG,1,100,392
1861039.333,36557,3,PG,1,100,387
1861079.667,36557,3,PG,1,100,371
1861120.000,36557,3,PG,1,100,384
1861159.500,36573,2,PG,1,100,381
1861199.000,36573,2,PG,1,100,383
1861239.333,36591,3,PG,1,100,385
1861279.667,36591,3,PG,1,100,379
1861320.000,36591,3,PG,1,100,385
1861359.500,36609,2,PG,1,100,384
1861399.000,36609,2,PG,1,100,383
1861439.000,36624,3,PG,1,100,381
1861479.000,36624,3,PG,1,100,374
1861519.000,36624,3,PG,1,100,382
1861559.000,36640,2,PG,1,100,388
1861599.000,36640,2,PG,1,100,389
1861639.000,36658,3,PG,1,100,382
1861679.000,36658,3,PG,1,100,384
1861719.000,36658,3,PG,1,100,385
1861759.000,36674,2,PG,1,100,387
1861799.000,36674,2,PG,1,100,394
1861839.333,36690,3,PG,1,100,383
1861879.667,36690,3,PG,1,100,401
1861920.000,36690,3,PG,1,100,381
1861959.500,36706,2,PG,1,100,384
1861999.000,36706,2,PG,1,100,382
1862039.000,36726,4,PG,1,100,382
1862079.000,36726,4,PG,1,100,392
1862119.000,36726,4,PG,1,100,391
1862159.000,36726,4,PG,1,100,382
1862199.000,36742,3,PG,1,100,401
1862239.000,36742,3,PG,1,100,401
1862279.000,36742,3,PG,1,100,392
1862319.000,36760,2,PG,1,100,391
1862359.000,36760,2,PG,1,100,384
1862399.000,36776,3,PG,1,100,389
1862439.000,36776,3,PG,1,100,397
1862479.000,36776,3,PG,1,100,399
1862519.000,36791,2,PG,1,100,395
1862559.000,36791,2,PG,1,100,392
1862599.000,36808,3,PG,1,100,398
1862639.000,36808,3,PG,1,100,403
1862679.000,36808,3,PG,1,100,395
1862719.000,36825,2,PG,1,100,398
1862759.000,36825,2,PG,1,100,398
1862799.000,36841,3,PG,1,100,391
1862839.000,36841,3,PG,1,100,389
1862879.000,36841,3,PG,1,100,395
1862919.000,36857,2,PG,1,100,393
1862959.000,36857,2,PG,1,100,393
1862999.000,36873,3,PG,1,100,384
1863039.000,36873,3,PG,1,100,384
1863079.000,36873,3,PG,1,100,382
1863119.000,36890,2,PG,1,100,391
1863159.000,36890,2,PG,1,100,390
1863199.000,36906,3,PG,1,100,388
1863239.000,36906,3,PG,1,100,388
1863279.000,36906,3,PG,1,100,393
1863319.000,36922,3,PG,1,100,384
1863359.000,36922,3,PG,1,100,384
1863399.000,36922,3,PG,1,100,384
1863439.000,36938,2,PG,1,100,395
1863479.000,36938,2,PG,1,100,409
1863519.000,36955,3,PG,1,100,399
1863559.000,36955,3,PG,1,100,395
1863599.000,36955,3,PG,1,100,387
1863639.000,36972,2,PG,1,100,395
1863679.000,36972,2,PG,1,100,399
1863719.000,36988,3,PG,1,100,396
1863759.000,36988,3,PG,1,100,393
1863799.000,36988,3,PG,1,100,388
1863839.000,37003,2,PG,1,100,389
1863879.000,37003,2,PG,1,100,385
1863919.000,37021,3,PG,1,100,385
1863959.000,37021,3,PG,1,100,385
1863999.000,37021,3,PG,1,100,390
1864039.000,37037,2,PG,1,100,383
1864079.000,37037,2,PG,1,100,394
1864119.000,37054,3,PG,1,100,380
1864159.000,37054,3,PG,1,100,380
1864199.000,37054,3,PG,1,100,381
1864239.000,37069,2,PG,1,100,373
1864279.000,37069,2,PG,1,100,397
1864319.000,37086,3,PG,1,100,388
1864359.000,37086,3,PG,1,100,381
1864399.000,37086,3,PG,1,100,367
1864439.000,37102,2,PG,1,100,378
1864479.000,37102,2,PG,1,100,375
1864519.000,37119,3,PG,1,100,374
1864559.000,37119,3,PG,1,100,389
1864599.000,37119,3,PG,1,100,380
1864639.000,37134,3,PG,1,100,398
1864679.000,37134,3,PG,1,100,384
1864719.000,37134,3,PG,1,100,397
1864759.000,37151,2,PG,1,100,401
1864799.000,37151,2,PG,1,100,387
1864839.000,37167,3,PG,1,100,376
1864879.000,37167,3,PG,1,100,408
1864919.000,37167,3,PG,1,100,410
1864959.000,37185,2,PG,1,100,397
1864999.000,37185,2,PG,1,100,409
1865039.000,37199,3,PG,1,100,390
1865079.000,37199,3,PG,1,100,388
1865119.000,37199,3,PG,1,100,402
1865159.000,37216,2,PG,1,100,396
1865199.000,37216,2,PG,1,100,397
1865239.000,37233,3,PG,1,100,401
1865279.000,37233,3,PG,1,100,394
1865319.000,37233,3,PG,1,100,400
1865359.000,37250,2,PG,1,100,393
1865399.000,37250,2,PG,1,100,394
1865439.000,37264,3,PG,1,100,391
1865479.000,37264,3,PG,1,100,393
1865519.000,37264,3,PG,1,100,401
1865559.000,37281,2,PG,1,100,401
1865599.000,37281,2,PG,1,100,396
1865639.000,37298,3,PG,1,100,393
1865679.000,37298,3,PG,1,100,399
1865719.000,37298,3,PG,1,100,400
1865759.000,37315,2,PG,1,100,402
1865799.000,37315,2,PG,1,100,401
1865839.000,37330,3,PG,1,100,397
1865879.000,37330,3,PG,1,100,395
1865919.000,37330,3,PG,1,100,389
1865959.000,37347,2,PG,1,100,391
1865999.000,37347,2,PG,1,100,393
1866039.000,37363,3,PG,1,100,391
1866079.000,37363,3,PG,1,100,385
1866119.000,37363,3,PG,1,100,390
1866159.000,37381,5,PG,1,100,378
1866199.000,37381,5,PG,1,100,392
1866239.000,37381,5,PG,1,100,385
1866279.000,37381,5,PG,1,100,383
1866319.000,37381,5,PG,1,100,392
1866359.000,37399,2,PG,1,100,383
1866399.000,37399,2,PG,1,100,381
1866439.000,37416,3,PG,1,100,385
1866479.000,37416,3,PG,1,100,383
1866519.000,37416,3,PG,1,100,381
1866559.000,37432,2,PG,1,100,401
1866599.000,37432,2,PG,1,100,382
1866639.000,37448,3,PG,1,100,394
1866679.000,37448,3,PG,1,100,394
