EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1863452.000,36948,3,GZ,1,100,0.397
1863492.000,36948,3,GZ,1,100,0.458
1863532.000,36965,2,GZ,1,100,0.427
1863572.000,36965,2,GZ,1,100,0.458
1863612.000,36981,3,GZ,1,100,0.427
1863652.000,36981,3,GZ,1,100,0.427
1863692.000,36981,3,GZ,1,100,0.427
1863732.000,36997,2,GZ,1,100,0.458
1863772.000,36997,2,GZ,1,100,0.458
1863812.000,37013,3,GZ,1,100,0.458
1863852.000,37013,3,GZ,1,100,0.427
1863892.000,37013,3,GZ,1,100,0.427
1863932.000,37031,2,GZ,1,100,0.427
1863972.000,37031,2,GZ,1,100,0.427
1864012.000,37047,3,GZ,1,100,0.397
1864052.000,37047,3,GZ,1,100,0.427
1864092.000,37047,3,GZ,1,100,0.427
1864132.000,37062,2,GZ,1,100,0.397
1864172.000,37062,2,GZ,1,100,0.427
1864212.000,37079,3,GZ,1,100,0.427
1864252.000,37079,3,GZ,1,100,0.366
1864292.000,37079,3,GZ,1,100,0.427
1864332.000,37096,3,GZ,1,100,0.458
1864372.000,37096,3,GZ,1,100,0.397
1864412.000,37096,3,GZ,1,100,0.488
1864452.000,37112,2,GZ,1,100,0.458
1864492.000,37112,2,GZ,1,100,0.397
1864532.000,37127,3,GZ,1,100,0.427
1864572.000,37127,3,GZ,1,100,0.397
1864612.000,37127,3,GZ,1,100,0.397
1864652.000,37144,2,GZ,1,100,0.458
1864692.000,37144,2,GZ,1,100,0.427
1864732.000,37161,3,GZ,1,100,0.458
1864772.000,37161,3,GZ,1,100,0.397
1864812.000,37161,3,GZ,1,100,0.427
1864852.000,37177,2,GZ,1,100,0.458
1864892.000,37177,2,GZ,1,100,0.397
1864932.000,37193,3,GZ,1,100,0.427
1864972.000,37193,3,GZ,1,100,0.397
1865012.000,37193,3,GZ,1,100,0.397
1865052.000,37209,2,GZ,1,100,0.427
1865092.000,37209,2,GZ,1,100,0.458
1865132.000,37226,3,GZ,1,100,0.427
1865172.000,37226,3,GZ,1,100,0.397
1865212.000,37226,3,GZ,1,100,0.366
1865252.000,37243,2,GZ,1,100,0.397
1865292.000,37243,2,GZ,1,100,0.427
1865332.000,37258,3,GZ,1,100,0.458
1865372.000,37258,3,GZ,1,100,0.397
1865412.000,37258,3,GZ,1,100,0.427
1865452.000,37274,3,GZ,1,100,0.427
1865492.000,37274,3,GZ,1,100,0.427
1865532.000,37274,3,GZ,1,100,0.458
1865572.000,37291,2,GZ,1,100,0.397
1865612.000,37291,2,GZ,1,100,0.397
1865652.000,37308,3,GZ,1,100,0.397
1865692.000,37308,3,GZ,1,100,0.427
1865732.000,37308,3,GZ,1,100,0.458
1865772.000,37324,2,GZ,1,100,0.427
1865812.000,37324,2,GZ,1,100,0.397
1865852.000,37339,3,GZ,1,100,0.458
1865892.000,37339,3,GZ,1,100,0.427
1865932.000,37339,3,GZ,1,100,0.397
1865972.000,37357,2,GZ,1,100,0.458
1866012.000,37357,2,GZ,1,100,0.427
1866052.000,37373,3,GZ,1,100,0.366
1866092.000,37373,3,GZ,1,100,0.397
1866132.000,37373,3,GZ,1,100,0.458
1866171.750,37391,4,GZ,1,100,0.488
1866211.500,37391,4,GZ,1,100,0.427
1866251.250,37391,4,GZ,1,100,0.366
1866291.000,37391,4,GZ,1,100,0.458
1866331.333,37409,3,GZ,1,100,0.458
1866371.667,37409,3,GZ,1,100,0.366
1866412.000,37409,3,GZ,1,100,0.488
1866452.000,37426,2,GZ,1,100,0.458
1866492.000,37426,2,GZ,1,100,0.427
1866532.000,37440,3,GZ,1,100,0.427
1866572.000,37440,3,GZ,1,100,0.427
1866612.000,37440,3,GZ,1,100,0.427
1866652.000,37458,2,GZ,1,100,0.427
1866692.000,37458,2,GZ,1,100,0.427
1866732.000,37474,3,GZ,1,100,0.427
1866772.000,37474,3,GZ,1,100,0.427
1866812.000,37474,3,GZ,1,100,0.458
1866852.000,37491,3,GZ,1,100,0.458
1866892.000,37491,3,GZ,1,100,0.397
1866932.000,37491,3,GZ,1,100,0.488
1866972.000,37507,2,GZ,1,100,0.397
1867012.000,37507,2,GZ,1,100,0.366
1867052.000,37523,3,GZ,1,100,0.427
1867092.000,37523,3,GZ,1,100,0.427
1867132.000,37523,3,GZ,1,100,0.427
1867171.750,37546,4,GZ,1,100,0.427
1867211.500,37546,4,GZ,1,100,0.458
1867251.250,37546,4,GZ,1,100,0.427
1867291.000,37546,4,GZ,1,100,0.397
1867331.000,37564,2,GZ,1,100,0.397
1867371.000,37564,2,GZ,1,100,0.458
1867411.000,37580,3,GZ,1,100,0.458
1867451.000,37580,3,GZ,1,100,0.397
1867491.000,37580,3,GZ,1,100,0.397
1867531.000,37597,2,GZ,1,100,0.427
1867571.000,37597,2,GZ,1,100,0.427
1867611.000,37613,3,GZ,1,100,0.427
1867651.000,37613,3,GZ,1,100,0.458
1867691.000,37613,3,GZ,1,100,0.397
1867731.000,37629,2,GZ,1,100,0.397
1867771.000,37629,2,GZ,1,100,0.397
1867811.333,37645,3,GZ,1,100,0.458
1867851.667,37645,3,GZ,1,100,0.458
1867892.000,37645,3,GZ,1,100,0.397
1867931.500,37663,2,GZ,1,100,0.427
1867971.000,37663,2,GZ,1,100,0.427
1868011.333,37678,3,GZ,1,100,0.427
1868051.667,37678,3,GZ,1,100,0.427
1868092.000,37678,3,GZ,1,100,0.397
1868131.500,37694,2,GZ,1,100,0.458
1868171.000,37694,2,GZ,1,100,0.397
1868211.000,37711,3,GZ,1,100,0.427
1868251.000,37711,3,GZ,1,100,0.458
1868291.000,37711,3,GZ,1,100,0.397
1868331.500,37728,2,GZ,1,100,0.427
1868372.000,37728,2,GZ,1,100,0.458
1868411.667,37744,3,GZ,1,100,0.397
1868451.333,37744,3,GZ,1,100,0.397
1868491.000,37744,3,GZ,1,100,0.397
1868531.000,37762,3,GZ,1,100,0.397
1868571.000,37762,3,GZ,1,100,0.458
1868611.000,37762,3,GZ,1,100,0.397
1868651.000,37776,3,GZ,1,100,0.427
1868691.000,37776,3,GZ,1,100,0.397
1868731.000,37776,3,GZ,1,100,0.366
1868771.000,37793,2,GZ,1,100,0.427
1868811.000,37793,2,GZ,1,100,0.427
1868851.000,37809,3,GZ,1,100,0.427
1868891.000,37809,3,GZ,1,100,0.427
1868931.000,37809,3,GZ,1,100,0.397
1868971.000,37827,2,GZ,1,100,0.397
1869011.000,37827,2,GZ,1,100,0.397
1869051.000,37841,3,GZ,1,100,0.397
1869091.000,37841,3,GZ,1,100,0.427
1869131.000,37841,3,GZ,1,100,0.427
1869171.000,37858,3,GZ,1,100,0.458
1869211.000,37858,3,GZ,1,100,0.427
1869251.000,37858,3,GZ,1,100,0.397
1869291.000,37875,2,GZ,1,100,0.458
1869331.000,37875,2,GZ,1,100,0.488
1869371.333,37892,3,GZ,1,100,0.427
1869411.667,37892,3,GZ,1,100,0.397
1869452.000,37892,3,GZ,1,100,0.397
1869491.500,37906,2,GZ,1,100,0.427
1869531.000,37906,2,GZ,1,100,0.458
1869571.000,37924,3,GZ,1,100,0.427
1869611.000,37924,3,GZ,1,100,0.427
1869651.000,37924,3,GZ,1,100,0.427
1869691.000,37940,2,GZ,1,100,0.397
1869731.000,37940,2,GZ,1,100,0.427
1869771.000,37957,3,GZ,1,100,0.427
1869811.000,37957,3,GZ,1,100,0.458
1869851.000,37957,3,GZ,1,100,0.427
1869891.000,37971,2,GZ,1,100,0.366
1869931.000,37971,2,GZ,1,100,0.397
1869971.000,37989,3,GZ,1,100,0.458
1870011.000,37989,3,GZ,1,100,0.427
1870051.000,37989,3,GZ,1,100,0.427
1870091.000,38005,2,GZ,1,100,0.397
1870131.000,38005,2,GZ,1,100,0.397
1870171.000,38022,3,GZ,1,100,0.488
1870211.000,38022,3,GZ,1,100,0.427
1870251.000,38022,3,GZ,1,100,0.366
1870291.000,38038,2,GZ,1,100,0.458
1870331.000,38038,2,GZ,1,100,0.397
1870371.000,38054,3,GZ,1,100,0.427
1870411.000,38054,3,GZ,1,100,0.427
1870451.000,38054,3,GZ,1,100,0.366
1870491.000,38070,2,GZ,1,100,0.458
1870531.000,38070,2,GZ,1,100,0.427
1870571.000,38088,3,GZ,1,100,0.397
1870611.000,38088,3,GZ,1,100,0.458
1870651.000,38088,3,GZ,1,100,0.427
1870691.000,38104,3,GZ,1,100,0.397
1870731.000,38104,3,GZ,1,100,0.427
1870771.000,38104,3,GZ,1,100,0.397
1870811.000,38119,3,GZ,1,100,0.427
1870851.000,38119,3,GZ,1,100,0.397
1870891.000,38119,3,GZ,1,100,0.397
1870931.000,38136,2,GZ,1,100,0.427
1870971.000,38136,2,GZ,1,100,0.397
1871011.000,38153,3,GZ,1,100,0.366
1871051.000,38153,3,GZ,1,100,0.458
1871091.000,38153,3,GZ,1,100,0.458
1871131.000,38169,2,GZ,1,100,0.397
1871171.000,38169,2,GZ,1,100,0.458
1871211.000,38185,3,GZ,1,100,0.427
1871251.000,38185,3,GZ,1,100,0.427
1871291.000,38185,3,GZ,1,100,0.488
1871331.000,38203,2,GZ,1,100,0.397
1871371.000,38203,2,GZ,1,100,0.458
1871411.000,38220,3,GZ,1,100,0.458
1871451.000,38220,3,GZ,1,100,0.397
1871491.000,38220,3,GZ,1,100,0.458
1871531.000,38236,2,GZ,1,100,0.427
1871571.000,38236,2,GZ,1,100,0.397
1871611.000,38254,3,GZ,1,100,0.427
1871651.000,38254,3,GZ,1,100,0.397
1871691.000,38254,3,GZ,1,100,0.427
1871731.000,38268,2,GZ,1,100,0.427
1871771.000,38268,2,GZ,1,100,0.427
1871811.000,38285,3,GZ,1,100,0.366
1871851.000,38285,3,GZ,1,100,0.397
1871891.000,38285,3,GZ,1,100,0.427
1871931.000,38302,2,GZ,1,100,0.458
1871971.000,38302,2,GZ,1,100,0.427
1872011.000,38319,3,GZ,1,100,0.397
1872051.000,38319,3,GZ,1,100,0.427
1872091.000,38319,3,GZ,1,100,0.397
1872131.000,38333,3,GZ,1,100,0.427
1872171.000,38333,3,GZ,1,100,0.427
1872211.000,38333,3,GZ,1,100,0.397
1872251.000,38356,4,GZ,1,100,0.397
1872291.000,38356,4,GZ,1,100,0.397
1872331.000,38356,4,GZ,1,100,0.366
1872371.000,38356,4,GZ,1,100,0.458
1872411.000,38372,3,GZ,1,100,0.427
1872451.000,38372,3,GZ,1,100,0.427
1872491.000,38372,3,GZ,1,100,0.427
1872531.000,38387,2,GZ,1,100,0.427
1872571.000,38387,2,GZ,1,100,0.366
1872611.000,38405,3,GZ,1,100,0.427
1872651.000,38405,3,GZ,1,100,0.427
1872691.000,38405,3,GZ,1,100,0.397
1872731.000,38421,2,GZ,1,100,0.366
1872771.000,38421,2,GZ,1,100,0.427
1872811.000,38438,3,GZ,1,100,0.427
1872851.000,38438,3,GZ,1,100,0.427
1872891.000,38438,3,GZ,1,100,0.397
1872931.000,38455,3,GZ,1,100,0.397
1872971.000,38455,3,GZ,1,100,0.427
1873011.000,38455,3,GZ,1,100,0.427
1873051.000,38470,3,GZ,1,100,0.397
1873091.000,38470,3,GZ,1,100,0.397
1873131.000,38470,3,GZ,1,100,0.427
1873171.000,38486,2,GZ,1,100,0.458
1873211.000,38486,2,GZ,1,100,0.427
1873251.000,38504,3,GZ,1,100,0.397
1873291.000,38504,3,GZ,1,100,0.427
1873331.000,38504,3,GZ,1,100,0.427
1873371.000,38520,2,GZ,1,100,0.397
1873411.000,38520,2,GZ,1,100,0.427
1873451.000,38535,3,GZ,1,100,0.427
1873491.000,38535,3,GZ,1,100,0.397
1873531.000,38535,3,GZ,1,100,0.397
1873571.000,38552,2,GZ,1,100,0.397
1873611.000,38552,2,GZ,1,100,0.397
1873651.000,38569,3,GZ,1,100,0.366
1873691.000,38569,3,GZ,1,100,0.366
1873731.000,38569,3,GZ,1,100,0.458
1873771.000,38585,2,GZ,1,100,0.458
1873811.000,38585,2,GZ,1,100,0.427
1873851.000,38600,3,GZ,1,100,0.427
1873891.000,38600,3,GZ,1,100,0.458
1873931.000,38600,3,GZ,1,100,0.458
1873971.000,38617,3,GZ,1,100,0.458
1874011.000,38617,3,GZ,1,100,0.427
1874051.000,38617,3,GZ,1,100,0.427
1874091.000,38634,2,GZ,1,100,0.458
1874131.000,38634,2,GZ,1,100,0.427
1874171.000,38650,3,GZ,1,100,0.397
1874211.000,38650,3,GZ,1,100,0.427
1874251.000,38650,3,GZ,1,100,0.427
1874291.000,38666,2,GZ,1,100,0.427
1874331.000,38666,2,GZ,1,100,0.427
1874371.000,38682,3,GZ,1,100,0.397
1874411.000,38682,3,GZ,1,100,0.427
1874451.000,38682,3,GZ,1,100,0.458
1874491.000,38699,2,GZ,1,100,0.458
1874531.000,38699,2,GZ,1,100,0.397
1874571.000,38716,3,GZ,1,100,0.427
1874611.000,38716,3,GZ,1,100,0.427
1874651.000,38716,3,GZ,1,100,0.397
1874691.000,38731,2,GZ,1,100,0.458
1874731.000,38731,2,GZ,1,100,0.519
1874771.000,38747,3,GZ,1,100,0.427
1874811.000,38747,3,GZ,1,100,0.397
1874851.000,38747,3,GZ,1,100,0.427
1874891.000,38764,2,GZ,1,100,0.458
1874931.000,38764,2,GZ,1,100,0.366
1874971.000,38781,3,GZ,1,100,0.397
1875011.000,38781,3,GZ,1,100,0.458
1875051.000,38781,3,GZ,1,100,0.427
1875091.000,38797,2,GZ,1,100,0.427
1875131.000,38797,2,GZ,1,100,0.458
1875171.000,38812,3,GZ,1,100,0.366
1875211.000,38812,3,GZ,1,100,0.427
1875251.000,38812,3,GZ,1,100,0.427
1875291.000,38830,3,GZ,1,100,0.366
1875331.000,38830,3,GZ,1,100,0.458
1875371.000,38830,3,GZ,1,100,0.458
1875411.000,38846,3,GZ,1,100,0.427
1875451.000,38846,3,GZ,1,100,0.427
1875491.000,38846,3,GZ,1,100,0.427
1875531.000,38863,2,GZ,1,100,0.458
1875571.000,38863,2,GZ,1,100,0.458
1875611.000,38879,3,GZ,1,100,0.397
1875651.000,38879,3,GZ,1,100,0.397
1875691.000,38879,3,GZ,1,100,0.458
1875731.000,38895,2,GZ,1,100,0.458
1875771.000,38895,2,GZ,1,100,0.458
1875811.000,38911,3,GZ,1,100,0.427
1875851.000,38911,3,GZ,1,100,0.458
1875891.000,38911,3,GZ,1,100,0.458
1875931.000,38929,2,GZ,1,100,0.427
1875971.000,38929,2,GZ,1,100,0.427
1876011.000,38945,3,GZ,1,100,0.458
1876051.000,38945,3,GZ,1,100,0.427
1876091.000,38945,3,GZ,1,100,0.458
1876131.000,38960,2,GZ,1,100,0.427
1876171.000,38960,2,GZ,1,100,0.397
1876211.000,38977,3,GZ,1,100,0.458
1876251.000,38977,3,GZ,1,100,0.458
1876291.000,38977,3,GZ,1,100,0.427
1876331.000,38996,2,GZ,1,100,0.458
1876371.000,38996,2,GZ,1,100,0.427
1876411.000,39012,3,GZ,1,100,0.427
1876451.000,39012,3,GZ,1,100,0.397
1876491.000,39012,3,GZ,1,100,0.427
1876531.000,39027,3,GZ,1,100,0.458
1876571.000,39027,3,GZ,1,100,0.427
1876611.000,39027,3,GZ,1,100,0.427
1876651.000,39044,2,GZ,1,100,0.397
1876691.000,39044,2,GZ,1,100,0.397
1876731.000,39061,3,GZ,1,100,0.427
1876771.000,39061,3,GZ,1,100,0.427
1876811.000,39061,3,GZ,1,100,0.427
1876851.000,39077,2,GZ,1,100,0.458
1876891.000,39077,2,GZ,1,100,0.427
1876931.000,39093,3,GZ,1,100,0.458
1876971.000,39093,3,GZ,1,100,0.427
1877011.000,39093,3,GZ,1,100,0.427
1877051.000,39109,2,GZ,1,100,0.458
1877091.000,39109,2,GZ,1,100,0.458
1877131.000,39126,3,GZ,1,100,0.427
1877171.000,39126,3,GZ,1,100,0.397
1877211.000,39126,3,GZ,1,100,0.427
1877250.667,39143,3,GZ,1,100,0.397
1877290.333,39143,3,GZ,1,100,0.427
1877330.000,39143,3,GZ,1,100,0.427
1877370.000,39165,4,GZ,1,100,0.427
1877410.000,39165,4,GZ,1,100,0.427
1877450.000,39165,4,GZ,1,100,0.397
1877490.000,39165,4,GZ,1,100,0.397
1877530.000,39181,3,GZ,1,100,0.427
1877570.000,39181,3,GZ,1,100,0.366
1877610.000,39181,3,GZ,1,100,0.427
1877650.000,39199,3,GZ,1,100,0.397
1877690.000,39199,3,GZ,1,100,0.397
1877730.000,39199,3,GZ,1,100,0.397
1877770.500,39215,2,GZ,1,100,0.427
1877811.000,39215,2,GZ,1,100,0.366
1877851.000,39230,3,GZ,1,100,0.397
1877891.000,39230,3,GZ,1,100,0.397
1877931.000,39230,3,GZ,1,100,0.427
1877971.000,39247,2,GZ,1,100,0.427
1878011.000,39247,2,GZ,1,100,0.458
1878051.000,39264,3,GZ,1,100,0.458
1878091.000,39264,3,GZ,1,100,0.488
1878131.000,39264,3,GZ,1,100,0.458
1878170.500,39280,2,GZ,1,100,0.366
1878210.000,39280,2,GZ,1,100,0.427
1878250.000,39296,3,GZ,1,100,0.488
1878290.000,39296,3,GZ,1,100,0.397
1878330.000,39296,3,GZ,1,100,0.427
1878370.000,39312,3,GZ,1,100,0.397
1878410.000,39312,3,GZ,1,100,0.397
1878450.000,39312,3,GZ,1,100,0.427
1878490.000,39329,2,GZ,1,100,0.427
1878530.000,39329,2,GZ,1,100,0.366
1878570.000,39346,3,GZ,1,100,0.427
1878610.000,39346,3,GZ,1,100,0.458
1878650.000,39346,3,GZ,1,100,0.427
1878690.000,39361,2,GZ,1,100,0.397
1878730.000,39361,2,GZ,1,100,0.397
1878770.000,39377,3,GZ,1,100,0.397
1878810.000,39377,3,GZ,1,100,0.397
1878850.000,39377,3,GZ,1,100,0.397
1878890.000,39394,2,GZ,1,100,0.427
1878930.000,39394,2,GZ,1,100,0.397
1878970.000,39411,3,GZ,1,100,0.397
1879010.000,39411,3,GZ,1,100,0.427
1879050.000,39411,3,GZ,1,100,0.458
1879090.000,39426,2,GZ,1,100,0.458
1879130.000,39426,2,GZ,1,100,0.397
1879170.000,39442,3,GZ,1,100,0.458
1879210.000,39442,3,GZ,1,100,0.458
1879250.000,39442,3,GZ,1,100,0.366
1879290.000,39460,2,GZ,1,100,0.397
1879330.000,39460,2,GZ,1,100,0.397
1879370.000,39476,3,GZ,1,100,0.397
1879410.000,39476,3,GZ,1,100,0.427
1879450.000,39476,3,GZ,1,100,0.397
1879490.000,39492,2,GZ,1,100,0.427
1879530.000,39492,2,GZ,1,100,0.458
1879570.000,39508,3,GZ,1,100,0.427
1879610.000,39508,3,GZ,1,100,0.427
1879650.000,39508,3,GZ,1,100,0.488
1879690.000,39525,2,GZ,1,100,0.427
1879730.000,39525,2,GZ,1,100,0.427
1879770.000,39541,3,GZ,1,100,0.397
1879810.000,39541,3,GZ,1,100,0.397
1879850.000,39541,3,GZ,1,100,0.488
1879890.000,39559,3,GZ,1,100,0.427
1879930.000,39559,3,GZ,1,100,0.397
1879970.000,39559,3,GZ,1,100,0.458
1880010.000,39573,2,GZ,1,100,0.427
1880050.000,39573,2,GZ,1,100,0.366
1880090.000,39590,3,GZ,1,100,0.458
1880130.000,39590,3,GZ,1,100,0.366
1880170.000,39590,3,GZ,1,100,0.427
1880210.000,39606,3,GZ,1,100,0.427
1880250.000,39606,3,GZ,1,100,0.366
1880290.000,39606,3,GZ,1,100,0.488
1880330.000,39624,2,GZ,1,100,0.427
1880370.000,39624,2,GZ,1,100,0.397
1880410.000,39638,3,GZ,1,100,0.458
1880450.000,39638,3,GZ,1,100,0.366
1880490.000,39638,3,GZ,1,100,0.397
1880530.000,39655,2,GZ,1,100,0.458
1880570.000,39655,2,GZ,1,100,0.427
1880610.000,39672,3,GZ,1,100,0.427
1880650.000,39672,3,GZ,1,100,0.397
1880690.000,39672,3,GZ,1,100,0.397
1880730.000,39689,2,GZ,1,100,0.458
1880770.000,39689,2,GZ,1,100,0.366
1880810.000,39704,3,GZ,1,100,0.397
1880850.000,39704,3,GZ,1,100,0.427
1880890.000,39704,3,GZ,1,100,0.427
1880930.000,39721,2,GZ,1,100,0.458
1880970.000,39721,2,GZ,1,100,0.366
1881010.000,39737,3,GZ,1,100,0.397
1881050.000,39737,3,GZ,1,100,0.427
1881090.000,39737,3,GZ,1,100,0.458
1881130.000,39754,2,GZ,1,100,0.427
1881170.000,39754,2,GZ,1,100,0.458
1881210.000,39771,3,GZ,1,100,0.397
1881250.000,39771,3,GZ,1,100,0.397
1881290.000,39771,3,GZ,1,100,0.458
1881330.500,39788,2,GZ,1,100,0.427
1881371.000,39788,2,GZ,1,100,0.397
1881410.667,39804,3,GZ,1,100,0.458
1881450.333,39804,3,GZ,1,100,0.397
1881490.000,39804,3,GZ,1,100,0.397
1881530.333,39821,3,GZ,1,100,0.488
1881570.667,39821,3,GZ,1,100,0.397
1881611.000,39821,3,GZ,1,100,0.397
1881651.000,39838,2,GZ,1,100,0.488
1881691.000,39838,2,GZ,1,100,0.427
1881731.000,39853,3,GZ,1,100,0.427
1881771.000,39853,3,GZ,1,100,0.458
1881811.000,39853,3,GZ,1,100,0.336
1881851.000,39869,2,GZ,1,100,0.427
1881891.000,39869,2,GZ,1,100,0.427
1881931.000,39887,5,GZ,1,100,0.397
1881971.000,39887,5,GZ,1,100,0.458
1882011.000,39887,5,GZ,1,100,0.458
1882051.000,39887,5,GZ,1,100,0.458
1882091.000,39887,5,GZ,1,100,0.427
1882131.000,39903,4,GZ,1,100,0.427
1882171.000,39903,4,GZ,1,100,0.427
1882211.000,39903,4,GZ,1,100,0.427
1882251.000,39903,4,GZ,1,100,0.458
1882291.000,39921,5,GZ,1,100,0.427
1882331.000,39921,5,GZ,1,100,0.397
1882371.000,39921,5,GZ,1,100,0.397
1882411.000,39921,5,GZ,1,100,0.427
1882451.000,39921,5,GZ,1,100,0.458
1882491.000,39944,6,GZ,1,100,0.397
1882531.000,39944,6,GZ,1,100,0.427
1882571.000,39944,6,GZ,1,100,0.427
1882611.000,39944,6,GZ,1,100,0.366
1882651.000,39944,6,GZ,1,100,0.397
1882691.000,39944,6,GZ,1,100,0.397
1882731.000,39960,3,GZ,1,100,0.397
1882771.000,39960,3,GZ,1,100,0.366
1882811.000,39960,3,GZ,1,100,0.458
1882851.000,39977,2,GZ,1,100,0.427
1882891.000,39977,2,GZ,1,100,0.366
1882931.000,39992,3,GZ,1,100,0.397
1882971.000,39992,3,GZ,1,100,0.427
1883011.000,39992,3,GZ,1,100,0.397
1883051.000,40009,2,GZ,1,100,0.366
1883091.000,40009,2,GZ,1,100,0.427
1883131.000,40025,3,GZ,1,100,0.427
1883171.000,40025,3,GZ,1,100,0.427
1883211.000,40025,3,GZ,1,100,0.519
1883251.000,40043,2,GZ,1,100,0.397
1883291.000,40043,2,GZ,1,100,0.366
1883331.000,40058,3,GZ,1,100,0.458
1883371.000,40058,3,GZ,1,100,0.366
1883411.000,40058,3,GZ,1,100,0.427
1883451.000,40074,3,GZ,1,100,0.488
1883491.000,40074,3,GZ,1,100,0.336
1883531.000,40074,3,GZ,1,100,0.427
1883571.000,40090,2,GZ,1,100,0.427
1883611.000,40090,2,GZ,1,100,0.397
1883651.000,40108,3,GZ,1,100,0.427
1883691.000,40108,3,GZ,1,100,0.427
1883731.000,40108,3,GZ,1,100,0.397
1883771.000,40124,2,GZ,1,100,0.427
1883811.000,40124,2,GZ,1,100,0.397
1883851.000,40139,3,GZ,1,100,0.427
1883891.000,40139,3,GZ,1,100,0.458
1883931.000,40139,3,GZ,1,100,0.397
1883971.000,40156,2,GZ,1,100,0.366
1884011.000,40156,2,GZ,1,100,0.397
1884051.000,40173,3,GZ,1,100,0.397
1884091.000,40173,3,GZ,1,100,0.366
1884131.000,40173,3,GZ,1,100,0.427
1884171.000,40189,2,GZ,1,100,0.458
1884211.000,40189,2,GZ,1,100,0.397
1884251.000,40205,3,GZ,1,100,0.397
1884291.000,40205,3,GZ,1,100,0.458
1884331.000,40205,3,GZ,1,100,0.427
1884371.000,40221,2,GZ,1,100,0.427
1884411.000,40221,2,GZ,1,100,0.397
1884450.667,40238,3,GZ,1,100,0.427
1884490.333,40238,3,GZ,1,100,0.427
1884530.000,40238,3,GZ,1,100,0.397
1884570.500,40255,2,GZ,1,100,0.427
1884611.000,40255,2,GZ,1,100,0.458
1884650.667,40270,3,GZ,1,100,0.427
1884690.333,40270,3,GZ,1,100,0.427
1884730.000,40270,3,GZ,1,100,0.397
1884770.000,40286,3,GZ,1,100,0.397
1884810.000,40286,3,GZ,1,100,0.458
1884850.000,40286,3,GZ,1,100,0.427
1884890.000,40303,2,GZ,1,100,0.397
1884930.000,40303,2,GZ,1,100,0.397
1884970.000,40320,3,GZ,1,100,0.397
1885010.000,40320,3,GZ,1,100,0.458
1885050.000,40320,3,GZ,1,100,0.427
1885090.000,40335,2,GZ,1,100,0.397
1885130.000,40335,2,GZ,1,100,0.397
1885170.000,40351,3,GZ,1,100,0.397
1885210.000,40351,3,GZ,1,100,0.427
1885250.000,40351,3,GZ,1,100,0.458
1885290.000,40369,2,GZ,1,100,0.427
1885330.000,40369,2,GZ,1,100,0.397
1885370.000,40385,3,GZ,1,100,0.397
1885410.000,40385,3,GZ,1,100,0.427
1885450.000,40385,3,GZ,1,100,0.397
1885490.000,40401,2,GZ,1,100,0.397
1885530.000,40401,2,GZ,1,100,0.397
1885570.000,40417,3,GZ,1,100,0.427
1885610.000,40417,3,GZ,1,100,0.427
1885650.000,40417,3,GZ,1,100,0.397
1885690.000,40434,2,GZ,1,100,0.397
1885730.000,40434,2,GZ,1,100,0.427
1885770.000,40450,3,GZ,1,100,0.427
1885810.000,40450,3,GZ,1,100,0.427
1885850.000,40450,3,GZ,1,100,0.397
1885890.000,40466,2,GZ,1,100,0.366
1885930.000,40466,2,GZ,1,100,0.397
1885970.000,40482,3,GZ,1,100,0.397
1886010.000,40482,3,GZ,1,100,0.488
1886050.000,40482,3,GZ,1,100,0.458
1886090.000,40499,3,GZ,1,100,0.366
1886130.000,40499,3,GZ,1,100,0.427
1886170.000,40499,3,GZ,1,100,0.458
1886210.000,40515,2,GZ,1,100,0.519
1886250.000,40515,2,GZ,1,100,0.488
1886290.000,40535,3,GZ,1,100,0.397
1886330.000,40535,3,GZ,1,100,0.458
1886370.000,40535,3,GZ,1,100,0.458
1886410.000,40549,2,GZ,1,100,0.366
1886450.000,40549,2,GZ,1,100,0.458
1886490.000,40566,3,GZ,1,100,0.458
1886530.000,40566,3,GZ,1,100,0.427
1886570.000,40566,3,GZ,1,100,0.397
1886610.000,40583,2,GZ,1,100,0.397
1886650.000,40583,2,GZ,1,100,0.610
1886690.000,40600,3,GZ,1,100,0.488
1886730.000,40600,3,GZ,1,100,0.305
1886770.000,40600,3,GZ,1,100,0.366
1886810.000,40614,2,GZ,1,100,0.427
1886850.000,40614,2,GZ,1,100,0.488
1886890.000,40632,3,GZ,1,100,0.336
1886930.000,40632,3,GZ,1,100,0.397
1886970.000,40632,3,GZ,1,100,0.458
1887010.000,40648,2,GZ,1,100,0.305
1887050.000,40648,2,GZ,1,100,0.397
1887090.000,40665,3,GZ,1,100,0.397
1887130.000,40665,3,GZ,1,100,0.397
1887170.000,40665,3,GZ,1,100,0.397
1887210.000,40679,2,GZ,1,100,0.366
1887250.000,40679,2,GZ,1,100,0.427
1887290.000,40697,3,GZ,1,100,0.488
1887330.000,40697,3,GZ,1,100,0.336
1887370.000,40697,3,GZ,1,100,0.458
1887410.000,40713,3,GZ,1,100,0.488
1887450.000,40713,3,GZ,1,100,0.427
1887490.000,40713,3,GZ,1,100,0.397
1887530.000,40730,2,GZ,1,100,0.366
1887570.000,40730,2,GZ,1,100,0.427
1887610.000,40745,3,GZ,1,100,0.458
1887650.000,40745,3,GZ,1,100,0.427
