EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1850493.000,34869,2,GZ,1,100,7.019
1850533.000,34869,2,GZ,1,100,10.010
1850573.000,34887,3,GZ,1,100,-6.561
1850613.000,34887,3,GZ,1,100,-4.944
1850653.000,34887,3,GZ,1,100,17.578
1850693.000,34902,2,GZ,1,100,45.380
1850733.000,34902,2,GZ,1,100,19.928
1850773.000,34918,3,GZ,1,100,35.706
1850813.000,34918,3,GZ,1,100,117.310
1850853.000,34918,3,GZ,1,100,66.467
1850893.000,34935,3,GZ,1,100,13.031
1850933.000,34935,3,GZ,1,100,33.264
1850973.000,34935,3,GZ,1,100,108.063
1851013.000,34952,2,GZ,1,100,123.749
1851053.000,34952,2,GZ,1,100,80.597
1851093.000,34968,3,GZ,1,100,123.108
1851133.000,34968,3,GZ,1,100,142.242
1851173.000,34968,3,GZ,1,100,102.997
1851213.000,34983,2,GZ,1,100,32.776
1851253.000,34983,2,GZ,1,100,12.909
1851293.000,35002,3,GZ,1,100,-20.081
1851333.000,35002,3,GZ,1,100,-48.920
1851373.000,35002,3,GZ,1,100,-9.338
1851413.000,35019,2,GZ,1,100,-45.563
1851453.000,35019,2,GZ,1,100,-56.915
1851493.000,35035,3,GZ,1,100,-46.967
1851533.000,35035,3,GZ,1,100,-74.371
1851573.000,35035,3,GZ,1,100,-49.133
1851613.000,35051,2,GZ,1,100,-40.405
1851653.000,35051,2,GZ,1,100,-56.488
1851693.000,35067,3,GZ,1,100,3.479
1851733.000,35067,3,GZ,1,100,-13.611
1851773.000,35067,3,GZ,1,100,-57.526
1851813.000,35089,4,GZ,1,100,-60.791
1851853.000,35089,4,GZ,1,100,-31.708
1851893.000,35089,4,GZ,1,100,70.740
1851933.000,35089,4,GZ,1,100,58.624
1851973.000,35106,2,GZ,1,100,58.167
1852013.000,35106,2,GZ,1,100,56.458
1852053.000,35123,3,GZ,1,100,53.375
1852093.000,35123,3,GZ,1,100,76.965
1852133.000,35123,3,GZ,1,100,84.564
1852173.000,35138,2,GZ,1,100,54.687
1852213.000,35138,2,GZ,1,100,22.675
1852253.000,35155,3,GZ,1,100,1.129
1852293.000,35155,3,GZ,1,100,10.345
1852333.000,35155,3,GZ,1,100,3.876
1852373.000,35171,2,GZ,1,100,-17.944
1852413.000,35171,2,GZ,1,100,-2.533
1852453.000,35188,3,GZ,1,100,22.949
1852493.000,35188,3,GZ,1,100,4.089
1852533.000,35188,3,GZ,1,100,-1.862
1852573.000,35205,2,GZ,1,100,16.052
1852613.000,35205,2,GZ,1,100,8.789
1852653.000,35220,3,GZ,1,100,15.076
1852693.000,35220,3,GZ,1,100,15.747
1852733.000,35220,3,GZ,1,100,5.585
1852773.000,35236,2,GZ,1,100,-14.465
1852813.000,35236,2,GZ,1,100,-30.121
1852853.000,35253,3,GZ,1,100,7.446
1852893.000,35253,3,GZ,1,100,3.235
1852933.000,35253,3,GZ,1,100,0.244
1852973.000,35270,2,GZ,1,100,0.885
1853013.000,35270,2,GZ,1,100,0.946
1853053.000,35285,3,GZ,1,100,-5.890
1853093.000,35285,3,GZ,1,100,-14.069
1853133.000,35285,3,GZ,1,100,0.366
1853173.000,35301,3,GZ,1,100,-6.287
1853213.000,35301,3,GZ,1,100,2.380
1853253.000,35301,3,GZ,1,100,45.959
1853293.000,35319,2,GZ,1,100,123.871
1853333.000,35319,2,GZ,1,100,117.981
1853373.000,35335,3,GZ,1,100,93.475
1853413.000,35335,3,GZ,1,100,82.672
1853453.000,35335,3,GZ,1,100,84.381
1853493.000,35350,2,GZ,1,100,57.404
1853533.000,35350,2,GZ,1,100,33.234
1853573.000,35367,3,GZ,1,100,3.693
1853613.000,35367,3,GZ,1,100,1.282
1853653.000,35367,3,GZ,1,100,4.761
1853693.000,35384,2,GZ,1,100,-1.038
1853733.000,35384,2,GZ,1,100,-3.052
1853773.000,35400,3,GZ,1,100,0.824
1853813.000,35400,3,GZ,1,100,3.296
1853853.000,35400,3,GZ,1,100,1.251
1853893.000,35415,2,GZ,1,100,-0.397
1853933.000,35415,2,GZ,1,100,-1.709
1853973.000,35432,3,GZ,1,100,-0.427
1854013.000,35432,3,GZ,1,100,2.289
1854053.000,35432,3,GZ,1,100,0.488
1854093.000,35449,2,GZ,1,100,-1.099
1854133.000,35449,2,GZ,1,100,0.885
1854173.000,35465,3,GZ,1,100,0.549
1854213.000,35465,3,GZ,1,100,0.122
1854253.000,35465,3,GZ,1,100,0.427
1854293.000,35482,2,GZ,1,100,0.397
1854333.000,35482,2,GZ,1,100,0.366
1854373.000,35497,3,GZ,1,100,0.427
1854413.000,35497,3,GZ,1,100,-34.302
1854453.000,35497,3,GZ,1,100,-92.133
1854493.000,35514,2,GZ,1,100,71.564
1854533.000,35514,2,GZ,1,100,34.332
1854573.000,35531,3,GZ,1,100,-71.259
1854613.000,35531,3,GZ,1,100,13.947
1854653.000,35531,3,GZ,1,100,25.085
1854693.000,35548,3,GZ,1,100,49.683
1854733.000,35548,3,GZ,1,100,106.018
1854773.000,35548,3,GZ,1,100,-4.822
1854813.000,35562,2,GZ,1,100,-11.108
1854853.000,35562,2,GZ,1,100,-36.316
1854893.000,35580,3,GZ,1,100,-23.193
1854933.000,35580,3,GZ,1,100,-27.344
1854973.000,35580,3,GZ,1,100,-60.211
1855013.000,35596,2,GZ,1,100,-26.917
1855053.000,35596,2,GZ,1,100,4.517
1855093.000,35613,3,GZ,1,100,4.364
1855133.000,35613,3,GZ,1,100,18.188
1855173.000,35613,3,GZ,1,100,22.003
1855213.000,35627,2,GZ,1,100,0.092
1855253.000,35627,2,GZ,1,100,-0.824
1855293.000,35645,3,GZ,1,100,1.251
1855333.000,35645,3,GZ,1,100,0.397
1855373.000,35645,3,GZ,1,100,0.397
1855413.000,35661,2,GZ,1,100,0.488
1855453.000,35661,2,GZ,1,100,0.427
1855493.000,35678,3,GZ,1,100,0.427
1855533.000,35678,3,GZ,1,100,0.397
1855573.000,35678,3,GZ,1,100,0.427
1855613.000,35693,2,GZ,1,100,0.427
1855653.000,35693,2,GZ,1,100,0.519
1855693.000,35710,3,GZ,1,100,0.519
1855733.000,35710,3,GZ,1,100,0.366
1855773.000,35710,3,GZ,1,100,0.397
1855813.000,35726,2,GZ,1,100,0.458
1855853.000,35726,2,GZ,1,100,0.397
1855893.000,35744,3,GZ,1,100,0.458
1855933.000,35744,3,GZ,1,100,0.427
1855973.000,35744,3,GZ,1,100,0.427
1856013.000,35758,3,GZ,1,100,0.458
1856053.000,35758,3,GZ,1,100,0.397
1856093.000,35758,3,GZ,1,100,0.458
1856133.000,35775,2,GZ,1,100,0.488
1856173.000,35775,2,GZ,1,100,0.397
1856213.000,35791,3,GZ,1,100,0.397
1856253.000,35791,3,GZ,1,100,0.458
1856293.000,35791,3,GZ,1,100,0.336
1856333.000,35811,2,GZ,1,100,0.336
1856373.000,35811,2,GZ,1,100,0.458
1856413.000,35826,3,GZ,1,100,0.336
1856453.000,35826,3,GZ,1,100,0.397
1856493.000,35826,3,GZ,1,100,0.427
1856533.000,35842,2,GZ,1,100,0.397
1856573.000,35842,2,GZ,1,100,0.427
1856613.000,35859,3,GZ,1,100,0.397
1856653.000,35859,3,GZ,1,100,0.366
1856693.000,35859,3,GZ,1,100,0.458
1856733.000,35876,2,GZ,1,100,0.488
1856773.000,35876,2,GZ,1,100,0.397
1856813.000,35892,3,GZ,1,100,0.366
1856853.000,35892,3,GZ,1,100,0.488
1856893.000,35892,3,GZ,1,100,0.397
1856933.000,35915,4,GZ,1,100,0.366
1856973.000,35915,4,GZ,1,100,0.397
1857013.000,35915,4,GZ,1,100,0.427
1857053.000,35915,4,GZ,1,100,0.458
1857093.000,35929,2,GZ,1,100,0.458
1857133.000,35929,2,GZ,1,100,0.366
1857173.000,35946,3,GZ,1,100,0.427
1857213.000,35946,3,GZ,1,100,0.397
1857253.000,35946,3,GZ,1,100,0.397
1857293.000,35963,2,GZ,1,100,0.397
1857333.000,35963,2,GZ,1,100,0.427
1857373.000,35980,3,GZ,1,100,0.458
1857413.000,35980,3,GZ,1,100,0.397
1857453.000,35980,3,GZ,1,100,0.397
1857492.500,35995,2,GZ,1,100,0.397
1857532.000,35995,2,GZ,1,100,0.458
1857572.000,36012,3,GZ,1,100,0.458
1857612.000,36012,3,GZ,1,100,0.397
1857652.000,36012,3,GZ,1,100,0.427
1857692.333,36028,3,GZ,1,100,0.458
1857732.667,36028,3,GZ,1,100,0.427
1857773.000,36028,3,GZ,1,100,0.397
1857812.500,36045,2,GZ,1,100,0.427
1857852.000,36045,2,GZ,1,100,0.397
1857892.000,36062,3,GZ,1,100,0.397
1857932.000,36062,3,GZ,1,100,0.458
1857972.000,36062,3,GZ,1,100,0.397
1858012.500,36077,2,GZ,1,100,0.458
1858053.000,36077,2,GZ,1,100,0.488
1858093.000,36093,3,GZ,1,100,0.427
1858133.000,36093,3,GZ,1,100,0.458
1858173.000,36093,3,GZ,1,100,0.397
1858213.000,36110,2,GZ,1,100,0.397
1858253.000,36110,2,GZ,1,100,0.458
1858292.667,36127,3,GZ,1,100,0.427
1858332.333,36127,3,GZ,1,100,0.397
1858372.000,36127,3,GZ,1,100,0.458
1858412.000,36142,2,GZ,1,100,0.366
1858452.000,36142,2,GZ,1,100,0.427
1858492.000,36158,3,GZ,1,100,0.458
1858532.000,36158,3,GZ,1,100,0.397
1858572.000,36158,3,GZ,1,100,0.366
1858612.000,36176,2,GZ,1,100,0.366
1858652.000,36176,2,GZ,1,100,0.397
1858692.000,36192,3,GZ,1,100,0.427
1858732.000,36192,3,GZ,1,100,0.397
1858772.000,36192,3,GZ,1,100,0.427
1858812.000,36207,2,GZ,1,100,0.427
1858852.000,36207,2,GZ,1,100,0.427
1858892.000,36224,3,GZ,1,100,0.427
1858932.000,36224,3,GZ,1,100,0.397
1858972.000,36224,3,GZ,1,100,0.427
1859012.000,36241,2,GZ,1,100,0.397
1859052.000,36241,2,GZ,1,100,0.366
1859092.000,36257,3,GZ,1,100,0.458
1859132.000,36257,3,GZ,1,100,0.397
1859172.000,36257,3,GZ,1,100,0.458
1859212.000,36272,3,GZ,1,100,0.427
1859252.000,36272,3,GZ,1,100,0.366
1859292.000,36272,3,GZ,1,100,0.458
1859332.000,36289,2,GZ,1,100,0.458
1859372.000,36289,2,GZ,1,100,0.397
1859412.000,36306,3,GZ,1,100,0.458
1859452.000,36306,3,GZ,1,100,0.427
1859492.000,36306,3,GZ,1,100,0.427
1859532.000,36322,2,GZ,1,100,0.427
1859572.000,36322,2,GZ,1,100,0.397
1859612.000,36339,3,GZ,1,100,0.458
1859652.000,36339,3,GZ,1,100,0.427
1859692.000,36339,3,GZ,1,100,0.366
1859732.000,36354,2,GZ,1,100,0.397
1859772.000,36354,2,GZ,1,100,0.427
1859812.000,36371,3,GZ,1,100,0.427
1859852.000,36371,3,GZ,1,100,0.427
1859892.000,36371,3,GZ,1,100,0.336
1859932.000,36388,2,GZ,1,100,0.397
1859972.000,36388,2,GZ,1,100,0.488
1860012.000,36405,3,GZ,1,100,0.397
1860052.000,36405,3,GZ,1,100,0.427
1860092.000,36405,3,GZ,1,100,0.397
1860132.000,36419,2,GZ,1,100,0.397
1860172.000,36419,2,GZ,1,100,0.458
1860212.000,36437,3,GZ,1,100,0.427
1860252.000,36437,3,GZ,1,100,0.397
1860292.000,36437,3,GZ,1,100,0.427
1860332.000,36453,3,GZ,1,100,0.458
1860372.000,36453,3,GZ,1,100,0.458
1860412.000,36453,3,GZ,1,100,0.427
1860452.000,36470,2,GZ,1,100,0.427
1860492.000,36470,2,GZ,1,100,0.458
1860532.000,36484,3,GZ,1,100,0.458
1860572.000,36484,3,GZ,1,100,0.366
1860612.000,36484,3,GZ,1,100,0.427
1860652.000,36502,2,GZ,1,100,0.458
1860692.000,36502,2,GZ,1,100,0.397
1860732.000,36518,3,GZ,1,100,0.366
1860772.000,36518,3,GZ,1,100,0.366
1860812.000,36518,3,GZ,1,100,0.366
1860852.000,36535,2,GZ,1,100,0.458
1860892.000,36535,2,GZ,1,100,0.427
1860932.000,36550,3,GZ,1,100,0.427
1860972.000,36550,3,GZ,1,100,0.458
1861012.000,36550,3,GZ,1,100,0.427
1861052.000,36567,2,GZ,1,100,0.397
1861092.000,36567,2,GZ,1,100,0.397
1861132.000,36583,3,GZ,1,100,0.427
1861172.000,36583,3,GZ,1,100,0.427
1861212.000,36583,3,GZ,1,100,0.427
1861252.000,36601,2,GZ,1,100,0.427
1861292.000,36601,2,GZ,1,100,0.458
1861332.000,36617,3,GZ,1,100,0.458
1861372.000,36617,3,GZ,1,100,0.427
1861412.000,36617,3,GZ,1,100,0.397
1861452.000,36634,2,GZ,1,100,0.427
1861492.000,36634,2,GZ,1,100,0.458
1861532.000,36650,3,GZ,1,100,0.427
1861572.000,36650,3,GZ,1,100,0.397
1861612.000,36650,3,GZ,1,100,0.397
1861652.000,36668,3,GZ,1,100,0.427
1861692.000,36668,3,GZ,1,100,0.427
1861732.000,36668,3,GZ,1,100,0.458
1861772.000,36683,2,GZ,1,100,0.458
1861812.000,36683,2,GZ,1,100,0.427
1861852.000,36699,3,GZ,1,100,0.427
1861892.000,36699,3,GZ,1,100,0.427
1861932.000,36699,3,GZ,1,100,0.397
1861972.000,36716,2,GZ,1,100,0.458
1862012.000,36716,2,GZ,1,100,0.427
1862052.000,36736,4,GZ,1,100,0.427
1862092.000,36736,4,GZ,1,100,0.458
1862132.000,36736,4,GZ,1,100,0.397
1862172.000,36736,4,GZ,1,100,0.427
1862212.000,36752,2,GZ,1,100,0.427
1862252.000,36752,2,GZ,1,100,0.458
1862292.000,36770,3,GZ,1,100,0.427
1862332.000,36770,3,GZ,1,100,0.366
1862372.000,36770,3,GZ,1,100,0.427
1862412.000,36784,2,GZ,1,100,0.458
1862452.000,36784,2,GZ,1,100,0.397
1862492.000,36801,3,GZ,1,100,0.427
1862532.000,36801,3,GZ,1,100,0.397
1862572.000,36801,3,GZ,1,100,0.427
1862612.000,36818,2,GZ,1,100,0.427
1862652.000,36818,2,GZ,1,100,0.397
1862692.000,36835,3,GZ,1,100,0.397
1862732.000,36835,3,GZ,1,100,0.458
1862772.000,36835,3,GZ,1,100,0.427
1862812.000,36849,2,GZ,1,100,0.366
1862852.000,36849,2,GZ,1,100,0.458
1862892.000,36867,3,GZ,1,100,0.458
1862932.000,36867,3,GZ,1,100,0.427
1862972.000,36867,3,GZ,1,100,0.427
1863012.000,36883,3,GZ,1,100,0.427
1863052.000,36883,3,GZ,1,100,0.458
1863092.000,36883,3,GZ,1,100,0.458
1863132.000,36900,2,GZ,1,100,0.427
1863172.000,36900,2,GZ,1,100,0.397
1863212.000,36914,3,GZ,1,100,0.397
1863252.000,36914,3,GZ,1,100,0.427
1863292.000,36914,3,GZ,1,100,0.458
1863332.000,36932,2,GZ,1,100,0.427
1863372.000,36932,2,GZ,1,100,0.397
1863412.000,36948,3,GZ,1,100,0.397
