EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1876303.000,38969,2,EL,1,100,26446.000000
1876370.000,38988,1,EL,1,100,26446.400391
1876436.500,39004,2,EL,1,100,26446.599609
1876503.000,39004,2,EL,1,100,26446.800781
1876570.000,39021,1,EL,1,100,26446.400391
1876636.500,39036,2,EL,1,100,26446.400391
1876703.000,39036,2,EL,1,100,26446.400391
1876770.000,39053,1,EL,1,100,26446.599609
1876836.500,39069,2,EL,1,100,26446.599609
1876903.000,39069,2,EL,1,100,26446.400391
1876970.000,39087,1,EL,1,100,26446.599609
1877036.500,39101,2,EL,1,100,26446.000000
1877103.000,39101,2,EL,1,100,26446.400391
1877170.000,39118,1,EL,1,100,26446.800781
1877236.500,39135,2,EL,1,100,26446.199219
1877303.000,39135,2,EL,1,100,26446.000000
1877369.667,39157,3,EL,1,100,26446.000000
1877436.333,39157,3,EL,1,100,26446.199219
1877503.000,39157,3,EL,1,100,26446.199219
1877570.000,39173,1,EL,1,100,26446.000000
1877636.500,39191,2,EL,1,100,26446.000000
1877703.000,39191,2,EL,1,100,26446.000000
1877769.500,39207,2,EL,1,100,26446.000000
1877836.000,39207,2,EL,1,100,26446.000000
1877903.000,39224,1,EL,1,100,26446.000000
1877969.500,39239,2,EL,1,100,26445.800781
1878036.000,39239,2,EL,1,100,26446.000000
1878103.000,39256,1,EL,1,100,26446.000000
1878169.500,39272,2,EL,1,100,26446.000000
1878236.000,39272,2,EL,1,100,26446.000000
1878303.000,39290,1,EL,1,100,26446.000000
1878369.500,39304,2,EL,1,100,26446.000000
1878436.000,39304,2,EL,1,100,26446.000000
1878503.000,39321,1,EL,1,100,26446.000000
1878569.500,39338,2,EL,1,100,26446.000000
1878636.000,39338,2,EL,1,100,26446.000000
1878703.000,39355,1,EL,1,100,26446.000000
1878769.500,39369,2,EL,1,100,26446.000000
1878836.000,39369,2,EL,1,100,26446.000000
1878903.000,39386,1,EL,1,100,26446.000000
1878969.500,39403,2,EL,1,100,26446.000000
1879036.000,39403,2,EL,1,100,26446.000000
1879103.000,39420,1,EL,1,100,26446.000000
1879169.500,39434,2,EL,1,100,26446.000000
1879236.000,39434,2,EL,1,100,26446.000000
1879303.000,39452,1,EL,1,100,26445.800781
1879369.500,39468,2,EL,1,100,26446.000000
1879436.000,39468,2,EL,1,100,26445.800781
1879503.000,39485,1,EL,1,100,26445.599609
1879569.500,39501,2,EL,1,100,26445.199219
1879636.000,39501,2,EL,1,100,26445.400391
1879703.000,39517,1,EL,1,100,26445.800781
1879769.500,39533,2,EL,1,100,26445.800781
1879836.000,39533,2,EL,1,100,26445.400391
1879903.000,39551,2,EL,1,100,26445.199219
1879970.000,39551,2,EL,1,100,26445.599609
1880036.000,39567,1,EL,1,100,26446.000000
1880103.000,39582,2,EL,1,100,26445.599609
1880170.000,39582,2,EL,1,100,26445.599609
1880236.000,39598,1,EL,1,100,26445.400391
1880303.000,39616,2,EL,1,100,26445.599609
1880370.000,39616,2,EL,1,100,26445.800781
1880436.000,39632,1,EL,1,100,26446.000000
1880503.000,39647,2,EL,1,100,26445.800781
1880570.000,39647,2,EL,1,100,26445.599609
1880636.000,39664,1,EL,1,100,26445.800781
1880703.000,39681,2,EL,1,100,26446.000000
1880770.000,39681,2,EL,1,100,26445.800781
1880836.000,39697,1,EL,1,100,26445.599609
1880902.500,39714,2,EL,1,100,26445.800781
1880969.000,39714,2,EL,1,100,26445.800781
1881036.000,39729,2,EL,1,100,26445.800781
1881103.000,39729,2,EL,1,100,26445.800781
1881169.000,39746,1,EL,1,100,26445.400391
1881236.000,39763,2,EL,1,100,26445.400391
1881303.000,39763,2,EL,1,100,26445.400391
1881369.000,39782,1,EL,1,100,26445.400391
1881436.000,39796,2,EL,1,100,26445.599609
1881503.000,39796,2,EL,1,100,26445.800781
1881570.000,39813,1,EL,1,100,26446.000000
1881636.500,39830,2,EL,1,100,26445.599609
1881703.000,39830,2,EL,1,100,26445.599609
1881769.000,39847,1,EL,1,100,26445.400391
1881836.000,39861,2,EL,1,100,26445.599609
1881903.000,39861,2,EL,1,100,26446.000000
1881969.667,39879,3,EL,1,100,26445.599609
1882036.333,39879,3,EL,1,100,26445.000000
1882103.000,39879,3,EL,1,100,26445.000000
1882169.500,39895,2,EL,1,100,26445.199219
1882236.000,39895,2,EL,1,100,26444.800781
1882302.667,39913,3,EL,1,100,26444.599609
1882369.333,39913,3,EL,1,100,26444.599609
1882436.000,39913,3,EL,1,100,26444.599609
1882502.750,39936,4,EL,1,100,26444.599609
1882569.500,39936,4,EL,1,100,26444.000000
1882636.250,39936,4,EL,1,100,26444.000000
1882703.000,39936,4,EL,1,100,26445.000000
1882769.000,39952,1,EL,1,100,26445.000000
1882836.000,39969,2,EL,1,100,26445.000000
1882903.000,39969,2,EL,1,100,26445.199219
1882969.000,39986,1,EL,1,100,26445.199219
1883036.000,40001,2,EL,1,100,26445.400391
1883103.000,40001,2,EL,1,100,26445.400391
1883169.000,40017,1,EL,1,100,26445.199219
1883236.000,40035,2,EL,1,100,26445.599609
1883303.000,40035,2,EL,1,100,26445.599609
1883369.000,40051,1,EL,1,100,26446.000000
1883436.000,40067,2,EL,1,100,26446.000000
1883503.000,40067,2,EL,1,100,26446.000000
1883569.000,40082,1,EL,1,100,26446.000000
1883636.000,40100,2,EL,1,100,26446.000000
1883703.000,40100,2,EL,1,100,26446.000000
1883769.500,40116,2,EL,1,100,26445.400391
1883836.000,40116,2,EL,1,100,26446.000000
1883902.000,40133,1,EL,1,100,26445.800781
1883969.000,40148,2,EL,1,100,26446.000000
1884036.000,40148,2,EL,1,100,26446.000000
1884102.000,40165,1,EL,1,100,26446.000000
1884169.000,40181,2,EL,1,100,26446.000000
1884236.000,40181,2,EL,1,100,26446.000000
1884302.000,40199,1,EL,1,100,26446.000000
1884369.000,40213,2,EL,1,100,26446.000000
1884436.000,40213,2,EL,1,100,26446.000000
1884503.000,40230,1,EL,1,100,26446.000000
1884569.500,40247,2,EL,1,100,26446.000000
1884636.000,40247,2,EL,1,100,26446.000000
1884702.000,40264,1,EL,1,100,26446.000000
1884769.000,40278,2,EL,1,100,26446.000000
1884836.000,40278,2,EL,1,100,26446.000000
1884902.000,40295,1,EL,1,100,26446.000000
1884969.000,40312,2,EL,1,100,26446.000000
1885036.000,40312,2,EL,1,100,26446.000000
1885102.000,40329,1,EL,1,100,26446.000000
1885169.000,40343,2,EL,1,100,26446.000000
1885236.000,40343,2,EL,1,100,26446.000000
1885302.000,40361,1,EL,1,100,26446.000000
1885369.000,40377,2,EL,1,100,26446.000000
1885436.000,40377,2,EL,1,100,26446.000000
1885502.000,40394,1,EL,1,100,26446.000000
1885569.000,40410,2,EL,1,100,26446.000000
1885636.000,40410,2,EL,1,100,26446.199219
1885702.000,40426,1,EL,1,100,26446.199219
1885769.000,40442,2,EL,1,100,26446.000000
1885836.000,40442,2,EL,1,100,26446.199219
1885902.000,40459,1,EL,1,100,26446.199219
1885969.000,40475,2,EL,1,100,26446.199219
1886036.000,40475,2,EL,1,100,26446.000000
1886102.500,40491,2,EL,1,100,26446.199219
1886169.000,40491,2,EL,1,100,26446.000000
1886236.000,40507,1,EL,1,100,26446.000000
1886302.500,40527,2,EL,1,100,26445.400391
1886369.000,40527,2,EL,1,100,26446.000000
1886436.000,40543,1,EL,1,100,26446.000000
1886502.500,40558,2,EL,1,100,26445.800781
1886569.000,40558,2,EL,1,100,26446.000000
1886636.000,40575,1,EL,1,100,26446.000000
1886702.500,40592,2,EL,1,100,26445.800781
1886769.000,40592,2,EL,1,100,26445.599609
1886836.000,40608,1,EL,1,100,26446.000000
1886902.500,40624,2,EL,1,100,26445.800781
1886969.000,40624,2,EL,1,100,26446.000000
1887036.000,40640,1,EL,1,100,26445.599609
1887102.500,40657,2,EL,1,100,26446.000000
1887169.000,40657,2,EL,1,100,26446.000000
1887236.000,40673,1,EL,1,100,26445.599609
1887302.500,40689,2,EL,1,100,26445.800781
1887369.000,40689,2,EL,1,100,26445.800781
1887435.000,40705,1,EL,1,100,26445.800781
1887502.000,40722,2,EL,1,100,26445.800781
1887569.000,40722,2,EL,1,100,26446.000000
1887635.000,40739,1,EL,1,100,26446.000000
1887701.667,40758,3,EL,1,100,26446.000000
1887768.333,40758,3,EL,1,100,26445.400391
1887835.000,40758,3,EL,1,100,26445.599609
1887902.000,40774,1,EL,1,100,26445.800781
1887969.000,40790,2,EL,1,100,26445.800781
1888036.000,40790,2,EL,1,100,26446.000000
1888102.000,40806,1,EL,1,100,26446.000000
1888168.500,40823,2,EL,1,100,26446.000000
1888235.000,40823,2,EL,1,100,26446.000000
1888302.000,40840,1,EL,1,100,26446.000000
1888368.500,40855,2,EL,1,100,26446.000000
1888435.000,40855,2,EL,1,100,26446.000000
1888502.000,40871,1,EL,1,100,26446.000000
1888568.500,40889,2,EL,1,100,26446.000000
1888635.000,40889,2,EL,1,100,26446.000000
1888702.000,40905,1,EL,1,100,26446.000000
1888768.500,40920,2,EL,1,100,26446.000000
1888835.000,40920,2,EL,1,100,26446.000000
1888902.000,40936,1,EL,1,100,26446.000000
1888968.500,40954,2,EL,1,100,26446.000000
1889035.000,40954,2,EL,1,100,26446.000000
1889102.000,40970,1,EL,1,100,26446.000000
1889168.500,40986,2,EL,1,100,26446.599609
1889235.000,40986,2,EL,1,100,26446.199219
1889302.000,41002,1,EL,1,100,26446.000000
1889368.500,41019,2,EL,1,100,26446.000000
1889435.000,41019,2,EL,1,100,26446.199219
1889502.000,41035,1,EL,1,100,26446.400391
1889568.500,41052,2,EL,1,100,26446.000000
1889635.000,41052,2,EL,1,100,26446.000000
1889702.000,41067,2,EL,1,100,26446.000000
1889769.000,41067,2,EL,1,100,26446.000000
1889835.000,41084,1,EL,1,100,26446.000000
1889902.000,41101,2,EL,1,100,26446.000000
1889969.000,41101,2,EL,1,100,26446.400391
1890035.000,41118,1,EL,1,100,26446.000000
1890102.000,41132,2,EL,1,100,26446.199219
1890169.000,41132,2,EL,1,100,26446.000000
1890235.000,41149,1,EL,1,100,26445.599609
1890302.000,41166,2,EL,1,100,26446.000000
1890369.000,41166,2,EL,1,100,26446.000000
1890435.000,41183,1,EL,1,100,26446.000000
1890502.000,41197,2,EL,1,100,26446.000000
1890569.000,41197,2,EL,1,100,26446.000000
1890635.000,41215,1,EL,1,100,26446.000000
1890702.000,41231,2,EL,1,100,26445.800781
1890769.000,41231,2,EL,1,100,26445.800781
1890835.000,41248,1,EL,1,100,26446.000000
1890901.500,41263,2,EL,1,100,26446.000000
1890968.000,41263,2,EL,1,100,26445.800781
1891035.000,41280,1,EL,1,100,26446.000000
1891101.500,41296,2,EL,1,100,26446.000000
1891168.000,41296,2,EL,1,100,26445.599609
1891235.000,41313,1,EL,1,100,26445.800781
1891301.500,41330,2,EL,1,100,26446.000000
1891368.000,41330,2,EL,1,100,26445.800781
1891435.000,41347,1,EL,1,100,26445.800781
1891501.500,41363,2,EL,1,100,26446.000000
1891568.000,41363,2,EL,1,100,26445.599609
1891635.000,41381,1,EL,1,100,26445.199219
1891701.500,41396,2,EL,1,100,26445.599609
1891768.000,41396,2,EL,1,100,26445.000000
1891835.000,41412,1,EL,1,100,26445.599609
1891901.500,41429,2,EL,1,100,26445.199219
1891968.000,41429,2,EL,1,100,26445.599609
1892035.000,41446,2,EL,1,100,26445.400391
1892102.000,41446,2,EL,1,100,26445.800781
1892168.000,41462,1,EL,1,100,26445.599609
1892235.000,41478,2,EL,1,100,26445.400391
1892302.000,41478,2,EL,1,100,26445.400391
1892368.000,41494,1,EL,1,100,26445.400391
1892435.000,41511,2,EL,1,100,26445.400391
1892502.000,41511,2,EL,1,100,26445.000000
1892568.000,41527,1,EL,1,100,26445.000000
1892635.000,41543,2,EL,1,100,26445.199219
1892702.000,41543,2,EL,1,100,26445.199219
1892768.000,41559,1,EL,1,100,26444.800781
1892835.000,41582,2,EL,1,100,26444.800781
1892902.000,41582,2,EL,1,100,26445.000000
1892968.500,41599,2,EL,1,100,26445.000000
1893035.000,41599,2,EL,1,100,26445.199219
1893102.000,41616,1,EL,1,100,26445.400391
1893168.500,41631,2,EL,1,100,26445.199219
1893235.000,41631,2,EL,1,100,26445.599609
1893302.000,41648,1,EL,1,100,26445.199219
1893368.500,41664,2,EL,1,100,26445.599609
1893435.000,41664,2,EL,1,100,26445.800781
1893502.000,41681,1,EL,1,100,26445.800781
1893568.500,41697,2,EL,1,100,26445.800781
1893635.000,41697,2,EL,1,100,26445.800781
1893701.500,41713,2,EL,1,100,26445.599609
1893768.000,41713,2,EL,1,100,26445.800781
1893835.000,41729,1,EL,1,100,26446.000000
1893901.500,41747,2,EL,1,100,26445.800781
1893968.000,41747,2,EL,1,100,26446.000000
1894035.000,41763,1,EL,1,100,26445.400391
1894101.500,41778,2,EL,1,100,26445.000000
1894168.000,41778,2,EL,1,100,26445.800781
1894235.000,41794,1,EL,1,100,26445.800781
1894301.500,41812,2,EL,1,100,26445.800781
1894368.000,41812,2,EL,1,100,26445.800781
1894435.000,41828,1,EL,1,100,26445.400391
1894501.500,41843,2,EL,1,100,26445.400391
1894568.000,41843,2,EL,1,100,26445.000000
1894635.000,41860,1,EL,1,100,26445.000000
1894701.500,41877,2,EL,1,100,26445.199219
1894768.000,41877,2,EL,1,100,26445.000000
1894835.000,41893,1,EL,1,100,26445.000000
1894901.500,41909,2,EL,1,100,26445.000000
1894968.000,41909,2,EL,1,100,26445.000000
1895035.000,41925,1,EL,1,100,26445.000000
1895101.500,41942,2,EL,1,100,26445.000000
1895168.000,41942,2,EL,1,100,26445.199219
1895235.000,41958,1,EL,1,100,26445.000000
1895301.500,41974,2,EL,1,100,26445.199219
1895368.000,41974,2,EL,1,100,26445.000000
1895435.000,41990,1,EL,1,100,26445.400391
1895501.500,42007,2,EL,1,100,26445.400391
1895568.000,42007,2,EL,1,100,26445.599609
1895635.000,42024,1,EL,1,100,26445.199219
1895701.500,42040,2,EL,1,100,26445.400391
1895768.000,42040,2,EL,1,100,26445.400391
1895835.000,42055,1,EL,1,100,26445.400391
1895901.500,42073,2,EL,1,100,26445.199219
1895968.000,42073,2,EL,1,100,26445.199219
1896034.500,42089,2,EL,1,100,26445.199219
1896101.000,42089,2,EL,1,100,26445.000000
1896168.000,42106,1,EL,1,100,26445.000000
1896234.500,42121,2,EL,1,100,26445.000000
1896301.000,42121,2,EL,1,100,26445.000000
1896368.000,42140,1,EL,1,100,26445.000000
1896434.500,42156,2,EL,1,100,26445.000000
1896501.000,42156,2,EL,1,100,26445.000000
1896568.000,42173,1,EL,1,100,26444.800781
1896634.500,42188,2,EL,1,100,26444.599609
1896701.000,42188,2,EL,1,100,26445.000000
1896768.000,42205,1,EL,1,100,26445.000000
1896834.500,42221,2,EL,1,100,26445.000000
1896901.000,42221,2,EL,1,100,26444.800781
1896968.000,42239,1,EL,1,100,26444.800781
1897034.500,42253,2,EL,1,100,26444.800781
1897101.000,42253,2,EL,1,100,26444.800781
1897168.000,42270,1,EL,1,100,26444.599609
1897234.500,42287,2,EL,1,100,26445.000000
1897301.000,42287,2,EL,1,100,26445.000000
1897368.000,42304,1,EL,1,100,26444.599609
1897434.500,42318,2,EL,1,100,26445.000000
1897501.000,42318,2,EL,1,100,26444.400391
1897568.000,42335,1,EL,1,100,26444.599609
1897634.500,42352,2,EL,1,100,26445.000000
1897701.000,42352,2,EL,1,100,26445.000000
1897768.000,42369,1,EL,1,100,26444.800781
1897834.500,42384,2,EL,1,100,26445.000000
1897901.000,42384,2,EL,1,100,26444.400391
1897967.500,42406,2,EL,1,100,26444.800781
1898034.000,42406,2,EL,1,100,26445.000000
1898101.000,42422,2,EL,1,100,26445.000000
1898168.000,42422,2,EL,1,100,26444.800781
1898234.000,42439,1,EL,1,100,26444.800781
1898301.000,42456,2,EL,1,100,26445.000000
1898368.000,42456,2,EL,1,100,26445.000000
1898434.000,42473,1,EL,1,100,26445.000000
1898501.000,42487,2,EL,1,100,26444.800781
1898568.000,42487,2,EL,1,100,26444.800781
1898634.000,42505,1,EL,1,100,26445.000000
1898701.000,42521,2,EL,1,100,26445.000000
1898768.000,42521,2,EL,1,100,26444.599609
1898834.000,42538,1,EL,1,100,26445.000000
1898901.000,42553,2,EL,1,100,26445.000000
1898968.000,42553,2,EL,1,100,26445.000000
1899034.000,42570,1,EL,1,100,26445.000000
1899101.000,42586,2,EL,1,100,26445.000000
1899168.000,42586,2,EL,1,100,26445.000000
1899234.000,42603,1,EL,1,100,26444.400391
1899301.000,42618,2,EL,1,100,26444.800781
1899368.000,42618,2,EL,1,100,26444.599609
1899434.000,42635,1,EL,1,100,26445.000000
1899501.000,42651,2,EL,1,100,26445.000000
1899568.000,42651,2,EL,1,100,26444.800781
1899634.000,42669,1,EL,1,100,26444.599609
1899701.000,42684,2,EL,1,100,26445.000000
1899768.000,42684,2,EL,1,100,26444.599609
1899834.000,42700,1,EL,1,100,26445.000000
1899901.000,42717,2,EL,1,100,26445.000000
1899968.000,42717,2,EL,1,100,26444.599609
1900035.000,42734,1,EL,1,100,26444.400391
1900101.500,42749,2,EL,1,100,26444.800781
1900168.000,42749,2,EL,1,100,26444.400391
1900234.500,42766,2,EL,1,100,26444.800781
1900301.000,42766,2,EL,1,100,26444.400391
1900368.000,42782,1,EL,1,100,26444.599609
1900434.500,42799,2,EL,1,100,26444.800781
1900501.000,42799,2,EL,1,100,26444.199219
1900568.000,42815,1,EL,1,100,26444.800781
1900634.500,42831,2,EL,1,100,26444.800781
1900701.000,42831,2,EL,1,100,26444.800781
1900768.000,42847,1,EL,1,100,26445.000000
1900834.500,42864,2,EL,1,100,26444.800781
1900901.000,42864,2,EL,1,100,26445.000000
1900967.000,42881,1,EL,1,100,26445.000000
1901034.000,42896,2,EL,1,100,26445.000000
1901101.000,42896,2,EL,1,100,26444.800781
1901167.000,42912,1,EL,1,100,26444.599609
1901234.000,42930,2,EL,1,100,26445.000000
1901301.000,42930,2,EL,1,100,26444.800781
1901367.000,42948,1,EL,1,100,26444.800781
1901434.000,42963,2,EL,1,100,26444.800781
1901501.000,42963,2,EL,1,100,26444.800781
1901567.000,42979,1,EL,1,100,26444.800781
1901634.000,42997,2,EL,1,100,26445.000000
1901701.000,42997,2,EL,1,100,26444.599609
1901767.000,43013,1,EL,1,100,26444.800781
1901834.000,43028,2,EL,1,100,26444.800781
1901901.000,43028,2,EL,1,100,26445.000000
1901967.000,43045,1,EL,1,100,26445.000000
1902034.000,43062,2,EL,1,100,26445.000000
1902101.000,43062,2,EL,1,100,26445.000000
1902167.667,43080,3,EL,1,100,26444.800781
1902234.333,43080,3,EL,1,100,26444.800781
1902301.000,43080,3,EL,1,100,26444.400391
1902367.000,43096,1,EL,1,100,26444.599609
1902434.000,43113,2,EL,1,100,26445.000000
1902501.000,43113,2,EL,1,100,26444.800781
1902567.000,43129,1,EL,1,100,26445.000000
1902634.000,43145,2,EL,1,100,26444.800781
1902701.000,43145,2,EL,1,100,26445.000000
1902767.000,43161,1,EL,1,100,26445.000000
1902834.000,43178,2,EL,1,100,26445.000000
1902901.000,43178,2,EL,1,100,26444.800781
1902967.000,43195,1,EL,1,100,26444.599609
1903033.667,43215,3,EL,1,100,26444.599609
1903100.333,43215,3,EL,1,100,26444.199219
1903167.000,43215,3,EL,1,100,26444.400391
1903234.000,43231,1,EL,1,100,26444.400391
1903300.500,43247,2,EL,1,100,26444.400391
1903367.000,43247,2,EL,1,100,26444.599609
1903434.000,43263,1,EL,1,100,26444.199219
1903500.500,43280,2,EL,1,100,26444.199219
1903567.000,43280,2,EL,1,100,26444.000000
1903634.000,43297,1,EL,1,100,26444.199219
1903700.500,43312,2,EL,1,100,26444.199219
1903767.000,43312,2,EL,1,100,26444.199219
1903834.000,43328,1,EL,1,100,26444.000000
1903900.500,43346,2,EL,1,100,26444.000000
1903967.000,43346,2,EL,1,100,26444.000000
1904034.000,43362,1,EL,1,100,26444.000000
1904100.500,43378,2,EL,1,100,26444.000000
1904167.000,43378,2,EL,1,100,26444.000000
1904234.000,43393,1,EL,1,100,26444.000000
1904300.500,43411,2,EL,1,100,26443.800781
1904367.000,43411,2,EL,1,100,26444.000000
1904433.500,43427,2,EL,1,100,26444.199219
1904500.000,43427,2,EL,1,100,26444.000000
1904567.000,43445,2,EL,1,100,26444.000000
1904634.000,43445,2,EL,1,100,26444.000000
1904700.000,43461,1,EL,1,100,26444.000000
1904767.000,43476,2,EL,1,100,26443.800781
1904834.000,43476,2,EL,1,100,26444.000000
1904900.000,43492,1,EL,1,100,26443.800781
1904967.000,43510,2,EL,1,100,26444.000000
1905034.000,43510,2,EL,1,100,26443.800781
1905100.000,43526,1,EL,1,100,26444.000000
1905167.000,43541,2,EL,1,100,26444.000000
1905234.000,43541,2,EL,1,100,26443.800781
1905301.000,43558,1,EL,1,100,26443.800781
1905367.500,43575,2,EL,1,100,26444.000000
1905434.000,43575,2,EL,1,100,26443.599609
1905500.000,43591,1,EL,1,100,26443.599609
1905567.000,43607,2,EL,1,100,26444.000000
1905634.000,43607,2,EL,1,100,26443.599609
1905700.000,43623,1,EL,1,100,26444.000000
1905767.000,43640,2,EL,1,100,26444.000000
1905834.000,43640,2,EL,1,100,26444.000000
1905900.000,43656,1,EL,1,100,26443.800781
1905967.000,43672,2,EL,1,100,26444.000000
1906034.000,43672,2,EL,1,100,26443.199219
1906100.000,43688,1,EL,1,100,26444.000000
1906167.000,43705,2,EL,1,100,26443.800781
1906234.000,43705,2,EL,1,100,26443.599609
1906300.000,43722,1,EL,1,100,26443.800781
1906367.000,43739,2,EL,1,100,26443.599609
1906434.000,43739,2,EL,1,100,26443.599609
1906500.000,43755,1,EL,1,100,26444.000000
1906567.000,43773,2,EL,1,100,26444.000000
1906634.000,43773,2,EL,1,100,26443.599609
1906700.000,43789,1,EL,1,100,26443.800781
1906766.500,43805,2,EL,1,100,26444.000000
1906833.000,43805,2,EL,1,100,26444.000000
1906900.000,43821,2,EL,1,100,26443.800781
1906967.000,43821,2,EL,1,100,26444.000000
1907034.000,43838,1,EL,1,100,26444.000000
1907100.500,43854,2,EL,1,100,26444.199219
1907167.000,43854,2,EL,1,100,26444.599609
1907234.000,43871,1,EL,1,100,26444.599609
1907300.500,43887,2,EL,1,100,26444.800781
1907367.000,43887,2,EL,1,100,26445.000000
1907434.000,43903,1,EL,1,100,26445.000000
1907500.500,43919,2,EL,1,100,26445.000000
1907567.000,43919,2,EL,1,100,26444.800781
1907634.000,43937,1,EL,1,100,26444.800781
1907700.500,43952,2,EL,1,100,26445.000000
1907767.000,43952,2,EL,1,100,26445.199219
1907833.500,43968,2,EL,1,100,26445.000000
1907900.000,43968,2,EL,1,100,26445.000000
1907967.000,43985,1,EL,1,100,26445.400391
1908033.500,44002,2,EL,1,100,26445.800781
1908100.000,44002,2,EL,1,100,26445.800781
1908166.500,44023,2,EL,1,100,26445.199219
1908233.000,44023,2,EL,1,100,26445.800781
1908300.000,44041,2,EL,1,100,26446.000000
1908367.000,44041,2,EL,1,100,26445.599609
1908433.000,44057,1,EL,1,100,26446.000000
1908500.000,44072,2,EL,1,100,26446.000000
1908567.000,44072,2,EL,1,100,26446.000000
1908633.000,44089,1,EL,1,100,26446.000000
1908700.000,44106,2,EL,1,100,26446.000000
1908767.000,44106,2,EL,1,100,26446.000000
1908833.000,44122,1,EL,1,100,26446.000000
1908900.000,44139,2,EL,1,100,26446.000000
1908967.000,44139,2,EL,1,100,26446.000000
1909033.500,44154,2,EL,1,100,26445.800781
1909100.000,44154,2,EL,1,100,26445.400391
1909167.000,44171,1,EL,1,100,26445.400391
1909233.500,44188,2,EL,1,100,26446.000000
1909300.000,44188,2,EL,1,100,26445.800781
1909367.000,44205,1,EL,1,100,26445.199219
1909433.500,44219,2,EL,1,100,26445.800781
1909500.000,44219,2,EL,1,100,26445.599609
1909567.000,44236,1,EL,1,100,26445.199219
1909633.500,44253,2,EL,1,100,26445.000000
1909700.000,44253,2,EL,1,100,26445.000000
1909767.000,44270,1,EL,1,100,26445.000000
1909833.500,44284,2,EL,1,100,26445.000000
1909900.000,44284,2,EL,1,100,26445.199219
1909967.000,44302,1,EL,1,100,26445.000000
1910033.500,44318,2,EL,1,100,26445.000000
1910100.000,44318,2,EL,1,100,26445.000000
1910167.000,44335,1,EL,1,100,26445.000000
1910233.500,44351,2,EL,1,100,26445.000000
1910300.000,44351,2,EL,1,100,26445.000000
1910367.000,44367,1,EL,1,100,26445.000000
1910433.500,44383,2,EL,1,100,26445.000000
1910500.000,44383,2,EL,1,100,26445.000000
1910567.000,44400,1,EL,1,100,26445.000000
1910633.500,44416,2,EL,1,100,26445.000000
1910700.000,44416,2,EL,1,100,26444.599609
1910766.500,44432,2,EL,1,100,26444.800781
1910833.000,44432,2,EL,1,100,26445.000000
1910900.000,44448,1,EL,1,100,26445.000000
1910966.500,44466,2,EL,1,100,26444.800781
1911033.000,44466,2,EL,1,100,26444.800781
1911100.000,44482,1,EL,1,100,26445.000000
1911166.500,44497,2,EL,1,100,26445.000000
1911233.000,44497,2,EL,1,100,26445.000000
1911300.000,44515,2,EL,1,100,26445.000000
1911367.000,44515,2,EL,1,100,26444.800781
1911433.000,44533,1,EL,1,100,26445.000000
1911499.500,44550,2,EL,1,100,26445.000000
1911566.000,44550,2,EL,1,100,26445.000000
1911633.000,44567,1,EL,1,100,26445.000000
1911699.500,44582,2,EL,1,100,26445.000000
1911766.000,44582,2,EL,1,100,26445.000000
1911833.000,44598,1,EL,1,100,26445.000000
1911899.500,44616,2,EL,1,100,26445.000000
1911966.000,44616,2,EL,1,100,26445.000000
1912033.000,44632,1,EL,1,100,26445.199219
1912099.500,44647,2,EL,1,100,26445.000000
1912166.000,44647,2,EL,1,100,26444.599609
1912233.000,44663,1,EL,1,100,26445.000000
1912299.500,44681,2,EL,1,100,26445.199219
1912366.000,44681,2,EL,1,100,26445.000000
1912433.000,44697,1,EL,1,100,26445.000000
1912499.500,44712,2,EL,1,100,26445.199219
1912566.000,44712,2,EL,1,100,26445.199219
1912633.000,44729,1,EL,1,100,26445.599609
1912699.500,44746,2,EL,1,100,26445.400391
1912766.000,44746,2,EL,1,100,26445.400391
1912833.000,44762,1,EL,1,100,26445.000000
1912899.500,44779,2,EL,1,100,26445.599609
1912966.000,44779,2,EL,1,100,26445.400391
1913033.000,44794,1,EL,1,100,26445.599609
1913099.500,44811,2,EL,1,100,26445.199219
1913166.000,44811,2,EL,1,100,26445.199219
1913232.667,44832,3,EL,1,100,26445.400391
1913299.333,44832,3,EL,1,100,26445.599609
1913366.000,44832,3,EL,1,100,26446.000000
1913433.000,44848,2,EL,1,100,26445.400391
1913500.000,44848,2,EL,1,100,26445.000000
