EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1879703.000,39516,1,EA,1,100,0.030059
1879769.500,39532,2,EA,1,100,0.030059
1879836.000,39532,2,EA,1,100,0.030059
1879903.000,39550,2,EA,1,100,0.030059
1879970.000,39550,2,EA,1,100,0.030059
1880036.000,39566,1,EA,1,100,0.030058
1880103.000,39581,2,EA,1,100,0.030059
1880170.000,39581,2,EA,1,100,0.030059
1880236.000,39597,1,EA,1,100,0.030059
1880303.000,39615,2,EA,1,100,0.030059
1880370.000,39615,2,EA,1,100,0.030059
1880436.000,39631,1,EA,1,100,0.030058
1880503.000,39646,2,EA,1,100,0.030059
1880570.000,39646,2,EA,1,100,0.030059
1880636.000,39663,1,EA,1,100,0.030059
1880703.000,39680,2,EA,1,100,0.030058
1880770.000,39680,2,EA,1,100,0.030059
1880836.000,39696,1,EA,1,100,0.030059
1880902.500,39713,2,EA,1,100,0.030059
1880969.000,39713,2,EA,1,100,0.030059
1881036.000,39728,2,EA,1,100,0.030059
1881103.000,39728,2,EA,1,100,0.030059
1881169.000,39745,1,EA,1,100,0.030059
1881236.000,39762,2,EA,1,100,0.030059
1881303.000,39762,2,EA,1,100,0.030059
1881369.000,39781,1,EA,1,100,0.030059
1881436.000,39795,2,EA,1,100,0.030059
1881503.000,39795,2,EA,1,100,0.030059
1881570.000,39812,1,EA,1,100,0.030058
1881636.500,39829,2,EA,1,100,0.030059
1881703.000,39829,2,EA,1,100,0.030059
1881769.000,39846,1,EA,1,100,0.030059
1881836.000,39860,2,EA,1,100,0.030059
1881903.000,39860,2,EA,1,100,0.030058
1881969.667,39878,3,EA,1,100,0.030059
1882036.333,39878,3,EA,1,100,0.030059
1882103.000,39878,3,EA,1,100,0.030059
1882169.500,39894,2,EA,1,100,0.030059
1882236.000,39894,2,EA,1,100,0.030059
1882302.667,39912,3,EA,1,100,0.030059
1882369.333,39912,3,EA,1,100,0.030059
1882436.000,39912,3,EA,1,100,0.030059
1882502.750,39935,4,EA,1,100,0.030059
1882569.500,39935,4,EA,1,100,0.030060
1882636.250,39935,4,EA,1,100,0.030060
1882703.000,39935,4,EA,1,100,0.030059
1882769.000,39951,1,EA,1,100,0.030059
1882836.000,39968,2,EA,1,100,0.030059
1882903.000,39968,2,EA,1,100,0.030059
1882969.000,39985,1,EA,1,100,0.030059
1883036.000,40000,2,EA,1,100,0.030059
1883103.000,40000,2,EA,1,100,0.030059
1883169.000,40016,1,EA,1,100,0.030059
1883236.000,40034,2,EA,1,100,0.030059
1883303.000,40034,2,EA,1,100,0.030059
1883369.000,40050,1,EA,1,100,0.030058
1883436.000,40066,2,EA,1,100,0.030058
1883503.000,40066,2,EA,1,100,0.030058
1883569.000,40081,1,EA,1,100,0.030058
1883636.000,40099,2,EA,1,100,0.030058
1883703.000,40099,2,EA,1,100,0.030058
1883769.500,40115,2,EA,1,100,0.030059
1883836.000,40115,2,EA,1,100,0.030058
1883902.000,40132,1,EA,1,100,0.030059
1883969.000,40147,2,EA,1,100,0.030058
1884036.000,40147,2,EA,1,100,0.030058
1884102.000,40164,1,EA,1,100,0.030058
1884169.000,40180,2,EA,1,100,0.030058
1884236.000,40180,2,EA,1,100,0.030058
1884302.000,40198,1,EA,1,100,0.030058
1884369.000,40212,2,EA,1,100,0.030058
1884436.000,40212,2,EA,1,100,0.030058
1884503.000,40229,1,EA,1,100,0.030058
1884569.500,40246,2,EA,1,100,0.030058
1884636.000,40246,2,EA,1,100,0.030058
1884702.000,40263,1,EA,1,100,0.030058
1884769.000,40277,2,EA,1,100,0.030058
1884836.000,40277,2,EA,1,100,0.030058
1884902.000,40294,1,EA,1,100,0.030058
1884969.000,40311,2,EA,1,100,0.030058
1885036.000,40311,2,EA,1,100,0.030058
1885102.000,40328,1,EA,1,100,0.030058
1885169.000,40342,2,EA,1,100,0.030058
1885236.000,40342,2,EA,1,100,0.030058
1885302.000,40360,1,EA,1,100,0.030058
1885369.000,40376,2,EA,1,100,0.030058
1885436.000,40376,2,EA,1,100,0.030058
1885502.000,40393,1,EA,1,100,0.030058
1885569.000,40409,2,EA,1,100,0.030058
1885636.000,40409,2,EA,1,100,0.030058
1885702.000,40425,1,EA,1,100,0.030058
1885769.000,40441,2,EA,1,100,0.030058
1885836.000,40441,2,EA,1,100,0.030058
1885902.000,40458,1,EA,1,100,0.030058
1885969.000,40474,2,EA,1,100,0.030058
1886036.000,40474,2,EA,1,100,0.030058
1886102.500,40490,2,EA,1,100,0.030058
1886169.000,40490,2,EA,1,100,0.030058
1886236.000,40506,1,EA,1,100,0.030058
1886302.500,40526,2,EA,1,100,0.030059
1886369.000,40526,2,EA,1,100,0.030058
1886436.000,40542,1,EA,1,100,0.030058
1886502.500,40557,2,EA,1,100,0.030059
1886569.000,40557,2,EA,1,100,0.030058
1886636.000,40574,1,EA,1,100,0.030058
1886702.500,40591,2,EA,1,100,0.030059
1886769.000,40591,2,EA,1,100,0.030059
1886836.000,40607,1,EA,1,100,0.030058
1886902.500,40623,2,EA,1,100,0.030059
1886969.000,40623,2,EA,1,100,0.030058
1887036.000,40639,1,EA,1,100,0.030059
1887102.500,40656,2,EA,1,100,0.030058
1887169.000,40656,2,EA,1,100,0.030058
1887236.000,40672,1,EA,1,100,0.030059
1887302.500,40688,2,EA,1,100,0.030059
1887369.000,40688,2,EA,1,100,0.030059
1887435.000,40704,1,EA,1,100,0.030059
1887502.000,40721,2,EA,1,100,0.030059
1887569.000,40721,2,EA,1,100,0.030058
1887635.000,40738,1,EA,1,100,0.030058
1887701.667,40757,3,EA,1,100,0.030058
1887768.333,40757,3,EA,1,100,0.030059
1887835.000,40757,3,EA,1,100,0.030059
1887902.000,40773,1,EA,1,100,0.030059
1887969.000,40789,2,EA,1,100,0.030059
1888036.000,40789,2,EA,1,100,0.030058
1888102.000,40805,1,EA,1,100,0.030058
1888168.500,40822,2,EA,1,100,0.030058
1888235.000,40822,2,EA,1,100,0.030058
1888302.000,40839,1,EA,1,100,0.030058
1888368.500,40854,2,EA,1,100,0.030058
1888435.000,40854,2,EA,1,100,0.030058
1888502.000,40870,1,EA,1,100,0.030058
1888568.500,40888,2,EA,1,100,0.030058
1888635.000,40888,2,EA,1,100,0.030058
1888702.000,40904,1,EA,1,100,0.030058
1888768.500,40919,2,EA,1,100,0.030058
1888835.000,40919,2,EA,1,100,0.030058
1888902.000,40935,1,EA,1,100,0.030058
1888968.500,40953,2,EA,1,100,0.030058
1889035.000,40953,2,EA,1,100,0.030058
1889102.000,40969,1,EA,1,100,0.030058
1889168.500,40985,2,EA,1,100,0.030058
1889235.000,40985,2,EA,1,100,0.030058
1889302.000,41001,1,EA,1,100,0.030058
1889368.500,41018,2,EA,1,100,0.030058
1889435.000,41018,2,EA,1,100,0.030058
1889502.000,41034,1,EA,1,100,0.030058
1889568.500,41051,2,EA,1,100,0.030058
1889635.000,41051,2,EA,1,100,0.030058
1889702.000,41066,2,EA,1,100,0.030058
1889769.000,41066,2,EA,1,100,0.030058
1889835.000,41083,1,EA,1,100,0.030058
1889902.000,41100,2,EA,1,100,0.030058
1889969.000,41100,2,EA,1,100,0.030058
1890035.000,41117,1,EA,1,100,0.030058
1890102.000,41131,2,EA,1,100,0.030058
1890169.000,41131,2,EA,1,100,0.030058
1890235.000,41148,1,EA,1,100,0.030059
1890302.000,41165,2,EA,1,100,0.030058
1890369.000,41165,2,EA,1,100,0.030058
1890435.000,41182,1,EA,1,100,0.030058
1890502.000,41196,2,EA,1,100,0.030058
1890569.000,41196,2,EA,1,100,0.030058
1890635.000,41214,1,EA,1,100,0.030058
1890702.000,41230,2,EA,1,100,0.030059
1890769.000,41230,2,EA,1,100,0.030059
1890835.000,41247,1,EA,1,100,0.030058
1890901.500,41262,2,EA,1,100,0.030058
1890968.000,41262,2,EA,1,100,0.030059
1891035.000,41279,1,EA,1,100,0.030058
1891101.500,41295,2,EA,1,100,0.030058
1891168.000,41295,2,EA,1,100,0.030059
1891235.000,41312,1,EA,1,100,0.030059
1891301.500,41329,2,EA,1,100,0.030058
1891368.000,41329,2,EA,1,100,0.030059
1891435.000,41346,1,EA,1,100,0.030059
1891501.500,41362,2,EA,1,100,0.030058
1891568.000,41362,2,EA,1,100,0.030059
1891635.000,41380,1,EA,1,100,0.030059
1891701.500,41395,2,EA,1,100,0.030059
1891768.000,41395,2,EA,1,100,0.030059
1891835.000,41411,1,EA,1,100,0.030059
1891901.500,41428,2,EA,1,100,0.030059
1891968.000,41428,2,EA,1,100,0.030059
1892035.000,41445,2,EA,1,100,0.030059
1892102.000,41445,2,EA,1,100,0.030059
1892168.000,41461,1,EA,1,100,0.030059
1892235.000,41477,2,EA,1,100,0.030059
1892302.000,41477,2,EA,1,100,0.030059
1892368.000,41493,1,EA,1,100,0.030059
1892435.000,41510,2,EA,1,100,0.030059
1892502.000,41510,2,EA,1,100,0.030059
1892568.000,41526,1,EA,1,100,0.030059
1892635.000,41542,2,EA,1,100,0.030059
1892702.000,41542,2,EA,1,100,0.030059
1892768.000,41558,1,EA,1,100,0.030059
1892835.000,41581,2,EA,1,100,0.030059
1892902.000,41581,2,EA,1,100,0.030059
1892968.500,41598,2,EA,1,100,0.030059
1893035.000,41598,2,EA,1,100,0.030059
1893102.000,41615,1,EA,1,100,0.030059
1893168.500,41630,2,EA,1,100,0.030059
1893235.000,41630,2,EA,1,100,0.030059
1893302.000,41647,1,EA,1,100,0.030059
1893368.500,41663,2,EA,1,100,0.030059
1893435.000,41663,2,EA,1,100,0.030059
1893502.000,41680,1,EA,1,100,0.030059
1893568.500,41696,2,EA,1,100,0.030059
1893635.000,41696,2,EA,1,100,0.030059
1893701.500,41712,2,EA,1,100,0.030059
1893768.000,41712,2,EA,1,100,0.030059
1893835.000,41728,1,EA,1,100,0.030058
1893901.500,41746,2,EA,1,100,0.030059
1893968.000,41746,2,EA,1,100,0.030058
1894035.000,41762,1,EA,1,100,0.030059
1894101.500,41777,2,EA,1,100,0.030059
1894168.000,41777,2,EA,1,100,0.030059
1894235.000,41793,1,EA,1,100,0.030059
1894301.500,41811,2,EA,1,100,0.030059
1894368.000,41811,2,EA,1,100,0.030059
1894435.000,41827,1,EA,1,100,0.030059
1894501.500,41842,2,EA,1,100,0.030059
1894568.000,41842,2,EA,1,100,0.030059
1894635.000,41859,1,EA,1,100,0.030059
1894701.500,41876,2,EA,1,100,0.030059
1894768.000,41876,2,EA,1,100,0.030059
1894835.000,41892,1,EA,1,100,0.030059
1894901.500,41908,2,EA,1,100,0.030059
1894968.000,41908,2,EA,1,100,0.030059
1895035.000,41924,1,EA,1,100,0.030059
1895101.500,41941,2,EA,1,100,0.030059
1895168.000,41941,2,EA,1,100,0.030059
1895235.000,41957,1,EA,1,100,0.030059
1895301.500,41973,2,EA,1,100,0.030059
1895368.000,41973,2,EA,1,100,0.030059
1895435.000,41989,1,EA,1,100,0.030059
1895501.500,42006,2,EA,1,100,0.030059
1895568.000,42006,2,EA,1,100,0.030059
1895635.000,42023,1,EA,1,100,0.030059
1895701.500,42039,2,EA,1,100,0.030059
1895768.000,42039,2,EA,1,100,0.030059
1895835.000,42054,1,EA,1,100,0.030059
1895901.500,42072,2,EA,1,100,0.030059
1895968.000,42072,2,EA,1,100,0.030059
1896034.500,42088,2,EA,1,100,0.030059
1896101.000,42088,2,EA,1,100,0.030059
1896168.000,42105,1,EA,1,100,0.030059
1896234.500,42120,2,EA,1,100,0.030059
1896301.000,42120,2,EA,1,100,0.030059
1896368.000,42139,1,EA,1,100,0.030059
1896434.500,42155,2,EA,1,100,0.030059
1896501.000,42155,2,EA,1,100,0.030059
1896568.000,42172,1,EA,1,100,0.030059
1896634.500,42187,2,EA,1,100,0.030059
1896701.000,42187,2,EA,1,100,0.030059
1896768.000,42204,1,EA,1,100,0.030059
1896834.500,42220,2,EA,1,100,0.030059
1896901.000,42220,2,EA,1,100,0.030059
1896968.000,42238,1,EA,1,100,0.030059
1897034.500,42252,2,EA,1,100,0.030059
1897101.000,42252,2,EA,1,100,0.030059
1897168.000,42269,1,EA,1,100,0.030059
1897234.500,42286,2,EA,1,100,0.030059
1897301.000,42286,2,EA,1,100,0.030059
1897368.000,42303,1,EA,1,100,0.030059
1897434.500,42317,2,EA,1,100,0.030059
1897501.000,42317,2,EA,1,100,0.030060
1897568.000,42334,1,EA,1,100,0.030059
1897634.500,42351,2,EA,1,100,0.030059
1897701.000,42351,2,EA,1,100,0.030059
1897768.000,42368,1,EA,1,100,0.030059
1897834.500,42383,2,EA,1,100,0.030059
1897901.000,42383,2,EA,1,100,0.030060
1897967.500,42405,2,EA,1,100,0.030059
1898034.000,42405,2,EA,1,100,0.030059
1898101.000,42421,2,EA,1,100,0.030059
1898168.000,42421,2,EA,1,100,0.030059
1898234.000,42438,1,EA,1,100,0.030059
1898301.000,42455,2,EA,1,100,0.030059
1898368.000,42455,2,EA,1,100,0.030059
1898434.000,42472,1,EA,1,100,0.030059
1898501.000,42486,2,EA,1,100,0.030059
1898568.000,42486,2,EA,1,100,0.030059
1898634.000,42504,1,EA,1,100,0.030059
1898701.000,42520,2,EA,1,100,0.030059
1898768.000,42520,2,EA,1,100,0.030059
1898834.000,42537,1,EA,1,100,0.030059
1898901.000,42552,2,EA,1,100,0.030059
1898968.000,42552,2,EA,1,100,0.030059
1899034.000,42569,1,EA,1,100,0.030059
1899101.000,42585,2,EA,1,100,0.030059
1899168.000,42585,2,EA,1,100,0.030059
1899234.000,42602,1,EA,1,100,0.030060
1899301.000,42617,2,EA,1,100,0.030059
1899368.000,42617,2,EA,1,100,0.030059
1899434.000,42634,1,EA,1,100,0.030059
1899501.000,42650,2,EA,1,100,0.030059
1899568.000,42650,2,EA,1,100,0.030059
1899634.000,42668,1,EA,1,100,0.030059
1899701.000,42683,2,EA,1,100,0.030059
1899768.000,42683,2,EA,1,100,0.030059
1899834.000,42699,1,EA,1,100,0.030059
1899901.000,42716,2,EA,1,100,0.030059
1899968.000,42716,2,EA,1,100,0.030059
1900035.000,42733,1,EA,1,100,0.030060
1900101.500,42748,2,EA,1,100,0.030059
1900168.000,42748,2,EA,1,100,0.030060
1900234.500,42765,2,EA,1,100,0.030059
1900301.000,42765,2,EA,1,100,0.030060
1900368.000,42781,1,EA,1,100,0.030059
1900434.500,42798,2,EA,1,100,0.030059
1900501.000,42798,2,EA,1,100,0.030060
1900568.000,42814,1,EA,1,100,0.030059
1900634.500,42830,2,EA,1,100,0.030059
1900701.000,42830,2,EA,1,100,0.030059
1900768.000,42846,1,EA,1,100,0.030059
1900834.500,42863,2,EA,1,100,0.030059
1900901.000,42863,2,EA,1,100,0.030059
1900967.000,42880,1,EA,1,100,0.030059
1901034.000,42895,2,EA,1,100,0.030059
1901101.000,42895,2,EA,1,100,0.030059
1901167.000,42911,1,EA,1,100,0.030059
1901234.000,42929,2,EA,1,100,0.030059
1901301.000,42929,2,EA,1,100,0.030059
1901367.000,42947,1,EA,1,100,0.030059
1901434.000,42962,2,EA,1,100,0.030059
1901501.000,42962,2,EA,1,100,0.030059
1901567.000,42978,1,EA,1,100,0.030059
1901634.000,42996,2,EA,1,100,0.030059
1901701.000,42996,2,EA,1,100,0.030059
1901767.000,43012,1,EA,1,100,0.030059
1901834.000,43027,2,EA,1,100,0.030059
1901901.000,43027,2,EA,1,100,0.030059
1901967.000,43044,1,EA,1,100,0.030059
1902034.000,43061,2,EA,1,100,0.030059
1902101.000,43061,2,EA,1,100,0.030059
1902167.667,43079,3,EA,1,100,0.030059
1902234.333,43079,3,EA,1,100,0.030059
1902301.000,43079,3,EA,1,100,0.030060
1902367.000,43095,1,EA,1,100,0.030059
1902434.000,43112,2,EA,1,100,0.030059
1902501.000,43112,2,EA,1,100,0.030059
1902567.000,43128,1,EA,1,100,0.030059
1902634.000,43144,2,EA,1,100,0.030059
1902701.000,43144,2,EA,1,100,0.030059
1902767.000,43160,1,EA,1,100,0.030059
1902834.000,43177,2,EA,1,100,0.030059
1902901.000,43177,2,EA,1,100,0.030059
1902967.000,43194,1,EA,1,100,0.030059
1903033.667,43214,3,EA,1,100,0.030059
1903100.333,43214,3,EA,1,100,0.030060
1903167.000,43214,3,EA,1,100,0.030060
1903234.000,43230,1,EA,1,100,0.030060
1903300.500,43246,2,EA,1,100,0.030060
1903367.000,43246,2,EA,1,100,0.030059
1903434.000,43262,1,EA,1,100,0.030060
1903500.500,43279,2,EA,1,100,0.030060
1903567.000,43279,2,EA,1,100,0.030060
1903634.000,43296,1,EA,1,100,0.030060
1903700.500,43311,2,EA,1,100,0.030060
1903767.000,43311,2,EA,1,100,0.030060
1903834.000,43327,1,EA,1,100,0.030060
1903900.500,43345,2,EA,1,100,0.030060
1903967.000,43345,2,EA,1,100,0.030060
1904034.000,43361,1,EA,1,100,0.030060
1904100.500,43377,2,EA,1,100,0.030060
1904167.000,43377,2,EA,1,100,0.030060
1904234.000,43392,1,EA,1,100,0.030060
1904300.500,43410,2,EA,1,100,0.030060
1904367.000,43410,2,EA,1,100,0.030060
1904433.500,43426,2,EA,1,100,0.030060
1904500.000,43426,2,EA,1,100,0.030060
1904567.000,43444,2,EA,1,100,0.030060
1904634.000,43444,2,EA,1,100,0.030060
1904700.000,43460,1,EA,1,100,0.030060
1904767.000,43475,2,EA,1,100,0.030060
1904834.000,43475,2,EA,1,100,0.030060
1904900.000,43491,1,EA,1,100,0.030060
1904967.000,43509,2,EA,1,100,0.030060
1905034.000,43509,2,EA,1,100,0.030060
1905100.000,43525,1,EA,1,100,0.030060
1905167.000,43540,2,EA,1,100,0.030060
1905234.000,43540,2,EA,1,100,0.030060
1905301.000,43557,1,EA,1,100,0.030060
1905367.500,43574,2,EA,1,100,0.030060
1905434.000,43574,2,EA,1,100,0.030060
1905500.000,43590,1,EA,1,100,0.030060
1905567.000,43606,2,EA,1,100,0.030060
1905634.000,43606,2,EA,1,100,0.030060
1905700.000,43622,1,EA,1,100,0.030060
1905767.000,43639,2,EA,1,100,0.030060
1905834.000,43639,2,EA,1,100,0.030060
1905900.000,43655,1,EA,1,100,0.030060
1905967.000,43671,2,EA,1,100,0.030060
1906034.000,43671,2,EA,1,100,0.030060
1906100.000,43687,1,EA,1,100,0.030060
1906167.000,43704,2,EA,1,100,0.030060
1906234.000,43704,2,EA,1,100,0.030060
1906300.000,43721,1,EA,1,100,0.030060
1906367.000,43738,2,EA,1,100,0.030060
1906434.000,43738,2,EA,1,100,0.030060
1906500.000,43754,1,EA,1,100,0.030060
1906567.000,43772,2,EA,1,100,0.030060
1906634.000,43772,2,EA,1,100,0.030060
1906700.000,43788,1,EA,1,100,0.030060
1906766.500,43804,2,EA,1,100,0.030060
1906833.000,43804,2,EA,1,100,0.030060
1906900.000,43820,2,EA,1,100,0.030060
1906967.000,43820,2,EA,1,100,0.030060
1907034.000,43837,1,EA,1,100,0.030060
1907100.500,43853,2,EA,1,100,0.030060
1907167.000,43853,2,EA,1,100,0.030059
1907234.000,43870,1,EA,1,100,0.030059
1907300.500,43886,2,EA,1,100,0.030059
1907367.000,43886,2,EA,1,100,0.030059
1907434.000,43902,1,EA,1,100,0.030059
1907500.500,43918,2,EA,1,100,0.030059
1907567.000,43918,2,EA,1,100,0.030059
1907634.000,43936,1,EA,1,100,0.030059
1907700.500,43951,2,EA,1,100,0.030059
1907767.000,43951,2,EA,1,100,0.030059
1907833.500,43967,2,EA,1,100,0.030059
1907900.000,43967,2,EA,1,100,0.030059
1907967.000,43984,1,EA,1,100,0.030059
1908033.500,44001,2,EA,1,100,0.030059
1908100.000,44001,2,EA,1,100,0.030059
1908166.500,44022,2,EA,1,100,0.030059
1908233.000,44022,2,EA,1,100,0.030059
1908300.000,44040,2,EA,1,100,0.030058
1908367.000,44040,2,EA,1,100,0.030059
1908433.000,44056,1,EA,1,100,0.030058
1908500.000,44071,2,EA,1,100,0.030058
1908567.000,44071,2,EA,1,100,0.030058
1908633.000,44088,1,EA,1,100,0.030058
1908700.000,44105,2,EA,1,100,0.030058
1908767.000,44105,2,EA,1,100,0.030058
1908833.000,44121,1,EA,1,100,0.030058
1908900.000,44138,2,EA,1,100,0.030058
1908967.000,44138,2,EA,1,100,0.030058
1909033.500,44153,2,EA,1,100,0.030059
1909100.000,44153,2,EA,1,100,0.030059
1909167.000,44170,1,EA,1,100,0.030059
1909233.500,44187,2,EA,1,100,0.030058
1909300.000,44187,2,EA,1,100,0.030059
1909367.000,44204,1,EA,1,100,0.030059
1909433.500,44218,2,EA,1,100,0.030059
1909500.000,44218,2,EA,1,100,0.030059
1909567.000,44235,1,EA,1,100,0.030059
1909633.500,44252,2,EA,1,100,0.030059
1909700.000,44252,2,EA,1,100,0.030059
1909767.000,44269,1,EA,1,100,0.030059
1909833.500,44283,2,EA,1,100,0.030059
1909900.000,44283,2,EA,1,100,0.030059
1909967.000,44301,1,EA,1,100,0.030059
1910033.500,44317,2,EA,1,100,0.030059
1910100.000,44317,2,EA,1,100,0.030059
1910167.000,44334,1,EA,1,100,0.030059
1910233.500,44350,2,EA,1,100,0.030059
1910300.000,44350,2,EA,1,100,0.030059
1910367.000,44366,1,EA,1,100,0.030059
1910433.500,44382,2,EA,1,100,0.030059
1910500.000,44382,2,EA,1,100,0.030059
1910567.000,44399,1,EA,1,100,0.030059
1910633.500,44415,2,EA,1,100,0.030059
1910700.000,44415,2,EA,1,100,0.030059
1910766.500,44431,2,EA,1,100,0.030059
1910833.000,44431,2,EA,1,100,0.030059
1910900.000,44447,1,EA,1,100,0.030059
1910966.500,44465,2,EA,1,100,0.030059
1911033.000,44465,2,EA,1,100,0.030059
1911100.000,44481,1,EA,1,100,0.030059
1911166.500,44496,2,EA,1,100,0.030059
1911233.000,44496,2,EA,1,100,0.030059
1911300.000,44514,2,EA,1,100,0.030059
1911367.000,44514,2,EA,1,100,0.030059
1911433.000,44532,1,EA,1,100,0.030059
1911499.500,44549,2,EA,1,100,0.030059
1911566.000,44549,2,EA,1,100,0.030059
1911633.000,44566,1,EA,1,100,0.030059
1911699.500,44581,2,EA,1,100,0.030059
1911766.000,44581,2,EA,1,100,0.030059
1911833.000,44597,1,EA,1,100,0.030059
1911899.500,44615,2,EA,1,100,0.030059
1911966.000,44615,2,EA,1,100,0.030059
1912033.000,44631,1,EA,1,100,0.030059
1912099.500,44646,2,EA,1,100,0.030059
1912166.000,44646,2,EA,1,100,0.030059
1912233.000,44662,1,EA,1,100,0.030059
1912299.500,44680,2,EA,1,100,0.030059
1912366.000,44680,2,EA,1,100,0.030059
1912433.000,44696,1,EA,1,100,0.030059
1912499.500,44711,2,EA,1,100,0.030059
1912566.000,44711,2,EA,1,100,0.030059
1912633.000,44728,1,EA,1,100,0.030059
1912699.500,44745,2,EA,1,100,0.030059
1912766.000,44745,2,EA,1,100,0.030059
1912833.000,44761,1,EA,1,100,0.030059
1912899.500,44778,2,EA,1,100,0.030059
1912966.000,44778,2,EA,1,100,0.030059
1913033.000,44793,1,EA,1,100,0.030059
1913099.500,44810,2,EA,1,100,0.030059
1913166.000,44810,2,EA,1,100,0.030059
1913232.667,44831,3,EA,1,100,0.030059
1913299.333,44831,3,EA,1,100,0.030059
1913366.000,44831,3,EA,1,100,0.030058
1913433.000,44847,2,EA,1,100,0.030059
1913500.000,44847,2,EA,1,100,0.030059
