EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1847373.000,34356,1,EA,1,100,2.017075
1847439.500,34370,2,EA,1,100,2.018840
1847506.000,34370,2,EA,1,100,2.017661
1847573.000,34387,1,EA,1,100,2.017661
1847639.500,34404,2,EA,1,100,2.018253
1847706.000,34404,2,EA,1,100,2.015898
1847773.000,34421,1,EA,1,100,2.015898
1847839.500,34435,2,EA,1,100,2.014137
1847906.000,34435,2,EA,1,100,2.012964
1847973.000,34453,1,EA,1,100,2.011208
1848039.500,34469,2,EA,1,100,2.005376
1848106.000,34469,2,EA,1,100,2.004212
1848173.000,34486,1,EA,1,100,2.005955
1848239.500,34501,2,EA,1,100,2.007121
1848306.000,34501,2,EA,1,100,2.004791
1848373.000,34518,1,EA,1,100,2.005376
1848439.500,34534,2,EA,1,100,2.006541
1848506.000,34534,2,EA,1,100,2.007121
1848573.000,34551,1,EA,1,100,2.008869
1848639.500,34567,2,EA,1,100,2.010620
1848706.000,34567,2,EA,1,100,2.012380
1848773.000,34583,1,EA,1,100,2.015312
1848839.500,34599,2,EA,1,100,2.018840
1848906.000,34599,2,EA,1,100,2.022380
1848972.500,34617,2,EA,1,100,2.026530
1849039.000,34617,2,EA,1,100,2.031892
1849106.000,34633,1,EA,1,100,2.035478
1849173.000,34648,2,EA,1,100,2.040281
1849240.000,34648,2,EA,1,100,2.048746
1849306.000,34665,1,EA,1,100,2.057281
1849372.500,34682,2,EA,1,100,2.056666
1849439.000,34682,2,EA,1,100,2.053005
1849506.000,34698,1,EA,1,100,2.049962
1849572.500,34714,2,EA,1,100,2.048746
1849639.000,34714,2,EA,1,100,2.053612
1849706.000,34730,1,EA,1,100,2.047531
1849772.500,34747,2,EA,1,100,2.035478
1849839.000,34747,2,EA,1,100,2.030103
1849906.000,34763,1,EA,1,100,2.024161
1849972.500,34779,2,EA,1,100,2.016483
1850039.000,34779,2,EA,1,100,2.003050
1850106.000,34795,1,EA,1,100,1.994385
1850172.500,34812,2,EA,1,100,1.992662
1850239.000,34812,2,EA,1,100,1.978974
1850306.000,34829,1,EA,1,100,1.942291
1850372.500,34844,2,EA,1,100,1.887164
1850439.000,34844,2,EA,1,100,1.822990
1850506.000,34860,1,EA,1,100,1.826842
1850572.500,34878,2,EA,1,100,1.776167
1850639.000,34878,2,EA,1,100,1.461580
1850706.000,34894,1,EA,1,100,0.134556
1850772.500,34910,2,EA,1,100,0.034580
1850839.000,34910,2,EA,1,100,0.030059
1850905.500,34926,2,EA,1,100,0.030058
1850972.000,34926,2,EA,1,100,0.030059
1851039.000,34943,1,EA,1,100,0.030067
1851105.500,34959,2,EA,1,100,0.030070
1851172.000,34959,2,EA,1,100,0.030069
1851239.000,34976,1,EA,1,100,0.030068
1851305.500,34993,2,EA,1,100,0.030067
1851372.000,34993,2,EA,1,100,0.030066
1851439.000,35010,1,EA,1,100,0.030065
1851505.500,35026,2,EA,1,100,0.030064
1851572.000,35026,2,EA,1,100,0.030064
1851639.000,35044,1,EA,1,100,0.030063
1851705.500,35058,2,EA,1,100,0.030063
1851772.000,35058,2,EA,1,100,0.030063
1851839.000,35080,2,EA,1,100,0.030062
1851906.000,35080,2,EA,1,100,0.030062
1851972.000,35097,1,EA,1,100,0.030062
1852039.000,35114,2,EA,1,100,0.030061
1852106.000,35114,2,EA,1,100,0.030061
1852172.000,35130,1,EA,1,100,0.030061
1852239.000,35147,2,EA,1,100,0.030061
1852306.000,35147,2,EA,1,100,0.030060
1852372.500,35162,2,EA,1,100,0.030060
1852439.000,35162,2,EA,1,100,0.030060
1852506.000,35179,1,EA,1,100,0.030060
1852572.500,35196,2,EA,1,100,0.030060
1852639.000,35196,2,EA,1,100,0.030060
1852706.000,35213,1,EA,1,100,0.030060
1852772.500,35227,2,EA,1,100,0.030060
1852839.000,35227,2,EA,1,100,0.030059
1852906.000,35244,1,EA,1,100,0.030059
1852972.500,35261,2,EA,1,100,0.030059
1853039.000,35261,2,EA,1,100,0.030059
1853106.000,35278,1,EA,1,100,0.030059
1853172.500,35292,2,EA,1,100,0.030059
1853239.000,35292,2,EA,1,100,0.030059
1853306.000,35310,1,EA,1,100,0.030059
1853372.500,35326,2,EA,1,100,0.030059
1853439.000,35326,2,EA,1,100,0.030059
1853506.000,35343,1,EA,1,100,0.030059
1853572.500,35358,2,EA,1,100,0.030058
1853639.000,35358,2,EA,1,100,0.030058
1853706.000,35375,1,EA,1,100,0.030059
1853772.500,35391,2,EA,1,100,0.030058
1853839.000,35391,2,EA,1,100,0.030058
1853905.000,35408,1,EA,1,100,0.030059
1853972.000,35423,2,EA,1,100,0.030058
1854039.000,35423,2,EA,1,100,0.030059
1854106.000,35440,1,EA,1,100,0.030058
1854172.500,35456,2,EA,1,100,0.030059
1854239.000,35456,2,EA,1,100,0.030058
1854306.000,35474,1,EA,1,100,0.030059
1854372.500,35489,2,EA,1,100,0.030058
1854439.000,35489,2,EA,1,100,0.030059
1854505.000,35505,1,EA,1,100,0.030059
1854572.000,35522,2,EA,1,100,0.030059
1854639.000,35522,2,EA,1,100,0.030059
1854705.500,35539,2,EA,1,100,0.030058
1854772.000,35539,2,EA,1,100,0.030059
1854839.000,35555,1,EA,1,100,0.030058
1854905.500,35571,2,EA,1,100,0.030058
1854972.000,35571,2,EA,1,100,0.030059
1855039.000,35587,1,EA,1,100,0.030058
1855105.500,35604,2,EA,1,100,0.030058
1855172.000,35604,2,EA,1,100,0.030058
1855239.000,35620,1,EA,1,100,0.030058
1855305.500,35636,2,EA,1,100,0.030058
1855372.000,35636,2,EA,1,100,0.030058
1855439.000,35652,1,EA,1,100,0.030058
1855505.500,35669,2,EA,1,100,0.030059
1855572.000,35669,2,EA,1,100,0.030059
1855639.000,35686,1,EA,1,100,0.030059
1855705.500,35701,2,EA,1,100,0.030059
1855772.000,35701,2,EA,1,100,0.030059
1855839.000,35717,1,EA,1,100,0.030058
1855905.500,35735,2,EA,1,100,0.030059
1855972.000,35735,2,EA,1,100,0.030059
1856039.000,35751,1,EA,1,100,0.030059
1856105.500,35766,2,EA,1,100,0.030059
1856172.000,35766,2,EA,1,100,0.030059
1856239.000,35782,1,EA,1,100,0.030059
1856305.500,35802,2,EA,1,100,0.030058
1856372.000,35802,2,EA,1,100,0.030058
1856439.000,35818,1,EA,1,100,0.030058
1856505.500,35834,2,EA,1,100,0.030058
1856572.000,35834,2,EA,1,100,0.030059
1856639.000,35850,1,EA,1,100,0.030058
1856705.500,35867,2,EA,1,100,0.030059
1856772.000,35867,2,EA,1,100,0.030059
1856838.500,35883,2,EA,1,100,0.030058
1856905.000,35883,2,EA,1,100,0.030058
1856971.500,35906,2,EA,1,100,0.030059
1857038.000,35906,2,EA,1,100,0.030058
1857105.000,35922,1,EA,1,100,0.030059
1857171.500,35937,2,EA,1,100,0.030059
1857238.000,35937,2,EA,1,100,0.030058
1857305.000,35954,1,EA,1,100,0.030058
1857371.500,35971,2,EA,1,100,0.030059
1857438.000,35971,2,EA,1,100,0.030058
1857505.000,35987,1,EA,1,100,0.030059
1857571.500,36004,2,EA,1,100,0.030058
1857638.000,36004,2,EA,1,100,0.030058
1857705.000,36019,1,EA,1,100,0.030058
1857771.500,36036,2,EA,1,100,0.030059
1857838.000,36036,2,EA,1,100,0.030059
1857905.000,36053,2,EA,1,100,0.030059
1857972.000,36053,2,EA,1,100,0.030059
1858038.000,36070,1,EA,1,100,0.030059
1858105.000,36084,2,EA,1,100,0.030059
1858172.000,36084,2,EA,1,100,0.030059
1858238.000,36101,1,EA,1,100,0.030059
1858305.000,36118,2,EA,1,100,0.030059
1858372.000,36118,2,EA,1,100,0.030059
1858438.000,36135,1,EA,1,100,0.030058
1858505.000,36149,2,EA,1,100,0.030058
1858572.000,36149,2,EA,1,100,0.030059
1858638.000,36167,1,EA,1,100,0.030059
1858705.000,36183,2,EA,1,100,0.030059
1858772.000,36183,2,EA,1,100,0.030059
1858838.000,36200,1,EA,1,100,0.030059
1858905.000,36215,2,EA,1,100,0.030059
1858972.000,36215,2,EA,1,100,0.030059
1859038.000,36232,1,EA,1,100,0.030059
1859105.000,36248,2,EA,1,100,0.030059
1859172.000,36248,2,EA,1,100,0.030059
1859238.000,36265,1,EA,1,100,0.030059
1859305.000,36280,2,EA,1,100,0.030059
1859372.000,36280,2,EA,1,100,0.030059
1859438.000,36297,1,EA,1,100,0.030059
1859505.000,36313,2,EA,1,100,0.030059
1859572.000,36313,2,EA,1,100,0.030059
1859638.000,36331,1,EA,1,100,0.030059
1859705.000,36346,2,EA,1,100,0.030059
1859772.000,36346,2,EA,1,100,0.030059
1859838.000,36362,1,EA,1,100,0.030059
1859905.000,36379,2,EA,1,100,0.030059
1859972.000,36379,2,EA,1,100,0.030059
1860038.500,36396,2,EA,1,100,0.030059
1860105.000,36396,2,EA,1,100,0.030059
1860172.000,36412,1,EA,1,100,0.030059
1860238.500,36428,2,EA,1,100,0.030059
1860305.000,36428,2,EA,1,100,0.030059
1860372.000,36444,1,EA,1,100,0.030059
1860438.500,36461,2,EA,1,100,0.030059
1860505.000,36461,2,EA,1,100,0.030059
1860571.000,36477,1,EA,1,100,0.030059
1860638.000,36493,2,EA,1,100,0.030059
1860705.000,36493,2,EA,1,100,0.030059
1860771.000,36509,1,EA,1,100,0.030059
1860838.000,36526,2,EA,1,100,0.030059
1860905.000,36526,2,EA,1,100,0.030059
1860971.000,36543,1,EA,1,100,0.030059
1861038.000,36558,2,EA,1,100,0.030059
1861105.000,36558,2,EA,1,100,0.030059
1861171.000,36574,1,EA,1,100,0.030059
1861238.000,36592,2,EA,1,100,0.030058
1861305.000,36592,2,EA,1,100,0.030059
1861371.000,36610,1,EA,1,100,0.030059
1861438.000,36625,2,EA,1,100,0.030059
1861505.000,36625,2,EA,1,100,0.030058
1861571.000,36641,1,EA,1,100,0.030059
1861638.000,36659,2,EA,1,100,0.030058
1861705.000,36659,2,EA,1,100,0.030058
1861772.000,36675,1,EA,1,100,0.030058
1861838.500,36691,2,EA,1,100,0.030058
1861905.000,36691,2,EA,1,100,0.030058
1861971.500,36707,2,EA,1,100,0.030058
1862038.000,36707,2,EA,1,100,0.030058
1862104.500,36727,2,EA,1,100,0.030058
1862171.000,36727,2,EA,1,100,0.030058
1862238.000,36743,1,EA,1,100,0.030058
1862304.500,36761,2,EA,1,100,0.030059
1862371.000,36761,2,EA,1,100,0.030058
1862438.000,36777,1,EA,1,100,0.030058
1862504.500,36792,2,EA,1,100,0.030058
1862571.000,36792,2,EA,1,100,0.030058
1862638.000,36809,1,EA,1,100,0.030058
1862704.500,36826,2,EA,1,100,0.030058
1862771.000,36826,2,EA,1,100,0.030058
1862838.000,36842,1,EA,1,100,0.030058
1862904.500,36858,2,EA,1,100,0.030058
1862971.000,36858,2,EA,1,100,0.030058
1863038.000,36874,1,EA,1,100,0.030058
1863104.500,36891,2,EA,1,100,0.030058
1863171.000,36891,2,EA,1,100,0.030058
1863238.000,36907,1,EA,1,100,0.030058
1863304.500,36923,2,EA,1,100,0.030058
1863371.000,36923,2,EA,1,100,0.030059
1863438.000,36939,1,EA,1,100,0.030058
1863504.500,36956,2,EA,1,100,0.030058
1863571.000,36956,2,EA,1,100,0.030058
1863638.000,36973,1,EA,1,100,0.030059
1863704.500,36989,2,EA,1,100,0.030058
1863771.000,36989,2,EA,1,100,0.030058
1863837.500,37004,2,EA,1,100,0.030058
1863904.000,37004,2,EA,1,100,0.030058
1863971.000,37022,1,EA,1,100,0.030058
1864037.500,37038,2,EA,1,100,0.030058
1864104.000,37038,2,EA,1,100,0.030058
1864171.000,37055,1,EA,1,100,0.030058
1864237.500,37070,2,EA,1,100,0.030058
1864304.000,37070,2,EA,1,100,0.030058
1864371.000,37087,1,EA,1,100,0.030058
1864437.500,37103,2,EA,1,100,0.030058
1864504.000,37103,2,EA,1,100,0.030058
1864571.000,37120,1,EA,1,100,0.030059
1864637.500,37135,2,EA,1,100,0.030058
1864704.000,37135,2,EA,1,100,0.030058
1864771.000,37152,1,EA,1,100,0.030058
1864837.500,37168,2,EA,1,100,0.030058
1864904.000,37168,2,EA,1,100,0.030058
1864971.000,37186,1,EA,1,100,0.030058
1865037.500,37200,2,EA,1,100,0.030058
1865104.000,37200,2,EA,1,100,0.030058
1865171.000,37217,1,EA,1,100,0.030058
1865237.500,37234,2,EA,1,100,0.030058
1865304.000,37234,2,EA,1,100,0.030058
1865371.000,37251,1,EA,1,100,0.030059
1865437.500,37265,2,EA,1,100,0.030059
1865504.000,37265,2,EA,1,100,0.030058
1865571.000,37282,1,EA,1,100,0.030058
1865637.500,37299,2,EA,1,100,0.030058
1865704.000,37299,2,EA,1,100,0.030059
1865771.000,37316,1,EA,1,100,0.030058
1865837.500,37331,2,EA,1,100,0.030058
1865904.000,37331,2,EA,1,100,0.030059
1865971.000,37348,1,EA,1,100,0.030059
1866037.500,37364,2,EA,1,100,0.030058
1866104.000,37364,2,EA,1,100,0.030059
1866170.667,37382,3,EA,1,100,0.030058
1866237.333,37382,3,EA,1,100,0.030059
1866304.000,37382,3,EA,1,100,0.030059
1866371.000,37400,1,EA,1,100,0.030059
1866437.500,37417,2,EA,1,100,0.030058
1866504.000,37417,2,EA,1,100,0.030058
1866571.000,37433,1,EA,1,100,0.030058
1866637.500,37449,2,EA,1,100,0.030058
1866704.000,37449,2,EA,1,100,0.030058
1866771.000,37465,1,EA,1,100,0.030058
1866837.500,37482,2,EA,1,100,0.030058
1866904.000,37482,2,EA,1,100,0.030058
1866971.000,37499,1,EA,1,100,0.030058
1867037.500,37515,2,EA,1,100,0.030058
1867104.000,37515,2,EA,1,100,0.030058
1867170.500,37537,2,EA,1,100,0.030059
1867237.000,37537,2,EA,1,100,0.030059
1867304.000,37555,2,EA,1,100,0.030058
1867371.000,37555,2,EA,1,100,0.030058
1867437.000,37571,1,EA,1,100,0.030058
1867504.000,37588,2,EA,1,100,0.030058
1867571.000,37588,2,EA,1,100,0.030058
1867638.000,37605,1,EA,1,100,0.030058
1867704.500,37621,2,EA,1,100,0.030058
1867771.000,37621,2,EA,1,100,0.030058
1867837.000,37636,1,EA,1,100,0.030058
1867904.000,37654,2,EA,1,100,0.030058
1867971.000,37654,2,EA,1,100,0.030058
1868037.000,37670,1,EA,1,100,0.030058
1868104.000,37686,2,EA,1,100,0.030058
1868171.000,37686,2,EA,1,100,0.030058
1868237.500,37702,2,EA,1,100,0.030058
1868304.000,37702,2,EA,1,100,0.030058
1868371.000,37719,1,EA,1,100,0.030058
1868437.500,37735,2,EA,1,100,0.030058
1868504.000,37735,2,EA,1,100,0.030058
1868571.000,37753,2,EA,1,100,0.030058
1868638.000,37753,2,EA,1,100,0.030058
1868704.000,37769,1,EA,1,100,0.030058
1868771.000,37784,2,EA,1,100,0.030058
1868838.000,37784,2,EA,1,100,0.030058
1868904.000,37800,1,EA,1,100,0.030057
1868970.500,37818,2,EA,1,100,0.030058
1869037.000,37818,2,EA,1,100,0.030057
1869104.000,37834,1,EA,1,100,0.030058
1869170.500,37849,2,EA,1,100,0.030058
1869237.000,37849,2,EA,1,100,0.030057
1869304.000,37866,1,EA,1,100,0.030058
1869370.500,37883,2,EA,1,100,0.030057
1869437.000,37883,2,EA,1,100,0.030057
1869504.000,37899,1,EA,1,100,0.030058
1869570.500,37915,2,EA,1,100,0.030057
1869637.000,37915,2,EA,1,100,0.030058
1869704.000,37931,1,EA,1,100,0.030058
1869770.500,37948,2,EA,1,100,0.030058
1869837.000,37948,2,EA,1,100,0.030058
1869904.000,37964,1,EA,1,100,0.030058
1869970.500,37980,2,EA,1,100,0.030058
1870037.000,37980,2,EA,1,100,0.030058
1870104.000,37996,1,EA,1,100,0.030058
1870170.500,38013,2,EA,1,100,0.030058
1870237.000,38013,2,EA,1,100,0.030058
1870304.000,38030,1,EA,1,100,0.030058
1870370.500,38046,2,EA,1,100,0.030058
1870437.000,38046,2,EA,1,100,0.030058
1870504.000,38061,1,EA,1,100,0.030058
1870570.500,38079,2,EA,1,100,0.030058
1870637.000,38079,2,EA,1,100,0.030058
1870703.500,38095,2,EA,1,100,0.030058
1870770.000,38095,2,EA,1,100,0.030058
1870837.000,38112,1,EA,1,100,0.030058
1870903.500,38127,2,EA,1,100,0.030058
1870970.000,38127,2,EA,1,100,0.030058
1871037.000,38144,1,EA,1,100,0.030058
1871103.500,38160,2,EA,1,100,0.030058
1871170.000,38160,2,EA,1,100,0.030058
1871237.000,38177,1,EA,1,100,0.030058
1871303.500,38195,2,EA,1,100,0.030058
1871370.000,38195,2,EA,1,100,0.030058
1871437.000,38211,1,EA,1,100,0.030058
1871503.500,38227,2,EA,1,100,0.030058
1871570.000,38227,2,EA,1,100,0.030058
1871637.000,38245,2,EA,1,100,0.030058
1871704.000,38245,2,EA,1,100,0.030058
1871770.000,38261,1,EA,1,100,0.030058
1871837.000,38276,2,EA,1,100,0.030058
1871904.000,38276,2,EA,1,100,0.030058
1871970.000,38293,1,EA,1,100,0.030058
1872037.000,38310,2,EA,1,100,0.030058
1872104.000,38310,2,EA,1,100,0.030058
1872170.000,38326,1,EA,1,100,0.030058
1872236.667,38347,3,EA,1,100,0.030058
1872303.333,38347,3,EA,1,100,0.030059
1872370.000,38347,3,EA,1,100,0.030058
1872437.000,38364,1,EA,1,100,0.030058
1872503.500,38379,2,EA,1,100,0.030058
1872570.000,38379,2,EA,1,100,0.030058
1872637.000,38396,1,EA,1,100,0.030058
1872703.500,38412,2,EA,1,100,0.030058
1872770.000,38412,2,EA,1,100,0.030058
1872837.000,38429,2,EA,1,100,0.030058
1872904.000,38429,2,EA,1,100,0.030058
1872970.500,38446,2,EA,1,100,0.030058
1873037.000,38446,2,EA,1,100,0.030058
1873104.000,38463,1,EA,1,100,0.030058
1873170.500,38477,2,EA,1,100,0.030058
1873237.000,38477,2,EA,1,100,0.030058
1873304.000,38495,1,EA,1,100,0.030058
1873370.500,38511,2,EA,1,100,0.030058
1873437.000,38511,2,EA,1,100,0.030058
1873504.000,38528,1,EA,1,100,0.030058
1873570.500,38543,2,EA,1,100,0.030058
1873637.000,38543,2,EA,1,100,0.030058
1873704.000,38560,1,EA,1,100,0.030058
1873770.500,38576,2,EA,1,100,0.030058
1873837.000,38576,2,EA,1,100,0.030058
1873904.000,38593,1,EA,1,100,0.030058
1873970.500,38608,2,EA,1,100,0.030058
1874037.000,38608,2,EA,1,100,0.030058
1874103.000,38625,1,EA,1,100,0.030058
1874170.000,38641,2,EA,1,100,0.030058
1874237.000,38641,2,EA,1,100,0.030058
1874304.000,38659,1,EA,1,100,0.030058
1874370.500,38673,2,EA,1,100,0.030058
1874437.000,38673,2,EA,1,100,0.030058
1874503.000,38690,1,EA,1,100,0.030058
1874570.000,38707,2,EA,1,100,0.030058
1874637.000,38707,2,EA,1,100,0.030058
1874703.000,38724,1,EA,1,100,0.030058
1874770.000,38738,2,EA,1,100,0.030058
1874837.000,38738,2,EA,1,100,0.030058
1874903.000,38755,1,EA,1,100,0.030058
1874970.000,38772,2,EA,1,100,0.030058
1875037.000,38772,2,EA,1,100,0.030058
1875104.000,38789,1,EA,1,100,0.030058
1875170.500,38804,2,EA,1,100,0.030058
1875237.000,38804,2,EA,1,100,0.030058
1875303.500,38821,2,EA,1,100,0.030058
1875370.000,38821,2,EA,1,100,0.030058
1875437.000,38837,1,EA,1,100,0.030058
1875503.500,38854,2,EA,1,100,0.030058
1875570.000,38854,2,EA,1,100,0.030058
1875637.000,38871,1,EA,1,100,0.030058
1875703.500,38887,2,EA,1,100,0.030058
1875770.000,38887,2,EA,1,100,0.030058
1875837.000,38902,1,EA,1,100,0.030058
1875903.500,38920,2,EA,1,100,0.030058
1875970.000,38920,2,EA,1,100,0.030058
1876036.500,38936,2,EA,1,100,0.030058
1876103.000,38936,2,EA,1,100,0.030058
1876170.000,38953,1,EA,1,100,0.030058
1876236.500,38968,2,EA,1,100,0.030058
1876303.000,38968,2,EA,1,100,0.030058
1876370.000,38987,1,EA,1,100,0.030058
1876436.500,39003,2,EA,1,100,0.030058
1876503.000,39003,2,EA,1,100,0.030058
1876570.000,39020,1,EA,1,100,0.030058
1876636.500,39035,2,EA,1,100,0.030058
1876703.000,39035,2,EA,1,100,0.030058
1876770.000,39052,1,EA,1,100,0.030058
1876836.500,39068,2,EA,1,100,0.030058
1876903.000,39068,2,EA,1,100,0.030058
1876970.000,39086,1,EA,1,100,0.030058
1877036.500,39100,2,EA,1,100,0.030058
1877103.000,39100,2,EA,1,100,0.030058
1877170.000,39117,1,EA,1,100,0.030058
1877236.500,39134,2,EA,1,100,0.030058
1877303.000,39134,2,EA,1,100,0.030058
1877369.667,39156,3,EA,1,100,0.030058
1877436.333,39156,3,EA,1,100,0.030058
1877503.000,39156,3,EA,1,100,0.030058
1877570.000,39172,1,EA,1,100,0.030058
1877636.500,39190,2,EA,1,100,0.030058
1877703.000,39190,2,EA,1,100,0.030058
1877769.500,39206,2,EA,1,100,0.030058
1877836.000,39206,2,EA,1,100,0.030058
1877903.000,39223,1,EA,1,100,0.030058
1877969.500,39238,2,EA,1,100,0.030059
1878036.000,39238,2,EA,1,100,0.030058
1878103.000,39255,1,EA,1,100,0.030058
1878169.500,39271,2,EA,1,100,0.030058
1878236.000,39271,2,EA,1,100,0.030058
1878303.000,39289,1,EA,1,100,0.030058
1878369.500,39303,2,EA,1,100,0.030058
1878436.000,39303,2,EA,1,100,0.030058
1878503.000,39320,1,EA,1,100,0.030058
1878569.500,39337,2,EA,1,100,0.030058
1878636.000,39337,2,EA,1,100,0.030058
1878703.000,39354,1,EA,1,100,0.030058
1878769.500,39368,2,EA,1,100,0.030058
1878836.000,39368,2,EA,1,100,0.030058
1878903.000,39385,1,EA,1,100,0.030058
1878969.500,39402,2,EA,1,100,0.030058
1879036.000,39402,2,EA,1,100,0.030058
1879103.000,39419,1,EA,1,100,0.030058
1879169.500,39433,2,EA,1,100,0.030058
1879236.000,39433,2,EA,1,100,0.030058
1879303.000,39451,1,EA,1,100,0.030059
1879369.500,39467,2,EA,1,100,0.030058
1879436.000,39467,2,EA,1,100,0.030059
1879503.000,39484,1,EA,1,100,0.030059
1879569.500,39500,2,EA,1,100,0.030059
1879636.000,39500,2,EA,1,100,0.030059
