LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
0.000000,0.000000,1726701776.483232,429260.500,2226,2,EL,1,100,-18306.400391
0.000000,0.000000,1726701776.549733,429327.000,2226,2,EL,1,100,-18306.199219
0.000000,0.000000,1726701776.616734,429394.000,2243,1,EL,1,100,-18306.800781
0.000000,0.000000,1726701776.683235,429460.500,2260,2,EL,1,100,-18306.000000
0.000000,0.000000,1726701776.749736,429527.000,2260,2,EL,1,100,-18306.400391
0.000000,0.000000,1726701776.816736,429594.000,2277,1,EL,1,100,-18306.000000
0.000000,0.000000,1726701776.883237,429660.500,2292,2,EL,1,100,-18306.199219
0.000000,0.000000,1726701776.949738,429727.000,2292,2,EL,1,100,-18306.599609
0.000000,0.000000,1726701777.016239,429793.500,2309,2,EL,1,100,-18306.800781
0.000000,0.000000,1726701777.082740,429860.000,2309,2,EL,1,100,-18306.000000
0.000000,0.000000,1726701777.149741,429927.000,2325,1,EL,1,100,-18306.000000
0.000000,0.000000,1726701777.216242,429993.500,2342,2,EL,1,100,-18306.199219
0.000000,0.000000,1726701777.282743,430060.000,2342,2,EL,1,100,-18306.000000
0.000000,0.000000,1726701777.349744,430127.000,2359,1,EL,1,100,-18305.800781
0.000000,0.000000,1726701777.416245,430193.500,2374,2,EL,1,100,-18306.199219
0.000000,0.000000,1726701777.482746,430260.000,2374,2,EL,1,100,-18305.400391
0.000000,0.000000,1726701777.549747,430327.000,2390,1,EL,1,100,-18305.800781
0.000000,0.000000,1726701777.616248,430393.500,2408,2,EL,1,100,-18305.800781
0.000000,0.000000,1726701777.682749,430460.000,2408,2,EL,1,100,-18305.000000
0.000000,0.000000,1726701777.749750,430527.000,2424,1,EL,1,100,-18305.000000
0.000000,0.000000,1726701777.816417,430593.667,2444,3,EL,1,100,-18305.199219
0.000000,0.000000,1726701777.883085,430660.333,2444,3,EL,1,100,-18304.400391
0.000000,0.000000,1726701777.949752,430727.000,2444,3,EL,1,100,-18305.000000
0.000000,0.000000,1726701778.016253,430793.500,2464,2,EL,1,100,-18305.000000
0.000000,0.000000,1726701778.082754,430860.000,2464,2,EL,1,100,-18304.800781
0.000000,0.000000,1726701778.149755,430927.000,2480,2,EL,1,100,-18305.199219
0.000000,0.000000,1726701778.216756,430994.000,2480,2,EL,1,100,-18305.599609
0.000000,0.000000,1726701778.282757,431060.000,2497,1,EL,1,100,-18304.800781
0.000000,0.000000,1726701778.349758,431127.000,2515,2,EL,1,100,-18305.000000
0.000000,0.000000,1726701778.416759,431194.000,2515,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701778.482760,431260.000,2531,1,EL,1,100,-18304.400391
0.000000,0.000000,1726701778.549761,431327.000,2547,2,EL,1,100,-18304.599609
0.000000,0.000000,1726701778.616762,431394.000,2547,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701778.683263,431460.500,2565,2,EL,1,100,-18304.599609
0.000000,0.000000,1726701778.749764,431527.000,2565,2,EL,1,100,-18304.400391
0.000000,0.000000,1726701778.816765,431594.000,2581,1,EL,1,100,-18304.199219
0.000000,0.000000,1726701778.883266,431660.500,2596,2,EL,1,100,-18304.800781
0.000000,0.000000,1726701778.949767,431727.000,2596,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701779.016767,431794.000,2613,1,EL,1,100,-18304.000000
0.000000,0.000000,1726701779.083268,431860.500,2630,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701779.149769,431927.000,2630,2,EL,1,100,-18303.599609
0.000000,0.000000,1726701779.215770,431993.000,2648,1,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.282771,432060.000,2664,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.349772,432127.000,2664,2,EL,1,100,-18303.199219
0.000000,0.000000,1726701779.416773,432194.000,2680,1,EL,1,100,-18303.199219
0.000000,0.000000,1726701779.483274,432260.500,2697,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.549775,432327.000,2697,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.615776,432393.000,2713,1,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.682777,432460.000,2729,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.749778,432527.000,2729,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701779.816779,432594.000,2745,1,EL,1,100,-18302.599609
0.000000,0.000000,1726701779.883280,432660.500,2762,2,EL,1,100,-18302.199219
0.000000,0.000000,1726701779.949781,432727.000,2762,2,EL,1,100,-18301.800781
0.000000,0.000000,1726701780.016782,432794.000,2779,1,EL,1,100,-18301.599609
0.000000,0.000000,1726701780.083283,432860.500,2794,2,EL,1,100,-18301.199219
0.000000,0.000000,1726701780.149783,432927.000,2794,2,EL,1,100,-18301.000000
0.000000,0.000000,1726701780.215784,432993.000,2810,1,EL,1,100,-18301.199219
0.000000,0.000000,1726701780.282785,433060.000,2828,2,EL,1,100,-18301.400391
0.000000,0.000000,1726701780.349786,433127.000,2828,2,EL,1,100,-18301.199219
0.000000,0.000000,1726701780.416787,433194.000,2844,1,EL,1,100,-18300.599609
0.000000,0.000000,1726701780.483288,433260.500,2859,2,EL,1,100,-18301.000000
0.000000,0.000000,1726701780.549789,433327.000,2859,2,EL,1,100,-18300.800781
0.000000,0.000000,1726701780.616790,433394.000,2875,1,EL,1,100,-18300.599609
0.000000,0.000000,1726701780.683291,433460.500,2895,2,EL,1,100,-18300.400391
0.000000,0.000000,1726701780.749792,433527.000,2895,2,EL,1,100,-18300.000000
0.000000,0.000000,1726701780.816793,433594.000,2911,1,EL,1,100,-18299.800781
0.000000,0.000000,1726701780.883294,433660.500,2927,2,EL,1,100,-18299.599609
0.000000,0.000000,1726701780.949795,433727.000,2927,2,EL,1,100,-18299.000000
0.000000,0.000000,1726701781.016296,433793.500,2943,2,EL,1,100,-18299.400391
0.000000,0.000000,1726701781.082797,433860.000,2943,2,EL,1,100,-18298.800781
0.000000,0.000000,1726701781.149798,433927.000,2960,1,EL,1,100,-18298.800781
0.000000,0.000000,1726701781.216299,433993.500,2976,2,EL,1,100,-18298.400391
0.000000,0.000000,1726701781.282799,434060.000,2976,2,EL,1,100,-18298.199219
0.000000,0.000000,1726701781.349800,434127.000,2994,1,EL,1,100,-18298.000000
0.000000,0.000000,1726701781.416301,434193.500,3008,2,EL,1,100,-18298.000000
0.000000,0.000000,1726701781.482802,434260.000,3008,2,EL,1,100,-18298.000000
0.000000,0.000000,1726701781.549803,434327.000,3025,1,EL,1,100,-18298.000000
0.000000,0.000000,1726701781.616304,434393.500,3042,2,EL,1,100,-18298.000000
0.000000,0.000000,1726701781.682805,434460.000,3042,2,EL,1,100,-18298.000000
0.000000,0.000000,1726701781.749806,434527.000,3059,1,EL,1,100,-18297.800781
0.000000,0.000000,1726701781.816307,434593.500,3073,2,EL,1,100,-18297.800781
0.000000,0.000000,1726701781.882808,434660.000,3073,2,EL,1,100,-18297.199219
0.000000,0.000000,1726701781.949809,434727.000,3092,1,EL,1,100,-18297.000000
0.000000,0.000000,1726701782.016310,434793.500,3109,2,EL,1,100,-18296.599609
0.000000,0.000000,1726701782.082811,434860.000,3109,2,EL,1,100,-18296.000000
0.000000,0.000000,1726701782.149812,434927.000,3126,1,EL,1,100,-18295.599609
0.000000,0.000000,1726701782.216313,434993.500,3140,2,EL,1,100,-18296.000000
0.000000,0.000000,1726701782.282814,435060.000,3140,2,EL,1,100,-18295.599609
0.000000,0.000000,1726701782.349814,435127.000,3158,1,EL,1,100,-18295.599609
0.000000,0.000000,1726701782.416315,435193.500,3174,2,EL,1,100,-18295.599609
0.000000,0.000000,1726701782.482816,435260.000,3174,2,EL,1,100,-18296.000000
0.000000,0.000000,1726701782.549817,435327.000,3191,1,EL,1,100,-18295.400391
0.000000,0.000000,1726701782.616318,435393.500,3206,2,EL,1,100,-18295.199219
0.000000,0.000000,1726701782.682819,435460.000,3206,2,EL,1,100,-18294.800781
0.000000,0.000000,1726701782.749820,435527.000,3223,1,EL,1,100,-18295.199219
0.000000,0.000000,1726701782.816321,435593.500,3239,2,EL,1,100,-18295.000000
0.000000,0.000000,1726701782.882822,435660.000,3239,2,EL,1,100,-18295.000000
0.000000,0.000000,1726701782.949323,435726.500,3262,2,EL,1,100,-18294.800781
0.000000,0.000000,1726701783.015824,435793.000,3262,2,EL,1,100,-18295.000000
0.000000,0.000000,1726701783.082325,435859.500,3278,2,EL,1,100,-18294.400391
0.000000,0.000000,1726701783.148826,435926.000,3278,2,EL,1,100,-18294.599609
0.000000,0.000000,1726701783.215827,435993.000,3297,1,EL,1,100,-18295.000000
0.000000,0.000000,1726701783.282828,436060.000,3312,2,EL,1,100,-18294.800781
0.000000,0.000000,1726701783.349829,436127.000,3312,2,EL,1,100,-18294.599609
0.000000,0.000000,1726701783.415830,436193.000,3331,1,EL,1,100,-18294.800781
0.000000,0.000000,1726701783.482330,436259.500,3347,2,EL,1,100,-18294.000000
0.000000,0.000000,1726701783.548831,436326.000,3347,2,EL,1,100,-18294.000000
0.000000,0.000000,1726701783.615832,436393.000,3364,1,EL,1,100,-18294.000000
0.000000,0.000000,1726701783.682333,436459.500,3379,2,EL,1,100,-18293.400391
0.000000,0.000000,1726701783.748834,436526.000,3379,2,EL,1,100,-18292.800781
0.000000,0.000000,1726701783.815835,436593.000,3396,1,EL,1,100,-18293.000000
0.000000,0.000000,1726701783.882336,436659.500,3412,2,EL,1,100,-18292.599609
0.000000,0.000000,1726701783.948837,436726.000,3412,2,EL,1,100,-18292.400391
0.000000,0.000000,1726701784.015838,436793.000,3430,1,EL,1,100,-18292.400391
0.000000,0.000000,1726701784.082339,436859.500,3445,2,EL,1,100,-18292.000000
0.000000,0.000000,1726701784.148840,436926.000,3445,2,EL,1,100,-18291.599609
0.000000,0.000000,1726701784.215841,436993.000,3461,1,EL,1,100,-18291.800781
0.000000,0.000000,1726701784.282342,437059.500,3478,2,EL,1,100,-18292.400391
0.000000,0.000000,1726701784.348843,437126.000,3478,2,EL,1,100,-18291.800781
0.000000,0.000000,1726701784.415844,437193.000,3495,2,EL,1,100,-18291.000000
0.000000,0.000000,1726701784.482845,437260.000,3495,2,EL,1,100,-18291.400391
0.000000,0.000000,1726701784.548846,437326.000,3511,1,EL,1,100,-18290.599609
0.000000,0.000000,1726701784.615846,437393.000,3527,2,EL,1,100,-18291.000000
0.000000,0.000000,1726701784.682847,437460.000,3527,2,EL,1,100,-18290.800781
0.000000,0.000000,1726701784.748848,437526.000,3545,1,EL,1,100,-18291.000000
0.000000,0.000000,1726701784.815849,437593.000,3562,2,EL,1,100,-18290.199219
0.000000,0.000000,1726701784.882850,437660.000,3562,2,EL,1,100,-18290.000000
0.000000,0.000000,1726701784.948851,437726.000,3578,1,EL,1,100,-18290.000000
0.000000,0.000000,1726701785.015852,437793.000,3594,2,EL,1,100,-18290.000000
0.000000,0.000000,1726701785.082853,437860.000,3594,2,EL,1,100,-18289.000000
0.000000,0.000000,1726701785.148854,437926.000,3610,1,EL,1,100,-18289.000000
0.000000,0.000000,1726701785.215855,437993.000,3627,2,EL,1,100,-18289.199219
0.000000,0.000000,1726701785.282856,438060.000,3627,2,EL,1,100,-18295.800781
0.000000,0.000000,1726701785.348857,438126.000,3644,1,EL,1,100,-18301.599609
0.000000,0.000000,1726701785.415858,438193.000,3659,2,EL,1,100,-18303.800781
0.000000,0.000000,1726701785.482859,438260.000,3659,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701785.548860,438326.000,3675,1,EL,1,100,-18304.199219
0.000000,0.000000,1726701785.615861,438393.000,3693,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701785.682862,438460.000,3693,2,EL,1,100,-18304.199219
0.000000,0.000000,1726701785.748862,438526.000,3709,1,EL,1,100,-18304.000000
0.000000,0.000000,1726701785.815863,438593.000,3724,2,EL,1,100,-18305.000000
0.000000,0.000000,1726701785.882864,438660.000,3724,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701785.948865,438726.000,3742,1,EL,1,100,-18304.400391
0.000000,0.000000,1726701786.015866,438793.000,3760,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701786.082867,438860.000,3760,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701786.148868,438926.000,3776,1,EL,1,100,-18304.000000
0.000000,0.000000,1726701786.215369,438992.500,3791,2,EL,1,100,-18304.000000
0.000000,0.000000,1726701786.281870,439059.000,3791,2,EL,1,100,-18303.800781
0.000000,0.000000,1726701786.348871,439126.000,3808,1,EL,1,100,-18304.000000
0.000000,0.000000,1726701786.415372,439192.500,3825,2,EL,1,100,-18303.800781
0.000000,0.000000,1726701786.481873,439259.000,3825,2,EL,1,100,-18303.400391
0.000000,0.000000,1726701786.548874,439326.000,3841,1,EL,1,100,-18303.400391
0.000000,0.000000,1726701786.615875,439393.000,3858,2,EL,1,100,-18303.199219
0.000000,0.000000,1726701786.682876,439460.000,3858,2,EL,1,100,-18303.199219
0.000000,0.000000,1726701786.749377,439526.500,3873,2,EL,1,100,-18303.800781
0.000000,0.000000,1726701786.815877,439593.000,3873,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701786.881878,439659.000,3890,1,EL,1,100,-18303.199219
0.000000,0.000000,1726701786.948879,439726.000,3907,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701787.015880,439793.000,3907,2,EL,1,100,-18303.199219
0.000000,0.000000,1726701787.081881,439859.000,3924,1,EL,1,100,-18303.000000
0.000000,0.000000,1726701787.148882,439926.000,3940,2,EL,1,100,-18303.000000
0.000000,0.000000,1726701787.215883,439993.000,3940,2,EL,1,100,-18302.800781
0.000000,0.000000,1726701787.281884,440059.000,3957,1,EL,1,100,-18302.800781
0.000000,0.000000,1726701787.348885,440126.000,3974,2,EL,1,100,-18302.800781
0.000000,0.000000,1726701787.415886,440193.000,3974,2,EL,1,100,-18302.400391
0.000000,0.000000,1726701787.481887,440259.000,3991,1,EL,1,100,-18302.800781
0.000000,0.000000,1726701787.548888,440326.000,4005,2,EL,1,100,-18302.400391
0.000000,0.000000,1726701787.615889,440393.000,4005,2,EL,1,100,-18302.199219
0.000000,0.000000,1726701787.681890,440459.000,4023,1,EL,1,100,-18302.400391
0.000000,0.000000,1726701787.748891,440526.000,4039,2,EL,1,100,-18302.400391
0.000000,0.000000,1726701787.815892,440593.000,4039,2,EL,1,100,-18302.000000
0.000000,0.000000,1726701787.881893,440659.000,4056,1,EL,1,100,-18302.000000
0.000000,0.000000,1726701787.948893,440726.000,4071,2,EL,1,100,-18302.800781
0.000000,0.000000,1726701788.015894,440793.000,4071,2,EL,1,100,-18302.199219
0.000000,0.000000,1726701788.081895,440859.000,4093,1,EL,1,100,-18302.599609
