TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
440906.000000,497203.000000,1726701788.128896,1726701844.426690,0.000000,0.000000,0.000000,0.000000,20,419297,782059,1.11.3
