LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
0.000000,0.000000,1726702119.967576,772740.000,58018,3,AY,1,100,-0.141
0.000000,0.000000,1726702120.007577,772780.000,58018,3,AY,1,100,-0.125
0.000000,0.000000,1726702120.047577,772820.000,58018,3,AY,1,100,-0.160
0.000000,0.000000,1726702120.087578,772860.000,58035,2,AY,1,100,-0.136
0.000000,0.000000,1726702120.127578,772900.000,58035,2,AY,1,100,-0.258
0.000000,0.000000,1726702120.167579,772940.000,58051,3,AY,1,100,-0.282
0.000000,0.000000,1726702120.207579,772980.000,58051,3,AY,1,100,-0.365
0.000000,0.000000,1726702120.247580,773020.000,58051,3,AY,1,100,-0.451
0.000000,0.000000,1726702120.287581,773060.000,58069,2,AY,1,100,-0.488
0.000000,0.000000,1726702120.327581,773100.000,58069,2,AY,1,100,-0.542
0.000000,0.000000,1726702120.367582,773140.000,58083,3,AY,1,100,-0.517
0.000000,0.000000,1726702120.407582,773180.000,58083,3,AY,1,100,-0.479
0.000000,0.000000,1726702120.447583,773220.000,58083,3,AY,1,100,-0.482
0.000000,0.000000,1726702120.487583,773260.000,58100,2,AY,1,100,-0.431
0.000000,0.000000,1726702120.527584,773300.000,58100,2,AY,1,100,-0.398
0.000000,0.000000,1726702120.567585,773340.000,58116,3,AY,1,100,-0.488
0.000000,0.000000,1726702120.607585,773380.000,58116,3,AY,1,100,-0.344
0.000000,0.000000,1726702120.647586,773420.000,58116,3,AY,1,100,-0.490
