LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
0.000000,0.000000,1726701781.937809,434715.000,3095,2,AX,1,100,-0.685
0.000000,0.000000,1726701781.977809,434755.000,3095,2,AX,1,100,-0.684
0.000000,0.000000,1726701782.017810,434795.000,3112,3,AX,1,100,-0.685
0.000000,0.000000,1726701782.057810,434835.000,3112,3,AX,1,100,-0.682
0.000000,0.000000,1726701782.097811,434875.000,3112,3,AX,1,100,-0.685
0.000000,0.000000,1726701782.137812,434915.000,3127,2,AX,1,100,-0.683
0.000000,0.000000,1726701782.177812,434955.000,3127,2,AX,1,100,-0.681
0.000000,0.000000,1726701782.217813,434995.000,3143,3,AX,1,100,-0.683
0.000000,0.000000,1726701782.257813,435035.000,3143,3,AX,1,100,-0.683
0.000000,0.000000,1726701782.297814,435075.000,3143,3,AX,1,100,-0.680
0.000000,0.000000,1726701782.337814,435115.000,3161,2,AX,1,100,-0.686
0.000000,0.000000,1726701782.377815,435155.000,3161,2,AX,1,100,-0.685
0.000000,0.000000,1726701782.417815,435195.000,3177,3,AX,1,100,-0.676
0.000000,0.000000,1726701782.457816,435235.000,3177,3,AX,1,100,-0.687
0.000000,0.000000,1726701782.497817,435275.000,3177,3,AX,1,100,-0.680
0.000000,0.000000,1726701782.537817,435315.000,3192,2,AX,1,100,-0.682
0.000000,0.000000,1726701782.577818,435355.000,3192,2,AX,1,100,-0.683
0.000000,0.000000,1726701782.617818,435395.000,3209,3,AX,1,100,-0.682
0.000000,0.000000,1726701782.657819,435435.000,3209,3,AX,1,100,-0.680
0.000000,0.000000,1726701782.697819,435475.000,3209,3,AX,1,100,-0.688
0.000000,0.000000,1726701782.737820,435515.000,3226,2,AX,1,100,-0.679
0.000000,0.000000,1726701782.777821,435555.000,3226,2,AX,1,100,-0.682
0.000000,0.000000,1726701782.817488,435594.667,3242,3,AX,1,100,-0.687
0.000000,0.000000,1726701782.857155,435634.333,3242,3,AX,1,100,-0.678
0.000000,0.000000,1726701782.896822,435674.000,3242,3,AX,1,100,-0.684
0.000000,0.000000,1726701782.936823,435714.000,3265,4,AX,1,100,-0.685
0.000000,0.000000,1726701782.976823,435754.000,3265,4,AX,1,100,-0.680
0.000000,0.000000,1726701783.016824,435794.000,3265,4,AX,1,100,-0.685
0.000000,0.000000,1726701783.056824,435834.000,3265,4,AX,1,100,-0.682
0.000000,0.000000,1726701783.096825,435874.000,3281,2,AX,1,100,-0.682
0.000000,0.000000,1726701783.136826,435914.000,3281,2,AX,1,100,-0.681
0.000000,0.000000,1726701783.177159,435954.333,3298,3,AX,1,100,-0.682
0.000000,0.000000,1726701783.217493,435994.667,3298,3,AX,1,100,-0.680
0.000000,0.000000,1726701783.257827,436035.000,3298,3,AX,1,100,-0.682
0.000000,0.000000,1726701783.297828,436075.000,3315,2,AX,1,100,-0.681
