LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
0.000000,0.000000,1726701768.316617,421094.000,893,1,BV,1,100,3.70
0.000000,0.000000,1726701773.316687,426094.000,1708,1,BV,1,100,3.70
0.000000,0.000000,1726701778.315758,431093.000,2508,1,BV,1,100,3.70
0.000000,0.000000,1726701783.315828,436093.000,3324,1,BV,1,100,3.70
0.000000,0.000000,1726701788.314899,441092.000,4136,1,BV,1,100,3.70
0.000000,0.000000,1726701793.314969,446092.000,4969,1,BV,1,100,3.70
0.000000,0.000000,1726701798.314040,451091.000,5784,1,BV,1,100,3.70
0.000000,0.000000,1726701803.314110,456091.000,6592,1,BV,1,100,3.70
0.000000,0.000000,1726701808.313181,461090.000,7407,1,BV,1,100,3.70
0.000000,0.000000,1726701813.313251,466090.000,8222,1,BV,1,100,3.69
0.000000,0.000000,1726701818.312322,471089.000,9054,1,BV,1,100,3.69
0.000000,0.000000,1726701823.312392,476089.000,9868,1,BV,1,100,3.69
0.000000,0.000000,1726701828.311463,481088.000,10683,1,BV,1,100,3.69
0.000000,0.000000,1726701833.311533,486088.000,11499,1,BV,1,100,3.69
0.000000,0.000000,1726701838.310604,491087.000,12314,1,BV,1,100,3.69
0.000000,0.000000,1726701843.310674,496087.000,13127,1,BV,1,100,3.69
0.000000,0.000000,1726701848.309745,501086.000,13942,1,BV,1,100,3.69
0.000000,0.000000,1726701853.309815,506086.000,14775,1,BV,1,100,3.69
0.000000,0.000000,1726701858.308886,511085.000,15590,1,BV,1,100,3.69
0.000000,0.000000,1726701863.308956,516085.000,16403,1,BV,1,100,3.69
0.000000,0.000000,1726701868.308027,521084.000,17217,1,BV,1,100,3.69
0.000000,0.000000,1726701873.308097,526084.000,18032,1,BV,1,100,3.67
0.000000,0.000000,1726701878.307168,531083.000,18846,1,BV,1,100,3.67
0.000000,0.000000,1726701883.307238,536083.000,19638,1,BV,1,100,3.69
0.000000,0.000000,1726701888.306309,541082.000,20449,1,BV,1,100,3.69
0.000000,0.000000,1726701893.305379,546081.000,21258,1,BV,1,100,3.69
0.000000,0.000000,1726701898.305450,551081.000,22085,1,BV,1,100,3.69
0.000000,0.000000,1726701903.325521,556101.000,22894,1,BV,1,100,3.70
0.000000,0.000000,1726701908.324591,561100.000,23707,1,BV,1,100,3.70
0.000000,0.000000,1726701913.324662,566100.000,24518,1,BV,1,100,3.71
0.000000,0.000000,1726701918.323732,571099.000,25328,1,BV,1,100,3.71
0.000000,0.000000,1726701923.323803,576099.000,26155,1,BV,1,100,3.70
0.000000,0.000000,1726701928.322873,581098.000,26966,1,BV,1,100,3.70
0.000000,0.000000,1726701933.322944,586098.000,27773,1,BV,1,100,3.70
0.000000,0.000000,1726701938.322014,591097.000,28600,1,BV,1,100,3.70
0.000000,0.000000,1726701943.322085,596097.000,29411,1,BV,1,100,3.70
0.000000,0.000000,1726701948.321155,601096.000,30221,1,BV,1,100,3.70
0.000000,0.000000,1726701953.321226,606096.000,31033,1,BV,1,100,3.71
0.000000,0.000000,1726701958.320296,611095.000,31842,1,BV,1,100,3.71
0.000000,0.000000,1726701963.320367,616095.000,32651,1,BV,1,100,3.70
0.000000,0.000000,1726701968.319437,621094.000,33478,1,BV,1,100,3.70
0.000000,0.000000,1726701973.319508,626094.000,34287,1,BV,1,100,3.71
0.000000,0.000000,1726701978.318578,631093.000,35094,1,BV,1,100,3.70
0.000000,0.000000,1726701983.318649,636093.000,35923,1,BV,1,100,3.70
0.000000,0.000000,1726701988.317719,641092.000,36720,1,BV,1,100,3.70
0.000000,0.000000,1726701993.317790,646092.000,37529,1,BV,1,100,3.71
0.000000,0.000000,1726701998.316860,651091.000,38354,1,BV,1,100,3.71
0.000000,0.000000,1726702003.316931,656091.000,39163,1,BV,1,100,3.70
0.000000,0.000000,1726702008.316001,661090.000,39972,1,BV,1,100,3.71
