LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
0.000000,0.000000,1726701769.338631,422116.000,1053,2,GX,1,100,2.625
0.000000,0.000000,1726701769.378632,422156.000,1069,3,GX,1,100,-4.150
0.000000,0.000000,1726701769.418632,422196.000,1069,3,GX,1,100,2.625
0.000000,0.000000,1726701769.458633,422236.000,1069,3,GX,1,100,5.707
0.000000,0.000000,1726701769.498633,422276.000,1086,2,GX,1,100,-10.651
0.000000,0.000000,1726701769.538634,422316.000,1086,2,GX,1,100,-7.721
0.000000,0.000000,1726701769.578634,422356.000,1102,3,GX,1,100,7.538
0.000000,0.000000,1726701769.618635,422396.000,1102,3,GX,1,100,2.869
0.000000,0.000000,1726701769.658636,422436.000,1102,3,GX,1,100,-1.190
0.000000,0.000000,1726701769.698636,422476.000,1120,2,GX,1,100,3.479
0.000000,0.000000,1726701769.738637,422516.000,1120,2,GX,1,100,-0.244
0.000000,0.000000,1726701769.778637,422556.000,1136,3,GX,1,100,-2.167
0.000000,0.000000,1726701769.818638,422596.000,1136,3,GX,1,100,7.202
0.000000,0.000000,1726701769.858638,422636.000,1136,3,GX,1,100,5.859
0.000000,0.000000,1726701769.898639,422676.000,1155,3,GX,1,100,-4.150
0.000000,0.000000,1726701769.938639,422716.000,1155,3,GX,1,100,2.197
0.000000,0.000000,1726701769.978640,422756.000,1155,3,GX,1,100,8.057
0.000000,0.000000,1726701770.018641,422796.000,1171,2,GX,1,100,-3.204
0.000000,0.000000,1726701770.058641,422836.000,1171,2,GX,1,100,-5.676
0.000000,0.000000,1726701770.098642,422876.000,1187,3,GX,1,100,3.906
0.000000,0.000000,1726701770.138642,422916.000,1187,3,GX,1,100,4.730
0.000000,0.000000,1726701770.178643,422956.000,1187,3,GX,1,100,-3.174
0.000000,0.000000,1726701770.218643,422996.000,1203,2,GX,1,100,4.089
0.000000,0.000000,1726701770.258644,423036.000,1203,2,GX,1,100,3.326
0.000000,0.000000,1726701770.298645,423076.000,1221,3,GX,1,100,0.488
0.000000,0.000000,1726701770.338645,423116.000,1221,3,GX,1,100,-3.326
0.000000,0.000000,1726701770.378646,423156.000,1221,3,GX,1,100,-3.296
0.000000,0.000000,1726701770.418646,423196.000,1237,2,GX,1,100,0.031
0.000000,0.000000,1726701770.458647,423236.000,1237,2,GX,1,100,0.366
0.000000,0.000000,1726701770.498647,423276.000,1252,3,GX,1,100,-4.791
0.000000,0.000000,1726701770.538648,423316.000,1252,3,GX,1,100,-6.653
0.000000,0.000000,1726701770.578648,423356.000,1252,3,GX,1,100,2.380
0.000000,0.000000,1726701770.618649,423396.000,1269,2,GX,1,100,2.838
0.000000,0.000000,1726701770.658650,423436.000,1269,2,GX,1,100,-4.028
0.000000,0.000000,1726701770.698650,423476.000,1286,3,GX,1,100,-5.188
0.000000,0.000000,1726701770.738651,423516.000,1286,3,GX,1,100,3.235
0.000000,0.000000,1726701770.778651,423556.000,1286,3,GX,1,100,0.244
0.000000,0.000000,1726701770.818652,423596.000,1302,2,GX,1,100,-5.249
