LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
0.000000,0.000000,1726701790.622931,443400.000,4508,1,TH,1,100,29.506
0.000000,0.000000,1726701790.756933,443534.000,4526,1,TH,1,100,29.440
0.000000,0.000000,1726701790.889935,443667.000,4557,1,TH,1,100,29.447
0.000000,0.000000,1726701791.022937,443800.000,4574,1,TH,1,100,29.540
0.000000,0.000000,1726701791.156939,443934.000,4591,1,TH,1,100,29.540
0.000000,0.000000,1726701791.289941,444067.000,4607,1,TH,1,100,29.518
0.000000,0.000000,1726701791.422942,444200.000,4641,1,TH,1,100,29.518
0.000000,0.000000,1726701791.556944,444334.000,4658,1,TH,1,100,29.488
0.000000,0.000000,1726701791.689946,444467.000,4675,1,TH,1,100,29.488
0.000000,0.000000,1726701791.822948,444600.000,4706,1,TH,1,100,29.483
0.000000,0.000000,1726701791.956950,444734.000,4723,1,TH,1,100,29.490
0.000000,0.000000,1726701792.089952,444867.000,4740,1,TH,1,100,29.549
0.000000,0.000000,1726701792.222954,445000.000,4771,1,TH,1,100,29.549
0.000000,0.000000,1726701792.356956,445134.000,4789,1,TH,1,100,29.446
0.000000,0.000000,1726701792.489958,445267.000,4805,1,TH,1,100,29.446
0.000000,0.000000,1726701792.622959,445400.000,4839,1,TH,1,100,29.510
0.000000,0.000000,1726701792.756961,445534.000,4856,1,TH,1,100,29.510
0.000000,0.000000,1726701792.889963,445667.000,4872,1,TH,1,100,29.446
0.000000,0.000000,1726701793.022965,445800.000,4904,1,TH,1,100,29.453
0.000000,0.000000,1726701793.156967,445934.000,4921,1,TH,1,100,29.500
0.000000,0.000000,1726701793.289969,446067.000,4942,1,TH,1,100,29.500
0.000000,0.000000,1726701793.422971,446200.000,4976,1,TH,1,100,29.515
0.000000,0.000000,1726701793.556973,446334.000,4993,1,TH,1,100,29.515
0.000000,0.000000,1726701793.689974,446467.000,5010,1,TH,1,100,29.527
0.000000,0.000000,1726701793.822976,446600.000,5027,1,TH,1,100,29.527
0.000000,0.000000,1726701793.956978,446734.000,5061,1,TH,1,100,29.512
0.000000,0.000000,1726701794.089980,446867.000,5077,1,TH,1,100,29.512
0.000000,0.000000,1726701794.222982,447000.000,5094,1,TH,1,100,29.541
0.000000,0.000000,1726701794.355984,447133.000,5126,1,TH,1,100,29.541
0.000000,0.000000,1726701794.489986,447267.000,5142,1,TH,1,100,29.522
0.000000,0.000000,1726701794.622988,447400.000,5159,1,TH,1,100,29.529
0.000000,0.000000,1726701794.756989,447534.000,5191,1,TH,1,100,29.507
0.000000,0.000000,1726701794.889991,447667.000,5207,1,TH,1,100,29.507
0.000000,0.000000,1726701795.022993,447800.000,5225,1,TH,1,100,29.477
0.000000,0.000000,1726701795.155995,447933.000,5256,1,TH,1,100,29.477
0.000000,0.000000,1726701795.289997,448067.000,5272,1,TH,1,100,29.585
0.000000,0.000000,1726701795.422999,448200.000,5292,1,TH,1,100,29.585
0.000000,0.000000,1726701795.556001,448333.000,5323,1,TH,1,100,29.597
0.000000,0.000000,1726701795.690003,448467.000,5340,1,TH,1,100,29.597
0.000000,0.000000,1726701795.823005,448600.000,5357,1,TH,1,100,29.502
0.000000,0.000000,1726701795.956006,448733.000,5389,1,TH,1,100,29.509
0.000000,0.000000,1726701796.090008,448867.000,5405,1,TH,1,100,29.545
0.000000,0.000000,1726701796.223010,449000.000,5422,1,TH,1,100,29.545
0.000000,0.000000,1726701796.356012,449133.000,5439,1,TH,1,100,29.560
0.000000,0.000000,1726701796.490014,449267.000,5470,1,TH,1,100,29.560
0.000000,0.000000,1726701796.623016,449400.000,5487,1,TH,1,100,29.565
0.000000,0.000000,1726701796.756018,449533.000,5506,1,TH,1,100,29.565
0.000000,0.000000,1726701796.890020,449667.000,5537,1,TH,1,100,29.494
0.000000,0.000000,1726701797.023021,449800.000,5555,1,TH,1,100,29.501
0.000000,0.000000,1726701797.156023,449933.000,5571,1,TH,1,100,29.555
0.000000,0.000000,1726701797.290025,450067.000,5603,1,TH,1,100,29.555
0.000000,0.000000,1726701797.423027,450200.000,5620,1,TH,1,100,29.594
0.000000,0.000000,1726701797.556029,450333.000,5636,1,TH,1,100,29.594
0.000000,0.000000,1726701797.690031,450467.000,5668,1,TH,1,100,29.442
0.000000,0.000000,1726701797.823033,450600.000,5685,1,TH,1,100,29.442
0.000000,0.000000,1726701797.956035,450733.000,5701,1,TH,1,100,29.638
0.000000,0.000000,1726701798.089036,450866.000,5733,1,TH,1,100,29.638
0.000000,0.000000,1726701798.223038,451000.000,5752,1,TH,1,100,29.628
0.000000,0.000000,1726701798.356040,451133.000,5774,1,TH,1,100,29.635
0.000000,0.000000,1726701798.489042,451266.000,5793,1,TH,1,100,29.594
0.000000,0.000000,1726701798.623044,451400.000,5825,1,TH,1,100,29.594
0.000000,0.000000,1726701798.756046,451533.000,5841,1,TH,1,100,29.584
0.000000,0.000000,1726701798.889048,451666.000,5858,1,TH,1,100,29.584
0.000000,0.000000,1726701799.023050,451800.000,5890,1,TH,1,100,29.640
0.000000,0.000000,1726701799.156052,451933.000,5906,1,TH,1,100,29.640
0.000000,0.000000,1726701799.289053,452066.000,5923,1,TH,1,100,29.559
0.000000,0.000000,1726701799.423055,452200.000,5955,1,TH,1,100,29.559
0.000000,0.000000,1726701799.556057,452333.000,5973,1,TH,1,100,29.576
0.000000,0.000000,1726701799.689059,452466.000,5991,1,TH,1,100,29.583
0.000000,0.000000,1726701799.823061,452600.000,6022,1,TH,1,100,29.502
0.000000,0.000000,1726701799.956063,452733.000,6038,1,TH,1,100,29.502
0.000000,0.000000,1726701800.089065,452866.000,6056,1,TH,1,100,29.564
0.000000,0.000000,1726701800.223067,453000.000,6087,1,TH,1,100,29.564
0.000000,0.000000,1726701800.356068,453133.000,6104,1,TH,1,100,29.551
0.000000,0.000000,1726701800.489070,453266.000,6121,1,TH,1,100,29.551
0.000000,0.000000,1726701800.622072,453399.000,6153,1,TH,1,100,29.568
0.000000,0.000000,1726701800.756074,453533.000,6169,1,TH,1,100,29.568
0.000000,0.000000,1726701800.889076,453666.000,6186,1,TH,1,100,29.659
0.000000,0.000000,1726701801.022078,453799.000,6205,1,TH,1,100,29.666
0.000000,0.000000,1726701801.156080,453933.000,6236,1,TH,1,100,29.644
0.000000,0.000000,1726701801.289082,454066.000,6253,1,TH,1,100,29.644
0.000000,0.000000,1726701801.422083,454199.000,6270,1,TH,1,100,29.639
0.000000,0.000000,1726701801.556085,454333.000,6301,1,TH,1,100,29.639
0.000000,0.000000,1726701801.689087,454466.000,6319,1,TH,1,100,29.605
0.000000,0.000000,1726701801.823089,454600.000,6335,1,TH,1,100,29.605
0.000000,0.000000,1726701801.956091,454733.000,6367,1,TH,1,100,29.561
0.000000,0.000000,1726701802.089093,454866.000,6384,1,TH,1,100,29.561
0.000000,0.000000,1726701802.222095,454999.000,6402,1,TH,1,100,29.683
0.000000,0.000000,1726701802.356097,455133.000,6434,1,TH,1,100,29.690
0.000000,0.000000,1726701802.489099,455266.000,6451,1,TH,1,100,29.592
0.000000,0.000000,1726701802.622100,455399.000,6467,1,TH,1,100,29.592
0.000000,0.000000,1726701802.756102,455533.000,6499,1,TH,1,100,29.582
0.000000,0.000000,1726701802.889104,455666.000,6516,1,TH,1,100,29.582
0.000000,0.000000,1726701803.022106,455799.000,6533,1,TH,1,100,29.639
0.000000,0.000000,1726701803.156108,455933.000,6550,1,TH,1,100,29.639
0.000000,0.000000,1726701803.289110,456066.000,6582,1,TH,1,100,29.634
0.000000,0.000000,1726701803.422112,456199.000,6600,1,TH,1,100,29.634
0.000000,0.000000,1726701803.556114,456333.000,6622,1,TH,1,100,29.634
0.000000,0.000000,1726701803.689115,456466.000,6656,1,TH,1,100,29.641
0.000000,0.000000,1726701803.822117,456599.000,6672,1,TH,1,100,29.585
0.000000,0.000000,1726701803.955119,456732.000,6689,1,TH,1,100,29.585
0.000000,0.000000,1726701804.089121,456866.000,6721,1,TH,1,100,29.658
0.000000,0.000000,1726701804.222123,456999.000,6737,1,TH,1,100,29.658
0.000000,0.000000,1726701804.355125,457132.000,6755,1,TH,1,100,29.695
0.000000,0.000000,1726701804.489127,457266.000,6786,1,TH,1,100,29.695
0.000000,0.000000,1726701804.622129,457399.000,6802,1,TH,1,100,29.614
0.000000,0.000000,1726701804.755130,457532.000,6820,1,TH,1,100,29.621
0.000000,0.000000,1726701804.889132,457666.000,6853,1,TH,1,100,29.572
0.000000,0.000000,1726701805.022134,457799.000,6870,1,TH,1,100,29.572
0.000000,0.000000,1726701805.155136,457932.000,6887,1,TH,1,100,29.638
0.000000,0.000000,1726701805.289138,458066.000,6903,1,TH,1,100,29.638
0.000000,0.000000,1726701805.422140,458199.000,6935,1,TH,1,100,29.660
0.000000,0.000000,1726701805.555142,458332.000,6952,1,TH,1,100,29.660
0.000000,0.000000,1726701805.689144,458466.000,6969,1,TH,1,100,29.645
0.000000,0.000000,1726701805.822146,458599.000,7000,1,TH,1,100,29.645
0.000000,0.000000,1726701805.955147,458732.000,7017,1,TH,1,100,29.731
0.000000,0.000000,1726701806.089149,458866.000,7036,1,TH,1,100,29.738
0.000000,0.000000,1726701806.222151,458999.000,7067,1,TH,1,100,29.652
0.000000,0.000000,1726701806.355153,459132.000,7085,1,TH,1,100,29.652
0.000000,0.000000,1726701806.489155,459266.000,7101,1,TH,1,100,29.625
0.000000,0.000000,1726701806.622157,459399.000,7133,1,TH,1,100,29.625
0.000000,0.000000,1726701806.755159,459532.000,7150,1,TH,1,100,29.762
0.000000,0.000000,1726701806.888161,459665.000,7166,1,TH,1,100,29.762
0.000000,0.000000,1726701807.022162,459799.000,7200,1,TH,1,100,29.696
0.000000,0.000000,1726701807.155164,459932.000,7217,1,TH,1,100,29.703
0.000000,0.000000,1726701807.289166,460066.000,7233,1,TH,1,100,29.637
0.000000,0.000000,1726701807.422168,460199.000,7251,1,TH,1,100,29.637
0.000000,0.000000,1726701807.555170,460332.000,7282,1,TH,1,100,29.723
0.000000,0.000000,1726701807.688172,460465.000,7299,1,TH,1,100,29.723
0.000000,0.000000,1726701807.822174,460599.000,7316,1,TH,1,100,29.708
0.000000,0.000000,1726701807.955176,460732.000,7348,1,TH,1,100,29.708
0.000000,0.000000,1726701808.088177,460865.000,7364,1,TH,1,100,29.647
0.000000,0.000000,1726701808.222179,460999.000,7383,1,TH,1,100,29.647
0.000000,0.000000,1726701808.355181,461132.000,7417,1,TH,1,100,29.765
0.000000,0.000000,1726701808.488183,461265.000,7433,1,TH,1,100,29.772
0.000000,0.000000,1726701808.622185,461399.000,7455,1,TH,1,100,29.671
0.000000,0.000000,1726701808.755187,461532.000,7487,1,TH,1,100,29.671
0.000000,0.000000,1726701808.888189,461665.000,7503,1,TH,1,100,29.695
0.000000,0.000000,1726701809.022191,461799.000,7521,1,TH,1,100,29.695
0.000000,0.000000,1726701809.155193,461932.000,7552,1,TH,1,100,29.683
0.000000,0.000000,1726701809.288194,462065.000,7568,1,TH,1,100,29.683
0.000000,0.000000,1726701809.422196,462199.000,7586,1,TH,1,100,29.622
0.000000,0.000000,1726701809.555198,462332.000,7619,1,TH,1,100,29.622
0.000000,0.000000,1726701809.688200,462465.000,7636,1,TH,1,100,29.762
0.000000,0.000000,1726701809.822202,462599.000,7653,1,TH,1,100,29.769
0.000000,0.000000,1726701809.955204,462732.000,7669,1,TH,1,100,29.683
0.000000,0.000000,1726701810.088206,462865.000,7701,1,TH,1,100,29.683
0.000000,0.000000,1726701810.221208,462998.000,7718,1,TH,1,100,29.742
0.000000,0.000000,1726701810.355209,463132.000,7735,1,TH,1,100,29.742
0.000000,0.000000,1726701810.488211,463265.000,7766,1,TH,1,100,29.705
0.000000,0.000000,1726701810.622213,463399.000,7783,1,TH,1,100,29.705
0.000000,0.000000,1726701810.755215,463532.000,7800,1,TH,1,100,29.707
0.000000,0.000000,1726701810.888217,463665.000,7833,1,TH,1,100,29.714
0.000000,0.000000,1726701811.021219,463798.000,7851,1,TH,1,100,29.746
0.000000,0.000000,1726701811.155221,463932.000,7867,1,TH,1,100,29.746
0.000000,0.000000,1726701811.288223,464065.000,7899,1,TH,1,100,29.653
0.000000,0.000000,1726701811.421225,464198.000,7916,1,TH,1,100,29.653
0.000000,0.000000,1726701811.555226,464332.000,7932,1,TH,1,100,29.748
0.000000,0.000000,1726701811.688228,464465.000,7964,1,TH,1,100,29.748
0.000000,0.000000,1726701811.821230,464598.000,7981,1,TH,1,100,29.697
0.000000,0.000000,1726701811.955232,464732.000,7997,1,TH,1,100,29.697
0.000000,0.000000,1726701812.088234,464865.000,8029,1,TH,1,100,29.724
0.000000,0.000000,1726701812.221236,464998.000,8046,1,TH,1,100,29.731
0.000000,0.000000,1726701812.355238,465132.000,8063,1,TH,1,100,29.748
0.000000,0.000000,1726701812.488240,465265.000,8082,1,TH,1,100,29.748
0.000000,0.000000,1726701812.622241,465399.000,8114,1,TH,1,100,29.702
0.000000,0.000000,1726701812.755243,465532.000,8130,1,TH,1,100,29.702
0.000000,0.000000,1726701812.888245,465665.000,8147,1,TH,1,100,29.777
0.000000,0.000000,1726701813.021247,465798.000,8179,1,TH,1,100,29.777
0.000000,0.000000,1726701813.155249,465932.000,8195,1,TH,1,100,29.792
0.000000,0.000000,1726701813.288251,466065.000,8212,1,TH,1,100,29.792
0.000000,0.000000,1726701813.421253,466198.000,8231,1,TH,1,100,29.731
0.000000,0.000000,1726701813.555255,466332.000,8262,1,TH,1,100,29.738
