LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
0.000000,0.000000,1726701923.104800,575880,26106,1,HR,1,100,48
0.000000,0.000000,1726701924.504819,577280,26322,1,HR,1,100,47
0.000000,0.000000,1726701925.664836,578440,26519,1,HR,1,100,48
0.000000,0.000000,1726701927.024855,579800,26734,1,HR,1,100,47
0.000000,0.000000,1726701928.304873,581080,26948,1,HR,1,100,47
0.000000,0.000000,1726701929.584891,582360,27148,1,HR,1,100,47
0.000000,0.000000,1726701930.944910,583720,27379,1,HR,1,100,46
0.000000,0.000000,1726701932.104927,584880,27561,1,HR,1,100,48
0.000000,0.000000,1726701933.477946,586253,27794,1,HR,1,100,47
0.000000,0.000000,1726701934.917966,587693,28023,1,HR,1,100,46
0.000000,0.000000,1726701936.317986,589093,28254,1,HR,1,100,45
0.000000,0.000000,1726701937.637005,590412,28468,1,HR,1,100,45
0.000000,0.000000,1726701938.957023,591732,28685,1,HR,1,100,45
0.000000,0.000000,1726701940.277042,593052,28899,1,HR,1,100,45
0.000000,0.000000,1726701941.677062,594452,29128,1,HR,1,100,45
0.000000,0.000000,1726701943.077081,595852,29343,1,HR,1,100,44
0.000000,0.000000,1726701944.557102,597332,29597,1,HR,1,100,43
0.000000,0.000000,1726701946.076124,598851,29843,1,HR,1,100,43
0.000000,0.000000,1726701947.356142,600131,30057,1,HR,1,100,44
0.000000,0.000000,1726701948.756161,601531,30291,1,HR,1,100,43
0.000000,0.000000,1726701949.916178,602691,30472,1,HR,1,100,45
0.000000,0.000000,1726701951.276197,604051,30687,1,HR,1,100,45
0.000000,0.000000,1726701952.689217,605464,30918,1,HR,1,100,45
0.000000,0.000000,1726701954.129237,606904,31152,1,HR,1,100,44
0.000000,0.000000,1726701955.609258,608384,31381,1,HR,1,100,43
0.000000,0.000000,1726701957.049278,609824,31629,1,HR,1,100,43
0.000000,0.000000,1726701958.449298,611224,31846,1,HR,1,100,43
0.000000,0.000000,1726701959.728316,612503,32058,1,HR,1,100,44
0.000000,0.000000,1726701961.048335,613823,32272,1,HR,1,100,44
0.000000,0.000000,1726701962.288352,615063,32471,1,HR,1,100,45
0.000000,0.000000,1726701963.648371,616423,32703,1,HR,1,100,45
0.000000,0.000000,1726701964.888389,617663,32901,1,HR,1,100,46
0.000000,0.000000,1726701965.968404,618743,33083,1,HR,1,100,48
0.000000,0.000000,1726701967.208422,619983,33281,1,HR,1,100,48
0.000000,0.000000,1726701968.568441,621343,33498,1,HR,1,100,47
0.000000,0.000000,1726701969.941460,622716,33727,1,HR,1,100,46
0.000000,0.000000,1726701971.541483,624316,33975,1,HR,1,100,44
0.000000,0.000000,1726701972.900502,625675,34204,1,HR,1,100,44
0.000000,0.000000,1726701974.380523,627155,34455,1,HR,1,100,44
0.000000,0.000000,1726701975.780543,628555,34669,1,HR,1,100,43
0.000000,0.000000,1726701977.220563,629995,34915,1,HR,1,100,43
0.000000,0.000000,1726701978.620583,631395,35131,1,HR,1,100,43
0.000000,0.000000,1726701979.820600,632595,35329,1,HR,1,100,45
0.000000,0.000000,1726701981.140618,633915,35544,1,HR,1,100,45
0.000000,0.000000,1726701982.499637,635274,35777,1,HR,1,100,45
0.000000,0.000000,1726701983.779655,636554,35977,1,HR,1,100,45
0.000000,0.000000,1726701985.139675,637914,36206,1,HR,1,100,45
0.000000,0.000000,1726701986.419693,639194,36389,1,HR,1,100,45
0.000000,0.000000,1726701987.739711,640514,36603,1,HR,1,100,45
0.000000,0.000000,1726701988.992729,641767,36820,1,HR,1,100,46
0.000000,0.000000,1726701990.272747,643047,37018,1,HR,1,100,46
0.000000,0.000000,1726701991.592766,644367,37232,1,HR,1,100,46
0.000000,0.000000,1726701992.952785,645727,37463,1,HR,1,100,46
0.000000,0.000000,1726701994.432806,647207,37695,1,HR,1,100,44
0.000000,0.000000,1726701995.792825,648567,37926,1,HR,1,100,44
0.000000,0.000000,1726701997.191845,649966,38157,1,HR,1,100,44
0.000000,0.000000,1726701998.671865,651446,38388,1,HR,1,100,43
0.000000,0.000000,1726701999.991884,652766,38603,1,HR,1,100,44
0.000000,0.000000,1726702001.391904,654166,38834,1,HR,1,100,44
0.000000,0.000000,1726702002.711922,655486,39048,1,HR,1,100,44
0.000000,0.000000,1726702004.111942,656886,39280,1,HR,1,100,44
0.000000,0.000000,1726702005.324959,658099,39479,1,HR,1,100,45
0.000000,0.000000,1726702006.684978,659459,39693,1,HR,1,100,45
0.000000,0.000000,1726702007.964996,660739,39906,1,HR,1,100,45
0.000000,0.000000,1726702009.364016,662138,40140,1,HR,1,100,45
0.000000,0.000000,1726702010.724035,663498,40354,1,HR,1,100,45
0.000000,0.000000,1726702012.124055,664898,40586,1,HR,1,100,44
0.000000,0.000000,1726702013.484074,666258,40800,1,HR,1,100,44
0.000000,0.000000,1726702014.724092,667498,40999,1,HR,1,100,45
0.000000,0.000000,1726702016.044110,668818,41229,1,HR,1,100,45
0.000000,0.000000,1726702017.164126,669938,41412,1,HR,1,100,47
0.000000,0.000000,1726702018.444144,671218,41612,1,HR,1,100,47
0.000000,0.000000,1726702019.843164,672617,41826,1,HR,1,100,46
0.000000,0.000000,1726702021.203183,673977,42057,1,HR,1,100,46
0.000000,0.000000,1726702022.563202,675337,42272,1,HR,1,100,45
0.000000,0.000000,1726702023.736219,676510,42472,1,HR,1,100,47
0.000000,0.000000,1726702025.016237,677790,42669,1,HR,1,100,47
0.000000,0.000000,1726702026.296255,679070,42883,1,HR,1,100,47
0.000000,0.000000,1726702027.536272,680310,43081,1,HR,1,100,47
0.000000,0.000000,1726702028.896292,681670,43298,1,HR,1,100,46
0.000000,0.000000,1726702030.136309,682910,43496,1,HR,1,100,47
0.000000,0.000000,1726702031.496328,684270,43727,1,HR,1,100,46
0.000000,0.000000,1726702032.655345,685429,43907,1,HR,1,100,47
0.000000,0.000000,1726702033.935363,686709,44124,1,HR,1,100,47
0.000000,0.000000,1726702035.175380,687949,44323,1,HR,1,100,48
0.000000,0.000000,1726702036.575400,689349,44523,1,HR,1,100,47
0.000000,0.000000,1726702037.975420,690749,44754,1,HR,1,100,46
0.000000,0.000000,1726702039.415440,692189,44986,1,HR,1,100,45
0.000000,0.000000,1726702040.628457,693402,45184,1,HR,1,100,46
0.000000,0.000000,1726702041.828474,694602,45366,1,HR,1,100,47
0.000000,0.000000,1726702043.028491,695802,45563,1,HR,1,100,48
0.000000,0.000000,1726702044.428511,697202,45797,1,HR,1,100,47
0.000000,0.000000,1726702045.548527,698322,45978,1,HR,1,100,48
0.000000,0.000000,1726702046.627542,699401,46158,1,HR,1,100,50
0.000000,0.000000,1726702048.347566,701121,46440,1,HR,1,100,46
0.000000,0.000000,1726702049.867587,702641,46688,1,HR,1,100,45
0.000000,0.000000,1726702051.307608,704081,46917,1,HR,1,100,44
0.000000,0.000000,1726702052.547625,705321,47116,1,HR,1,100,45
0.000000,0.000000,1726702053.827643,706601,47332,1,HR,1,100,46
0.000000,0.000000,1726702054.307650,707081,47415,1,HR,1,100,63
0.000000,0.000000,1726702055.187662,707961,47548,1,HR,1,100,64
0.000000,0.000000,1726702056.266678,709040,47714,1,HR,1,100,62
0.000000,0.000000,1726702057.586696,710360,47929,1,HR,1,100,59
0.000000,0.000000,1726702058.920715,711694,48145,1,HR,1,100,56
0.000000,0.000000,1726702060.239734,713013,48360,1,HR,1,100,53
0.000000,0.000000,1726702061.759755,714533,48608,1,HR,1,100,50
0.000000,0.000000,1726702062.359764,715133,48706,1,HR,1,100,61
0.000000,0.000000,1726702063.639782,716413,48923,1,HR,1,100,58
0.000000,0.000000,1726702065.199804,717973,49170,1,HR,1,100,54
0.000000,0.000000,1726702066.519822,719293,49385,1,HR,1,100,52
0.000000,0.000000,1726702069.038858,721812,49798,1,HR,1,100,46
0.000000,0.000000,1726702070.118873,722892,49962,1,HR,1,100,48
0.000000,0.000000,1726702071.358891,724132,50130,1,HR,1,100,48
0.000000,0.000000,1726702072.518907,725292,50332,1,HR,1,100,49
0.000000,0.000000,1726702073.798925,726572,50532,1,HR,1,100,48
0.000000,0.000000,1726702075.171944,727945,50761,1,HR,1,100,47
0.000000,0.000000,1726702076.611965,729385,50992,1,HR,1,100,46
0.000000,0.000000,1726702078.011984,730785,51223,1,HR,1,100,45
0.000000,0.000000,1726702079.372004,732145,51440,1,HR,1,100,45
0.000000,0.000000,1726702080.772023,733545,51670,1,HR,1,100,45
0.000000,0.000000,1726702081.092028,733865,51722,1,HR,1,100,76
0.000000,0.000000,1726702119.794574,772567,57977,1,HR,1,100,60
