LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RB
0.000000,0.000000,1726701766.519591,419297.000,589,1,RB,1,100,2024-09-18_19-22-45-878863
