LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
0.000000,0.000000,1726701766.520591,419298.000,590,4,EM,1,100,RS
0.000000,0.000000,1726701766.520591,419298.000,590,4,EM,1,100,RB
0.000000,0.000000,1726701766.520591,419298.000,590,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701766.520591,419298.000,590,4,EM,1,100,PS
0.000000,0.000000,1726701766.570842,419348.250,607,4,EM,1,100,RS
0.000000,0.000000,1726701766.621093,419398.500,607,4,EM,1,100,RB
0.000000,0.000000,1726701766.671343,419448.750,607,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701766.721594,419499.000,607,4,EM,1,100,PS
0.000000,0.000000,1726701766.771845,419549.250,641,4,EM,1,100,RS
0.000000,0.000000,1726701766.822095,419599.500,641,4,EM,1,100,RB
0.000000,0.000000,1726701766.872346,419649.750,641,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701766.922597,419700.000,641,4,EM,1,100,PS
0.000000,0.000000,1726701766.973348,419750.750,675,4,EM,1,100,RS
0.000000,0.000000,1726701767.024098,419801.500,675,4,EM,1,100,RB
0.000000,0.000000,1726701767.074849,419852.250,675,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701767.125600,419903.000,675,4,EM,1,100,PS
0.000000,0.000000,1726701767.175850,419953.250,706,4,EM,1,100,RS
0.000000,0.000000,1726701767.226101,420003.500,706,4,EM,1,100,RB
0.000000,0.000000,1726701767.276352,420053.750,706,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701767.326603,420104.000,706,4,EM,1,100,PS
0.000000,0.000000,1726701767.376853,420154.250,740,4,EM,1,100,RS
0.000000,0.000000,1726701767.427104,420204.500,740,4,EM,1,100,RB
0.000000,0.000000,1726701767.477355,420254.750,740,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701767.527605,420305.000,740,4,EM,1,100,PS
0.000000,0.000000,1726701767.577856,420355.250,776,4,EM,1,100,RS
0.000000,0.000000,1726701767.628107,420405.500,776,4,EM,1,100,RB
0.000000,0.000000,1726701767.678358,420455.750,776,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701767.728608,420506.000,776,4,EM,1,100,PS
0.000000,0.000000,1726701767.779109,420556.500,810,4,EM,1,100,RS
0.000000,0.000000,1726701767.829610,420607.000,810,4,EM,1,100,RB
0.000000,0.000000,1726701767.880110,420657.500,810,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701767.930611,420708.000,810,4,EM,1,100,PS
0.000000,0.000000,1726701767.980862,420758.250,842,4,EM,1,100,RS
0.000000,0.000000,1726701768.031113,420808.500,842,4,EM,1,100,RB
0.000000,0.000000,1726701768.081363,420858.750,842,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701768.131614,420909.000,842,4,EM,1,100,PS
0.000000,0.000000,1726701768.181865,420959.250,875,4,EM,1,100,RS
0.000000,0.000000,1726701768.232115,421009.500,875,4,EM,1,100,RB
0.000000,0.000000,1726701768.282366,421059.750,875,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701768.332617,421110.000,875,4,EM,1,100,PS
0.000000,0.000000,1726701768.382868,421160.250,909,4,EM,1,100,RS
0.000000,0.000000,1726701768.433118,421210.500,909,4,EM,1,100,RB
0.000000,0.000000,1726701768.483369,421260.750,909,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701768.533620,421311.000,909,4,EM,1,100,PS
0.000000,0.000000,1726701768.583870,421361.250,942,4,EM,1,100,RS
0.000000,0.000000,1726701768.634121,421411.500,942,4,EM,1,100,RB
0.000000,0.000000,1726701768.684372,421461.750,942,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701768.734622,421512.000,942,4,EM,1,100,PS
0.000000,0.000000,1726701768.784873,421562.250,974,4,EM,1,100,RS
0.000000,0.000000,1726701768.835124,421612.500,974,4,EM,1,100,RB
0.000000,0.000000,1726701768.885375,421662.750,974,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701768.935625,421713.000,974,4,EM,1,100,PS
0.000000,0.000000,1726701768.986876,421764.250,1010,4,EM,1,100,RS
0.000000,0.000000,1726701769.038127,421815.500,1010,4,EM,1,100,RB
0.000000,0.000000,1726701769.089377,421866.750,1010,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701769.140628,421918.000,1010,4,EM,1,100,PS
0.000000,0.000000,1726701769.190879,421968.250,1041,4,EM,1,100,RS
0.000000,0.000000,1726701769.241130,422018.500,1041,4,EM,1,100,RB
0.000000,0.000000,1726701769.291380,422068.750,1041,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701769.341631,422119.000,1041,4,EM,1,100,PS
0.000000,0.000000,1726701769.392132,422169.500,1075,4,EM,1,100,RS
0.000000,0.000000,1726701769.442632,422220.000,1075,4,EM,1,100,RB
0.000000,0.000000,1726701769.493133,422270.500,1075,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701769.543634,422321.000,1075,4,EM,1,100,PS
0.000000,0.000000,1726701769.593635,422371.000,1108,4,EM,1,100,RS
0.000000,0.000000,1726701769.643635,422421.000,1108,4,EM,1,100,RB
0.000000,0.000000,1726701769.693636,422471.000,1108,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701769.743637,422521.000,1108,4,EM,1,100,PS
0.000000,0.000000,1726701769.793887,422571.250,1142,4,EM,1,100,RS
0.000000,0.000000,1726701769.844138,422621.500,1142,4,EM,1,100,RB
0.000000,0.000000,1726701769.894389,422671.750,1142,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701769.944640,422722.000,1142,4,EM,1,100,PS
0.000000,0.000000,1726701769.994890,422772.250,1177,4,EM,1,100,RS
0.000000,0.000000,1726701770.045141,422822.500,1177,4,EM,1,100,RB
0.000000,0.000000,1726701770.095392,422872.750,1177,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701770.145642,422923.000,1177,4,EM,1,100,PS
0.000000,0.000000,1726701770.195893,422973.250,1209,4,EM,1,100,RS
0.000000,0.000000,1726701770.246144,423023.500,1209,4,EM,1,100,RB
0.000000,0.000000,1726701770.296394,423073.750,1209,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701770.346645,423124.000,1209,4,EM,1,100,PS
0.000000,0.000000,1726701770.396896,423174.250,1243,4,EM,1,100,RS
0.000000,0.000000,1726701770.447147,423224.500,1243,4,EM,1,100,RB
0.000000,0.000000,1726701770.497397,423274.750,1243,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701770.547648,423325.000,1243,4,EM,1,100,PS
0.000000,0.000000,1726701770.597899,423375.250,1275,4,EM,1,100,RS
0.000000,0.000000,1726701770.648149,423425.500,1275,4,EM,1,100,RB
0.000000,0.000000,1726701770.698400,423475.750,1275,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701770.748651,423526.000,1275,4,EM,1,100,PS
0.000000,0.000000,1726701770.799652,423577.000,1308,4,EM,1,100,RS
0.000000,0.000000,1726701770.850652,423628.000,1308,4,EM,1,100,RB
0.000000,0.000000,1726701770.901653,423679.000,1308,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701770.952654,423730.000,1308,4,EM,1,100,PS
0.000000,0.000000,1726701771.002654,423780.000,1340,4,EM,1,100,RS
0.000000,0.000000,1726701771.052655,423830.000,1340,4,EM,1,100,RB
0.000000,0.000000,1726701771.102656,423880.000,1340,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701771.152657,423930.000,1340,4,EM,1,100,PS
0.000000,0.000000,1726701771.202907,423980.250,1375,4,EM,1,100,RS
0.000000,0.000000,1726701771.253158,424030.500,1375,4,EM,1,100,RB
0.000000,0.000000,1726701771.303409,424080.750,1375,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701771.353659,424131.000,1375,4,EM,1,100,PS
0.000000,0.000000,1726701771.403910,424181.250,1407,4,EM,1,100,RS
0.000000,0.000000,1726701771.454161,424231.500,1407,4,EM,1,100,RB
0.000000,0.000000,1726701771.504412,424281.750,1407,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701771.554662,424332.000,1407,4,EM,1,100,PS
0.000000,0.000000,1726701771.604913,424382.250,1441,4,EM,1,100,RS
0.000000,0.000000,1726701771.655164,424432.500,1441,4,EM,1,100,RB
0.000000,0.000000,1726701771.705414,424482.750,1441,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701771.755665,424533.000,1441,4,EM,1,100,PS
0.000000,0.000000,1726701771.806916,424584.250,1472,4,EM,1,100,RS
0.000000,0.000000,1726701771.858167,424635.500,1472,4,EM,1,100,RB
0.000000,0.000000,1726701771.909417,424686.750,1472,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701771.960668,424738.000,1472,4,EM,1,100,PS
0.000000,0.000000,1726701772.010919,424788.250,1506,4,EM,1,100,RS
0.000000,0.000000,1726701772.061169,424838.500,1506,4,EM,1,100,RB
0.000000,0.000000,1726701772.111420,424888.750,1506,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701772.161671,424939.000,1506,4,EM,1,100,PS
0.000000,0.000000,1726701772.212672,424990.000,1537,4,EM,1,100,RS
0.000000,0.000000,1726701772.263672,425041.000,1537,4,EM,1,100,RB
0.000000,0.000000,1726701772.314673,425092.000,1537,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701772.365674,425143.000,1537,4,EM,1,100,PS
0.000000,0.000000,1726701772.415674,425193.000,1571,4,EM,1,100,RS
0.000000,0.000000,1726701772.465675,425243.000,1571,4,EM,1,100,RB
0.000000,0.000000,1726701772.515676,425293.000,1571,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701772.565677,425343.000,1571,4,EM,1,100,PS
0.000000,0.000000,1726701772.615927,425393.250,1605,4,EM,1,100,RS
0.000000,0.000000,1726701772.666178,425443.500,1605,4,EM,1,100,RB
0.000000,0.000000,1726701772.716429,425493.750,1605,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701772.766679,425544.000,1605,4,EM,1,100,PS
0.000000,0.000000,1726701772.816930,425594.250,1643,4,EM,1,100,RS
0.000000,0.000000,1726701772.867181,425644.500,1643,4,EM,1,100,RB
0.000000,0.000000,1726701772.917431,425694.750,1643,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701772.967682,425745.000,1643,4,EM,1,100,PS
0.000000,0.000000,1726701773.017933,425795.250,1675,4,EM,1,100,RS
0.000000,0.000000,1726701773.068184,425845.500,1675,4,EM,1,100,RB
0.000000,0.000000,1726701773.118434,425895.750,1675,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701773.168685,425946.000,1675,4,EM,1,100,PS
0.000000,0.000000,1726701773.218936,425996.250,1710,4,EM,1,100,RS
0.000000,0.000000,1726701773.269186,426046.500,1710,4,EM,1,100,RB
0.000000,0.000000,1726701773.319437,426096.750,1710,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701773.369688,426147.000,1710,4,EM,1,100,PS
0.000000,0.000000,1726701773.419939,426197.250,1742,4,EM,1,100,RS
0.000000,0.000000,1726701773.470189,426247.500,1742,4,EM,1,100,RB
0.000000,0.000000,1726701773.520440,426297.750,1742,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701773.570691,426348.000,1742,4,EM,1,100,PS
0.000000,0.000000,1726701773.620941,426398.250,1776,4,EM,1,100,RS
0.000000,0.000000,1726701773.671192,426448.500,1776,4,EM,1,100,RB
0.000000,0.000000,1726701773.721443,426498.750,1776,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701773.771694,426549.000,1776,4,EM,1,100,PS
0.000000,0.000000,1726701773.821944,426599.250,1809,4,EM,1,100,RS
0.000000,0.000000,1726701773.872195,426649.500,1809,4,EM,1,100,RB
0.000000,0.000000,1726701773.922446,426699.750,1809,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701773.972696,426750.000,1809,4,EM,1,100,PS
0.000000,0.000000,1726701774.022947,426800.250,1843,4,EM,1,100,RS
0.000000,0.000000,1726701774.073198,426850.500,1843,4,EM,1,100,RB
0.000000,0.000000,1726701774.123448,426900.750,1843,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701774.173699,426951.000,1843,4,EM,1,100,PS
0.000000,0.000000,1726701774.223950,427001.250,1874,4,EM,1,100,RS
0.000000,0.000000,1726701774.274201,427051.500,1874,4,EM,1,100,RB
0.000000,0.000000,1726701774.324451,427101.750,1874,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701774.374702,427152.000,1874,4,EM,1,100,PS
0.000000,0.000000,1726701774.425953,427203.250,1908,4,EM,1,100,RS
0.000000,0.000000,1726701774.477203,427254.500,1908,4,EM,1,100,RB
0.000000,0.000000,1726701774.528454,427305.750,1908,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701774.579705,427357.000,1908,4,EM,1,100,PS
0.000000,0.000000,1726701774.630706,427408.000,1941,4,EM,1,100,RS
0.000000,0.000000,1726701774.681706,427459.000,1941,4,EM,1,100,RB
0.000000,0.000000,1726701774.732707,427510.000,1941,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701774.783708,427561.000,1941,4,EM,1,100,PS
0.000000,0.000000,1726701774.833958,427611.250,1973,4,EM,1,100,RS
0.000000,0.000000,1726701774.884209,427661.500,1973,4,EM,1,100,RB
0.000000,0.000000,1726701774.934460,427711.750,1973,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701774.984711,427762.000,1973,4,EM,1,100,PS
0.000000,0.000000,1726701775.036711,427814.000,2007,4,EM,1,100,RS
0.000000,0.000000,1726701775.088712,427866.000,2007,4,EM,1,100,RB
0.000000,0.000000,1726701775.140713,427918.000,2007,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701775.192714,427970.000,2007,4,EM,1,100,PS
0.000000,0.000000,1726701775.242964,428020.250,2041,4,EM,1,100,RS
0.000000,0.000000,1726701775.293215,428070.500,2041,4,EM,1,100,RB
0.000000,0.000000,1726701775.343466,428120.750,2041,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701775.393716,428171.000,2041,4,EM,1,100,PS
0.000000,0.000000,1726701775.443967,428221.250,2074,4,EM,1,100,RS
0.000000,0.000000,1726701775.494218,428271.500,2074,4,EM,1,100,RB
0.000000,0.000000,1726701775.544469,428321.750,2074,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701775.594719,428372.000,2074,4,EM,1,100,PS
0.000000,0.000000,1726701775.644970,428422.250,2106,4,EM,1,100,RS
0.000000,0.000000,1726701775.695221,428472.500,2106,4,EM,1,100,RB
0.000000,0.000000,1726701775.745471,428522.750,2106,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701775.795722,428573.000,2106,4,EM,1,100,PS
0.000000,0.000000,1726701775.846473,428623.750,2139,4,EM,1,100,RS
0.000000,0.000000,1726701775.897223,428674.500,2139,4,EM,1,100,RB
0.000000,0.000000,1726701775.947974,428725.250,2139,4,EM,1,100,2024-09-18_19-22-45-878863.csv
0.000000,0.000000,1726701775.998725,428776.000,2139,4,EM,1,100,PS
